DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"08/08/2023 18:31:22", ckt03, SOLVED, Snap, 100,    1.000, 69, 41, 122, 0, STATIC, 0, 0, 0, 0, 1, 1, 3.77877E-015, 0.000000, 7.27455E-015, 192.5, -8.45265E-008, 60
