Nome_ID,Case,Simulation,Barras,Fase,TimeMaxPU,ValueMaxPU,TimeMinPU,ValueMinPU,Time_0,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Time_11,Time_12,Time_13,Time_14,Time_15,Time_16,Time_17,Time_18,Time_19,Time_20,Time_21,Time_22,Time_23,Time_24,Time_25,Time_26,Time_27,Time_28,Time_29,Time_30,Time_31,Time_32,Time_33,Time_34,Time_35,Time_36,Time_37,Time_38,Time_39,Time_40,Time_41,Time_42,Time_43,Time_44,Time_45,Time_46,Time_47,Time_48,Time_49,Time_50,Time_51,Time_52,Time_53,Time_54,Time_55,Time_56,Time_57,Time_58,Time_59,Time_60,Time_61,Time_62,Time_63,Time_64,Time_65,Time_66,Time_67,Time_68,Time_69,Time_70,Time_71,Time_72,Time_73,Time_74,Time_75,Time_76,Time_77,Time_78,Time_79,Time_80,Time_81,Time_82,Time_83,Time_84,Time_85,Time_86,Time_87,Time_88,Time_89,Time_90,Time_91,Time_92,Time_93,Time_94,Time_95,
298,1,3,bus_33998182_004,B,Time_58,0.9691562561830254,Time_44,0.9545339094306494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9617681808216909,0.9564288647850181,0.9556561809374617,0.9546539084374935,0.9545339094306494,0.9593029438661969,0.9593231537912332,0.9593388946982164,0.9592497489314877,0.9601692005420813,0.9605587892963577,0.9609764737241685,0.9608246045231189,0.9638529373834529,0.9648906266278612,0.9645123023853222,0.9645860961471939,0.9690550335856039,0.9691562561830254,0.9689612268299848,0.9685445329799601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,1,3,bus_33998182_005,B,Time_58,0.9740451620508932,Time_44,0.9614249899943209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9676559272851564,0.9633973949489757,0.9626833279739847,0.9616081807393634,0.9614249899943209,0.9658374597264896,0.9657413196792765,0.9658956373428474,0.9657511055083532,0.966562091260602,0.9669964723845235,0.967405237864666,0.9671512984819486,0.9696322842221549,0.9706470751051044,0.9701984143526721,0.9702531778518412,0.9738900333201582,0.9740451620508932,0.9738275928054554,0.9733635132685008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300,1,3,bus_33998182_017,B,Time_58,0.9736402270974732,Time_44,0.9609378105207156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9671738934550694,0.9630018075405203,0.9623019181228254,0.9611392866434991,0.9609378105207156,0.9654340103653597,0.9652525860686498,0.9655380376988763,0.9653153396126235,0.9661843157046891,0.9666906914935649,0.9670965368218084,0.9667470916452886,0.969265807378579,0.9702886048264604,0.9697844939543918,0.969844186420376,0.9734516096088075,0.9736402270974732,0.973434942661272,0.9729376300065855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
301,1,3,bus_33998182_018,B,TBD,0,TBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,1,3,bus_33998182_019,B,Time_58,0.969004542236407,Time_44,0.9543380372590607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9616219350489265,0.9562614954411182,0.9554769622781942,0.9544564535848964,0.9543380372590607,0.9591225181457687,0.9591313175654218,0.9591615329094314,0.9590582074400497,0.9599901000963268,0.9603942904840479,0.9608159379623745,0.9606566246595439,0.9636807461569583,0.9647281906429594,0.9643493659021567,0.9644267496029582,0.9688975952243394,0.969004542236407,0.9688152365655119,0.9684005529576909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,1,3,bus_33998182_020,B,Time_58,0.9739800659293433,Time_44,0.9613474964997915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9675843410606011,0.9633225907649198,0.9626069068171488,0.9615337379020791,0.9613474964997915,0.9657636926303652,0.9656668708529799,0.9658204533806164,0.9656766098583112,0.9664899532641152,0.9669222935946018,0.9673306139941369,0.9670769956642311,0.9695592409830753,0.970575766740843,0.97012736848881,0.9701817617472939,0.973822718069088,0.9739800659293433,0.9737593104823014,0.9732954982185502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
304,1,3,bus_33998182_021,B,TBD,0,TBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,1,3,bus_33998182_022,B,Time_58,0.9916957245128625,Time_44,0.9860591386955372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9891278788795745,0.9878821079784047,0.986979496288593,0.9861284497796854,0.9860591386955372,0.9885139227125321,0.9887909505378754,0.9885804158969713,0.9885700926883059,0.988852356366198,0.989188495067083,0.9895786285880012,0.9895120184174785,0.989522949153218,0.9907218648241296,0.9903279357840811,0.9904818984163949,0.9916649928185538,0.9916957245128625,0.9914581682961607,0.9909958896521768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,1,3,bus_33998182_007,B,Time_58,0.9931347202755697,Time_44,0.9882288124872108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9910278981763576,0.9902249710134012,0.9892204890449123,0.9882954431640372,0.9882288124872108,0.9905091474155299,0.9908160285353025,0.9906423285949021,0.9905705015564998,0.9908826722719737,0.9912778316956556,0.9916705196183092,0.9915668362217904,0.991167438979513,0.9924836221231762,0.9920494345834239,0.9922525064959301,0.9930902888708601,0.9931347202755697,0.9929014210249394,0.9923993159548171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,1,3,bus_33998182_023,B,Time_58,0.989927568733948,Time_44,0.9835330657279647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9869781605915022,0.9853673614695829,0.9844727532517423,0.9836052101501794,0.9835330657279647,0.9861858661688543,0.98644606725996,0.9862441548913405,0.9862331214196346,0.9865617329064359,0.9868979270643029,0.987294697507758,0.9872334514692845,0.9874962556116039,0.9886787433543125,0.9882941465109252,0.9884385336516799,0.9898941240185285,0.989927568733948,0.9896948689405953,0.9892424190670921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
