Nome_ID,Simulation,Elementos,Fase,Time_0,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Time_11,Time_12,Time_13,Time_14,Time_15,Time_16,Time_17,Time_18,Time_19,Time_20,Time_21,Time_22,Time_23,Time_24,Time_25,Time_26,Time_27,Time_28,Time_29,Time_30,Time_31,Time_32,Time_33,Time_34,Time_35,Time_36,Time_37,Time_38,Time_39,Time_40,Time_41,Time_42,Time_43,Time_44,Time_45,Time_46,Time_47,Time_48,Time_49,Time_50,Time_51,Time_52,Time_53,Time_54,Time_55,Time_56,Time_57,Time_58,Time_59,Time_60,Time_61,Time_62,Time_63,Time_64,Time_65,Time_66,Time_67,Time_68,Time_69,Time_70,Time_71,Time_72,Time_73,Time_74,Time_75,Time_76,Time_77,Time_78,Time_79,Time_80,Time_81,Time_82,Time_83,Time_84,Time_85,Time_86,Time_87,Time_88,Time_89,Time_90,Time_91,Time_92,Time_93,Time_94,Time_95,
486,2,Load.c13,B,-0.000125125,-0.000113948,-0.000104471,-9.48139E-05,-8.71742E-05,-9.48778E-05,-7.48793E-05,-8.31422E-05,-7.84931E-05,-6.96625E-05,-7.23043E-05,-7.74114E-05,-7.18499E-05,-7.54421E-05,-6.65468E-05,-6.03881E-05,-7.01195E-05,-7.33354E-05,-6.92026E-05,-8.40301E-05,-8.90389E-05,-0.000167954,-0.000390863,-0.000398749,-0.000536878,-0.000881397,-0.000588988,-0.000694578,-0.00112127,-0.00377102,-0.00217468,-0.00128914,-0.00132529,-0.00157686,-0.0019837,-0.00209081,-0.00203483,-0.00309137,-0.00228832,-0.00185556,-0.00246782,-0.00322767,-0.00399405,-0.00528729,-0.0051511,-0.0046613,-0.00551467,-0.00440366,-0.0054632,-0.00456182,-0.00354193,-0.00328383,-0.00385945,-0.00437814,-0.0038267,-0.00386224,-0.00366976,-0.00386116,-0.00354916,-0.00321144,-0.00304221,-0.00315232,-0.00250508,-0.00305977,-0.00347871,-0.00286276,-0.00333775,-0.00385073,-0.00314302,-0.000658256,-0.00104656,-0.00105436,-0.00138836,-0.000462103,-0.000623062,-0.000550938,-0.000591368,-0.000580948,-0.000404047,-0.000418134,-0.000310949,-0.000322212,-0.000290654,-0.000320626,-0.00028765,-0.000212633,-0.000268589,-0.000269775,-0.000334315,-0.000274538,-0.000206974,-0.000200755,-0.000207427,-0.000221107,-0.000148566,-0.00012513,
487,2,Load.c14,B,0.000217449,0.000202505,0.000185616,0.000172691,0.000162395,0.000168318,0.000146066,0.000153445,0.000147051,0.000137186,0.000137688,0.000144539,0.000138812,0.000141679,0.000132979,0.000126242,0.000138873,0.000141236,0.000136851,0.000155517,0.000174839,0.000299663,0.000602158,0.00048269,0.000595243,-0.000166034,-6.77981E-05,-0.000111073,-0.000243615,-0.00210161,-0.00101698,-0.000427022,-0.000443116,-0.000506684,-0.000806641,-0.000922733,-0.00086748,-0.00158964,-0.00104767,-0.000674468,-0.00118825,-0.00167886,-0.00227896,-0.00320569,-0.00311027,-0.00276295,-0.00333254,-0.00254763,-0.00331504,-0.00264221,-0.00189793,-0.0017124,-0.00213882,-0.00258977,-0.00213619,-0.00218649,-0.0020229,-0.00216348,-0.00194371,-0.00171324,-0.00162122,-0.00169309,-0.00121797,-0.00160839,-0.00189592,-0.00149107,-0.00183801,-0.00217785,-0.00172295,6.60445E-05,0.000171824,0.000295466,0.000406034,0.00110841,0.00129162,0.00121375,0.00118021,0.0011537,0.000972643,0.000928675,0.000861209,0.000835145,0.000718746,0.000701385,0.000652146,0.000608188,0.000605749,0.000557478,0.00060168,0.000504595,0.000428557,0.000357779,0.000353153,0.000355253,0.000254611,0.00021746,
488,2,Load.c15,B,-0.000127522,-0.000116738,-0.000108117,-9.80673E-05,-9.53688E-05,-9.27394E-05,-8.50567E-05,-8.54886E-05,-8.57877E-05,-8.30936E-05,-8.26386E-05,-8.10935E-05,-8.01826E-05,-8.1991E-05,-7.86196E-05,-7.5488E-05,-7.74414E-05,-7.79543E-05,-7.6752E-05,-9.39656E-05,-0.000114482,-0.000193624,-0.0003324,-0.000188265,-0.000208389,0.000644453,0.000538185,0.000589105,0.000732541,0.0034908,0.00265039,0.00218303,0.00219242,0.00291476,0.00313132,0.00320306,0.00317475,0.00408583,0.00366003,0.00339776,0.00377696,0.00436395,0.00479246,0.00544271,0.00536191,0.00515998,0.00562506,0.00503279,0.0055955,0.00500924,0.00445499,0.00431092,0.00464354,0.00478566,0.0044649,0.00449403,0.00437813,0.0042529,0.00408222,0.00390444,0.00382399,0.00361577,0.00325327,0.00355384,0.00376387,0.0029034,0.00318155,0.00340733,0.00300559,0.000128519,7.20981E-05,-7.0987E-05,-5.18876E-05,-0.000731592,-0.000802122,-0.000743224,-0.000704662,-0.000689616,-0.000630003,-0.000586806,-0.000593163,-0.000560181,-0.000476278,-0.000456342,-0.000416467,-0.000399977,-0.00038007,-0.000344059,-0.000342425,-0.000291192,-0.000266351,-0.000210268,-0.000205843,-0.000197988,-0.000147814,-0.00012753,
489,2,Load.c16,B,-0.000147132,-0.000134006,-0.000122857,-0.000111515,-0.000102538,-0.000111577,-8.80954E-05,-9.77913E-05,-9.23285E-05,-8.19611E-05,-8.50553E-05,-9.10543E-05,-8.45265E-05,-8.87401E-05,-7.83009E-05,-7.10712E-05,-8.25001E-05,-8.6273E-05,-8.14205E-05,-9.88349E-05,-0.00010475,-0.000197481,-0.000459425,-0.000468584,-0.000630849,-0.00109222,-0.000737034,-0.000865472,-0.00138346,-0.0046841,-0.00273415,-0.00165301,-0.00169686,-0.00202824,-0.00252517,-0.0026571,-0.00258823,-0.00389105,-0.00291193,-0.0023821,-0.00313137,-0.00406446,-0.00500085,-0.00657912,-0.00641301,-0.00581607,-0.00685606,-0.0055008,-0.00679399,-0.00568993,-0.00444508,-0.00413031,-0.00483306,-0.00546245,-0.00478768,-0.0048319,-0.00459618,-0.00482178,-0.00444092,-0.00402886,-0.00382309,-0.00394758,-0.00315653,-0.00383399,-0.00434563,-0.00357316,-0.00415414,-0.00478176,-0.00391811,-0.00081475,-0.00128709,-0.00129592,-0.00169392,-0.000543972,-0.000733093,-0.000648686,-0.000695908,-0.00068361,-0.000475762,-0.000492173,-0.000366301,-0.000379486,-0.000342255,-0.000377293,-0.00033862,-0.000250687,-0.000316208,-0.000317457,-0.000393241,-0.000322942,-0.000243555,-0.000236093,-0.00024389,-0.000259933,-0.000174688,-0.000147139,
490,2,Load.c17,B,0.0405689,0.0405748,0.0405722,0.0405772,0.0405763,0.0405753,0.0405808,0.0405781,0.0405757,0.0405783,0.0405749,0.0405777,0.0405791,0.040576,0.0405808,0.0405839,0.0405846,0.0405818,0.0405837,0.040572,0.0405726,0.0405525,0.0405514,0.0405791,0.0405825,0.0407772,0.0407813,0.0407894,0.0407863,0.0414647,0.0414193,0.0414656,0.0414465,0.0417336,0.0417313,0.0418093,0.0417866,0.041951,0.0420591,0.041949,0.0420937,0.042092,0.0421613,0.0421075,0.0421018,0.0421373,0.0420476,0.042093,0.0420835,0.0419815,0.0419825,0.0420015,0.0420242,0.0420676,0.0419571,0.0420052,0.0419529,0.0418149,0.0418199,0.0418407,0.0418981,0.0417086,0.0416682,0.0416687,0.0416577,0.0414095,0.0414807,0.0414933,0.0414626,0.0407377,0.0408043,0.0407279,0.0407146,0.0406514,0.0406601,0.0407596,0.0407108,0.0406986,0.0406843,0.0406691,0.0406541,0.0406614,0.0406491,0.0406122,0.0406436,0.04069,0.0406522,0.0406253,0.0406261,0.0406161,0.04061,0.0405836,0.0405705,0.0405656,0.0405703,0.0405692,
491,2,Load.c18,B,-0.000191803,-0.000175527,-0.000162538,-0.000147741,-0.000146051,-0.000137044,-0.000132168,-0.000128471,-0.000131425,-0.000131001,-0.000128555,-0.000122631,-0.000123966,-0.000125344,-0.000123846,-0.000121297,-0.000119311,-0.000119026,-0.00011848,-0.000144671,-0.000183809,-0.000306007,-0.000489039,-0.000229326,-0.000240008,-0.00107644,-0.00106837,-0.00105496,-0.00108103,-0.00373617,-0.0037299,-0.00374437,-0.00374871,-0.00499797,-0.00500822,-0.00502552,-0.00500811,-0.00573946,-0.00576128,-0.00573758,-0.00574293,-0.00613301,-0.00616459,-0.00625432,-0.0062672,-0.00627759,-0.00624576,-0.00622798,-0.00626807,-0.00602371,-0.00600239,-0.00600991,-0.00599935,-0.00569639,-0.00567131,-0.00568324,-0.00567461,-0.00521906,-0.00521995,-0.00521945,-0.00522942,-0.00471964,-0.00471977,-0.00471995,-0.00474171,-0.00368759,-0.00366421,-0.00374068,-0.00381323,-0.00116403,-0.00147905,-0.00181247,-0.00178058,-0.00120136,-0.00127333,-0.00112918,-0.00107145,-0.00105166,-0.0010033,-0.000924806,-0.00098449,-0.0009122,-0.000770854,-0.000738674,-0.000659474,-0.000632123,-0.00059359,-0.000535683,-0.000509124,-0.000437248,-0.000417054,-0.000318828,-0.000309297,-0.000289939,-0.000221011,-0.000191812,
492,2,Load.c19,B,0.536211,0.536153,0.536119,0.536051,0.536042,0.536028,0.535973,0.535986,0.535985,0.535969,0.535963,0.535958,0.535945,0.535966,0.535937,0.535916,0.535945,0.535921,0.535936,0.536041,0.536152,0.536479,0.536883,0.536359,0.536409,0.529865,0.52998,0.529661,0.530227,0.513958,0.51366,0.513125,0.51351,0.503925,0.508286,0.507339,0.507509,0.500708,0.495123,0.499237,0.49835,0.49904,0.49966,0.496204,0.495035,0.499073,0.494871,0.500945,0.497474,0.501641,0.504648,0.504456,0.500014,0.504238,0.504754,0.502324,0.502524,0.504916,0.506486,0.50665,0.505271,0.509402,0.509749,0.508449,0.507373,0.5134,0.516438,0.515372,0.515193,0.5344,0.53492,0.535423,0.535406,0.538241,0.538243,0.537862,0.537834,0.537791,0.537678,0.537518,0.537576,0.537433,0.537261,0.537215,0.537092,0.536916,0.53694,0.536877,0.536838,0.536742,0.536665,0.536528,0.536509,0.536497,0.536299,0.536211,
493,2,Load.c20,B,0.100414,0.100413,0.100411,0.100409,0.100408,0.100409,0.100406,0.100407,0.100405,0.100404,0.100404,0.100406,0.100404,0.100405,0.100404,0.100403,0.100405,0.100405,0.100405,0.100404,0.100406,0.100417,0.100457,0.100451,0.10045,0.100868,0.10086,0.100865,0.100871,0.102234,0.102223,0.102204,0.102202,0.102849,0.102843,0.102837,0.102849,0.103212,0.103202,0.103207,0.103209,0.103416,0.103408,0.1034,0.103395,0.103439,0.103457,0.103452,0.103443,0.10335,0.103349,0.103341,0.103352,0.103182,0.103186,0.10318,0.103183,0.102953,0.10295,0.102947,0.102942,0.102684,0.102677,0.102683,0.102678,0.102137,0.102153,0.102129,0.102096,0.100667,0.100713,0.10074,0.100759,0.100555,0.100561,0.100553,0.100542,0.100536,0.100521,0.100515,0.100508,0.100508,0.100492,0.100483,0.100477,0.10047,0.10047,0.100462,0.100463,0.100453,0.100443,0.100437,0.100431,0.100431,0.100422,0.100416,
494,2,Load.c21,B,0.0344616,0.0344592,0.0344579,0.0344552,0.0344545,0.0344546,0.0344516,0.0344526,0.0344522,0.034451,0.0344511,0.0344512,0.0344504,0.0344512,0.0344498,0.0344487,0.0344502,0.0344499,0.0344497,0.034454,0.0344582,0.0344752,0.0344944,0.0344743,0.0344804,0.0342667,0.0342434,0.0342023,0.0341368,0.032804,0.0327227,0.0326683,0.0327052,0.0320181,0.0319361,0.0318879,0.0319361,0.0316967,0.031663,0.0314949,0.0316379,0.0314771,0.0314017,0.0315151,0.0313718,0.03139,0.031333,0.0313205,0.0313397,0.0315383,0.0314483,0.0314267,0.03141,0.0315289,0.031604,0.0316105,0.0315896,0.031871,0.0319636,0.0318255,0.0318469,0.0322478,0.0321861,0.0321904,0.0321748,0.032813,0.0327802,0.0327318,0.0328388,0.0343135,0.0343403,0.0343759,0.0343765,0.0345831,0.0345942,0.034564,0.0345632,0.0345612,0.0345574,0.0345537,0.0345555,0.0345367,0.0345079,0.0345038,0.0344942,0.0344876,0.0344907,0.0344874,0.0344883,0.0344822,0.0344787,0.0344742,0.0344749,0.0344738,0.0344656,0.0344616,
495,2,Load.c22,B,-3.07017E-05,-2.7711E-05,-2.61202E-05,-2.30627E-05,-2.25564E-05,-2.22104E-05,-1.90478E-05,-1.97978E-05,-2.03304E-05,-1.90024E-05,-1.9723E-05,-1.8769E-05,-1.81143E-05,-1.93118E-05,-1.72062E-05,-1.55298E-05,-1.58977E-05,-1.69661E-05,-1.59726E-05,-2.28912E-05,-2.77926E-05,-4.40277E-05,-6.25044E-05,-4.10513E-05,-4.40547E-05,0.000206465,0.000231349,0.000247842,0.000230907,0.00120631,0.000890812,0.00133427,0.0011831,0.00135406,0.00135702,0.00210076,0.00184731,0.00198587,0.00310586,0.00201035,0.00336674,0.00249731,0.00317915,0.00280147,0.00278792,0.00291751,0.00199326,0.00240759,0.00235338,0.00176586,0.00177069,0.00196066,0.00210977,0.00314561,0.00213093,0.00257932,0.00210355,0.00170955,0.00176894,0.00196407,0.00251328,0.00175568,0.00144238,0.00142223,0.001354,0.00113222,0.0016104,0.00179728,0.00175727,0.000292208,0.000347964,0.000228201,0.000172661,-0.000191906,-0.000188126,-0.000211569,-0.000176268,-0.000169797,-0.000177122,-0.000153666,-0.000175548,-0.000161369,-0.000132168,-0.000110817,-0.000109437,-0.000126082,-0.000100588,-8.36191E-05,-7.58147E-05,-6.52335E-05,-6.40531E-05,-4.68141E-05,-4.53335E-05,-4.34699E-05,-3.45244E-05,-3.07038E-05,
