Nome_ID,Case,Simulation,Barras,Fase,Time_0,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Time_11,Time_12,Time_13,Time_14,Time_15,Time_16,Time_17,Time_18,Time_19,Time_20,Time_21,Time_22,Time_23,Time_24,Time_25,Time_26,Time_27,Time_28,Time_29,Time_30,Time_31,Time_32,Time_33,Time_34,Time_35,Time_36,Time_37,Time_38,Time_39,Time_40,Time_41,Time_42,Time_43,Time_44,Time_45,Time_46,Time_47,Time_48,Time_49,Time_50,Time_51,Time_52,Time_53,Time_54,Time_55,Time_56,Time_57,Time_58,Time_59,Time_60,Time_61,Time_62,Time_63,Time_64,Time_65,Time_66,Time_67,Time_68,Time_69,Time_70,Time_71,Time_72,Time_73,Time_74,Time_75,Time_76,Time_77,Time_78,Time_79,Time_80,Time_81,Time_82,Time_83,Time_84,Time_85,Time_86,Time_87,Time_88,Time_89,Time_90,Time_91,Time_92,Time_93,Time_94,Time_95,
21,1,1,bus_33998182_008,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.666345056046843,-29.603904461510012,-29.64095981876546,-29.741797046318272,-29.745698401343063,-29.72448626806587,-29.76544938332045,-29.69004321447864,-29.758050651895935,-29.716450855375946,-29.656431056059887,-29.651973804095178,-29.68724779148446,-29.76609323745181,-29.737738261905328,-29.750296587348373,-29.741186889534273,-29.83175005097715,-29.811056951490553,-29.793353631880148,-29.79219862805478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,1,1,bus_33998182_009,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.63136982835895,-29.564432229121167,-29.601770732791337,-29.70291493371271,-29.706356354961628,-29.688057864473397,-29.730871582384452,-29.654188513452148,-29.72293016907108,-29.68201073085749,-29.621008146075162,-29.616260928342268,-29.65264530591676,-29.735654446837714,-29.707206567542993,-29.719502028244797,-29.710356413804366,-29.806485109234508,-29.785301013053846,-29.767003377102018,-29.765263229487008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,1,1,bus_33998182_010,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.643163776242947,-29.575932211865545,-29.61242917126682,-29.71182766528464,-29.715524083046517,-29.697799111162563,-29.73935724708436,-29.664196970459358,-29.731628948557947,-29.691433147018866,-29.631736783143158,-29.6271351174939,-29.66268034002352,-29.74443002853127,-29.71647640102034,-29.728861745212445,-29.71988498899284,-29.814560504123698,-29.793811542058968,-29.776108715308588,-29.774767838007563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,1,1,bus_33998182_024,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,1,1,bus_33998182_011,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.667833612515842,-29.607688092364743,-29.646409969203315,-29.750814181643047,-29.754906916819998,-29.730830332005922,-29.771661401574423,-29.694791299215307,-29.76475397134343,-29.721079059439983,-29.659508378291694,-29.655011445454466,-29.690434756048642,-29.76956193268088,-29.739944283089017,-29.752824497807623,-29.743282973403026,-29.832822634182023,-29.811851628074855,-29.793752011088536,-29.7927028432209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,1,1,bus_33998182_025,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,1,1,bus_33998182_026,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.63150795096843,-29.56466120383724,-29.60200148944447,-29.70315376507575,-29.706585311771992,-29.68820948554176,-29.731028862357615,-29.654335223097604,-29.72307732172003,-29.682144497858253,-29.62114003656069,-29.61641699237085,-29.652816988916896,-29.73576956078599,-29.707327154348366,-29.719617005007528,-29.710471091162,-29.80654144320794,-29.785360856862823,-29.767056535513486,-29.76531262177738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,1,1,bus_33998182_027,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,1,1,bus_33998182_012,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.549546619259072,-29.475316643372757,-29.515071287176436,-29.62066478686467,-29.623649687772353,-29.608778830814778,-29.654636759234094,-29.57418838449301,-29.646466638964863,-29.60464996680738,-29.540141837605578,-29.53443891967176,-29.5727394652375,-29.66477933515002,-29.634574893025807,-29.646871516924246,-29.637145449026516,-29.743347728833523,-29.72090851172489,-29.701200200158915,-29.698611534019136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,1,1,bus_33998182_028,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.62616673115672,-29.5593105571186,-29.596693611047506,-29.697911890225697,-29.70134507119551,-29.682994264102977,-29.725855061250687,-29.64911051944742,-29.717912226028105,-29.676943395754172,-29.615881245104333,-29.611118225231888,-29.647534819261157,-29.730560879988747,-29.702077711540714,-29.714374691924068,-29.705216789075816,-29.801341945490574,-29.780136665324683,-29.761815489298098,-29.76006297390759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,1,1,bus_33998182_029,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,1,1,bus_33998182_030,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.634265853281217,-29.566362175828367,-29.60288880873055,-29.702331517313542,-29.70602252321552,-29.688658813430976,-29.730243279883496,-29.65504736534249,-29.72251633623633,-29.68240045372034,-29.6226669224285,-29.618054506591193,-29.653618377371476,-29.73588296463194,-29.707903793690434,-29.72029037474132,-29.711304470877124,-29.806585088697457,-29.785822539561384,-29.768104407905607,-29.76675607439883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,1,1,bus_33998182_031,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,1,1,bus_33998182_032,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,1,1,bus_33998182_033,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.662754687462048,-29.60269884338581,-29.641453212782995,-29.745895834603456,-29.74997667040979,-29.72586134838393,-29.766745852723844,-29.68982467906645,-29.759831333907705,-29.716120079479992,-29.65450035185283,-29.649986185607947,-29.68544510375724,-29.76457151485856,-29.734926155845432,-29.747805610662134,-29.738253940648324,-29.827776979870794,-29.806785407819135,-29.788664672945053,-29.78760212443908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,1,1,bus_33998182_034,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.66379159858869,-29.60367733089122,-29.642429559698435,-29.746918806075357,-29.751027998073067,-29.72687599900965,-29.76764858767916,-29.690778815411274,-29.7607678390877,-29.71704929576893,-29.655470854127415,-29.650988040388587,-29.686379959212722,-29.765500544939957,-29.73586105422687,-29.748753051047743,-29.73920450991612,-29.828696659363818,-29.807735699920045,-29.789641886917156,-29.78860935465418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,1,1,bus_33998182_035,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29.530707778474543,-29.455123549309977,-29.494943909233548,-29.60064460987277,-29.6036166032941,-29.58947554240535,-29.635402481338904,-29.554866082488655,-29.62723253602078,-29.58557300819545,-29.520976407360614,-29.51524739032935,-29.55359265461241,-29.6466857671791,-29.616427722436345,-29.62872442577688,-29.618979931992286,-29.72642643573085,-29.703954174835996,-29.684207801168085,-29.681597253812935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,1,1,bus_33998182_036,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,1,1,bus_33998182_037,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,1,1,bus_33998182_038,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
