Nome_ID,Case,Simulation,Elemento,I_pu_max_a,I_pu_max_b,I_pu_max_c,I_pu_min_a,I_pu_min_b,I_pu_min_c,
316,1,4,Line._ABCN_L09-SEC,2.05557,10.1663,10.4468,1.54924,6.67531,7.3587,
317,1,4,Line._ABCN_L10-SEC,5.79626,6.72699,5.48832,3.55759,4.45733,3.35527,
318,1,4,Line._ABCN_L11-RAMAL,9.83169,9.7886,9.78087,7.69178,7.66312,7.65359,
319,1,4,Line._AN_L12-RAMAL,2.05559,2.53307,0,1.54926,2.10938,0,
320,1,4,Line._BCN_L13-RAMAL,10.1663,10.4468,2.30897,6.67532,7.35871,1.78588,
321,1,4,Line._ABCN_L14-RAMAL,6.59784,6.72699,6.33377,4.40371,4.45733,4.2387,
322,1,4,Line._ACN_L15-RAMAL,1.90407,1.89393,1.68584,1.30268,1.29574,1.38031,
323,1,4,Line._BN_L16-RAMAL,0.91449,1.44406,0,0.506721,0.903529,0,
324,1,4,Line._ABCN_L17-SEC,25.5549,7.74933,28.3303,15.1297,4.5215,19.8537,
325,1,4,Line._BCN_L18-RAMAL,0.00564075,0.00561391,0.855356,0.00311742,0.00310452,0.678993,
326,1,4,Line._ABCN_L19-SEC,3.29915,4.33896,10.4535,2.45649,3.27515,7.49886,
327,1,4,Line._ABCN_L20-SEC,7.31954,9.8295,33.0496,4.44807,6.18131,24.8547,
328,1,4,Line._ABCN_L21-SEC,20.312,9.10352E-06,8.72456E-06,13.6956,9.08417E-06,8.67782E-06,
329,1,4,Line._BCN_L22-RAMAL,2.04203,3.13199,1.77334,1.54139,2.13975,0.896748,
330,1,4,Line._ABCN_L23-SEC,3.29916,2.53987E-05,7.32191,2.45651,2.53444E-05,5.34487,
331,1,4,Line._BN_L24-RAMAL,2.29695,2.72699,0,1.73379,2.02912,0,
332,1,4,Line._ABN_L25-RAMAL,10.4691,10.5307,2.19237,7.22473,7.05453,1.5647,
333,1,4,Line._CN_L26-RAMAL,17.8318,0.509746,0,13.6081,0.149971,0,
334,1,4,Line._ABCN_L27-SEC,4.7866,1.30498,16.2928,3.60334,0.722347,12.0911,
335,1,4,Line._AN_L28-RAMAL,2.45409,3.01327,0,1.84874,2.49034,0,
336,1,4,Line._CN_L29-RAMAL,1.48578,0.719832,0,0.823141,0.306273,0,
337,1,4,Line._AN_L30-RAMAL,20.312,2.66119,0,13.6956,2.23543,0,
338,1,4,Line._CN_L31-RAMAL,2.44202,1.59991,0,1.84116,1.0917,0,
339,1,4,Line._CN_L32-RAMAL,3.29412,2.38816,0,2.24772,1.43694,0,
340,1,4,Line._AN_L33-RAMAL,1.69019,2.28419,0,1.27352,1.92499,0,
341,1,4,Line._ACN_L34-RAMAL,1.65616,1.64817,1.44053,1.13426,1.12497,1.21613,
342,1,4,Line._AN_L35-RAMAL,2.20344,2.75064,0,1.65876,2.27344,0,
343,1,4,Line._BN_L36-RAMAL,1.13893E-05,9.85419E-06,0,1.13665E-05,9.82165E-06,0,
344,1,4,Line._CN_L37-RAMAL,16.2928,1.41006,0,12.0911,1.02262,0,
345,1,4,Line._BN_L38-RAMAL,1.305,1.71732,0,0.722375,1.02315,0,
346,1,4,Line._AN_L39-RAMAL,2.58318,3.1214,0,1.9446,2.55446,0,
347,1,4,Reactor.GND_R01,0.280493,0,0,0.223417,0,0,
348,1,4,Reactor.GND_R02,0.923949,0,0,0.725813,0,0,
349,1,4,Reactor.GND_R03,0.874151,0,0,0.689137,0,0,
350,1,4,Reactor.GND_R04,0.902885,0,0,0.709764,0,0,
351,1,4,Reactor.GND_R05,0.906068,0,0,0.710247,0,0,
352,1,4,Reactor.GND_R06,0.891235,0,0,0.699143,0,0,
353,1,4,Reactor.GND_R07,0.849513,0,0,0.672893,0,0,
354,1,4,Reactor.GND_R08,0.789429,0,0,0.632326,0,0,
355,1,4,Reactor.GND_R09,0.802361,0,0,0.635669,0,0,
356,1,4,Reactor.GND_R10,0.800547,0,0,0.636123,0,0,
357,1,4,Reactor.GND_R11,0.844441,0,0,0.668108,0,0,
358,1,4,Reactor.GND_R12,0.847676,0,0,0.670903,0,0,
359,1,4,Reactor.GND_R13,0.840947,0,0,0.667059,0,0,
360,1,4,Reactor.GND_R14,0.796395,0,0,0.629869,0,0,
361,1,4,Reactor.GND_R15,0.730721,0,0,0.589622,0,0,
362,1,4,Reactor.GND_R16,0.717809,0,0,0.581379,0,0,
363,1,4,Reactor.GND_R17,0.796145,0,0,0.629559,0,0,
364,1,4,Reactor.GND_R18,0.791076,0,0,0.634253,0,0,
365,1,4,Reactor.GND_R19,0.878611,0,0,0.692018,0,0,
366,1,4,Reactor.GND_R20,0.81213,0,0,0.649197,0,0,
367,1,4,Reactor.GND_R21,0.896218,0,0,0.702817,0,0,
368,1,4,Reactor.GND_R22,0.811557,0,0,0.6484,0,0,
369,1,4,Reactor.GND_R23,0.858666,0,0,0.682485,0,0,
370,1,4,Reactor.GND_R24,0.847676,0,0,0.670903,0,0,
371,1,4,Reactor.GND_R25,0.717809,0,0,0.581379,0,0,
372,1,4,Reactor.GND_R26,0.878611,0,0,0.692018,0,0,
373,1,4,Reactor.GND_R27,0.813461,0,0,0.648732,0,0,
374,1,4,Reactor.GND_R28,0.85817,0,0,0.681815,0,0,
375,1,4,Transformer.T1,0.415016,0.538578,0.527119,0.260672,0.360626,0.303035,
376,1,4,Load.C01,2.03462,2.03462,0,1.53351,1.53351,0,
377,1,4,Load.C02,2.29696,2.29696,0,1.73379,1.73379,0,
378,1,4,Load.C03,2.44202,2.44202,0,1.84116,1.84116,0,
379,1,4,Load.C04,3.29412,3.29412,0,2.24772,2.24772,0,
380,1,4,Load.C05,1.6902,1.6902,0,1.27353,1.27353,0,
381,1,4,Load.C06,1.48578,1.48578,0,0.823144,0.823144,0,
382,1,4,Load.C07,1.55961,1.55961,0,1.17579,1.17579,0,
383,1,4,Load.C08,1.305,1.305,0,0.722381,0.722381,0,
384,1,4,Load.C09,2.14683,2.14683,0,1.62013,1.62013,0,
385,1,4,Load.C10,2.45409,2.45409,0,1.84875,1.84875,0,
386,1,4,Load.C11,0.920763,0.920763,0,0.509924,0.509924,0,
387,1,4,Load.C12,0.622918,0.622918,0,0.345109,0.345109,0,
388,1,4,Load.C13,2.20344,2.20344,0,1.65877,1.65877,0,
389,1,4,Load.C14,2.05559,2.05559,0,1.54927,1.54927,0,
390,1,4,Load.C15,1.36245,1.36245,0,1.02855,1.02855,0,
391,1,4,Load.C16,2.58318,2.58318,0,1.9446,1.9446,0,
392,1,4,Load.C17,0.739353,0.738149,0.742529,0.40973,0.409079,0.411555,
393,1,4,Load.C18,3.13199,3.13199,0,2.13975,2.13975,0,
394,1,4,Load.C19,9.83169,9.78862,9.78086,7.69178,7.66314,7.65358,
395,1,4,Load.C20,1.65616,1.64818,1.64408,1.13427,1.12498,1.12377,
396,1,4,Load.C21,0.753702,0.750609,0.750062,0.700008,0.697099,0.696766,
397,1,4,Load.C22,0.914493,0.914493,0,0.506726,0.506726,0,
398,1,4,Load.C23,0.383201,0.383201,0,0.189846,0.189846,0,
399,1,4,Load.C24,0.0112371,0.0112371,0,0.00622686,0.00622686,0,
400,1,4,Load.C25,2.04204,2.04204,0,1.5414,1.5414,0,
401,1,4,Load.C26,1.90407,1.89394,1.89202,1.30269,1.29575,1.29449,
402,1,4,Load.C27,0.00565124,0.00561588,0.00568115,0.00313163,0.00311282,0.00314904,
403,1,4,PVSystem.PV_0,10.7928,11.0544,10.315,7.58666,7.69871,7.29735,
404,1,4,PVSystem.PV_1,7.23252,7.37437,6.97932,5.07381,5.13764,4.91662,
405,1,4,PVSystem.PV_2,18.2436,18.2436,0,14.0197,14.0197,0,
406,1,4,PVSystem.PV_3,21.5224,21.5224,0,15.1395,15.1395,0,
407,1,4,PVSystem.PV_4,17.6129,17.6129,0,13.6072,13.6072,0,
408,1,4,PVSystem.PV_5,10.9933,10.4543,10.8342,7.67223,7.36558,7.60288,
409,1,5,Vsource.SOURCE,0.532289,1.0215,1.29473,0.261908,0.722012,0.810579,
410,1,5,Line._ABCN_L01-SEC,8.54467,18.8057,20.3256,7.1784,12.8417,13.7589,
411,1,5,Line._CN_L02-RAMAL,7.57607E-06,6.53548E-06,0,7.55441E-06,6.50787E-06,0,
412,1,5,Line._ABCN_L03-SEC,39.3705,10.5413,64.1251,23.7019,6.23581,43.3295,
413,1,5,Line._ABCN_L04-SEC,1.07352E-05,1.24451E-05,1.16712E-05,1.07032E-05,1.2405E-05,1.16426E-05,
414,1,5,Line._ABCN_L05-SEC,3.5922,15.3571,16.4844,2.70952,10.8029,11.4092,
415,1,5,Line._ABCN_L06-SEC,5.71318,4.54418,6.17312,5.25949,4.07699,5.80789,
416,1,5,Line._AN_L07-RAMAL,1.54978,2.78721,0,1.16915,2.02904,0,
417,1,5,Line._BCN_L08-RAMAL,0.738763,0.744911,1.2433,0.409511,0.412972,0.571655,
418,1,5,Line._ABCN_L09-SEC,2.04243,15.5733,16.7344,1.54037,11.0784,11.7048,
419,1,5,Line._ABCN_L10-SEC,9.07862,9.06076,8.45364,5.66873,6.17793,5.39609,
420,1,5,Line._ABCN_L11-RAMAL,9.7641,9.77828,9.87916,7.64098,7.65816,7.72422,
421,1,5,Line._AN_L12-RAMAL,2.04244,3.19808,0,1.54039,2.38063,0,
422,1,5,Line._BCN_L13-RAMAL,15.5733,16.7344,1.68288,11.0784,11.7048,0.654834,
423,1,5,Line._ABCN_L14-RAMAL,9.99426,9.06076,9.29059,6.6246,6.17793,6.3157,
424,1,5,Line._ACN_L15-RAMAL,1.88984,1.91245,3.2664,1.29345,1.30716,2.24129,
425,1,5,Line._BN_L16-RAMAL,0.912262,0.869696,0,0.505569,0.363462,0,
426,1,5,Line._ABCN_L17-SEC,39.3705,10.9332,64.1264,23.7019,6.61338,43.3307,
427,1,5,Line._BCN_L18-RAMAL,0.00562663,0.00567127,1.47286,0.00311011,0.00313692,0.916738,
428,1,5,Line._ABCN_L19-SEC,3.26293,4.31139,10.593,2.4327,3.25513,7.59179,
429,1,5,Line._ABCN_L20-SEC,11.5981,13.2601,66.4438,6.38002,8.77229,45.0044,
430,1,5,Line._ABCN_L21-SEC,31.5081,9.16365E-06,8.63264E-06,22.154,9.12612E-06,8.59757E-06,
431,1,5,Line._BCN_L22-RAMAL,2.02894,3.17221,2.5739,1.53189,2.16451,1.69547,
432,1,5,Line._ABCN_L23-SEC,3.26294,2.55762E-05,7.42112,2.43271,2.54708E-05,5.41209,
433,1,5,Line._BN_L24-RAMAL,2.28248,1.20154,0,1.72327,0.547985,0,
434,1,5,Line._ABN_L25-RAMAL,15.4406,13.9787,2.5839,10.5093,9.66754,1.54307,
435,1,5,Line._CN_L26-RAMAL,33.2629,1.65859,0,22.2536,1.1121,0,
436,1,5,Line._ABCN_L27-SEC,4.73059,1.29564,33.7369,3.56571,0.717172,23.4658,
437,1,5,Line._AN_L28-RAMAL,2.42351,3.63113,0,1.82805,2.76372,0,
438,1,5,Line._CN_L29-RAMAL,1.50216,2.06969,0,0.832204,1.51639,0,
439,1,5,Line._AN_L30-RAMAL,31.5081,3.23728,0,22.154,2.43357,0,
440,1,5,Line._CN_L31-RAMAL,2.47439,2.83135,0,1.86395,2.24154,0,
441,1,5,Line._CN_L32-RAMAL,3.33878,3.51811,0,2.27527,2.61518,0,
442,1,5,Line._AN_L33-RAMAL,1.67182,2.90735,0,1.2612,2.15693,0,
443,1,5,Line._ACN_L34-RAMAL,1.63796,1.67047,2.84359,1.12224,1.13873,1.96407,
444,1,5,Line._AN_L35-RAMAL,2.17767,3.38448,0,1.64145,2.54694,0,
445,1,5,Line._BN_L36-RAMAL,1.1576E-05,9.83424E-06,0,1.14914E-05,9.79986E-06,0,
446,1,5,Line._CN_L37-RAMAL,33.7369,2.89318,0,23.4658,2.27367,0,
447,1,5,Line._BN_L38-RAMAL,1.29566,0.682461,0,0.7172,0.174015,0,
448,1,5,Line._AN_L39-RAMAL,2.55293,3.73839,0,1.92428,2.84889,0,
449,1,5,Reactor.GND_R01,0.501059,0,0,0.312319,0,0,
450,1,5,Reactor.GND_R02,1.4216,0,0,0.87804,0,0,
451,1,5,Reactor.GND_R03,1.43431,0,0,0.891569,0,0,
452,1,5,Reactor.GND_R04,1.38428,0,0,0.853001,0,0,
453,1,5,Reactor.GND_R05,1.38588,0,0,0.852669,0,0,
454,1,5,Reactor.GND_R06,1.38189,0,0,0.850898,0,0,
455,1,5,Reactor.GND_R07,1.47124,0,0,0.917841,0,0,
456,1,5,Reactor.GND_R08,1.46497,0,0,0.907879,0,0,
457,1,5,Reactor.GND_R09,1.5075,0,0,0.945507,0,0,
458,1,5,Reactor.GND_R10,1.54107,0,0,0.969148,0,0,
459,1,5,Reactor.GND_R11,1.46777,0,0,0.915119,0,0,
460,1,5,Reactor.GND_R12,1.45662,0,0,0.908042,0,0,
461,1,5,Reactor.GND_R13,1.49571,0,0,0.936216,0,0,
462,1,5,Reactor.GND_R14,1.49634,0,0,0.936804,0,0,
463,1,5,Reactor.GND_R15,1.43872,0,0,0.887323,0,0,
464,1,5,Reactor.GND_R16,1.43828,0,0,0.887613,0,0,
465,1,5,Reactor.GND_R17,1.49617,0,0,0.936587,0,0,
466,1,5,Reactor.GND_R18,1.46685,0,0,0.909606,0,0,
467,1,5,Reactor.GND_R19,1.43145,0,0,0.88888,0,0,
468,1,5,Reactor.GND_R20,1.47256,0,0,0.913837,0,0,
469,1,5,Reactor.GND_R21,1.38313,0,0,0.851977,0,0,
470,1,5,Reactor.GND_R22,1.46812,0,0,0.910471,0,0,
471,1,5,Reactor.GND_R23,1.47939,0,0,0.921652,0,0,
472,1,5,Reactor.GND_R24,1.45662,0,0,0.908042,0,0,
473,1,5,Reactor.GND_R25,1.43828,0,0,0.887613,0,0,
474,1,5,Reactor.GND_R26,1.43145,0,0,0.88888,0,0,
475,1,5,Reactor.GND_R27,1.46284,0,0,0.906515,0,0,
476,1,5,Reactor.GND_R28,1.47632,0,0,0.919424,0,0,
477,1,5,Transformer.T1,0.532289,1.0215,1.29473,0.261908,0.722012,0.810579,
478,1,5,Load.C01,2.00498,2.00498,0,1.51331,1.51331,0,
479,1,5,Load.C02,2.28249,2.28249,0,1.72328,1.72328,0,
480,1,5,Load.C03,2.47437,2.47437,0,1.86396,1.86396,0,
481,1,5,Load.C04,3.33876,3.33876,0,2.27526,2.27526,0,
482,1,5,Load.C05,1.67183,1.67183,0,1.2612,1.2612,0,
483,1,5,Load.C06,1.50216,1.50216,0,0.83219,0.83219,0,
484,1,5,Load.C07,1.54979,1.54979,0,1.16915,1.16915,0,
485,1,5,Load.C08,1.29566,1.29566,0,0.717206,0.717206,0,
486,1,5,Load.C09,2.16924,2.16924,0,1.63636,1.63636,0,
487,1,5,Load.C10,2.42352,2.42352,0,1.82805,1.82805,0,
488,1,5,Load.C11,0.915366,0.915366,0,0.506957,0.506957,0,
489,1,5,Load.C12,0.629286,0.629286,0,0.348601,0.348601,0,
490,1,5,Load.C13,2.17768,2.17768,0,1.64145,1.64145,0,
491,1,5,Load.C14,2.04245,2.04245,0,1.54039,1.54039,0,
492,1,5,Load.C15,1.36019,1.36019,0,1.02664,1.02664,0,
493,1,5,Load.C16,2.55295,2.55295,0,1.92428,1.92428,0,
494,1,5,Load.C17,0.738775,0.744913,0.751358,0.409523,0.412974,0.416743,
495,1,5,Load.C18,3.17219,3.17219,0,2.16449,2.16449,0,
496,1,5,Load.C19,9.76413,9.77829,9.87913,7.64103,7.65817,7.72413,
497,1,5,Load.C20,1.63797,1.67046,1.58512,1.12226,1.13873,1.08618,
498,1,5,Load.C21,0.748418,0.749841,0.756384,0.695797,0.696443,0.700767,
499,1,5,Load.C22,0.912266,0.912266,0,0.505574,0.505574,0,
500,1,5,Load.C23,0.379224,0.379224,0,0.187467,0.187467,0,
501,1,5,Load.C24,0.0113392,0.0113392,0,0.00628626,0.00628626,0,
502,1,5,Load.C25,2.02895,2.02895,0,1.5319,1.5319,0,
503,1,5,Load.C26,1.88985,1.91245,1.87195,1.29346,1.30717,1.28138,
504,1,5,Load.C27,0.0056371,0.00567315,0.00578544,0.00312428,0.00314501,0.00320885,
505,1,5,PVSystem.PV_0,15.7653,14.5002,14.7085,10.867,10.2353,10.3628,
506,1,5,PVSystem.PV_1,10.6393,9.71265,9.92979,7.30323,6.85021,6.98079,
507,1,5,PVSystem.PV_2,33.4715,33.4715,0,22.486,22.486,0,
508,1,5,PVSystem.PV_3,33.4153,33.4153,0,23.7731,23.7731,0,
509,1,5,PVSystem.PV_4,34.4664,34.4664,0,24.0175,24.0175,0,
510,1,5,PVSystem.PV_5,16.2261,16.7384,18.0256,11.5318,11.7095,12.3197,
