Nome_ID,Simulation,Elemento,Measurement,Time_0,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Time_11,Time_12,Time_13,Time_14,Time_15,Time_16,Time_17,Time_18,Time_19,Time_20,Time_21,Time_22,Time_23,Time_24,Time_25,Time_26,Time_27,Time_28,Time_29,Time_30,Time_31,Time_32,Time_33,Time_34,Time_35,Time_36,Time_37,Time_38,Time_39,Time_40,Time_41,Time_42,Time_43,Time_44,Time_45,Time_46,Time_47,Time_48,Time_49,Time_50,Time_51,Time_52,Time_53,Time_54,Time_55,Time_56,Time_57,Time_58,Time_59,Time_60,Time_61,Time_62,Time_63,Time_64,Time_65,Time_66,Time_67,Time_68,Time_69,Time_70,Time_71,Time_72,Time_73,Time_74,Time_75,Time_76,Time_77,Time_78,Time_79,Time_80,Time_81,Time_82,Time_83,Time_84,Time_85,Time_86,Time_87,Time_88,Time_89,Time_90,Time_91,Time_92,Time_93,Time_94,Time_95,
11,1,_abcn_l01-sec, V2,126.705,126.695,126.71,126.691,126.694,126.7,126.682,126.696,126.694,126.688,126.691,126.695,126.687,126.697,126.684,126.678,126.693,126.68,126.69,126.703,126.697,126.74,126.763,126.64,126.637,126.659,126.649,126.638,126.667,126.666,126.666,126.633,126.647,126.645,126.672,126.639,126.648,126.649,126.58,126.633,126.583,126.638,126.625,126.641,126.636,126.641,126.655,126.659,126.656,126.678,126.682,126.676,126.654,126.628,126.663,126.636,126.652,126.663,126.668,126.657,126.628,126.661,126.672,126.67,126.673,126.664,126.66,126.652,126.655,126.591,126.575,126.625,126.682,126.622,126.653,126.579,126.624,126.633,126.617,126.643,126.631,126.638,126.646,126.692,126.653,126.606,126.653,126.678,126.695,126.685,126.684,126.704,126.724,126.719,126.713,126.705,
12,1,_abcn_l01-sec, VAngle2,-150.094,-150.099,-150.081,-150.094,-150.087,-150.086,-150.092,-150.084,-150.082,-150.082,-150.081,-150.081,-150.085,-150.078,-150.084,-150.085,-150.079,-150.093,-150.08,-150.076,-150.084,-150.077,-150.114,-150.235,-150.266,-150.166,-150.148,-150.168,-150.178,-150.182,-150.146,-150.141,-150.132,-150.138,-150.12,-150.138,-150.136,-150.151,-150.18,-150.141,-150.179,-150.155,-150.168,-150.173,-150.173,-150.16,-150.179,-150.152,-150.17,-150.147,-150.126,-150.126,-150.158,-150.175,-150.15,-150.167,-150.156,-150.16,-150.148,-150.147,-150.161,-150.148,-150.127,-150.144,-150.15,-150.158,-150.167,-150.178,-150.148,-150.192,-150.237,-150.194,-150.19,-150.249,-150.248,-150.3,-150.267,-150.258,-150.241,-150.221,-150.21,-150.206,-150.192,-150.158,-150.186,-150.21,-150.181,-150.159,-150.16,-150.155,-150.139,-150.121,-150.104,-150.114,-150.096,-150.094,
13,1,_abcn_l01-sec, V3,126.258,126.273,126.307,126.313,126.322,126.337,126.339,126.353,126.349,126.35,126.354,126.365,126.359,126.363,126.361,126.364,126.375,126.359,126.374,126.334,126.275,126.163,126.013,126.089,126.053,126.188,126.213,126.215,126.177,126.219,126.258,126.236,126.231,126.254,126.253,126.214,126.245,126.209,126.153,126.212,126.193,126.22,126.174,126.056,126.038,126.117,126.137,126.186,126.125,126.191,126.234,126.225,126.215,126.176,126.219,126.192,126.208,126.201,126.209,126.211,126.189,126.189,126.196,126.186,126.151,126.122,126.16,126.064,125.988,125.777,125.617,125.481,125.515,125.554,125.54,125.578,125.621,125.635,125.659,125.71,125.682,125.723,125.799,125.837,125.863,125.871,125.908,125.953,125.975,126.018,126.041,126.122,126.144,126.149,126.227,126.258,
14,1,_abcn_l01-sec, VAngle3,89.9406,89.9439,89.9657,89.9615,89.966,89.977,89.969,89.9822,89.9788,89.9761,89.9795,89.9877,89.9806,89.9869,89.9796,89.9786,89.9912,89.979,89.9899,89.9752,89.9426,89.9062,89.8517,89.8507,89.8381,89.8951,89.8966,89.897,89.8973,89.9208,89.9303,89.8979,89.9009,89.9132,89.9243,89.89,89.9103,89.8955,89.8337,89.8849,89.8567,89.8968,89.8691,89.8174,89.8048,89.8463,89.8694,89.8903,89.8611,89.9027,89.9226,89.9137,89.9042,89.8743,89.9098,89.8847,89.8992,89.9027,89.9066,89.9015,89.8765,89.8919,89.8963,89.894,89.8787,89.8605,89.8821,89.8299,89.7833,89.6487,89.5704,89.5156,89.5645,89.5667,89.5778,89.571,89.6096,89.6193,89.6179,89.6539,89.6295,89.6541,89.6939,89.7308,89.7295,89.7144,89.7522,89.7843,89.8059,89.821,89.8277,89.8762,89.8949,89.8972,89.9298,89.9406,
15,1,_abcn_l01-sec, V4,0.170027,0.162756,0.155929,0.149794,0.145255,0.148348,0.136852,0.14097,0.138417,0.132815,0.134183,0.136966,0.133813,0.135757,0.130272,0.125972,0.132139,0.13495,0.131576,0.14287,0.151809,0.205224,0.28516,0.255294,0.284164,0.199158,0.17039,0.178249,0.218122,0.216445,0.179112,0.147031,0.152885,0.153359,0.16243,0.154015,0.154923,0.173413,0.144796,0.150363,0.141096,0.166447,0.172796,0.212927,0.21313,0.191176,0.213897,0.186829,0.209397,0.199379,0.179506,0.174723,0.183326,0.181111,0.184576,0.179258,0.182155,0.195899,0.188878,0.178496,0.167078,0.18521,0.17742,0.189822,0.203517,0.207432,0.205029,0.224754,0.225726,0.268488,0.330499,0.394188,0.415165,0.385708,0.41126,0.372855,0.375969,0.373432,0.346514,0.339285,0.334772,0.324843,0.300383,0.304535,0.282858,0.259452,0.26783,0.261754,0.269591,0.248148,0.230096,0.214713,0.215796,0.217352,0.183349,0.170035,
16,1,_abcn_l01-sec, VAngle4,-155.188,-157.67,-159.485,-162.569,-162.728,-164.867,-166.238,-167.066,-166.217,-166.429,-166.997,-168.72,-168.486,-167.914,-168.667,-169.716,-170.06,-170.013,-170.326,-162.771,-154.946,-143.333,-140.144,-157.371,-158.022,-158.047,-157.319,-160.785,-158.769,-163.637,-163.44,-158.441,-156.686,-161.348,-158.443,-154.828,-159.277,-157.294,-151.441,-155.061,-157.309,-159.041,-154.581,-144.025,-141.987,-147.426,-154.24,-154.837,-151.322,-155.715,-157.375,-155.77,-159.512,-156.185,-158.837,-157.446,-158.219,-158.462,-157.584,-157.203,-155.294,-154.73,-152.333,-154.21,-151.712,-149.551,-154.688,-146.449,-134.215,-121.585,-120.619,-114.698,-120.803,-124.905,-126.819,-129.199,-130.289,-130.323,-127.472,-129.121,-124.898,-126.773,-129.116,-130.055,-132.355,-132.109,-134.272,-135.987,-139.157,-140.788,-139.256,-144.985,-145.558,-147.696,-152.09,-155.186,
17,1,_abcn_l01-sec, I1,11.4312,11.3937,10.5672,10.9389,10.6837,10.53,10.658,10.32,10.3901,10.3363,10.3867,10.1831,10.3618,10.149,10.2827,10.2356,9.841,10.55,9.94283,10.3275,10.9263,11.6497,13.754,18.0349,19.3766,15.0142,14.2491,14.7854,15.1347,14.3816,13.6055,13.4831,13.4101,13.642,12.7762,13.2027,12.9799,13.9326,15.1365,13.8958,14.2528,13.6626,13.9853,15.7352,16.0799,14.5355,15.5675,13.7532,15.0783,13.9132,12.8133,12.8207,13.9035,13.8156,13.3531,13.9976,13.8463,14.1376,13.6017,13.4604,13.8047,13.6999,13.385,13.9725,14.6246,15.1225,14.0061,15.205,15.3922,17.361,18.6954,19.9397,20.2895,21.0029,20.9113,20.3997,19.8472,19.5578,18.7152,17.8285,17.6787,17.0344,16.2388,15.4939,15.6166,14.9779,14.7744,14.3008,14.0882,13.9392,13.2221,12.7723,12.2646,12.7687,11.5681,11.4313,
18,1,_abcn_l01-sec, IAngle1,-69.9462,-70.0934,-73.9076,-72.0764,-73.3001,-74.0834,-73.4156,-75.198,-74.8099,-75.0976,-74.8202,-75.9608,-74.9566,-76.1559,-75.3895,-75.6498,-78.0336,-73.958,-77.3903,-75.1599,-72.143,-69.1112,-62.5262,-54.4003,-52.7205,-59.4717,-61.1456,-59.936,-59.248,-60.8987,-62.7664,-63.0666,-63.2688,-62.6376,-65.1246,-63.8629,-64.5069,-61.9275,-59.1783,-61.9914,-61.1315,-62.6179,-61.816,-58.0738,-57.4399,-60.531,-58.3844,-62.4109,-59.3658,-62.0086,-65.0387,-65.0121,-62.0139,-62.2598,-63.4759,-61.7868,-62.161,-61.4514,-62.8027,-63.1729,-62.2602,-62.5435,-63.3711,-61.8463,-60.3255,-59.2642,-61.802,-59.1377,-58.7486,-55.4098,-53.6525,-52.1862,-51.8296,-51.1008,-51.224,-51.7555,-52.3411,-52.6639,-53.655,-54.8359,-55.0377,-56.0045,-57.296,-58.6618,-58.417,-59.7061,-60.1299,-61.1827,-61.7032,-62.0402,-63.9301,-65.2284,-66.8797,-65.2309,-69.4133,-69.9462,
19,1,_abcn_l01-sec, I2,8.60936,8.70636,7.9867,8.49071,8.28132,8.13684,8.41295,8.03996,8.11942,8.12252,8.17305,7.97105,8.18148,7.93032,8.13621,8.14809,7.68758,8.40084,7.80445,7.94419,8.31054,8.19071,9.08832,14.2075,15.1895,11.9393,11.5185,12.0581,11.8389,11.2691,10.9274,11.1023,10.9237,11.2706,10.1978,10.6717,10.5193,11.2182,12.729,11.4376,11.9776,11.0753,11.2209,12.2078,12.5094,11.3431,12.2227,10.763,11.7077,10.777,9.96165,10.0131,11.1135,10.9701,10.5214,11.2097,11.0348,11.165,10.6903,10.6675,11.1264,10.7606,10.4916,10.9649,11.3842,11.7813,10.8131,11.5517,11.5424,12.8326,13.1929,13.4918,13.3766,14.5163,14.0107,14.136,13.5366,13.2896,12.8749,12.1186,12.0407,11.5614,11.1588,10.3722,10.8298,10.559,10.249,9.89133,9.61662,9.79576,9.32803,9.18144,8.68376,9.19138,8.52655,8.60935,
20,1,_abcn_l01-sec, IAngle2,169.831,170.361,165.993,169.164,167.916,167,168.713,166.36,166.891,166.911,167.242,165.894,167.293,165.612,167,167.076,163.822,168.644,164.703,165.707,168.091,167.331,172.263,-173.262,-171.74,-177.87,-178.95,-177.574,-178.136,-179.675,179.35,179.875,179.344,-179.627,176.936,178.537,178.041,-179.797,-176.055,-179.169,-177.795,179.779,-179.814,-177.243,-176.547,-179.466,-177.197,178.816,-178.478,178.868,176.046,176.241,179.893,179.435,178.032,-179.841,179.657,-179.96,178.591,178.516,179.919,178.813,177.95,179.456,-179.33,-178.275,178.956,-178.912,-178.923,-175.905,-175.23,-174.622,-174.829,-172.853,-173.707,-173.539,-174.582,-175.047,-175.879,-177.564,-177.751,-178.976,179.917,177.446,178.936,178.028,176.995,175.688,174.581,175.327,173.355,172.714,170.213,172.775,169.356,169.831,
21,1,_abcn_l01-sec, I3,8.92873,8.98828,8.2697,8.73203,8.55001,8.34755,8.65748,8.25146,8.36766,8.39661,8.43801,8.18269,8.41319,8.16724,8.3844,8.40088,7.8949,8.59221,8.01377,8.23607,8.71524,8.74686,9.56626,13.8984,14.6498,12.0087,11.7902,12.1561,11.7441,10.9844,10.9724,11.4818,11.34,11.5841,10.5292,11.096,10.8305,11.4825,13.2615,11.9155,12.338,11.3023,11.4983,12.7382,13.1313,11.783,12.3396,10.9823,11.9388,10.9311,10.1809,10.3133,11.2339,11.122,10.6488,11.3773,11.1965,11.2509,10.8515,10.8873,11.4295,11.0218,10.9114,11.2536,11.7049,12.1582,10.9282,11.8942,12.4772,14.2768,14.6265,15.6327,15.121,15.7851,15.1253,14.8613,14.2726,14.0408,13.8356,12.9933,13.2006,12.5791,12.0572,11.2804,11.5627,11.1998,10.8708,10.4931,10.0478,10.2234,9.86764,9.60215,9.10074,9.53869,8.86358,8.92883,
22,1,_abcn_l01-sec, IAngle3,49.7558,50.0812,45.8391,48.6989,47.633,46.3724,48.2836,45.7475,46.5113,46.6969,46.9638,45.2887,46.8084,45.1815,46.625,46.7314,43.1994,47.9114,44.092,45.6341,48.5788,48.691,52.7352,65.232,66.531,61.1486,60.5846,61.5377,60.4369,58.2165,58.2089,59.736,59.3221,60.0419,56.7178,58.5664,57.7349,59.7227,64.0128,60.9157,61.9604,59.1967,59.7374,62.8326,63.6815,60.4986,61.9457,58.19,60.9245,58.0335,55.4213,55.915,58.992,58.6143,57.1057,59.3999,58.8723,59.0356,57.7835,57.9,59.5493,58.3192,57.975,59.0381,60.3175,61.491,57.9966,60.7657,62.1891,65.7239,66.2186,67.7236,66.9864,67.9757,66.9949,66.5739,65.6185,65.2139,64.8449,63.1749,63.6016,62.2492,61.0173,58.8945,59.7234,58.6433,57.6392,56.3838,54.7232,55.4342,54.0353,52.9544,50.5812,52.6943,49.3792,49.7558,
23,1,_abcn_l01-sec, I4,2.65781,2.55628,2.44106,2.35519,2.26961,2.33757,2.14473,2.21906,2.16044,2.0669,2.08216,2.15009,2.09463,2.12039,2.03723,1.97439,2.09117,2.12529,2.07598,2.21472,2.323,3.13217,4.55613,4.3101,4.87375,3.20246,2.64841,2.8378,3.58806,3.61644,2.84135,2.18432,2.24199,2.25942,2.41211,2.26492,2.32195,2.63433,2.08019,2.16107,2.121,2.54677,2.65959,3.20335,3.16881,2.92888,3.41931,2.94742,3.32578,3.17,2.80757,2.67176,2.86234,2.86925,2.88993,2.80397,2.83639,3.07979,2.93514,2.75072,2.54798,2.85351,2.63892,2.89988,3.10963,3.15926,3.26194,3.50454,3.19287,3.55709,4.60612,5.24674,5.96328,5.76621,6.31235,5.88121,5.94455,5.89487,5.29175,5.23192,4.95028,4.87965,4.55035,4.62082,4.36831,4.02908,4.18559,4.09381,4.33161,3.96603,3.59402,3.38587,3.39877,3.45292,2.88131,2.65788,
24,1,_abcn_l01-sec, IAngle4,121.39,118.768,116.933,113.807,113.09,112.164,109.134,109.436,109.648,108.397,108.366,107.616,107.111,108.023,106.247,104.508,105.609,106.11,105.302,112.87,119.281,132.434,137.576,124.822,125.332,121.817,119.831,118.01,122.354,118.752,116.516,115.396,117.774,114.638,118.065,118.551,115.84,119.563,118.528,118.305,113.49,117.185,120.341,131.407,132.898,127.329,124.981,122.373,126.414,123.262,120.584,121.032,118.929,119.879,119.413,119.395,119.631,120.83,120.853,119.978,119.427,122.35,123.833,123.535,126.38,127.981,123.447,130.015,139.277,148.775,149.495,157.361,152.991,148.172,147.212,143.102,143.331,143.425,144.753,143.816,146.72,145.039,143.003,143.468,140.354,137.982,138.278,137.681,136.009,134.298,134.483,130.861,130.964,129.793,124.597,121.392,
25,2,_abcn_l01-sec, P1 (kW),1.1091,1.10297,0.963542,1.02735,0.983842,0.957099,0.979465,0.920097,0.932631,0.923137,0.932102,0.89559,0.927639,0.889463,0.913585,0.905162,0.832596,0.960706,0.85162,0.921513,1.02535,1.14458,1.46794,2.07473,2.25674,1.27872,1.16803,1.24597,1.29556,0.099102,-0.0152419,-0.0329002,-0.0438494,-0.496598,-0.62969,-0.563712,-0.5981,-0.722732,-0.543418,-0.727444,-0.674238,-0.911318,-0.862756,-0.604796,-0.554906,-0.805356,-0.654293,-0.922771,-0.725553,-0.824666,-0.992979,-0.991568,-0.825782,-0.716521,-0.786744,-0.68895,-0.711636,-0.496712,-0.577214,-0.598438,-0.546085,-0.366814,-0.414253,-0.325777,-0.229195,0.258455,0.0937321,0.269644,0.297896,1.79085,1.97315,2.14302,2.18904,2.47659,2.46348,2.39429,2.32015,2.2812,2.16772,2.04634,2.02635,1.93703,1.826,1.72071,1.73802,1.64654,1.61727,1.54859,1.51709,1.49543,1.38881,1.32058,1.24195,1.32002,1.13124,1.10911,
26,2,_abcn_l01-sec, Q1 (kvar),0.922063,0.922125,0.922094,0.922182,0.922201,0.922138,0.922277,0.922183,0.922221,0.922271,0.922264,0.922202,0.92226,0.922212,0.922284,0.922321,0.922197,0.92227,0.922224,0.922168,0.922186,0.921818,0.921166,0.922048,0.921878,0.917604,0.918436,0.918039,0.917208,0.906751,0.909635,0.910507,0.910742,0.906846,0.910158,0.908468,0.909379,0.903401,0.898606,0.904161,0.902464,0.903902,0.902166,0.892908,0.891257,0.898834,0.893232,0.90278,0.895933,0.902159,0.907953,0.908176,0.902679,0.903732,0.905966,0.903027,0.903746,0.903363,0.905694,0.906469,0.905257,0.90663,0.908049,0.9057,0.903114,0.905523,0.908379,0.90502,0.904815,0.919116,0.918001,0.91732,0.916395,0.921029,0.920449,0.920893,0.920761,0.920756,0.921235,0.92115,0.921382,0.921345,0.921498,0.921342,0.921517,0.921743,0.921575,0.921575,0.921371,0.921604,0.921783,0.921824,0.92175,0.921739,0.921983,0.922071,
27,2,_abcn_l01-sec, P2 (kW),0.834729,0.850659,0.728874,0.815014,0.779738,0.755035,0.801961,0.738203,0.752006,0.752499,0.761256,0.726147,0.762682,0.718969,0.754857,0.756869,0.675352,0.799957,0.696499,0.721407,0.784631,0.764229,0.912491,1.65589,1.79002,1.33846,1.27776,1.35526,1.32417,1.2395,1.189,1.21435,1.18807,1.23777,1.07731,1.14861,1.12584,1.2291,1.44717,1.26107,1.3393,1.20719,1.22859,1.3728,1.4161,1.2466,1.37535,1.16066,1.30045,1.16338,1.03925,1.04711,1.21335,1.19218,1.1253,1.22783,1.2021,1.22223,1.15154,1.14797,1.21598,1.1627,1.12237,1.19324,1.25513,1.31394,1.17198,1.28039,1.27876,1.46357,1.51352,1.5555,1.54035,1.69693,1.62783,1.64415,1.56202,1.52783,1.4697,1.36326,1.35194,1.28337,1.22522,1.10956,1.1772,1.13663,1.09082,1.03693,0.994861,1.02251,0.949843,0.927043,0.846889,0.928835,0.820975,0.834729,
28,2,_abcn_l01-sec, Q2 (kvar),0.702271,0.702214,0.70205,0.70205,0.702004,0.701964,0.701941,0.701896,0.701909,0.701887,0.701894,0.701851,0.70187,0.701854,0.70185,0.701825,0.701781,0.701879,0.701792,0.701947,0.70214,0.702554,0.703283,0.703798,0.704184,0.711275,0.710791,0.711222,0.711214,0.736349,0.735132,0.735708,0.735187,0.749703,0.744779,0.747019,0.746213,0.75757,0.765571,0.758719,0.761383,0.761153,0.762117,0.768501,0.770323,0.763968,0.769086,0.760301,0.766133,0.758281,0.753367,0.753673,0.759961,0.755499,0.753072,0.756754,0.755847,0.751562,0.749241,0.749077,0.751271,0.744323,0.743176,0.745261,0.747234,0.737207,0.73382,0.736588,0.736983,0.709339,0.710207,0.711312,0.711216,0.706498,0.706426,0.705977,0.705746,0.705614,0.705334,0.70493,0.704995,0.70468,0.704278,0.704035,0.703938,0.703689,0.703627,0.703441,0.703344,0.703211,0.703018,0.702787,0.702678,0.702747,0.702369,0.702271,
29,2,_abcn_l01-sec, P3 (kW),0.861236,0.871188,0.749758,0.829098,0.798425,0.763656,0.816841,0.747007,0.767311,0.772369,0.779554,0.734984,0.775305,0.732237,0.77035,0.773254,0.683089,0.805978,0.704803,0.744157,0.825972,0.830117,0.961259,1.59313,1.69596,1.32172,1.29085,1.34316,1.28355,1.15344,1.1524,1.22552,1.20519,1.22914,1.07829,1.15965,1.12188,1.20779,1.45128,1.26828,1.3264,1.17903,1.20599,1.3746,1.42729,1.24407,1.32049,1.13276,1.26555,1.12712,1.01947,1.03882,1.17044,1.15717,1.08991,1.19338,1.16799,1.17949,1.12267,1.12792,1.20486,1.15116,1.13546,1.1842,1.24748,1.32031,1.1458,1.28255,1.36325,1.63701,1.68231,1.81651,1.74769,1.84279,1.75324,1.71794,1.63805,1.60639,1.57858,1.46204,1.49082,1.404,1.33073,1.21883,1.26026,1.20747,1.15931,1.10336,1.03582,1.06319,1.00884,0.968179,0.888195,0.958426,0.850118,0.861245,
30,2,_abcn_l01-sec, Q3 (kvar),0.727411,0.727462,0.727243,0.727422,0.727351,0.727335,0.727407,0.727312,0.727323,0.727314,0.727344,0.7273,0.727352,0.727278,0.727331,0.727333,0.727207,0.727432,0.727247,0.727235,0.727265,0.727102,0.72743,0.730021,0.730643,0.724147,0.723866,0.724121,0.724191,0.708541,0.708229,0.707819,0.707815,0.699453,0.699675,0.699362,0.699575,0.694404,0.693351,0.69398,0.693814,0.691533,0.691338,0.690667,0.690408,0.690581,0.690854,0.691171,0.69079,0.692779,0.693014,0.692859,0.69269,0.695014,0.695305,0.694972,0.695083,0.698436,0.698444,0.698342,0.698051,0.701772,0.701672,0.701755,0.701691,0.708755,0.708915,0.70868,0.708083,0.725735,0.725786,0.725677,0.726172,0.72927,0.729192,0.72912,0.729001,0.728877,0.728501,0.728279,0.728018,0.727918,0.72785,0.727617,0.727789,0.727563,0.727602,0.727547,0.727517,0.727624,0.727397,0.727505,0.727333,0.727563,0.727371,0.727418,
31,2,_abcn_l01-sec, P4 (kW),5.17645E-05,4.66502E-05,4.25431E-05,3.918E-05,3.34209E-05,4.24461E-05,2.74752E-05,3.54192E-05,3.05606E-05,2.30938E-05,2.61159E-05,3.24996E-05,2.73399E-05,2.97725E-05,2.27317E-05,1.83179E-05,2.72979E-05,3.0594E-05,2.67894E-05,3.11021E-05,2.59962E-05,6.45973E-05,0.000174534,0.000232398,0.000319869,-0.00109992,-0.000842791,-0.000973731,-0.00128377,0.00421831,0.00613335,0.00789816,0.00787163,0.0186488,0.0183257,0.0189412,0.0184779,0.0261807,0.0285818,0.0281889,0.0279165,0.0319032,0.0317531,0.0313755,0.0318649,0.03268,0.0300457,0.0317127,0.0307274,0.0279627,0.029172,0.0298627,0.0286811,0.0242896,0.0241367,0.0245241,0.0244173,0.0181502,0.0187115,0.0193265,0.0200662,0.0139562,0.0148475,0.0139414,0.0136287,0.00560423,0.00487416,0.00502711,0.00687607,-0.000449024,-0.00062654,-0.000436198,-0.00060495,0.000119372,0.00018251,8.80499E-05,0.000141145,0.00014391,7.11893E-05,9.09542E-05,4.67979E-05,5.01336E-05,5.05557E-05,8.64822E-05,5.83889E-05,1.65047E-06,4.98763E-05,6.85452E-05,0.000105138,8.72489E-05,5.39287E-05,7.40435E-05,8.33076E-05,9.78105E-05,6.15109E-05,5.17708E-05,
32,2,_abcn_l01-sec, Q4 (kvar),0.000448926,0.000413426,0.000378246,0.000350611,0.000327974,0.000344166,0.000292222,0.000310809,0.000297475,0.000273543,0.000278167,0.00029269,0.000278952,0.000286313,0.000264419,0.000248043,0.000274975,0.000285172,0.000271833,0.000314885,0.000351693,0.000639544,0.00128745,0.00107552,0.0013475,0.00141911,0.00103551,0.00107427,0.00168156,0.00418739,0.00285713,0.00202108,0.00234089,0.00276125,0.00351674,0.00340018,0.00303205,0.00485369,0.00373717,0.00377972,0.00290302,0.00455348,0.00551109,0.00967841,0.00996728,0.00794922,0.00859096,0.0066976,0.00875578,0.00716066,0.00568161,0.0055053,0.00539859,0.0053037,0.00520566,0.00507081,0.00517041,0.00538372,0.00511759,0.00461355,0.00418235,0.00470485,0.00457668,0.0050009,0.0059481,0.00484631,0.00432783,0.00576798,0.00649098,0.00188218,0.00274675,0.00361763,0.00414627,0.00222068,0.00258959,0.00219107,0.00223051,0.00219662,0.00183228,0.00177278,0.00165656,0.00158432,0.00136591,0.00140454,0.00123423,0.00104535,0.00111991,0.00106938,0.00116302,0.000980288,0.000825211,0.000723212,0.000728696,0.0007441,0.000524694,0.000448959,
33,2,_abcn_l01-sec, V1,126.174,126.18,126.209,126.204,126.219,126.215,126.228,126.23,126.235,126.245,126.243,126.24,126.241,126.244,126.248,126.254,126.252,126.232,126.251,126.234,126.214,126.152,126.003,125.889,125.81,126.619,126.685,126.651,126.577,128.477,128.575,128.637,128.638,129.627,129.634,129.635,129.631,130.184,130.211,130.235,130.212,130.533,130.517,130.474,130.48,130.567,130.497,130.568,130.52,130.377,130.426,130.438,130.387,130.096,130.108,130.102,130.107,129.697,129.722,129.741,129.749,129.316,129.35,129.312,129.287,128.439,128.427,128.401,128.469,126.322,126.215,126.226,126.151,125.805,125.761,125.751,125.77,125.782,125.852,125.872,125.914,125.921,125.954,125.975,125.969,125.984,125.989,126.011,125.989,126.019,126.067,126.092,126.106,126.088,126.154,126.174,
34,2,_abcn_l01-sec, VAngle1,-30.2073,-30.1964,-30.1668,-30.1643,-30.1524,-30.1492,-30.138,-30.1332,-30.1315,-30.1245,-30.1242,-30.122,-30.1232,-30.1203,-30.118,-30.1119,-30.1106,-30.1274,-30.111,-30.1396,-30.1751,-30.2642,-30.4171,-30.439,-30.5004,-30.4209,-30.3698,-30.3879,-30.4516,-30.8549,-30.78,-30.7466,-30.7511,-30.978,-30.9794,-30.99,-30.9795,-31.1639,-31.1595,-31.1292,-31.1401,-31.2325,-31.2606,-31.3501,-31.3553,-31.3123,-31.3496,-31.2824,-31.3404,-31.2553,-31.2045,-31.2002,-31.2301,-31.1797,-31.159,-31.1703,-31.1641,-31.0964,-31.0786,-31.064,-31.0629,-30.9824,-30.9606,-30.9878,-31.0199,-30.8442,-30.8311,-30.8889,-30.8852,-30.5333,-30.6596,-30.7148,-30.7537,-30.7011,-30.7364,-30.7177,-30.6953,-30.6836,-30.6305,-30.6013,-30.5863,-30.5666,-30.518,-30.4954,-30.4839,-30.4658,-30.4539,-30.4255,-30.4318,-30.3954,-30.357,-30.3116,-30.2977,-30.3051,-30.2326,-30.2074,
35,2,_abcn_l01-sec, V2,126.705,126.695,126.71,126.691,126.694,126.7,126.682,126.696,126.694,126.688,126.691,126.695,126.687,126.697,126.684,126.678,126.693,126.68,126.69,126.703,126.697,126.74,126.763,126.64,126.637,127.1,127.088,127.078,127.109,128.491,128.48,128.438,128.452,129.117,129.147,129.111,129.119,129.511,129.428,129.484,129.43,129.713,129.701,129.731,129.726,129.762,129.788,129.779,129.783,129.695,129.692,129.682,129.663,129.458,129.495,129.466,129.484,129.255,129.257,129.243,129.208,128.973,128.982,128.983,128.991,128.417,128.413,128.409,128.407,126.817,126.803,126.853,126.912,126.622,126.653,126.579,126.624,126.633,126.617,126.643,126.631,126.638,126.646,126.692,126.653,126.606,126.653,126.678,126.695,126.685,126.684,126.704,126.724,126.719,126.713,126.705,
36,2,_abcn_l01-sec, VAngle2,-150.094,-150.099,-150.081,-150.094,-150.087,-150.086,-150.092,-150.084,-150.082,-150.082,-150.081,-150.081,-150.085,-150.078,-150.084,-150.085,-150.079,-150.093,-150.08,-150.076,-150.084,-150.077,-150.114,-150.235,-150.266,-149.739,-149.72,-149.74,-149.751,-148.382,-148.343,-148.336,-148.328,-147.642,-147.624,-147.642,-147.64,-147.251,-147.278,-147.239,-147.279,-147.027,-147.04,-147.04,-147.039,-146.991,-147.011,-146.984,-147.001,-147.095,-147.074,-147.073,-147.106,-147.314,-147.289,-147.306,-147.295,-147.557,-147.545,-147.544,-147.557,-147.829,-147.808,-147.825,-147.831,-148.42,-148.432,-148.441,-148.407,-149.972,-150.017,-149.973,-149.97,-150.249,-150.248,-150.3,-150.267,-150.258,-150.241,-150.221,-150.21,-150.206,-150.192,-150.158,-150.186,-150.21,-150.181,-150.159,-150.16,-150.155,-150.139,-150.121,-150.104,-150.114,-150.096,-150.094,
37,2,_abcn_l01-sec, V3,126.258,126.273,126.307,126.313,126.322,126.337,126.339,126.353,126.349,126.35,126.354,126.365,126.359,126.363,126.361,126.364,126.375,126.359,126.374,126.334,126.275,126.163,126.013,126.089,126.053,125.587,125.612,125.614,125.576,123.565,123.603,123.585,123.578,122.511,122.507,122.473,122.503,121.811,121.766,121.817,121.807,121.452,121.407,121.277,121.258,121.279,121.293,121.348,121.283,121.537,121.583,121.575,121.569,121.844,121.883,121.858,121.871,122.279,122.288,122.292,122.274,122.725,122.731,122.721,122.683,123.567,123.61,123.512,123.433,125.472,125.312,125.175,125.207,125.554,125.54,125.578,125.621,125.635,125.659,125.71,125.682,125.723,125.799,125.837,125.863,125.871,125.908,125.953,125.975,126.018,126.041,126.122,126.144,126.149,126.227,126.258,
