hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 126.086, -30.2138, 0.128365, -130.217, 1.4739, -61.9365, 1.46092, 118.989
0, 1800.00000, 126.112, -30.2047, 0.11778, -129.835, 1.40945, -61.9324, 1.39724, 118.953
0, 2700.00000, 126.208, -30.185, 0.109738, -129.964, 1.29026, -61.917, 1.279, 118.985
1, 0.00000, 126.202, -30.1808, 0.0986741, -129.534, 1.22617, -61.918, 1.21573, 118.932
1, 900.00000, 126.243, -30.1736, 0.0963704, -128.296, 1.15414, -61.9121, 1.14368, 118.963
1, 1800.00000, 126.246, -30.1696, 0.0922098, -131.267, 1.17749, -61.9102, 1.16817, 118.926
1, 2700.00000, 126.28, -30.1623, 0.0844205, -126.788, 1.05024, -61.9066, 1.04057, 118.925
2, 0.00000, 126.294, -30.1584, 0.0838722, -129.818, 1.07985, -61.9031, 1.07096, 118.919
2, 900.00000, 126.303, -30.1583, 0.0849041, -128.274, 1.03118, -61.9025, 1.02192, 118.96
2, 1800.00000, 126.327, -30.1542, 0.0825955, -125.64, 0.973488, -61.8996, 0.963866, 118.971
2, 2700.00000, 126.325, -30.1534, 0.081406, -126.992, 0.95741, -61.8995, 0.948281, 118.983
3, 0.00000, 126.327, -30.1506, 0.0783494, -129.379, 1.00617, -61.898, 0.997764, 118.923
3, 900.00000, 126.324, -30.1517, 0.0778741, -127.309, 0.976266, -61.8994, 0.967452, 118.929
3, 1800.00000, 126.336, -30.1503, 0.0798869, -128.455, 0.982906, -61.897, 0.974207, 118.955
3, 2700.00000, 126.342, -30.1487, 0.0765155, -125.504, 0.941436, -61.897, 0.932386, 118.935
4, 0.00000, 126.36, -30.1446, 0.0730714, -123.444, 0.901263, -61.8945, 0.892146, 118.921
4, 900.00000, 126.364, -30.1431, 0.0741385, -127.377, 0.988454, -61.8924, 0.979925, 118.887
4, 1800.00000, 126.304, -30.1529, 0.0744577, -128.421, 0.998226, -61.9021, 0.989892, 118.879
4, 2700.00000, 126.361, -30.1432, 0.073197, -127.291, 0.967666, -61.8929, 0.959247, 118.892
5, 0.00000, 126.288, -30.1659, 0.0952393, -128.132, 1.08862, -61.9053, 1.07836, 119.011
5, 900.00000, 126.195, -30.1944, 0.119334, -125.312, 1.25009, -61.9218, 1.23648, 119.057
5, 1800.00000, 125.959, -30.2635, 0.184879, -128.425, 1.81619, -61.9586, 1.79723, 119.112
5, 2700.00000, 125.491, -30.369, 0.257314, -133.288, 2.86325, -62.0272, 2.83999, 118.946
6, 0.00000, 125.275, -30.3523, 0.17143, -144.632, 2.72986, -62.0542, 2.71879, 118.652
6, 900.00000, 125.06, -30.3889, 0.188091, -148.481, 3.15821, -62.0835, 3.14813, 118.59
6, 1800.00000, 125.731, -30.2697, 0.134956, -137.736, 1.83962, -61.9892, 1.82856, 118.82
6, 2700.00000, 125.906, -30.24, 0.120871, -130.629, 1.43966, -61.9661, 1.42745, 118.928
7, 0.00000, 125.828, -30.2472, 0.115166, -134.898, 1.59015, -61.9759, 1.57956, 118.813
7, 900.00000, 125.626, -30.2873, 0.14458, -141.719, 2.16105, -62.0022, 2.15065, 118.746
7, 1800.00000, 125.661, -30.2705, 0.12895, -146.489, 2.21633, -61.9938, 2.20843, 118.662
7, 2700.00000, 125.913, -30.2278, 0.108673, -139.088, 1.535, -61.9608, 1.52646, 118.824
8, 0.00000, 126.039, -30.2153, 0.106852, -124.778, 1.15907, -61.9485, 1.14658, 118.991
8, 900.00000, 126.032, -30.2194, 0.113827, -126.362, 1.17198, -61.9497, 1.15941, 119.055
8, 1800.00000, 126.028, -30.2123, 0.101422, -130.23, 1.11748, -61.9489, 1.10735, 119.016
8, 2700.00000, 126.043, -30.2153, 0.114257, -131.423, 1.25073, -61.9457, 1.23979, 119.033
9, 0.00000, 126.013, -30.2265, 0.120245, -124.778, 1.29289, -61.9531, 1.27887, 118.995
