hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 125.99, -30.2034, 126.1, 89.9243, 0.0876522, -134.596, 1.24385, -61.9531, 1.24237, 58.1081, 1.24196, 178.018
0, 1800.00000, 126.013, -30.1942, 126.12, 89.9231, 0.0796301, -134.171, 1.14397, -61.9475, 1.14266, 58.1095, 1.14233, 178.024
0, 2700.00000, 126.124, -30.1761, 126.22, 89.9329, 0.0746431, -134.51, 1.06606, -61.9318, 1.06496, 58.1207, 1.06466, 178.043
1, 0.00000, 126.106, -30.1707, 126.202, 89.9279, 0.0658739, -133.538, 0.959836, -61.93, 0.958858, 58.1189, 0.958638, 178.044
1, 900.00000, 126.148, -30.1638, 126.226, 89.9293, 0.0637959, -130.731, 0.95376, -61.9237, 0.952891, 58.1221, 0.952665, 178.054
1, 1800.00000, 126.16, -30.1606, 126.267, 89.9353, 0.0625969, -137.137, 0.876378, -61.9218, 0.87547, 58.1261, 0.875291, 178.051
1, 2700.00000, 126.179, -30.1522, 126.246, 89.9276, 0.0545758, -127.523, 0.847719, -61.916, 0.847025, 58.1242, 0.846856, 178.063
2, 0.00000, 126.208, -30.1495, 126.297, 89.9355, 0.0558313, -134.335, 0.811604, -61.9133, 0.810861, 58.1294, 0.810709, 178.063
2, 900.00000, 126.209, -30.1487, 126.282, 89.9337, 0.0557834, -130.252, 0.839562, -61.9121, 0.838855, 58.1291, 0.838686, 178.067
2, 1800.00000, 126.229, -30.1443, 126.279, 89.9307, 0.0533179, -124.61, 0.842279, -61.9086, 0.841679, 58.1287, 0.841504, 178.075
2, 2700.00000, 126.225, -30.1434, 126.285, 89.9331, 0.0528488, -126.757, 0.81782, -61.9079, 0.817198, 58.1304, 0.817037, 178.073
3, 0.00000, 126.24, -30.1416, 126.322, 89.9371, 0.0516977, -133.062, 0.76232, -61.9071, 0.761667, 58.1327, 0.761535, 178.07
3, 900.00000, 126.227, -30.142, 126.294, 89.9326, 0.0503597, -128.321, 0.777133, -61.9077, 0.776521, 58.1302, 0.776382, 178.072
3, 1800.00000, 126.246, -30.1411, 126.319, 89.9369, 0.0524578, -130.694, 0.78791, -61.9061, 0.787273, 58.133, 0.787126, 178.073
3, 2700.00000, 126.245, -30.139, 126.296, 89.9311, 0.0489623, -124.54, 0.779692, -61.9051, 0.779145, 58.1302, 0.779001, 178.078
4, 0.00000, 126.261, -30.1348, 126.299, 89.9289, 0.046167, -120.256, 0.76011, -61.9022, 0.759642, 58.1301, 0.759506, 178.083
4, 900.00000, 126.286, -30.1351, 126.353, 89.9366, 0.0481759, -130.592, 0.738261, -61.9019, 0.737712, 58.134, 0.737586, 178.079
4, 1800.00000, 126.205, -30.143, 126.286, 89.9312, 0.0480559, -130.995, 0.730628, -61.9098, 0.730003, 58.1287, 0.729891, 178.067
4, 2700.00000, 126.279, -30.1347, 126.344, 89.9359, 0.0473419, -129.792, 0.729888, -61.902, 0.729341, 58.1338, 0.72922, 178.079
5, 0.00000, 126.197, -30.1565, 126.265, 89.9342, 0.0632314, -129.861, 0.947599, -61.9162, 0.946804, 58.1277, 0.946573, 178.064
5, 900.00000, 126.091, -30.1835, 126.129, 89.9207, 0.078786, -124.132, 1.22877, -61.9358, 1.22781, 58.1127, 1.22739, 178.05
5, 1800.00000, 125.867, -30.2528, 125.944, 89.9181, 0.127289, -130.775, 1.84198, -61.9841, 1.83977, 58.0921, 1.83875, 177.994
5, 2700.00000, 125.423, -30.3592, 125.668, 89.909, 0.186815, -141.329, 2.39295, -62.0678, 2.38733, 58.0543, 2.38573, 177.876
6, 0.00000, 125.125, -30.336, 125.601, 89.8951, 0.138061, -160.204, 1.27361, -62.0758, 1.26921, 58.0475, 1.26905, 177.814
6, 900.00000, 124.919, -30.3729, 125.519, 89.8944, 0.161563, -165.72, 1.27472, -62.1085, 1.26943, 58.0348, 1.26933, 177.756
6, 1800.00000, 125.576, -30.2538, 125.837, 89.9068, 0.0966693, -147.354, 1.15754, -62.0029, 1.15506, 58.0814, 1.15482, 177.933
