hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 126.512, -150.07, 125.776, 89.9432, 0.0941179, 98.6845, 1.46695, 178.193, 2.07452, 58.1508, 1.80175, -78.3398
0, 1800.00000, 126.499, -150.073, 125.829, 89.94, 0.0866471, 99.8779, 1.40325, 178.186, 1.90733, 58.1469, 1.67002, -76.5566
0, 2700.00000, 126.563, -150.062, 125.937, 89.9495, 0.080586, 99.2711, 1.28492, 178.193, 1.77736, 58.1573, 1.55055, -77.3406
1, 0.00000, 126.53, -150.071, 125.975, 89.9409, 0.0728561, 101.131, 1.22141, 178.18, 1.59935, 58.1478, 1.41274, -74.8386
1, 900.00000, 126.554, -150.066, 126.002, 89.9422, 0.071994, 99.6965, 1.14979, 178.184, 1.58934, 58.1503, 1.38678, -77.3253
1, 1800.00000, 126.565, -150.068, 126.056, 89.9473, 0.0669544, 102.452, 1.17307, 178.181, 1.45992, 58.1537, 1.30754, -72.4319
1, 2700.00000, 126.546, -150.069, 126.065, 89.9379, 0.0639662, 100.703, 1.04666, 178.177, 1.41209, 58.1457, 1.23863, -76.2317
2, 0.00000, 126.575, -150.066, 126.109, 89.9462, 0.0618002, 102.38, 1.07612, 178.18, 1.35182, 58.1532, 1.20751, -72.8817
2, 900.00000, 126.585, -150.065, 126.1, 89.944, 0.063497, 100.304, 1.02757, 178.182, 1.39846, 58.1522, 1.22428, -76.6205
2, 1800.00000, 126.581, -150.063, 126.1, 89.9409, 0.0632051, 98.8793, 0.970243, 178.183, 1.40315, 58.1501, 1.21407, -79.351
2, 2700.00000, 126.596, -150.064, 126.124, 89.942, 0.0616568, 99.2577, 0.954132, 178.181, 1.36212, 58.1511, 1.18119, -78.7798
3, 0.00000, 126.592, -150.064, 126.155, 89.9464, 0.0580211, 102.296, 1.00283, 178.179, 1.26952, 58.1538, 1.13154, -73.2503
3, 900.00000, 126.578, -150.066, 126.135, 89.9415, 0.0587818, 101.145, 0.973072, 178.178, 1.2942, 58.1495, 1.13898, -75.5715
3, 1800.00000, 126.602, -150.062, 126.149, 89.9464, 0.0596524, 100.74, 0.979609, 178.182, 1.31227, 58.1547, 1.15293, -75.8928
3, 2700.00000, 126.577, -150.065, 126.137, 89.9402, 0.0586223, 100.156, 0.938467, 178.179, 1.2986, 58.1488, 1.13298, -77.3857
4, 0.00000, 126.569, -150.065, 126.146, 89.9378, 0.0568745, 99.8394, 0.898592, 178.178, 1.26601, 58.1467, 1.1007, -78.2011
4, 900.00000, 126.582, -150.061, 126.17, 89.9474, 0.0558256, 102.638, 0.985527, 178.182, 1.2297, 58.1548, 1.10074, -72.561
4, 1800.00000, 126.555, -150.072, 126.143, 89.939, 0.0557777, 103.639, 0.995029, 178.171, 1.21644, 58.1458, 1.09542, -71.5998
4, 2700.00000, 126.583, -150.063, 126.175, 89.9457, 0.0552196, 102.465, 0.964759, 178.18, 1.21562, 58.1533, 1.08504, -73.0298
