hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 126.578, -150.076, 0.113691, -27.864, 1.13644E-005, -60.1136, 9.7658E-006, 119.873
0, 1800.00000, 126.557, -150.079, 0.105774, -28.4651, 1.13621E-005, -60.1139, 9.76369E-006, 119.874
0, 2700.00000, 126.618, -150.067, 0.0977296, -28.3027, 1.13672E-005, -60.0996, 9.76803E-006, 119.889
1, 0.00000, 126.578, -150.076, 0.0899716, -28.8942, 1.13633E-005, -60.1061, 9.7645E-006, 119.883
1, 900.00000, 126.597, -150.071, 0.0833174, -29.8919, 1.13647E-005, -60.0991, 9.7656E-006, 119.891
1, 1800.00000, 126.614, -150.072, 0.0889491, -27.5639, 1.13666E-005, -60.1014, 9.76737E-006, 119.888
1, 2700.00000, 126.581, -150.073, 0.0719705, -31.5671, 1.13626E-005, -60.0978, 9.76363E-006, 119.893
2, 0.00000, 126.615, -150.07, 0.0785825, -28.8655, 1.13662E-005, -60.096, 9.76688E-006, 119.895
2, 900.00000, 126.623, -150.069, 0.0740892, -29.8638, 1.13666E-005, -60.0935, 9.76718E-006, 119.898
2, 1800.00000, 126.613, -150.067, 0.0660224, -32.5567, 1.13652E-005, -60.0895, 9.76577E-006, 119.902
2, 2700.00000, 126.631, -150.068, 0.0675041, -30.878, 1.1367E-005, -60.0906, 9.76737E-006, 119.901
3, 0.00000, 126.629, -150.068, 0.0725763, -29.1993, 1.13671E-005, -60.0924, 9.7676E-006, 119.899
3, 900.00000, 126.61, -150.07, 0.0676302, -31.0076, 1.13651E-005, -60.0928, 9.76579E-006, 119.899
3, 1800.00000, 126.639, -150.066, 0.0705387, -29.789, 1.13679E-005, -60.0897, 9.76821E-006, 119.902
3, 2700.00000, 126.605, -150.068, 0.062639, -32.9343, 1.13644E-005, -60.0897, 9.76501E-006, 119.903
4, 0.00000, 126.591, -150.068, 0.0566892, -35.4973, 1.13627E-005, -60.0877, 9.76348E-006, 119.905
4, 900.00000, 126.611, -150.064, 0.0666565, -31.7292, 1.13651E-005, -60.0871, 9.76572E-006, 119.905
4, 1800.00000, 126.588, -150.075, 0.0692701, -30.3122, 1.13632E-005, -60.0987, 9.76417E-006, 119.893
4, 2700.00000, 126.612, -150.066, 0.0653628, -31.7244, 1.13651E-005, -60.088, 9.76571E-006, 119.904
5, 0.00000, 126.638, -150.064, 0.0796493, -29.8681, 1.13682E-005, -60.091, 9.76859E-006, 119.899
5, 900.00000, 126.585, -150.065, 0.087474, -32.7386, 1.13634E-005, -60.0957, 9.7645E-006, 119.894
5, 1800.00000, 126.611, -150.061, 0.143048, -28.8215, 1.13684E-005, -60.1086, 9.76957E-006, 119.875
5, 2700.00000, 126.488, -150.089, 0.241379, -25.4243, 1.13623E-005, -60.1657, 9.76577E-006, 119.807
6, 0.00000, 126.22, -150.185, 0.239986, -21.1673, 1.13392E-005, -60.2574, 9.74631E-006, 119.717
6, 900.00000, 126.14, -150.21, 0.284661, -20.2721, 1.13345E-005, -60.2952, 9.743E-006, 119.675
6, 1800.00000, 126.425, -150.133, 0.155666, -23.1924, 1.13532E-005, -60.1818, 9.75691E-006, 119.801
6, 2700.00000, 126.46, -150.115, 0.111508, -27.0884, 1.13538E-005, -60.1519, 9.75669E-006, 119.835
7, 0.00000, 126.404, -150.131, 0.126578, -24.9664, 1.13497E-005, -60.1714, 9.75344E-006, 119.814
7, 900.00000, 126.378, -150.143, 0.186539, -22.1163, 1.13507E-005, -60.2001, 9.75527E-006, 119.78
7, 1800.00000, 126.347, -150.146, 0.190633, -21.4533, 1.13482E-005, -60.2037, 9.75325E-006, 119.776
7, 2700.00000, 126.489, -150.12, 0.129875, -23.0983, 1.13578E-005, -60.1603, 9.76051E-006, 119.825
8, 0.00000, 126.437, -150.104, 0.0774075, -35.4519, 1.13495E-005, -60.1319, 9.75234E-006, 119.858
8, 900.00000, 126.479, -150.101, 0.0832106, -33.5553, 1.13537E-005, -60.13, 9.75605E-006, 119.86
8, 1800.00000, 126.499, -150.11, 0.0854486, -29.8282, 1.13559E-005, -60.1382, 9.7581E-006, 119.852
8, 2700.00000, 126.54, -150.097, 0.0985152, -28.8564, 1.13602E-005, -60.1295, 9.76196E-006, 119.859
9, 0.00000, 126.408, -150.099, 0.0852254, -37.0971, 1.1347E-005, -60.1299, 9.75025E-006, 119.859
9, 900.00000, 126.447, -150.102, 0.0897609, -32.6808, 1.13511E-005, -60.1331, 9.75391E-006, 119.856
9, 1800.00000, 126.419, -150.115, 0.114111, -29.0018, 1.135E-005, -60.1531, 9.75341E-006, 119.833
9, 2700.00000, 126.236, -150.12, 0.0702835, -48.593, 1.13301E-005, -60.1468, 9.73519E-006, 119.844
10, 0.00000, 126.442, -150.105, 0.0772627, -36.914, 1.13498E-005, -60.1325, 9.75256E-006, 119.858
10, 900.00000, 126.216, -150.119, 0.0725319, -46.2859, 1.13286E-005, -60.1464, 9.73401E-006, 119.844
10, 1800.00000, 126.377, -150.115, 0.106801, -30.7908, 1.13457E-005, -60.1513, 9.74953E-006, 119.836
10, 2700.00000, 126.277, -150.117, 0.113951, -33.7992, 1.13366E-005, -60.1567, 9.74169E-006, 119.829
