hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.828578, 0.512071, 0.695306, 0.430645, 0.827472, 0.513139, 0.00013588, 0.000105258
0, 1800.00000, 0.834655, 0.515898, 0.712049, 0.440995, 0.833622, 0.516877, 0.000114706, 8.84672E-005
0, 2700.00000, 0.717639, 0.443687, 0.603287, 0.37368, 0.716818, 0.444473, 9.95158E-005, 7.6753E-005
1, 0.00000, 0.793636, 0.490698, 0.690692, 0.427761, 0.792803, 0.49147, 8.0756E-005, 6.17855E-005
1, 900.00000, 0.763711, 0.472227, 0.661349, 0.409622, 0.762904, 0.472918, 7.58144E-005, 6.15844E-005
1, 1800.00000, 0.73254, 0.452999, 0.638558, 0.395471, 0.73185, 0.453705, 7.17012E-005, 5.083E-005
1, 2700.00000, 0.779012, 0.481758, 0.687969, 0.426095, 0.778259, 0.482338, 5.75988E-005, 4.85167E-005
2, 0.00000, 0.713994, 0.44159, 0.626896, 0.388263, 0.713362, 0.442188, 5.88011E-005, 4.36859E-005
2, 900.00000, 0.735731, 0.455014, 0.645586, 0.399854, 0.735038, 0.455595, 5.89432E-005, 4.75574E-005
2, 1800.00000, 0.737157, 0.455909, 0.646645, 0.400537, 0.736449, 0.456422, 5.39621E-005, 4.84612E-005
2, 2700.00000, 0.749161, 0.463332, 0.661303, 0.409595, 0.748465, 0.46387, 5.32129E-005, 4.55758E-005
3, 0.00000, 0.703413, 0.435084, 0.621571, 0.38497, 0.702822, 0.435623, 5.11118E-005, 3.85969E-005
3, 900.00000, 0.741146, 0.458404, 0.657672, 0.407333, 0.740491, 0.458922, 4.93438E-005, 4.06023E-005
3, 1800.00000, 0.701675, 0.434001, 0.617059, 0.382192, 0.701058, 0.434527, 5.23833E-005, 4.17048E-005
3, 2700.00000, 0.733681, 0.453799, 0.649885, 0.402531, 0.733025, 0.454271, 4.65475E-005, 4.11963E-005
4, 0.00000, 0.732872, 0.453323, 0.651133, 0.403317, 0.732228, 0.453738, 4.13109E-005, 3.93221E-005
4, 900.00000, 0.643751, 0.398237, 0.564447, 0.349623, 0.643235, 0.398685, 4.52731E-005, 3.60155E-005
4, 1800.00000, 0.770092, 0.476313, 0.691657, 0.428341, 0.769458, 0.476853, 4.60579E-005, 3.5295E-005
4, 2700.00000, 0.666727, 0.412443, 0.588312, 0.364396, 0.666185, 0.412891, 4.40215E-005, 3.52984E-005
5, 0.00000, 0.7137, 0.441341, 0.611973, 0.379072, 0.712956, 0.441972, 7.34749E-005, 6.11908E-005
5, 900.00000, 0.787037, 0.48649, 0.655121, 0.40586, 0.785966, 0.487272, 0.000110191, 0.00010538
5, 1800.00000, 0.799428, 0.493701, 0.60208, 0.373064, 0.797885, 0.495074, 0.000271349, 0.000238
5, 2700.00000, 0.926153, 0.571313, 0.670949, 0.415587, 0.923945, 0.573935, 0.00055202, 0.000390342
6, 0.00000, 1.55897, 0.962069, 1.42488, 0.8809, 1.55692, 0.965898, 0.000251557, 0.000101145
6, 900.00000, 1.66085, 1.02462, 1.52766, 0.943986, 1.65883, 1.02949, 0.000293947, 9.88452E-005
6, 1800.00000, 1.30355, 0.805058, 1.18035, 0.730347, 1.30187, 0.807171, 0.000157334, 8.77738E-005
6, 2700.00000, 1.26842, 0.783535, 1.14434, 0.708352, 1.26665, 0.78498, 0.000121068, 9.22114E-005
7, 0.00000, 1.31784, 0.81409, 1.20785, 0.747435, 1.31629, 0.815778, 0.000114314, 7.00833E-005
7, 900.00000, 1.25989, 0.77809, 1.13803, 0.704049, 1.25843, 0.780573, 0.000181139, 8.27086E-005
7, 1800.00000, 1.14026, 0.70453, 1.0433, 0.645372, 1.13926, 0.706738, 0.00014178, 4.82931E-005
