hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.846, 89.9414, 0.118291, -11.7433, 1.58081, 58.2057, 1.58081, -121.794
0, 1800.00000, 125.89, 89.9387, 0.10999, -11.8702, 1.51147, 58.1995, 1.51147, -121.801
0, 2700.00000, 125.995, 89.9482, 0.101623, -11.867, 1.38357, 58.2051, 1.38357, -121.795
1, 0.00000, 126.023, 89.9402, 0.0935395, -11.9096, 1.31452, 58.1936, 1.31452, -121.806
1, 900.00000, 126.052, 89.9412, 0.086312, -12.5563, 1.2374, 58.1912, 1.2374, -121.809
1, 1800.00000, 126.098, 89.9469, 0.0928376, -11.1559, 1.26207, 58.1998, 1.26207, -121.8
1, 2700.00000, 126.106, 89.9373, 0.0742384, -13.208, 1.12585, 58.182, 1.12585, -121.818
2, 0.00000, 126.147, 89.9459, 0.0817662, -11.753, 1.15739, 58.1938, 1.15739, -121.806
2, 900.00000, 126.143, 89.9432, 0.0767928, -12.4562, 1.10532, 58.189, 1.10532, -121.811
2, 1800.00000, 126.145, 89.9399, 0.0677996, -13.9306, 1.04364, 58.1816, 1.04364, -121.818
2, 2700.00000, 126.168, 89.941, 0.0697168, -13.0696, 1.02624, 58.1835, 1.02624, -121.816
3, 0.00000, 126.191, 89.9461, 0.0754493, -11.9151, 1.07835, 58.1912, 1.07835, -121.809
3, 900.00000, 126.173, 89.941, 0.0699027, -12.8872, 1.04639, 58.1837, 1.04639, -121.816
3, 1800.00000, 126.188, 89.9458, 0.0731467, -12.3695, 1.0535, 58.1899, 1.0535, -121.81
3, 2700.00000, 126.175, 89.9395, 0.0642934, -13.9342, 1.00917, 58.1797, 1.00917, -121.82
4, 0.00000, 126.183, 89.9372, 0.0576038, -15.2238, 0.966176, 58.1742, 0.966176, -121.826
4, 900.00000, 126.202, 89.9474, 0.0687882, -13.0727, 1.05955, 58.1893, 1.05955, -121.811
4, 1800.00000, 126.175, 89.939, 0.071848, -12.2842, 1.06976, 58.1826, 1.06976, -121.817
4, 2700.00000, 126.207, 89.9457, 0.0674457, -13.0992, 1.0372, 58.1872, 1.0372, -121.813
5, 0.00000, 126.095, 89.9457, 0.0824299, -12.7548, 1.16719, 58.1938, 1.16719, -121.806
5, 900.00000, 125.897, 89.9365, 0.0895226, -14.635, 1.34132, 58.1876, 1.34132, -121.812
