hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 126.275, 89.9083, 0.136323, -134.335, 0.00458902, 58.0769, 0.00458902, -121.923
0, 1800.00000, 126.292, 89.9076, 0.125365, -134.138, 0.00512094, 58.0796, 0.00512094, -121.92
0, 2700.00000, 126.371, 89.9191, 0.116691, -134.19, 0.00448407, 58.0938, 0.00448407, -121.906
1, 0.00000, 126.361, 89.9138, 0.105263, -134.009, 0.00494502, 58.0924, 0.00494502, -121.908
1, 900.00000, 126.38, 89.9157, 0.102391, -132.708, 0.00483726, 58.0959, 0.00483726, -121.904
1, 1800.00000, 126.414, 89.9222, 0.0987761, -135.725, 0.00432459, 58.1018, 0.00432459, -121.898
1, 2700.00000, 126.398, 89.9144, 0.0897448, -131.46, 0.00526171, 58.0992, 0.00526171, -121.901
2, 0.00000, 126.438, 89.923, 0.0897325, -134.419, 0.00458095, 58.1062, 0.00458095, -121.894
2, 900.00000, 126.428, 89.921, 0.0902921, -132.745, 0.00438403, 58.1049, 0.00438403, -121.895
2, 1800.00000, 126.424, 89.9181, 0.0873718, -130.161, 0.00489066, 58.1043, 0.00489066, -121.896
2, 2700.00000, 126.432, 89.9203, 0.0862532, -131.417, 0.00421539, 58.1062, 0.00421539, -121.894
3, 0.00000, 126.46, 89.925, 0.0837618, -134.001, 0.00437304, 58.1103, 0.00437304, -121.89
3, 900.00000, 126.438, 89.9201, 0.0828875, -131.978, 0.00473777, 58.1068, 0.00473777, -121.893
3, 1800.00000, 126.457, 89.9248, 0.0850507, -132.966, 0.00423402, 58.1102, 0.00423402, -121.89
3, 2700.00000, 126.439, 89.9188, 0.0811442, -130.215, 0.00508746, 58.1068, 0.00508746, -121.893
4, 0.00000, 126.44, 89.9168, 0.0772843, -128.299, 0.00560321, 58.1068, 0.00560321, -121.893
4, 900.00000, 126.48, 89.9255, 0.0792549, -132.309, 0.00545161, 58.1129, 0.00545161, -121.887
4, 1800.00000, 126.433, 89.9186, 0.0797456, -133.3, 0.00497575, 58.1056, 0.00497575, -121.894
4, 2700.00000, 126.475, 89.9245, 0.0781921, -132.192, 0.0052766, 58.1124, 0.0052766, -121.888
5, 0.00000, 126.412, 89.9211, 0.10087, -132.371, 0.0042351, 58.1022, 0.0042351, -121.898
5, 900.00000, 126.297, 89.9055, 0.125321, -129.388, 0.00545604, 58.0816, 0.00545604, -121.918
5, 1800.00000, 126.138, 89.8995, 0.194144, -132.097, 0.00438041, 58.0523, 0.00438041, -121.948
5, 2700.00000, 125.901, 89.8855, 0.273583, -137.08, 0.00509649, 58.0063, 0.00509649, -121.994
6, 0.00000, 125.897, 89.8689, 0.190196, -148.722, 0.00488703, 58.0067, 0.00488703, -121.993
6, 900.00000, 125.831, 89.8665, 0.210722, -152.328, 0.00501652, 57.9935, 0.00501652, -122.006
6, 1800.00000, 126.088, 89.885, 0.146436, -141.922, 0.00356873, 58.0444, 0.00356873, -121.956
6, 2700.00000, 126.116, 89.8803, 0.12874, -134.859, 0.00413978, 58.0508, 0.00413978, -121.949
7, 0.00000, 126.112, 89.8803, 0.124675, -139.38, 0.00455922, 58.049, 0.00455922, -121.951
7, 900.00000, 126.085, 89.8896, 0.158899, -145.879, 0.00429458, 58.0417, 0.00429458, -121.958
7, 1800.00000, 126.171, 89.9003, 0.144577, -150.649, 0.00550917, 58.0546, 0.00550917, -121.945
7, 2700.00000, 126.223, 89.9001, 0.118472, -143.289, 0.00329791, 58.0686, 0.00329791, -121.931
8, 0.00000, 126.143, 89.8755, 0.112342, -129.021, 0.00633469, 58.0554, 0.00633469, -121.945
8, 900.00000, 126.146, 89.8796, 0.119558, -130.32, 0.00530499, 58.0563, 0.00530499, -121.944
8, 1800.00000, 126.182, 89.8857, 0.107421, -134.201, 0.00401225, 58.0633, 0.00401225, -121.937
8, 2700.00000, 126.216, 89.8957, 0.121125, -135.294, 0.00404467, 58.0684, 0.00404467, -121.932
9, 0.00000, 126.116, 89.8731, 0.126349, -128.987, 0.00784984, 58.0491, 0.00784984, -121.951
9, 900.00000, 126.181, 89.8844, 0.115418, -132.669, 0.00653479, 58.0604, 0.00653479, -121.94
9, 1800.00000, 126.114, 89.88, 0.131715, -136.113, 0.00596342, 58.0489, 0.00596342, -121.951
9, 2700.00000, 125.937, 89.8364, 0.129409, -122.461, 0.0109497, 58.0172, 0.0109497, -121.983
10, 0.00000, 126.094, 89.8696, 0.121892, -128.21, 0.00605389, 58.0466, 0.00605389, -121.953
10, 900.00000, 126.022, 89.8475, 0.114578, -124.378, 0.0120721, 58.0301, 0.0120721, -121.97
10, 1800.00000, 126.129, 89.8781, 0.123452, -135.273, 0.00748003, 58.0497, 0.00748003, -121.95
10, 2700.00000, 126.039, 89.8633, 0.140735, -132.625, 0.0103415, 58.0322, 0.0103415, -121.968
11, 0.00000, 125.832, 89.8449, 0.198216, -132.072, 0.00888428, 57.9964, 0.00888428, -122.004
11, 900.00000, 125.789, 89.8379, 0.203633, -130.484, 0.00883928, 57.9898, 0.00883928, -122.01
11, 1800.00000, 125.947, 89.8563, 0.172486, -131.06, 0.0091828, 58.0161, 0.0091828, -121.984
11, 2700.00000, 125.994, 89.8738, 0.168831, -140.8, 0.005364, 58.0258, 0.005364, -121.974
12, 0.00000, 126.093, 89.8802, 0.148776, -136.478, 0.00703856, 58.0427, 0.00703856, -121.957
12, 900.00000, 125.976, 89.8686, 0.174721, -137.321, 0.00685546, 58.0225, 0.00685546, -121.978
12, 1800.00000, 126.119, 89.8907, 0.154458, -140.25, 0.00465808, 58.0481, 0.00465808, -121.952
12, 2700.00000, 126.202, 89.8982, 0.136186, -138.008, 0.0046544, 58.0638, 0.0046544, -121.936
13, 0.00000, 126.177, 89.8923, 0.137265, -135.67, 0.00546049, 58.0596, 0.00546049, -121.94
13, 900.00000, 126.138, 89.8862, 0.132868, -140.267, 0.00608848, 58.0516, 0.00608848, -121.948
13, 1800.00000, 126.055, 89.8672, 0.143036, -135.471, 0.0113096, 58.0331, 0.0113096, -121.967
13, 2700.00000, 126.159, 89.8901, 0.136331, -140.044, 0.00672665, 58.054, 0.00672665, -121.946
14, 0.00000, 126.083, 89.8735, 0.136839, -136.699, 0.0087478, 58.0403, 0.0087478, -121.96
14, 900.00000, 126.123, 89.8833, 0.135834, -138.725, 0.00660425, 58.0486, 0.00660425, -121.951
14, 1800.00000, 126.122, 89.8885, 0.144367, -142.199, 0.00554513, 58.0485, 0.00554513, -121.952
14, 2700.00000, 126.142, 89.8899, 0.14218, -140.141, 0.00583297, 58.0521, 0.00583297, -121.948
15, 0.00000, 126.135, 89.8845, 0.136314, -137.227, 0.00678162, 58.0509, 0.00678162, -121.949
15, 900.00000, 126.066, 89.8667, 0.134561, -132.022, 0.00947942, 58.0378, 0.00947942, -121.962
15, 1800.00000, 126.098, 89.8811, 0.147572, -136.591, 0.00676292, 58.0441, 0.00676292, -121.956
15, 2700.00000, 126.113, 89.8838, 0.147324, -133.757, 0.00504474, 58.0493, 0.00504474, -121.951
16, 0.00000, 126.095, 89.8842, 0.151238, -137.549, 0.00494256, 58.0453, 0.00494256, -121.955
16, 900.00000, 126.032, 89.879, 0.167911, -137.908, 0.00459556, 58.0344, 0.00459556, -121.966
16, 1800.00000, 125.97, 89.8693, 0.177005, -136.422, 0.00536685, 58.0231, 0.00536685, -121.977
16, 2700.00000, 126.057, 89.8786, 0.163429, -139.734, 0.00877091, 58.0335, 0.00877091, -121.966
17, 0.00000, 125.871, 89.854, 0.202586, -135.369, 0.0102469, 58.0011, 0.0102469, -121.999
17, 900.00000, 125.721, 89.8294, 0.236042, -126.825, 0.0100886, 57.9777, 0.0100886, -122.022
17, 1800.00000, 125.283, 89.7539, 0.314632, -120.625, 0.0206704, 57.893, 0.0206704, -122.107
17, 2700.00000, 125.005, 89.7172, 0.385416, -122.604, 0.0283098, 57.8347, 0.0283098, -122.165
18, 0.00000, 124.783, 89.699, 0.463641, -121.482, 0.0232489, 57.8009, 0.0232489, -122.199
18, 900.00000, 124.9, 89.738, 0.464879, -126.773, 0.016773, 57.8225, 0.016773, -122.177
18, 1800.00000, 124.926, 89.7306, 0.424903, -128.063, 0.0216084, 57.8226, 0.0216084, -122.177
18, 2700.00000, 124.942, 89.744, 0.444459, -130.523, 0.0204663, 57.8245, 0.0204663, -122.176
19, 0.00000, 124.965, 89.7267, 0.403847, -129.837, 0.0296957, 57.8204, 0.0296957, -122.18
19, 900.00000, 125.077, 89.7535, 0.399998, -131.422, 0.0239005, 57.8442, 0.0239005, -122.156
19, 1800.00000, 125.109, 89.7593, 0.396846, -131.48, 0.0228539, 57.8513, 0.0228539, -122.149
19, 2700.00000, 125.132, 89.7518, 0.380062, -128.171, 0.0240854, 57.8566, 0.0240854, -122.143
20, 0.00000, 125.25, 89.7733, 0.366508, -129.38, 0.0213843, 57.8787, 0.0213843, -122.121
20, 900.00000, 125.183, 89.7569, 0.375426, -126.109, 0.0228662, 57.8685, 0.0228662, -122.131
20, 1800.00000, 125.269, 89.7698, 0.360074, -127.007, 0.0224017, 57.8826, 0.0224017, -122.117
20, 2700.00000, 125.41, 89.7892, 0.327853, -127.563, 0.0200729, 57.9101, 0.0200729, -122.09
21, 0.00000, 125.518, 89.8147, 0.32652, -129.202, 0.0150834, 57.9322, 0.0150834, -122.068
21, 900.00000, 125.533, 89.807, 0.300882, -128.899, 0.0183792, 57.9327, 0.0183792, -122.067
21, 1800.00000, 125.519, 89.7895, 0.284127, -126.108, 0.0252883, 57.9254, 0.0252883, -122.075
21, 2700.00000, 125.621, 89.8168, 0.281926, -129.156, 0.0188924, 57.9472, 0.0188924, -122.053
22, 0.00000, 125.721, 89.8361, 0.269242, -130.489, 0.0150462, 57.968, 0.0150462, -122.032
22, 900.00000, 125.783, 89.8508, 0.266726, -133.673, 0.0138274, 57.9787, 0.0138274, -122.021
22, 1800.00000, 125.843, 89.855, 0.24186, -133.118, 0.0126223, 57.9913, 0.0126223, -122.009
22, 2700.00000, 125.881, 89.8553, 0.230564, -130.281, 0.0128012, 57.9993, 0.0128012, -122.001
23, 0.00000, 126.037, 89.8814, 0.199069, -133.484, 0.00797722, 58.0302, 0.00797722, -121.97
23, 900.00000, 126.095, 89.8935, 0.19781, -134.589, 0.00622469, 58.0421, 0.00622469, -121.958
23, 1800.00000, 126.097, 89.8948, 0.192328, -136.49, 0.00521327, 58.0432, 0.00521327, -121.957
23, 2700.00000, 126.174, 89.9012, 0.174064, -135.172, 0.00578111, 58.0567, 0.00578111, -121.943
24, 0.00000, 126.275, 89.9083, 0.136347, -134.335, 0.0045891, 58.0764, 0.0045891, -121.924
