hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.00546023, 0.003383, -1.41707E-006, 5.99955E-008
0, 1800.00000, 0.00517388, 0.00320569, -1.2016E-006, 7.1494E-008
0, 2700.00000, 0.00510105, 0.00316064, -1.11395E-006, 5.98958E-008
1, 0.00000, 0.00495689, 0.00307136, -9.46101E-007, 6.9228E-008
1, 900.00000, 0.00524475, 0.0032497, -9.30615E-007, 1.39695E-007
1, 1800.00000, 0.0050297, 0.00311656, -9.6467E-007, -1.96119E-008
1, 2700.00000, 0.0050295, 0.0031164, -7.19121E-007, 1.80332E-007
2, 0.00000, 0.00488561, 0.0030273, -7.99339E-007, 4.32011E-008
2, 900.00000, 0.00495673, 0.00307131, -7.73193E-007, 1.16405E-007
2, 1800.00000, 0.00481269, 0.00298203, -6.39397E-007, 2.19512E-007
2, 2700.00000, 0.00495664, 0.00307125, -7.00842E-007, 1.67492E-007
3, 0.00000, 0.00502949, 0.00311648, -7.55807E-007, 5.99967E-008
3, 900.00000, 0.00502943, 0.00311639, -6.82449E-007, 1.45075E-007
3, 1800.00000, 0.00502949, 0.00311644, -7.43968E-007, 1.02869E-007
3, 2700.00000, 0.00502937, 0.00311633, -6.10155E-007, 2.15083E-007
4, 0.00000, 0.00495646, 0.00307116, -5.05342E-007, 2.78358E-007
4, 900.00000, 0.00545951, 0.00338293, -6.98689E-007, 1.4178E-007
4, 1800.00000, 0.00560347, 0.00347212, -7.61365E-007, 1.01824E-007
4, 2700.00000, 0.00596248, 0.00369461, -7.54956E-007, 1.5841E-007
5, 0.00000, 0.00610665, 0.00378366, -1.07711E-006, 1.76771E-007
5, 900.00000, 0.0057477, 0.00356093, -1.10615E-006, 4.15548E-007
5, 1800.00000, 0.00459861, 0.00284871, -1.61951E-006, 2.48565E-007
5, 2700.00000, 0.00287501, 0.00178088, -1.69335E-006, -1.6927E-007
6, 0.00000, 0.00273084, 0.00169222, -1.43308E-006, -6.83069E-007
6, 900.00000, 0.00546189, 0.00338467, -3.42363E-006, -1.90733E-006
6, 1800.00000, 0.00740183, 0.00458634, -2.61628E-006, -7.13921E-007
6, 2700.00000, 0.0074013, 0.00458583, -1.85106E-006, 4.183E-008
7, 0.00000, 0.00776016, 0.00480834, -2.1306E-006, -3.7733E-007
7, 900.00000, 0.00927015, 0.00574406, -3.89025E-006, -1.52818E-006
7, 1800.00000, 0.0119283, 0.00739207, -4.94119E-006, -2.54338E-006
7, 2700.00000, 0.015737, 0.0097517, -4.76238E-006, -1.43842E-006
8, 0.00000, 0.0324755, 0.0201204, -6.17796E-006, 2.46461E-006
8, 900.00000, 0.0385826, 0.0239035, -8.68672E-006, 2.46603E-006
8, 1800.00000, 0.0435405, 0.0269768, -1.05389E-005, 7.49162E-007
8, 2700.00000, 0.044836, 0.0277788, -1.25884E-005, 2.00924E-007
9, 0.00000, 0.0468454, 0.0290214, -1.04621E-005, 4.07491E-006
9, 900.00000, 0.0436131, 0.0270212, -1.02697E-005, 1.63416E-006
9, 1800.00000, 0.0451238, 0.0279564, -1.35657E-005, -1.85738E-007
9, 2700.00000, 0.0459083, 0.0284388, -7.02918E-006, 8.03026E-006
10, 0.00000, 0.0460549, 0.0285324, -9.97426E-006, 4.23597E-006
10, 900.00000, 0.0453326, 0.0280842, -6.52842E-006, 6.21794E-006
10, 1800.00000, 0.0455531, 0.0282233, -1.22654E-005, 4.09628E-007
10, 2700.00000, 0.046488, 0.0288002, -1.25138E-005, 2.23006E-006
11, 0.00000, 0.0462771, 0.0286658, -1.76716E-005, 3.16764E-006
11, 900.00000, 0.0416778, 0.0258158, -1.52442E-005, 4.21274E-006
11, 1800.00000, 0.0262985, 0.016292, -7.79799E-006, 2.02577E-006
11, 2700.00000, 0.0243604, 0.015093, -9.96739E-006, -2.17338E-006
12, 0.00000, 0.0228508, 0.0141579, -7.10596E-006, -2.992E-007
12, 900.00000, 0.0204064, 0.0126423, -7.65729E-006, -6.58269E-007
12, 1800.00000, 0.0201923, 0.0125112, -7.42985E-006, -1.49856E-006
12, 2700.00000, 0.0217716, 0.0134897, -6.68363E-006, -7.50957E-007
13, 0.00000, 0.0351374, 0.0217697, -1.05673E-005, -3.9359E-008
13, 900.00000, 0.0420361, 0.0260451, -1.4E-005, -2.45674E-006
13, 1800.00000, 0.0432559, 0.0267991, -1.26141E-005, 4.02858E-007
13, 2700.00000, 0.0441923, 0.0273815, -1.50017E-005, -2.50615E-006
14, 0.00000, 0.0428248, 0.0265327, -1.2878E-005, -4.12087E-007
14, 900.00000, 0.0416761, 0.0258219, -1.35329E-005, -1.62842E-006
14, 1800.00000, 0.0440489, 0.0272925, -1.68575E-005, -4.06967E-006
14, 2700.00000, 0.0467799, 0.0289842, -1.69222E-005, -2.89556E-006
15, 0.00000, 0.0451261, 0.0279588, -1.42845E-005, -8.52503E-007
15, 900.00000, 0.0456973, 0.0283109, -1.16559E-005, 2.44908E-006
15, 1800.00000, 0.0430426, 0.0266669, -1.43727E-005, -5.56491E-007
15, 2700.00000, 0.0445507, 0.0276004, -1.41216E-005, 1.16201E-006
16, 0.00000, 0.0442645, 0.0274238, -1.59864E-005, -1.31361E-006
16, 900.00000, 0.0475716, 0.0294716, -1.94202E-005, -1.91235E-006
16, 1800.00000, 0.0469979, 0.0291153, -1.91883E-005, -7.7067E-007
16, 2700.00000, 0.0456319, 0.028272, -1.79839E-005, -2.90158E-006
17, 0.00000, 0.047357, 0.0293354, -2.02938E-005, 2.64715E-007
17, 900.00000, 0.0492255, 0.0304858, -1.82588E-005, 9.80534E-006
17, 1800.00000, 0.0481435, 0.0298054, -1.48382E-005, 2.19896E-005
17, 2700.00000, 0.0393075, 0.0243317, -1.56669E-005, 1.91258E-005
18, 0.00000, 0.0255845, 0.0158324, -1.22544E-005, 1.57713E-005
18, 900.00000, 0.0184006, 0.011389, -1.24421E-005, 6.91476E-006
18, 1800.00000, 0.0160285, 0.00992259, -9.90983E-006, 4.82073E-006
18, 2700.00000, 0.0145915, 0.0090332, -1.06594E-005, 2.99651E-006
19, 0.00000, 0.0120032, 0.00743181, -7.01306E-006, 2.73294E-006
19, 900.00000, 0.0107098, 0.00663148, -6.9359E-006, 1.68001E-006
19, 1800.00000, 0.0100625, 0.00623064, -6.5165E-006, 1.53145E-006
19, 2700.00000, 0.0096315, 0.00596348, -5.04634E-006, 2.60133E-006
20, 0.00000, 0.00898401, 0.00556294, -4.88505E-006, 1.93074E-006
20, 900.00000, 0.00905466, 0.00560588, -4.24919E-006, 3.07217E-006
20, 1800.00000, 0.00855127, 0.00529466, -4.01307E-006, 2.51811E-006
20, 2700.00000, 0.00855097, 0.00529494, -3.76894E-006, 2.14133E-006
21, 0.00000, 0.00776216, 0.00480675, -3.87615E-006, 1.48261E-006
21, 900.00000, 0.00740238, 0.00458423, -3.18381E-006, 1.41429E-006
21, 1800.00000, 0.00732878, 0.00453861, -2.2893E-006, 1.95398E-006
21, 2700.00000, 0.0071854, 0.00445014, -2.86884E-006, 1.24923E-006
22, 0.00000, 0.00697052, 0.00431732, -2.92624E-006, 8.89597E-007
22, 900.00000, 0.00646753, 0.00400603, -3.08133E-006, 2.7344E-007
22, 1800.00000, 0.00646749, 0.00400625, -2.72985E-006, 3.36926E-007
22, 2700.00000, 0.0065399, 0.00405095, -2.32691E-006, 7.4649E-007
23, 0.00000, 0.00596399, 0.00369472, -2.16493E-006, 1.9776E-007
23, 900.00000, 0.00582172, 0.00360657, -2.23116E-006, 5.43257E-008
23, 1800.00000, 0.00567774, 0.0035175, -2.26673E-006, -1.54749E-007
23, 2700.00000, 0.00538966, 0.00333914, -1.84033E-006, -5.89806E-009
24, 0.00000, 0.0054604, 0.00338322, -1.41729E-006, 6.00365E-008
