hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.120009, 0.0742028, -3.04486E-005, 0.000138753
0, 1800.00000, 0.11478, 0.070983, -2.67829E-005, 0.000121632
0, 2700.00000, 0.105152, 0.065038, -2.28545E-005, 0.000103775
1, 0.00000, 0.0999199, 0.0618141, -1.94519E-005, 8.86161E-005
1, 900.00000, 0.0940813, 0.0582043, -2.00148E-005, 8.05867E-005
1, 1800.00000, 0.0959841, 0.0593866, -1.47692E-005, 8.05919E-005
1, 2700.00000, 0.0856333, 0.0529889, -1.72072E-005, 6.35842E-005
2, 0.00000, 0.0880562, 0.0544893, -1.38589E-005, 6.65867E-005
2, 900.00000, 0.0840945, 0.0520366, -1.56356E-005, 6.34685E-005
2, 1800.00000, 0.0794049, 0.0491364, -1.71773E-005, 5.69744E-005
2, 2700.00000, 0.0780924, 0.0483255, -1.53986E-005, 5.58524E-005
3, 0.00000, 0.0820689, 0.0507893, -1.25095E-005, 5.7771E-005
3, 900.00000, 0.0796277, 0.0492787, -1.4202E-005, 5.47768E-005
3, 1800.00000, 0.0801778, 0.0496175, -1.37323E-005, 5.70373E-005
3, 2700.00000, 0.0767979, 0.0475284, -1.51727E-005, 5.10818E-005
4, 0.00000, 0.0735308, 0.0455091, -1.54589E-005, 4.58434E-005
4, 900.00000, 0.0806458, 0.0499121, -1.30956E-005, 5.2985E-005
4, 1800.00000, 0.081404, 0.0503812, -1.22911E-005, 5.41884E-005
4, 2700.00000, 0.078948, 0.0488619, -1.28041E-005, 5.1156E-005
5, 0.00000, 0.0887719, 0.054921, -1.93561E-005, 7.48801E-005
5, 900.00000, 0.101875, 0.0629994, -3.41881E-005, 0.000104863
5, 1800.00000, 0.147764, 0.0912703, -6.62802E-005, 0.000241496
5, 2700.00000, 0.232121, 0.143194, -9.33468E-005, 0.000550121
6, 0.00000, 0.220825, 0.136456, 3.02198E-005, 0.000372693
6, 900.00000, 0.255033, 0.15756, 7.35198E-005, 0.000477927
6, 1800.00000, 0.149357, 0.0923432, -1.15763E-005, 0.000191554
6, 2700.00000, 0.11705, 0.0723826, -2.65112E-005, 0.000128157
7, 0.00000, 0.129197, 0.0799041, -1.49039E-005, 0.000139395
7, 900.00000, 0.175303, 0.10837, 5.47375E-006, 0.000245974
7, 1800.00000, 0.179818, 0.1112, 2.92171E-005, 0.00022954
7, 2700.00000, 0.124795, 0.0771939, -4.01826E-006, 0.000129711
