hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.170001, 0.105337, -0.000198805, -0.000103461
0, 1800.00000, 0.162588, 0.100743, -0.000178984, -9.06725E-005
0, 2700.00000, 0.148939, 0.0922892, -0.000150796, -7.69387E-005
1, 0.00000, 0.141525, 0.0876934, -0.000133615, -6.63207E-005
1, 900.00000, 0.133246, 0.082562, -0.000117893, -5.6295E-005
1, 1800.00000, 0.135953, 0.084244, -0.000124475, -6.50684E-005
1, 2700.00000, 0.121273, 0.0751418, -9.51238E-005, -4.22595E-005
2, 0.00000, 0.124713, 0.0772777, -0.000102931, -5.10161E-005
2, 900.00000, 0.119096, 0.0737956, -9.37227E-005, -4.47345E-005
2, 1800.00000, 0.112445, 0.0696714, -8.16802E-005, -3.48965E-005
2, 2700.00000, 0.110588, 0.0685236, -8.02875E-005, -3.6803E-005
3, 0.00000, 0.116228, 0.0720204, -8.90054E-005, -4.35119E-005
3, 900.00000, 0.112765, 0.0698721, -8.24888E-005, -3.74804E-005
3, 1800.00000, 0.113546, 0.0703578, -8.50191E-005, -4.06678E-005
3, 2700.00000, 0.108752, 0.0673836, -7.55177E-005, -3.16661E-005
4, 0.00000, 0.10412, 0.0645114, -6.75574E-005, -2.53093E-005
4, 900.00000, 0.114208, 0.0707648, -8.33734E-005, -3.66594E-005
4, 1800.00000, 0.115286, 0.0714343, -8.58882E-005, -4.00244E-005
4, 2700.00000, 0.111802, 0.0692748, -7.99888E-005, -3.51929E-005
5, 0.00000, 0.125722, 0.0778995, -0.000105907, -5.07569E-005
5, 900.00000, 0.144275, 0.0893852, -0.00013815, -5.90946E-005
5, 1800.00000, 0.209329, 0.129695, -0.000309609, -0.000156789
5, 2700.00000, 0.329104, 0.203927, -0.000788152, -0.000455166
6, 0.00000, 0.313228, 0.194155, -0.000705813, -0.000471573
6, 900.00000, 0.36191, 0.224356, -0.000954123, -0.000659565
6, 1800.00000, 0.211673, 0.131184, -0.00031754, -0.000197033
6, 2700.00000, 0.16581, 0.102746, -0.000188753, -0.000101059
7, 0.00000, 0.183056, 0.113438, -0.000230486, -0.00013319
7, 900.00000, 0.248521, 0.154027, -0.000440277, -0.000283952
7, 1800.00000, 0.254967, 0.158033, -0.000458725, -0.000301646
7, 2700.00000, 0.176836, 0.109596, -0.000220704, -0.00013722
8, 0.00000, 0.133592, 0.0827658, -0.00011675, -4.45338E-005
8, 900.00000, 0.135082, 0.0836907, -0.000123358, -5.13896E-005
8, 1800.00000, 0.1288, 0.0798084, -0.000115233, -5.59515E-005
8, 2700.00000, 0.144193, 0.089346, -0.000146541, -7.4077E-005
9, 0.00000, 0.149, 0.0923027, -0.00014544, -5.16931E-005
9, 900.00000, 0.146572, 0.0908107, -0.000143772, -6.18111E-005
9, 1800.00000, 0.172567, 0.106921, -0.000205412, -0.000102618
9, 2700.00000, 0.146814, 0.0909295, -0.000130545, -2.41695E-005
10, 0.00000, 0.131596, 0.0815274, -0.000115467, -4.16121E-005
10, 900.00000, 0.152953, 0.0947349, -0.00013968, -3.00041E-005
10, 1800.00000, 0.170819, 0.105834, -0.000195806, -9.06659E-005
10, 2700.00000, 0.195024, 0.120811, -0.000248501, -0.000101369
11, 0.00000, 0.234649, 0.145357, -0.000377881, -0.000169245
11, 900.00000, 0.230537, 0.142804, -0.000363044, -0.000155134
11, 1800.00000, 0.214047, 0.1326, -0.000305251, -0.000130976
11, 2700.00000, 0.238968, 0.148086, -0.000404061, -0.000237808
12, 0.00000, 0.205793, 0.127512, -0.000288703, -0.000148769
12, 900.00000, 0.237858, 0.147376, -0.000392423, -0.000212206
12, 1800.00000, 0.214433, 0.132886, -0.000324974, -0.000190662
12, 2700.00000, 0.182473, 0.113074, -0.000232447, -0.000128917
13, 0.00000, 0.174433, 0.10808, -0.000210946, -0.000107169
13, 900.00000, 0.192559, 0.119318, -0.000257535, -0.000141233
13, 1800.00000, 0.217453, 0.134709, -0.000309571, -0.000137059
13, 2700.00000, 0.198214, 0.122821, -0.000271934, -0.000146374
14, 0.00000, 0.199855, 0.12382, -0.000267756, -0.000128503
14, 900.00000, 0.193023, 0.119602, -0.000256851, -0.000135513
14, 1800.00000, 0.209646, 0.129914, -0.000310722, -0.000180002
14, 2700.00000, 0.198563, 0.12304, -0.000277091, -0.000153001
15, 0.00000, 0.186643, 0.115644, -0.000239463, -0.000121017
15, 900.00000, 0.181122, 0.112202, -0.000214602, -8.63302E-005
15, 1800.00000, 0.196233, 0.121583, -0.000265944, -0.000134695
15, 2700.00000, 0.170101, 0.105393, -0.000203029, -9.87039E-005
16, 0.00000, 0.192106, 0.119035, -0.000261607, -0.000141414
16, 900.00000, 0.208664, 0.129296, -0.000312823, -0.000173365
16, 1800.00000, 0.216127, 0.133913, -0.000332812, -0.000177176
16, 2700.00000, 0.240964, 0.149301, -0.000400269, -0.000211925
17, 0.00000, 0.267675, 0.165818, -0.000492705, -0.000238774
17, 900.00000, 0.23291, 0.144243, -0.000368254, -0.000128573
17, 1800.00000, 0.294798, 0.182445, -0.000544097, -8.33154E-005
17, 2700.00000, 0.41024, 0.253816, -0.00106363, -0.000232437
18, 0.00000, 0.408145, 0.252504, -0.00109303, -0.000237177
18, 900.00000, 0.450659, 0.278959, -0.00141802, -0.000540438
18, 1800.00000, 0.474631, 0.293792, -0.00153215, -0.000590741
18, 2700.00000, 0.516463, 0.319732, -0.00185571, -0.000809071
19, 0.00000, 0.536379, 0.331971, -0.00190468, -0.000734546
19, 900.00000, 0.515142, 0.31892, -0.00180313, -0.000775409
19, 1800.00000, 0.506265, 0.313432, -0.0017464, -0.000758296
19, 2700.00000, 0.459457, 0.2844, -0.00139855, -0.000518186
20, 0.00000, 0.445297, 0.275682, -0.00132963, -0.000530773
20, 900.00000, 0.421654, 0.260981, -0.00116691, -0.000387525
20, 1800.00000, 0.418554, 0.259088, -0.00115141, -0.000402024
20, 2700.00000, 0.385937, 0.23893, -0.000979516, -0.000354304
21, 0.00000, 0.368581, 0.22824, -0.000923632, -0.000382714
21, 900.00000, 0.368364, 0.228085, -0.000895528, -0.000347124
21, 1800.00000, 0.374989, 0.232116, -0.000876558, -0.000262339
21, 2700.00000, 0.358901, 0.222231, -0.000841565, -0.000322873
22, 0.00000, 0.334639, 0.207247, -0.00074753, -0.000315632
22, 900.00000, 0.351516, 0.21773, -0.00084056, -0.000399914
22, 1800.00000, 0.31651, 0.196056, -0.000677088, -0.000317288
22, 2700.00000, 0.285512, 0.176839, -0.000540945, -0.000227139
23, 0.00000, 0.248025, 0.153664, -0.000421887, -0.000208792
23, 900.00000, 0.241296, 0.149504, -0.000406921, -0.000213323
23, 1800.00000, 0.241665, 0.149745, -0.000412687, -0.000229689
23, 2700.00000, 0.218653, 0.135482, -0.000332242, -0.000175915
24, 0.00000, 0.170008, 0.105345, -0.000198837, -0.00010348
