hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.56529, 0.350053, 0.0971233, 0.0602444, 0.262544, 0.162416, 5.28939E-005, 9.75762E-005
0, 1800.00000, 0.540572, 0.334752, 0.108397, 0.0672316, 0.265978, 0.164569, 4.67809E-005, 8.27959E-005
0, 2700.00000, 0.495514, 0.306869, 0.0949717, 0.0589004, 0.239494, 0.148198, 3.93E-005, 7.12192E-005
1, 0.00000, 0.470925, 0.291648, 0.104727, 0.0649452, 0.241462, 0.14944, 3.48174E-005, 5.89556E-005
1, 900.00000, 0.44393, 0.274934, 0.102464, 0.0635383, 0.231033, 0.143002, 3.17134E-005, 5.47453E-005
1, 1800.00000, 0.452627, 0.280333, 0.091618, 0.0568148, 0.223337, 0.138218, 3.14913E-005, 5.28062E-005
1, 2700.00000, 0.404265, 0.250375, 0.111474, 0.0691174, 0.227739, 0.140992, 2.5743E-005, 4.18031E-005
2, 0.00000, 0.415449, 0.257312, 0.0970724, 0.0601913, 0.217363, 0.134548, 2.62868E-005, 4.32301E-005
2, 900.00000, 0.397013, 0.245894, 0.0928953, 0.0575991, 0.20775, 0.128607, 2.55418E-005, 4.30851E-005
2, 1800.00000, 0.374959, 0.232231, 0.103637, 0.0642547, 0.211419, 0.1309, 2.31375E-005, 3.85806E-005
2, 2700.00000, 0.368983, 0.228538, 0.0893271, 0.0553832, 0.195849, 0.121252, 2.30364E-005, 3.88761E-005
3, 0.00000, 0.387636, 0.240093, 0.0926814, 0.0574652, 0.204694, 0.126717, 2.31512E-005, 3.77531E-005
3, 900.00000, 0.37623, 0.233025, 0.100401, 0.0622493, 0.20864, 0.129174, 2.23716E-005, 3.61734E-005
3, 1800.00000, 0.378802, 0.234621, 0.0897359, 0.0556381, 0.199191, 0.123315, 2.2951E-005, 3.83813E-005
3, 2700.00000, 0.363011, 0.224834, 0.107819, 0.0668451, 0.211751, 0.131113, 2.09104E-005, 3.35093E-005
4, 0.00000, 0.34768, 0.215337, 0.118758, 0.0736227, 0.217624, 0.134764, 1.89485E-005, 2.9135E-005
4, 900.00000, 0.381411, 0.23623, 0.11557, 0.0716527, 0.224631, 0.139079, 2.05488E-005, 3.24801E-005
4, 1800.00000, 0.385103, 0.238522, 0.105437, 0.0653721, 0.215986, 0.133719, 2.23064E-005, 3.44276E-005
4, 2700.00000, 0.373995, 0.231639, 0.111854, 0.0693485, 0.218668, 0.135389, 2.01626E-005, 3.18147E-005
5, 0.00000, 0.419984, 0.260114, 0.089732, 0.0556412, 0.211311, 0.130799, 2.93662E-005, 5.26915E-005
5, 900.00000, 0.480766, 0.29771, 0.115522, 0.0716403, 0.254523, 0.15754, 4.04715E-005, 7.56784E-005
5, 1800.00000, 0.694134, 0.429737, 0.0926267, 0.0574741, 0.297412, 0.183887, 8.76936E-005, 0.000186427
5, 2700.00000, 1.08789, 0.673279, 0.10754, 0.0667891, 0.431161, 0.266077, 0.000190946, 0.000386715
6, 0.00000, 1.03528, 0.640982, 0.103034, 0.0639802, 0.411102, 0.253681, 0.000153265, 0.000190905
6, 900.00000, 1.19888, 0.742224, 0.105679, 0.0656476, 0.462242, 0.284986, 0.000194525, 0.000216164
6, 1800.00000, 0.704674, 0.436377, 0.0753861, 0.0467769, 0.283253, 0.175061, 8.16616E-005, 0.000122691
6, 2700.00000, 0.553446, 0.342733, 0.0874981, 0.054272, 0.249134, 0.154119, 5.65037E-005, 9.38737E-005
7, 0.00000, 0.61063, 0.37815, 0.0963445, 0.0597663, 0.274839, 0.169975, 6.15613E-005, 9.10343E-005
7, 900.00000, 0.8281, 0.512776, 0.0907032, 0.0562969, 0.334717, 0.206758, 9.96765E-005, 0.000137674
7, 1800.00000, 0.852086, 0.52765, 0.116417, 0.0722572, 0.36586, 0.226002, 8.95805E-005, 0.00010444
7, 2700.00000, 0.598156, 0.370465, 0.0697382, 0.0432613, 0.243101, 0.150318, 5.61942E-005, 8.075E-005
