hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.732, -30.1939, 0.113691, -27.864, 1.86511, -61.9692, 1.83958, 117.624
0, 1800.00000, 125.78, -30.1857, 0.105774, -28.4651, 1.7831, -61.961, 1.75905, 117.649
0, 2700.00000, 125.897, -30.1673, 0.0977296, -28.3027, 1.6319, -61.9437, 1.60976, 117.662
1, 0.00000, 125.923, -30.1648, 0.0899716, -28.8942, 1.55028, -61.9414, 1.52963, 117.682
1, 900.00000, 125.981, -30.1585, 0.0833174, -29.8919, 1.45891, -61.935, 1.43954, 117.704
1, 1800.00000, 125.976, -30.1545, 0.0889491, -27.5639, 1.48861, -61.9324, 1.46858, 117.666
1, 2700.00000, 126.052, -30.149, 0.0719705, -31.5671, 1.32704, -61.9255, 1.30984, 117.747
2, 0.00000, 126.051, -30.1446, 0.0785825, -28.8655, 1.3647, -61.9224, 1.34662, 117.703
2, 900.00000, 126.076, -30.1454, 0.0740892, -29.8638, 1.30297, -61.9232, 1.28572, 117.717
2, 1800.00000, 126.116, -30.1418, 0.0660224, -32.5567, 1.22978, -61.9187, 1.21385, 117.766
2, 2700.00000, 126.122, -30.142, 0.0675041, -30.878, 1.20942, -61.9199, 1.1935, 117.736
3, 0.00000, 126.105, -30.138, 0.0725763, -29.1993, 1.27129, -61.9163, 1.2545, 117.716
3, 900.00000, 126.115, -30.1397, 0.0676302, -31.0076, 1.23331, -61.9173, 1.21726, 117.746
3, 1800.00000, 126.12, -30.138, 0.0705387, -29.789, 1.2418, -61.9162, 1.22539, 117.724
3, 2700.00000, 126.142, -30.1368, 0.062639, -32.9343, 1.18915, -61.9139, 1.17391, 117.78
4, 0.00000, 126.172, -30.133, 0.0566892, -35.4973, 1.13821, -61.9094, 1.12395, 117.824
4, 900.00000, 126.139, -30.1293, 0.0666565, -31.7292, 1.24883, -61.9065, 1.23281, 117.772
4, 1800.00000, 126.093, -30.1408, 0.0692701, -30.3122, 1.26108, -61.9187, 1.24474, 117.737
4, 2700.00000, 126.146, -30.1301, 0.0653628, -31.7244, 1.22248, -61.9074, 1.20678, 117.771
5, 0.00000, 126.038, -30.1516, 0.0796493, -29.8681, 1.37585, -61.929, 1.3574, 117.705
5, 900.00000, 125.9, -30.1767, 0.087474, -32.7386, 1.58061, -61.9505, 1.55965, 117.726
5, 1800.00000, 125.485, -30.2362, 0.143048, -28.8215, 2.30119, -62.0075, 2.26899, 117.588
5, 2700.00000, 124.715, -30.325, 0.241379, -25.4243, 3.64105, -62.0934, 3.58929, 117.438
6, 0.00000, 124.656, -30.3217, 0.239986, -21.1673, 3.46728, -62.0995, 3.41863, 117.365
6, 900.00000, 124.329, -30.3528, 0.284661, -20.2721, 4.01699, -62.1313, 3.96024, 117.31
6, 1800.00000, 125.337, -30.2508, 0.155666, -23.1924, 2.32991, -62.029, 2.29732, 117.475
6, 2700.00000, 125.622, -30.2261, 0.111508, -27.0884, 1.82084, -62.0024, 1.79602, 117.581
7, 0.00000, 125.511, -30.2318, 0.126578, -24.9664, 2.01194, -62.0091, 1.98452, 117.542
7, 900.00000, 125.132, -30.2625, 0.186539, -22.1163, 2.74002, -62.0406, 2.70161, 117.443
7, 1800.00000, 125.14, -30.2433, 0.190633, -21.4533, 2.81114, -62.0224, 2.77212, 117.456
7, 2700.00000, 125.589, -30.2126, 0.129875, -23.0983, 1.9426, -61.9925, 1.91543, 117.511
8, 0.00000, 125.814, -30.2029, 0.0774075, -35.4519, 1.46465, -61.976, 1.44552, 117.74
8, 900.00000, 125.798, -30.2071, 0.0832106, -33.5553, 1.4811, -61.9811, 1.46114, 117.699
