hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.971234, 0.601806, 0.43303, 0.267828, 1.02765, 0.635181, 0.000354595, 0.000186493
0, 1800.00000, 0.92452, 0.572833, 0.429665, 0.265799, 0.976493, 0.60369, 0.000303405, 0.000157282
0, 2700.00000, 0.848941, 0.526021, 0.389242, 0.240819, 0.898856, 0.555786, 0.000260889, 0.000135976
1, 0.00000, 0.80172, 0.496736, 0.384362, 0.237843, 0.843135, 0.521445, 0.000216889, 0.000111167
1, 900.00000, 0.760056, 0.470939, 0.365733, 0.226326, 0.820665, 0.507577, 0.000206805, 0.000101334
1, 1800.00000, 0.766121, 0.474676, 0.360226, 0.222922, 0.780219, 0.482592, 0.00018849, 0.000102667
1, 2700.00000, 0.690045, 0.427546, 0.351091, 0.217308, 0.754842, 0.466978, 0.000163205, 7.54313E-005
2, 0.00000, 0.703723, 0.436014, 0.343477, 0.212588, 0.731709, 0.452663, 0.000158274, 8.19678E-005
2, 900.00000, 0.678328, 0.420301, 0.32819, 0.203125, 0.72868, 0.450788, 0.000162075, 7.9316E-005
2, 1800.00000, 0.645201, 0.399781, 0.325799, 0.20166, 0.726178, 0.449267, 0.000155551, 6.87274E-005
2, 2700.00000, 0.63376, 0.392697, 0.307807, 0.19052, 0.697163, 0.431325, 0.000150106, 6.99475E-005
3, 0.00000, 0.656834, 0.406967, 0.322312, 0.199504, 0.686733, 0.424888, 0.000139025, 7.08604E-005
3, 900.00000, 0.640907, 0.397105, 0.323196, 0.200058, 0.69359, 0.42914, 0.000139013, 6.55625E-005
3, 1800.00000, 0.645831, 0.400163, 0.314063, 0.194395, 0.690059, 0.426937, 0.000143841, 7.08641E-005
3, 2700.00000, 0.621098, 0.384834, 0.32269, 0.199753, 0.693421, 0.42905, 0.000135329, 5.94234E-005
4, 0.00000, 0.596046, 0.369307, 0.324488, 0.20088, 0.685071, 0.423914, 0.000125577, 5.05597E-005
4, 900.00000, 0.644938, 0.399581, 0.341237, 0.211241, 0.693418, 0.429056, 0.000126417, 5.98201E-005
4, 1800.00000, 0.649704, 0.402537, 0.333223, 0.206273, 0.682207, 0.422119, 0.000128974, 6.34772E-005
4, 2700.00000, 0.632635, 0.391961, 0.332759, 0.205994, 0.680834, 0.42128, 0.000123617, 5.82803E-005
5, 0.00000, 0.72272, 0.447831, 0.338123, 0.209241, 0.789698, 0.488439, 0.000199862, 9.73932E-005
5, 900.00000, 0.841437, 0.521428, 0.400609, 0.247843, 0.983893, 0.608266, 0.000313727, 0.000137491
5, 1800.00000, 1.2232, 0.758112, 0.506243, 0.312831, 1.38468, 0.854885, 0.000711821, 0.00035366
5, 2700.00000, 1.87334, 1.16078, 0.758033, 0.4678, 1.90938, 1.177, 0.00134625, 0.000787373
6, 0.00000, 1.68863, 1.04572, 0.722225, 0.446254, 1.34868, 0.832663, 0.000689198, 0.000533295
6, 900.00000, 1.93585, 1.19858, 0.821268, 0.50729, 1.45479, 0.897766, 0.000852012, 0.000703993
6, 1800.00000, 1.17345, 0.726952, 0.49365, 0.30522, 1.05373, 0.651173, 0.000410045, 0.000270895
6, 2700.00000, 0.944093, 0.584968, 0.415099, 0.256748, 0.969074, 0.599073, 0.000329618, 0.000175033
7, 0.00000, 1.0187, 0.631092, 0.45808, 0.283348, 0.954789, 0.590276, 0.000307694, 0.000187633
7, 900.00000, 1.35915, 0.841847, 0.581907, 0.359736, 1.14293, 0.706105, 0.000475898, 0.000346712
7, 1800.00000, 1.37254, 0.850008, 0.620388, 0.383651, 1.07414, 0.663733, 0.00040034, 0.000320693
