hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 900.00000, 125.859, -30.1971, 126.512, -150.07, 125.776, 89.9432, 0.0941179, 98.6845, 2.3076, -62.0756, 2.53216E-005, -61.5023, 5.05366, 58.2236, 4.21141, -150.337
0, 1800.00000, 125.902, -30.1891, 126.499, -150.073, 125.829, 89.94, 0.0866471, 99.8779, 2.1665, -62.0602, 2.53229E-005, -61.5041, 4.71082, 58.2153, 3.92758, -150.561
0, 2700.00000, 126.008, -30.1703, 126.563, -150.062, 125.937, 89.9495, 0.080586, 99.2711, 1.99964, -62.0354, 2.53389E-005, -61.4927, 4.36089, 58.2204, 3.63601, -150.466
1, 0.00000, 126.03, -30.168, 126.53, -150.071, 125.975, 89.9409, 0.0728561, 101.131, 1.85311, -62.0253, 2.53363E-005, -61.5, 4.00143, 58.2063, 3.33843, -150.784
1, 900.00000, 126.081, -30.1614, 126.554, -150.066, 126.002, 89.9422, 0.071994, 99.6965, 1.78806, -62.018, 2.53423E-005, -61.4977, 3.89863, 58.2068, 3.25193, -150.489
1, 1800.00000, 126.079, -30.1574, 126.565, -150.068, 126.056, 89.9473, 0.0669544, 102.452, 1.73986, -62.0088, 2.53451E-005, -61.4926, 3.72185, 58.2087, 3.10643, -151.069
1, 2700.00000, 126.144, -30.1519, 126.546, -150.069, 126.065, 89.9379, 0.0639662, 100.703, 1.60898, -62.0005, 2.53456E-005, -61.5002, 3.4927, 58.1966, 2.9148, -150.634
2, 0.00000, 126.146, -30.1474, 126.575, -150.066, 126.109, 89.9462, 0.0618002, 102.38, 1.60215, -61.9937, 2.53506E-005, -61.4921, 3.43303, 58.2038, 2.86592, -151.022
2, 900.00000, 126.165, -30.148, 126.585, -150.065, 126.1, 89.944, 0.063497, 100.304, 1.58615, -61.9962, 2.53526E-005, -61.4939, 3.44803, 58.2023, 2.87714, -150.587
2, 1800.00000, 126.2, -30.1445, 126.581, -150.063, 126.1, 89.9409, 0.0632051, 98.8793, 1.54062, -61.9924, 2.53536E-005, -61.4962, 3.38595, 58.1989, 2.82483, -150.26
2, 2700.00000, 126.204, -30.1444, 126.596, -150.064, 126.124, 89.942, 0.0616568, 99.2577, 1.50587, -61.9907, 2.53564E-005, -61.4949, 3.30155, 58.1987, 2.7546, -150.337
3, 0.00000, 126.193, -30.1407, 126.592, -150.064, 126.155, 89.9464, 0.0580211, 102.296, 1.49793, -61.9832, 2.53561E-005, -61.4907, 3.21394, 58.2012, 2.68331, -150.986
3, 900.00000, 126.2, -30.1424, 126.578, -150.066, 126.135, 89.9415, 0.0587818, 101.145, 1.48596, -61.9858, 2.5354E-005, -61.4954, 3.2169, 58.1965, 2.68522, -150.719
3, 1800.00000, 126.206, -30.1405, 126.602, -150.062, 126.149, 89.9464, 0.0596524, 100.74, 1.50101, -61.9848, 2.53579E-005, -61.4906, 3.25347, 58.2022, 2.71533, -150.676
3, 2700.00000, 126.223, -30.1395, 126.577, -150.065, 126.137, 89.9402, 0.0586223, 100.156, 1.45931, -61.9829, 2.53549E-005, -61.4962, 3.18192, 58.195, 2.65566, -150.502
4, 0.00000, 126.25, -30.1357, 126.569, -150.065, 126.146, 89.9378, 0.0568745, 99.8394, 1.40885, -61.9774, 2.53552E-005, -61.4979, 3.08203, 58.1914, 2.57243, -150.405
4, 900.00000, 126.226, -30.1323, 126.582, -150.061, 126.17, 89.9474, 0.0558256, 102.638, 1.46231, -61.973, 2.53565E-005, -61.489, 3.12983, 58.2011, 2.61365, -151.054
4, 1800.00000, 126.181, -30.1437, 126.555, -150.072, 126.143, 89.939, 0.0557777, 103.639, 1.46344, -61.9841, 2.53503E-005, -61.4979, 3.12037, 58.1922, 2.60624, -151.189
4, 2700.00000, 126.231, -30.133, 126.583, -150.063, 126.175, 89.9457, 0.0552196, 102.465, 1.43771, -61.9729, 2.53569E-005, -61.4905, 3.08241, 58.1988, 2.574, -151.006
5, 0.00000, 126.131, -30.1543, 126.595, -150.06, 126.042, 89.9471, 0.0713328, 98.268, 1.72837, -62.0105, 2.53511E-005, -61.4921, 3.80314, 58.2109, 3.17143, -150.211
5, 900.00000, 126.005, -30.1797, 126.538, -150.06, 125.822, 89.9391, 0.0917335, 95.2443, 2.10822, -62.056, 2.53326E-005, -61.5033, 4.74401, 58.217, 3.95226, -149.536
5, 1800.00000, 125.636, -30.2395, 126.521, -150.051, 125.408, 89.9506, 0.138493, 93.8505, 3.11706, -62.1615, 2.53043E-005, -61.5021, 7.06502, 58.2617, 5.8762, -149.273
5, 2700.00000, 124.961, -30.3303, 126.336, -150.074, 124.874, 89.9566, 0.182403, 97.8538, 4.47693, -62.2963, 2.52371E-005, -61.5111, 9.81592, 58.303, 8.15545, -150.206
6, 0.00000, 124.906, -30.3279, 126.078, -150.175, 125.312, 89.9083, 0.109524, 117.352, 3.37817, -62.2136, 2.52106E-005, -61.5533, 6.63826, 58.2026, 5.55164, -153.801
6, 900.00000, 124.622, -30.36, 125.973, -150.199, 125.202, 89.9085, 0.115986, 122.357, 3.73693, -62.2472, 2.51814E-005, -61.5582, 7.15535, 58.208, 5.99152, -154.668
6, 1800.00000, 125.501, -30.2547, 126.33, -150.126, 125.632, 89.9161, 0.0921661, 107.64, 2.53473, -62.1288, 2.52782E-005, -61.5345, 5.25929, 58.1956, 4.39032, -152.047
6, 2700.00000, 125.747, -30.2293, 126.393, -150.109, 125.705, 89.9088, 0.0889279, 101.018, 2.20339, -62.1015, 2.52992E-005, -61.5369, 4.78252, 58.1843, 3.98788, -150.664
7, 0.00000, 125.652, -30.2356, 126.331, -150.125, 125.723, 89.907, 0.0815532, 107.319, 2.21617, -62.0995, 2.52871E-005, -61.5398, 4.62381, 58.1783, 3.86137, -151.892
7, 900.00000, 125.328, -30.2674, 126.268, -150.135, 125.579, 89.9239, 0.0946907, 112.731, 2.79558, -62.142, 2.5261E-005, -61.5302, 5.62559, 58.2067, 4.70148, -153.013
7, 1800.00000, 125.346, -30.2489, 126.242, -150.139, 125.707, 89.9318, 0.0818632, 121.709, 2.63845, -62.1075, 2.52612E-005, -61.5211, 5.07654, 58.2061, 4.25608, -154.496
7, 2700.00000, 125.728, -30.216, 126.412, -150.114, 125.866, 89.9244, 0.0736101, 109.555, 2.06771, -62.0716, 2.53048E-005, -61.5212, 4.24422, 58.1903, 3.5469, -152.398
8, 0.00000, 125.915, -30.2062, 126.401, -150.1, 125.761, 89.9024, 0.0838117, 96.5002, 1.93262, -62.0741, 2.5309E-005, -61.5395, 4.33065, 58.1738, 3.60956, -149.716
8, 900.00000, 125.899, -30.2101, 126.436, -150.096, 125.749, 89.9074, 0.0884525, 95.3012, 1.99497, -62.0824, 2.53129E-005, -61.5353, 4.50257, 58.1818, 3.75135, -149.498
8, 1800.00000, 125.918, -30.2055, 126.452, -150.104, 125.859, 89.9081, 0.0764318, 98.0813, 1.79826, -62.0656, 2.53185E-005, -61.5336, 3.97672, 58.174, 3.31532, -150.117
8, 2700.00000, 125.88, -30.2045, 126.484, -150.091, 125.822, 89.923, 0.0846553, 97.5109, 2.0068, -62.0732, 2.53203E-005, -61.5205, 4.43326, 58.1955, 3.69439, -150.117
9, 0.00000, 125.842, -30.2134, 126.374, -150.094, 125.653, 89.9058, 0.094504, 95.4198, 2.17403, -62.0924, 2.52995E-005, -61.5382, 4.88818, 58.1856, 4.07232, -149.593
9, 900.00000, 125.871, -30.2039, 126.405, -150.097, 125.776, 89.9127, 0.0828811, 98.4794, 2.01003, -62.0712, 2.5308E-005, -61.5303, 4.41785, 58.1847, 3.683, -150.273
9, 1800.00000, 125.701, -30.2294, 126.36, -150.109, 125.669, 89.9109, 0.0906419, 100.552, 2.27585, -62.104, 2.5292E-005, -61.5356, 4.92502, 58.1888, 4.10589, -150.739
9, 2700.00000, 125.771, -30.2378, 126.221, -150.116, 125.455, 89.871, 0.102529, 93.8539, 2.26356, -62.1245, 2.5271E-005, -61.5732, 5.18687, 58.1558, 4.32099, -149.072
10, 0.00000, 125.886, -30.2173, 126.405, -150.1, 125.687, 89.8982, 0.0926179, 93.7523, 2.02213, -62.0934, 2.53066E-005, -61.5446, 4.62538, 58.1751, 3.85283, -149.116
10, 900.00000, 125.796, -30.2194, 126.207, -150.116, 125.566, 89.8803, 0.0887035, 97.9205, 2.14365, -62.0932, 2.52727E-005, -61.563, 4.75336, 58.157, 3.96334, -150.024
10, 1800.00000, 125.729, -30.2208, 126.329, -150.11, 125.689, 89.9088, 0.0857495, 101.794, 2.20862, -62.0908, 2.52894E-005, -61.5368, 4.74276, 58.1838, 3.95583, -150.975
10, 2700.00000, 125.602, -30.2382, 126.233, -150.112, 125.492, 89.902, 0.100275, 100.623, 2.56417, -62.1232, 2.52661E-005, -61.5465, 5.54553, 58.1883, 4.6229, -150.743
11, 0.00000, 125.308, -30.2993, 126.208, -150.112, 125.099, 89.8963, 0.142511, 96.1647, 3.34587, -62.2257, 2.52405E-005, -61.56, 7.46638, 58.2114, 6.21171, -149.782
11, 900.00000, 125.311, -30.3058, 126.206, -150.111, 125.04, 89.8905, 0.149131, 94.829, 3.3969, -62.2383, 2.5239E-005, -61.566, 7.67094, 58.2094, 6.38028, -149.435
11, 1800.00000, 125.487, -30.2656, 126.247, -150.104, 125.292, 89.9026, 0.12443, 97.4345, 2.98855, -62.1747, 2.52581E-005, -61.5497, 6.61869, 58.2051, 5.51079, -150.013
11, 2700.00000, 125.331, -30.2792, 126.254, -150.13, 125.433, 89.9123, 0.108082, 105.502, 2.92631, -62.1698, 2.52558E-005, -61.5421, 6.13398, 58.2041, 5.11538, -151.708
12, 0.00000, 125.574, -30.2406, 126.315, -150.107, 125.554, 89.9178, 0.100586, 102.548, 2.62756, -62.1253, 2.52773E-005, -61.532, 5.61233, 58.2041, 4.67941, -151.116
12, 900.00000, 125.359, -30.2767, 126.248, -150.118, 125.355, 89.9117, 0.116775, 102.471, 3.04132, -62.1766, 2.52542E-005, -61.5428, 6.49835, 58.2097, 5.41505, -151.101
12, 1800.00000, 125.523, -30.2468, 126.358, -150.109, 125.597, 89.9266, 0.0993732, 104.455, 2.65741, -62.1294, 2.52821E-005, -61.5245, 5.60149, 58.212, 4.67161, -151.525
12, 2700.00000, 125.724, -30.2179, 126.43, -150.094, 125.734, 89.9306, 0.0904106, 102.219, 2.33757, -62.0921, 2.53038E-005, -61.5165, 4.99924, 58.2088, 4.16887, -151.079
13, 0.00000, 125.747, -30.2182, 126.424, -150.092, 125.694, 89.9259, 0.0944376, 99.338, 2.33827, -62.0969, 2.53032E-005, -61.5208, 5.09379, 58.2066, 4.2451, -150.516
13, 900.00000, 125.618, -30.2318, 126.331, -150.116, 125.688, 89.9172, 0.0863902, 105.527, 2.35064, -62.1016, 2.52848E-005, -61.5308, 4.92252, 58.1934, 4.1083, -151.747
13, 1800.00000, 125.516, -30.2403, 126.189, -150.116, 125.481, 89.9077, 0.0983151, 104.515, 2.68968, -62.123, 2.52559E-005, -61.5425, 5.66871, 58.1941, 4.72933, -151.528
