hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.17005, 0.105339, -0.000146584, -0.000101055
0, 1800.00000, 0.162635, 0.100745, -0.000131389, -8.84674E-005
0, 2700.00000, 0.148981, 0.0922912, -0.000110896, -7.50941E-005
1, 0.00000, 0.14156, 0.0876942, -9.77138E-005, -6.46496E-005
1, 900.00000, 0.133278, 0.0825631, -8.61504E-005, -5.48142E-005
1, 1800.00000, 0.135984, 0.0842442, -9.12749E-005, -6.35303E-005
1, 2700.00000, 0.1213, 0.0751428, -6.89824E-005, -4.10287E-005
2, 0.00000, 0.12474, 0.0772777, -7.51298E-005, -4.97195E-005
2, 900.00000, 0.119121, 0.0737961, -6.84125E-005, -4.35525E-005
2, 1800.00000, 0.112467, 0.0696718, -5.92503E-005, -3.38391E-005
2, 2700.00000, 0.110609, 0.0685234, -5.85188E-005, -3.57832E-005
3, 0.00000, 0.116251, 0.07202, -6.48998E-005, -4.23857E-005
3, 900.00000, 0.112787, 0.0698722, -5.98863E-005, -3.64179E-005
3, 1800.00000, 0.113569, 0.0703578, -6.20308E-005, -3.95937E-005
3, 2700.00000, 0.108773, 0.0673837, -5.45774E-005, -3.06754E-005
4, 0.00000, 0.104139, 0.0645113, -4.84568E-005, -2.43976E-005
4, 900.00000, 0.114229, 0.0707642, -6.02508E-005, -3.55667E-005
4, 1800.00000, 0.115307, 0.071434, -6.22497E-005, -3.89125E-005
4, 2700.00000, 0.111825, 0.0692751, -5.78302E-005, -3.41464E-005
5, 0.00000, 0.125746, 0.0778994, -7.76364E-005, -4.94419E-005
5, 900.00000, 0.144306, 0.0893856, -0.000101, -5.73552E-005
5, 1800.00000, 0.209404, 0.129699, -0.000229961, -0.000153142
5, 2700.00000, 0.329292, 0.203937, -0.000587226, -0.000446071
6, 0.00000, 0.313398, 0.194165, -0.000522527, -0.00046331
6, 900.00000, 0.362123, 0.224361, -0.000707275, -0.000648468
6, 1800.00000, 0.211751, 0.131188, -0.000235165, -0.000193299
6, 2700.00000, 0.165867, 0.102751, -0.000138965, -9.87679E-005
7, 0.00000, 0.183109, 0.113438, -0.000169492, -0.000130387
7, 900.00000, 0.248613, 0.154026, -0.000326043, -0.000278778
7, 1800.00000, 0.25508, 0.158039, -0.000338564, -0.000296201
7, 2700.00000, 0.176904, 0.109605, -0.000163451, -0.000134631
8, 0.00000, 0.13363, 0.0827702, -8.49895E-005, -4.30374E-005
8, 900.00000, 0.135112, 0.0836912, -9.07012E-005, -4.98665E-005
8, 1800.00000, 0.128829, 0.0798083, -8.53305E-005, -5.45743E-005
8, 2700.00000, 0.144228, 0.0893465, -0.000108916, -7.23546E-005
9, 0.00000, 0.149037, 0.0923041, -0.000105921, -4.98272E-005
9, 900.00000, 0.14661, 0.0908113, -0.000105315, -6.0013E-005
9, 1800.00000, 0.172611, 0.10692, -0.000151534, -0.00010013
9, 2700.00000, 0.146854, 0.0909331, -9.26208E-005, -2.23305E-005
10, 0.00000, 0.131629, 0.0815283, -8.46074E-005, -4.01618E-005
10, 900.00000, 0.152991, 0.0947348, -9.8536E-005, -2.80034E-005
10, 1800.00000, 0.170867, 0.105834, -0.000143331, -8.8217E-005
10, 2700.00000, 0.195085, 0.120812, -0.000180363, -9.81536E-005
11, 0.00000, 0.234743, 0.145362, -0.000278041, -0.000164605
11, 900.00000, 0.230629, 0.142809, -0.000266854, -0.000150652
11, 1800.00000, 0.214134, 0.132606, -0.000222771, -0.000127109
11, 2700.00000, 0.239058, 0.148086, -0.000299083, -0.000233021
12, 0.00000, 0.205877, 0.12752, -0.000211955, -0.00014522
12, 900.00000, 0.237946, 0.147378, -0.00028912, -0.00020745
