hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.189723, 0.117534, -8.27161E-005, -5.57613E-006
0, 1800.00000, 0.181456, 0.112417, -7.32025E-005, -5.39522E-006
0, 2700.00000, 0.166233, 0.10299, -6.21602E-005, -4.43932E-006
1, 0.00000, 0.157965, 0.0978689, -5.38411E-005, -4.29172E-006
1, 900.00000, 0.148729, 0.0921468, -4.7394E-005, -1.97E-006
1, 1800.00000, 0.151748, 0.0940199, -5.06975E-005, -6.15313E-006
1, 2700.00000, 0.135372, 0.0838742, -3.71028E-005, -8.3723E-007
2, 0.00000, 0.13921, 0.0862533, -4.11866E-005, -4.01787E-006
2, 900.00000, 0.132943, 0.0823689, -3.74942E-005, -1.66576E-006
2, 1800.00000, 0.125522, 0.0777713, -3.19121E-005, 8.29064E-007
2, 2700.00000, 0.123451, 0.0764882, -3.19191E-005, -7.02065E-008
3, 0.00000, 0.129744, 0.0803892, -3.54697E-005, -3.09621E-006
3, 900.00000, 0.12588, 0.0779946, -3.23095E-005, -1.15477E-006
3, 1800.00000, 0.126751, 0.0785342, -3.39623E-005, -1.80336E-006
3, 2700.00000, 0.121403, 0.0752204, -2.90826E-005, 3.21771E-007
4, 0.00000, 0.116234, 0.0720185, -2.52776E-005, 1.49484E-006
4, 900.00000, 0.12749, 0.0789937, -3.21718E-005, -2.15882E-006
4, 1800.00000, 0.128693, 0.0797383, -3.34124E-005, -2.77947E-006
4, 2700.00000, 0.124805, 0.0773307, -3.09052E-005, -1.87084E-006
5, 0.00000, 0.140336, 0.0869452, -4.31434E-005, -8.95201E-007
5, 900.00000, 0.161033, 0.0997582, -5.57531E-005, 4.46294E-006
5, 1800.00000, 0.233572, 0.14467, -0.000132604, 2.99787E-006
5, 2700.00000, 0.367015, 0.227285, -0.00034095, -4.12535E-005
6, 0.00000, 0.349331, 0.216418, -0.000296499, -0.000105426
6, 900.00000, 0.403539, 0.249998, -0.000402983, -0.000163347
6, 1800.00000, 0.236182, 0.146321, -0.000133796, -3.13028E-005
6, 2700.00000, 0.185046, 0.114642, -7.76352E-005, -5.80889E-006
7, 0.00000, 0.20428, 0.126561, -9.44131E-005, -1.83079E-005
7, 900.00000, 0.277256, 0.171765, -0.000185833, -5.76944E-005
7, 1800.00000, 0.284434, 0.176235, -0.000191402, -7.53968E-005
7, 2700.00000, 0.197339, 0.12227, -9.32965E-005, -2.43129E-005
8, 0.00000, 0.149115, 0.0923811, -4.67713E-005, 4.05927E-006
8, 900.00000, 0.150777, 0.0934078, -5.14571E-005, 3.37497E-006
8, 1800.00000, 0.143769, 0.0890721, -4.93644E-005, -2.16958E-006
8, 2700.00000, 0.16094, 0.0997066, -6.37505E-005, -4.64965E-006
9, 0.00000, 0.166305, 0.103024, -5.89691E-005, 4.63322E-006
9, 900.00000, 0.163595, 0.101353, -5.93264E-005, -2.10597E-006
9, 1800.00000, 0.192587, 0.119308, -8.67072E-005, -1.0043E-005
9, 2700.00000, 0.163868, 0.10151, -4.81252E-005, 1.55763E-005
10, 0.00000, 0.146889, 0.0909989, -4.77997E-005, 6.75541E-006
10, 900.00000, 0.170718, 0.105761, -5.03316E-005, 8.40267E-006
10, 1800.00000, 0.190639, 0.118107, -8.04213E-005, -9.37243E-006
10, 2700.00000, 0.217632, 0.134819, -9.89408E-005, -6.72712E-006
11, 0.00000, 0.261799, 0.162151, -0.000157659, -7.60614E-007
11, 900.00000, 0.257216, 0.159307, -0.000150709, 7.74978E-006
11, 1800.00000, 0.238835, 0.147944, -0.000122889, 9.50997E-007
11, 2700.00000, 0.266609, 0.165159, -0.000170856, -3.68691E-005
