hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
10, 900.00000, 126.372, -150.137, 125.913, 89.855, 0.0700288, -144.594, 0.00601563, 178.164, 0.00604031, 58.1801, 0.015892, -122.653
10, 1800.00000, 126.49, -150.131, 126.018, 89.8854, 0.0735833, -153.211, 0.00372255, 178.233, 0.00374138, 58.2919, 0.0150534, -138.982
10, 2700.00000, 126.425, -150.137, 125.881, 89.874, 0.08361, -150.451, 0.00515111, 178.184, 0.00517611, 58.2152, 0.017576, -133.509
11, 0.00000, 126.427, -150.143, 125.611, 89.8595, 0.114893, -148.635, 0.00441893, 178.194, 0.00444948, 58.2152, 0.0235866, -137.94
11, 900.00000, 126.422, -150.142, 125.567, 89.8525, 0.118055, -147.141, 0.00439555, 178.195, 0.00442709, 58.2087, 0.0243129, -136.847
11, 1800.00000, 126.451, -150.132, 125.749, 89.8696, 0.100698, -148.333, 0.00456987, 178.201, 0.00459804, 58.2248, 0.020874, -135.8
11, 2700.00000, 126.461, -150.156, 125.842, 89.8837, 0.0986993, -158.228, 0.0026649, 178.272, 0.00268328, 58.3668, 0.019566, -150.524
12, 0.00000, 126.502, -150.131, 125.936, 89.8907, 0.087165, -153.967, 0.00350161, 178.243, 0.00352197, 58.3055, 0.0176056, -142.583
12, 900.00000, 126.461, -150.146, 125.794, 89.8807, 0.101785, -154.604, 0.00340908, 178.233, 0.00343111, 58.2955, 0.0204228, -145.085
12, 1800.00000, 126.543, -150.133, 125.97, 89.9005, 0.0897331, -157.395, 0.00231313, 178.326, 0.00232953, 58.4355, 0.0178177, -150.045
12, 2700.00000, 126.591, -150.116, 126.07, 89.9069, 0.0792282, -155.14, 0.00231164, 178.342, 0.00232722, 58.4475, 0.015833, -146.833
13, 0.00000, 126.582, -150.113, 126.04, 89.9013, 0.0798384, -152.49, 0.00271377, 178.307, 0.00273093, 58.3889, 0.0161194, -142.876
13, 900.00000, 126.504, -150.138, 126.021, 89.8938, 0.0785027, -157.765, 0.0030278, 178.264, 0.00304484, 58.3487, 0.0156345, -146.736
13, 1800.00000, 126.4, -150.143, 125.879, 89.8793, 0.0850449, -153.275, 0.00563613, 178.17, 0.00566184, 58.2051, 0.0177438, -134.856
13, 2700.00000, 126.516, -150.132, 126.022, 89.8992, 0.0800142, -157.137, 0.00334675, 178.252, 0.00336501, 58.3272, 0.0159984, -145.193
14, 0.00000, 126.448, -150.14, 125.941, 89.883, 0.0812792, -154.484, 0.00435579, 178.203, 0.00437726, 58.2536, 0.016592, -139.367
14, 900.00000, 126.5, -150.136, 125.997, 89.8917, 0.0801218, -156.169, 0.00328518, 178.25, 0.00330341, 58.3246, 0.0160677, -144.484
14, 1800.00000, 126.507, -150.142, 125.992, 89.897, 0.0845633, -159.284, 0.00275638, 178.279, 0.00277316, 58.376, 0.0167298, -149.956
14, 2700.00000, 126.53, -150.132, 126.006, 89.8988, 0.0829921, -156.976, 0.00290002, 178.277, 0.00291745, 58.3641, 0.0165439, -146.997
15, 0.00000, 126.518, -150.128, 126.001, 89.8934, 0.0800564, -154.37, 0.00337362, 178.252, 0.00339242, 58.3202, 0.0161717, -142.421
15, 900.00000, 126.451, -150.132, 125.924, 89.8763, 0.0800007, -149.921, 0.00472046, 178.199, 0.0047437, 58.2338, 0.0167929, -133.697
15, 1800.00000, 126.516, -150.129, 125.947, 89.891, 0.0861691, -153.517, 0.00336377, 178.252, 0.00338364, 58.3161, 0.0174145, -142.465
15, 2700.00000, 126.582, -150.113, 125.975, 89.8928, 0.0853747, -150.221, 0.00250534, 178.322, 0.0025229, 58.4042, 0.0172779, -141.964
16, 0.00000, 126.548, -150.128, 125.957, 89.8931, 0.0878118, -154.221, 0.00245461, 178.315, 0.0024717, 58.4091, 0.0175801, -146.277
16, 900.00000, 126.537, -150.134, 125.877, 89.889, 0.0969317, -154.292, 0.00228091, 178.326, 0.00229832, 58.4267, 0.0193658, -147.609
16, 1800.00000, 126.508, -150.138, 125.801, 89.8802, 0.1023, -152.876, 0.00266525, 178.286, 0.00268505, 58.3634, 0.0205273, -145.494
16, 2700.00000, 126.452, -150.144, 125.864, 89.8916, 0.0952541, -156.514, 0.0043671, 178.201, 0.00439102, 58.2548, 0.0191461, -143.455
17, 0.00000, 126.405, -150.148, 125.618, 89.871, 0.11711, -151.746, 0.00510097, 178.174, 0.00513357, 58.1996, 0.0239257, -139.521
17, 900.00000, 126.464, -150.118, 125.428, 89.8488, 0.135387, -142.458, 0.0050162, 178.196, 0.00505666, 58.178, 0.0282716, -132.469
17, 1800.00000, 126.221, -150.131, 124.821, 89.7853, 0.181509, -136.565, 0.0102836, 178.116, 0.010382, 58.0174, 0.0402181, -122.407
17, 2700.00000, 126.027, -150.158, 124.369, 89.7607, 0.221717, -138.478, 0.0140896, 178.073, 0.0142439, 57.9551, 0.0495328, -122.535
18, 0.00000, 126.175, -150.127, 124.076, 89.7465, 0.263859, -136.546, 0.0115448, 178.105, 0.0117071, 57.9416, 0.0568957, -125.375
18, 900.00000, 126.272, -150.143, 124.219, 89.7833, 0.262353, -141.596, 0.00832573, 178.119, 0.0084434, 57.999, 0.0545098, -133.044
18, 1800.00000, 126.083, -150.184, 124.283, 89.774, 0.242199, -143.736, 0.0107425, 178.068, 0.0108735, 57.9723, 0.0510457, -131.803
18, 2700.00000, 126.107, -150.189, 124.26, 89.7899, 0.252024, -145.939, 0.010175, 178.069, 0.0103019, 57.9868, 0.052399, -134.885
19, 0.00000, 125.876, -150.217, 124.277, 89.7741, 0.232304, -146.153, 0.0147922, 178.026, 0.0149484, 57.9527, 0.0501468, -129.175
19, 900.00000, 126.025, -150.201, 124.428, 89.7978, 0.228478, -147.354, 0.011899, 178.052, 0.0120263, 57.9903, 0.0480916, -133.158
19, 1800.00000, 126.059, -150.195, 124.47, 89.8029, 0.226382, -147.338, 0.0113768, 178.06, 0.0114983, 57.9997, 0.0475161, -133.612
19, 2700.00000, 126.076, -150.176, 124.511, 89.7943, 0.2175, -144.124, 0.0119901, 178.072, 0.0121159, 57.9942, 0.0466286, -129.458
20, 0.00000, 126.159, -150.166, 124.657, 89.8138, 0.209036, -145.143, 0.0106451, 178.09, 0.0107538, 58.0243, 0.0442946, -131.426
20, 900.00000, 126.16, -150.15, 124.571, 89.7986, 0.214374, -141.809, 0.0113799, 178.096, 0.0115012, 58.0062, 0.0462081, -127.878
