hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.0275548, 0.0170703, 3.42652E-006, 6.7307E-006
0, 1800.00000, 0.0307523, 0.0190515, 3.3648E-006, 6.85213E-006
0, 2700.00000, 0.0269434, 0.0166922, 2.78437E-006, 5.60089E-006
1, 0.00000, 0.0297092, 0.018406, 2.62434E-006, 5.52465E-006
1, 900.00000, 0.0290656, 0.0180079, 2.69029E-006, 4.8572E-006
1, 1800.00000, 0.0259914, 0.0161023, 1.98392E-006, 4.98195E-006
1, 2700.00000, 0.0316189, 0.0195906, 2.54766E-006, 4.28439E-006
2, 0.00000, 0.0275365, 0.0170603, 1.95928E-006, 4.47874E-006
2, 900.00000, 0.0263504, 0.016326, 2.12571E-006, 3.88533E-006
2, 1800.00000, 0.0293949, 0.0182132, 2.51331E-006, 3.518E-006
2, 2700.00000, 0.0253374, 0.0156989, 2.0949E-006, 3.25826E-006
3, 0.00000, 0.0262903, 0.0162886, 1.77875E-006, 3.8943E-006
3, 900.00000, 0.0284782, 0.0176447, 2.07882E-006, 3.68399E-006
3, 1800.00000, 0.0254541, 0.0157708, 1.89463E-006, 3.58808E-006
3, 2700.00000, 0.0305805, 0.0189479, 2.32559E-006, 3.43027E-006
4, 0.00000, 0.033681, 0.0208696, 2.54211E-006, 3.09919E-006
4, 900.00000, 0.0327798, 0.0203098, 2.07062E-006, 4.20542E-006
4, 1800.00000, 0.029907, 0.0185296, 1.87056E-006, 4.06436E-006
4, 2700.00000, 0.0317261, 0.019657, 2.01571E-006, 3.97592E-006
5, 0.00000, 0.0254526, 0.0157697, 2.45581E-006, 4.08716E-006
5, 900.00000, 0.0327652, 0.0203011, 4.49615E-006, 5.27187E-006
5, 1800.00000, 0.0262812, 0.0162812, 5.64994E-006, 7.94757E-006
5, 2700.00000, 0.0305303, 0.0189056, 7.63786E-006, 1.73673E-005
