hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.169194, 0.104641, -6.41125E-005, 0.000175662
0, 1800.00000, 0.161823, 0.100097, -5.66698E-005, 0.00015629
0, 2700.00000, 0.148247, 0.0917135, -4.7923E-005, 0.000132184
1, 0.00000, 0.140874, 0.0871641, -4.18467E-005, 0.00011562
1, 900.00000, 0.132635, 0.0820772, -3.52162E-005, 0.00010083
1, 1800.00000, 0.135333, 0.0837368, -4.1309E-005, 0.000109644
1, 2700.00000, 0.120723, 0.0747213, -2.66728E-005, 7.9211E-005
2, 0.00000, 0.12415, 0.0768326, -3.24499E-005, 8.88983E-005
2, 900.00000, 0.118558, 0.0733781, -2.81309E-005, 8.00836E-005
2, 1800.00000, 0.111939, 0.0692925, -2.17338E-005, 6.73381E-005
2, 2700.00000, 0.110094, 0.068148, -2.29941E-005, 6.77506E-005
3, 0.00000, 0.115708, 0.0716159, -2.76852E-005, 7.65055E-005
3, 900.00000, 0.11226, 0.0694884, -2.37283E-005, 6.91898E-005
3, 1800.00000, 0.113038, 0.0699661, -2.56479E-005, 7.26664E-005
3, 2700.00000, 0.108266, 0.0670228, -1.99273E-005, 6.17472E-005
4, 0.00000, 0.103656, 0.0641768, -1.5902E-005, 5.33352E-005
4, 900.00000, 0.113697, 0.0703799, -2.34136E-005, 6.90214E-005
4, 1800.00000, 0.11477, 0.0710397, -2.56985E-005, 7.24369E-005
4, 2700.00000, 0.111302, 0.0688984, -2.24441E-005, 6.62562E-005
5, 0.00000, 0.125149, 0.0774504, -3.1405E-005, 9.09413E-005
5, 900.00000, 0.143599, 0.0888577, -3.54627E-005, 0.000114722
5, 1800.00000, 0.208285, 0.128752, -9.3257E-005, 0.000273089
5, 2700.00000, 0.327294, 0.201943, -0.000277317, 0.000724093
6, 0.00000, 0.311591, 0.192241, -0.000305191, 0.000676503
6, 900.00000, 0.359978, 0.221911, -0.000426665, 0.000925358
6, 1800.00000, 0.210644, 0.13017, -0.000126176, 0.000297539
6, 2700.00000, 0.165023, 0.102063, -6.35372E-005, 0.000167982
7, 0.00000, 0.182191, 0.11265, -8.57949E-005, 0.000209821
7, 900.00000, 0.247294, 0.152733, -0.000183095, 0.000417637
7, 1800.00000, 0.253703, 0.156673, -0.000197201, 0.000436616
7, 2700.00000, 0.175995, 0.108807, -8.81583E-005, 0.000207022
8, 0.00000, 0.132966, 0.0822928, -2.60624E-005, 9.37953E-005
8, 900.00000, 0.134453, 0.0832063, -2.96792E-005, 0.000102237
8, 1800.00000, 0.128211, 0.0793374, -3.33308E-005, 0.000100159
8, 2700.00000, 0.14352, 0.0887899, -4.40857E-005, 0.000129258
9, 0.00000, 0.148291, 0.0917685, -2.919E-005, 0.000114959
9, 900.00000, 0.145888, 0.0902711, -3.6794E-005, 0.00011968
9, 1800.00000, 0.171744, 0.10622, -6.25168E-005, 0.000179299
9, 2700.00000, 0.146106, 0.0904488, -1.14354E-005, 8.95228E-005
10, 0.00000, 0.130985, 0.0810719, -2.28559E-005, 9.21058E-005
10, 900.00000, 0.152224, 0.0942322, -1.66294E-005, 9.72804E-005
10, 1800.00000, 0.17001, 0.105164, -5.5538E-005, 0.000166115
10, 2700.00000, 0.194063, 0.120029, -6.15283E-005, 0.000202248
11, 0.00000, 0.233442, 0.144294, -9.96458E-005, 0.000319039
11, 900.00000, 0.229349, 0.141779, -9.00632E-005, 0.000302531
11, 1800.00000, 0.212978, 0.13169, -7.89058E-005, 0.000253009
11, 2700.00000, 0.237786, 0.146905, -0.000149997, 0.000371672
12, 0.00000, 0.204778, 0.126597, -9.3092E-005, 0.000253138
12, 900.00000, 0.23666, 0.146238, -0.000132696, 0.000350103
12, 1800.00000, 0.213383, 0.131869, -0.000120096, 0.000298943
12, 2700.00000, 0.181597, 0.112283, -8.05293E-005, 0.000209839
13, 0.00000, 0.173595, 0.107358, -6.52667E-005, 0.000185318
13, 900.00000, 0.191634, 0.118479, -8.84332E-005, 0.000231163
13, 1800.00000, 0.216365, 0.133781, -8.56529E-005, 0.000257136
13, 2700.00000, 0.197252, 0.121947, -9.13665E-005, 0.000242472
14, 0.00000, 0.198874, 0.122972, -8.00064E-005, 0.000229008
14, 900.00000, 0.192088, 0.118766, -8.43792E-005, 0.000227484
14, 1800.00000, 0.208623, 0.12894, -0.00011284, 0.000284652
14, 2700.00000, 0.197592, 0.122148, -9.48066E-005, 0.000249932
15, 0.00000, 0.185737, 0.114853, -7.43678E-005, 0.000209386
15, 900.00000, 0.180239, 0.111495, -5.19338E-005, 0.000174237
15, 1800.00000, 0.195277, 0.120739, -8.24335E-005, 0.000232916
15, 2700.00000, 0.16928, 0.104697, -5.81558E-005, 0.000176769
16, 0.00000, 0.191175, 0.118192, -8.61401E-005, 0.000235117
16, 900.00000, 0.207632, 0.12833, -0.000105174, 0.00028398
16, 1800.00000, 0.215044, 0.132908, -0.00010681, 0.000297845
16, 2700.00000, 0.23975, 0.14815, -0.000132324, 0.000354135
17, 0.00000, 0.26626, 0.164499, -0.000144995, 0.000424428
17, 900.00000, 0.231665, 0.143234, -6.77334E-005, 0.000292305
17, 1800.00000, 0.293114, 0.18127, -2.81069E-005, 0.000367487
17, 2700.00000, 0.407668, 0.251828, -0.000114111, 0.000751698
18, 0.00000, 0.405535, 0.250483, -9.94502E-005, 0.000783214
18, 900.00000, 0.44783, 0.27622, -0.000292476, 0.00114927
18, 1800.00000, 0.471605, 0.290843, -0.00033795, 0.00123271
18, 2700.00000, 0.513078, 0.316145, -0.000472387, 0.00154559
19, 0.00000, 0.532812, 0.328424, -0.000442299, 0.00151449
19, 900.00000, 0.511789, 0.315402, -0.00046574, 0.00148556
19, 1800.00000, 0.502975, 0.309988, -0.000454821, 0.00144418
19, 2700.00000, 0.45651, 0.281617, -0.000303796, 0.0011064
20, 0.00000, 0.442537, 0.27299, -0.000313774, 0.0010752
20, 900.00000, 0.419004, 0.258633, -0.000218955, 0.00090057
20, 1800.00000, 0.415995, 0.256769, -0.000231698, 0.000898731
20, 2700.00000, 0.38364, 0.236859, -0.000206262, 0.00077165
21, 0.00000, 0.366432, 0.226196, -0.000222884, 0.000759637
21, 900.00000, 0.366225, 0.226121, -0.000206331, 0.000718003
21, 1800.00000, 0.372778, 0.230277, -0.000156962, 0.00065188
21, 2700.00000, 0.35685, 0.220365, -0.000194105, 0.00067124
22, 0.00000, 0.332765, 0.205496, -0.000189906, 0.000614941
22, 900.00000, 0.349549, 0.215765, -0.000245388, 0.000716634
22, 1800.00000, 0.314775, 0.194383, -0.00019488, 0.000574617
22, 2700.00000, 0.283971, 0.175457, -0.000136953, 0.000444493
23, 0.00000, 0.246758, 0.152482, -0.000127942, 0.000366028
23, 900.00000, 0.240067, 0.148339, -0.000130528, 0.000360833
23, 1800.00000, 0.240443, 0.148552, -0.00014202, 0.000373438
23, 2700.00000, 0.217563, 0.13447, -0.000108629, 0.000295264
24, 0.00000, 0.169201, 0.104645, -6.41188E-005, 0.00017569
