hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.0399062, 0.0247303, -2.62037E-005, -1.49151E-005
0, 1800.00000, 0.0445332, 0.0275974, -2.74873E-005, -1.53115E-005
0, 2700.00000, 0.0390152, 0.0241783, -2.21442E-005, -1.25174E-005
1, 0.00000, 0.0430183, 0.0266585, -2.28178E-005, -1.23685E-005
1, 900.00000, 0.042086, 0.0260816, -2.14023E-005, -1.22368E-005
1, 1800.00000, 0.0376337, 0.0233212, -1.88851E-005, -9.64023E-006
1, 2700.00000, 0.0457802, 0.028371, -2.09641E-005, -1.19532E-005
2, 0.00000, 0.0398691, 0.0247069, -1.83467E-005, -9.61379E-006
2, 900.00000, 0.0381525, 0.0236438, -1.73135E-005, -9.71725E-006
2, 1800.00000, 0.0425596, 0.0263758, -1.85368E-005, -1.12204E-005
2, 2700.00000, 0.0366849, 0.0227347, -1.57948E-005, -9.22591E-006
3, 0.00000, 0.0380637, 0.0235882, -1.64072E-005, -8.64761E-006
3, 900.00000, 0.0412317, 0.025552, -1.75297E-005, -9.78454E-006
3, 1800.00000, 0.0368536, 0.0228388, -1.58474E-005, -8.77846E-006
3, 2700.00000, 0.0442748, 0.0274385, -1.83188E-005, -1.07741E-005
4, 0.00000, 0.0487623, 0.03022, -1.93143E-005, -1.18128E-005
4, 900.00000, 0.0474579, 0.0294103, -1.96285E-005, -1.07267E-005
4, 1800.00000, 0.0432998, 0.0268328, -1.83049E-005, -9.46502E-006
4, 2700.00000, 0.0459321, 0.0284649, -1.87553E-005, -1.02538E-005
5, 0.00000, 0.0368558, 0.0228408, -1.8076E-005, -1.07036E-005
5, 900.00000, 0.0474512, 0.0294091, -2.77614E-005, -1.86125E-005
5, 1800.00000, 0.0380728, 0.023597, -3.29166E-005, -2.19293E-005
5, 2700.00000, 0.0442465, 0.0274181, -5.59346E-005, -3.11911E-005
6, 0.00000, 0.0423874, 0.0262535, -4.42918E-005, -1.16135E-005
6, 900.00000, 0.0434937, 0.0269333, -5.09475E-005, -1.02593E-005
6, 1800.00000, 0.0309895, 0.0192, -2.38494E-005, -9.26941E-006
6, 2700.00000, 0.0359521, 0.0222789, -2.34838E-005, -1.2143E-005
7, 0.00000, 0.0395913, 0.0245308, -2.65847E-005, -1.09827E-005
7, 900.00000, 0.0372949, 0.0231036, -3.18463E-005, -1.01533E-005
7, 1800.00000, 0.0478657, 0.029649, -3.90448E-005, -8.84456E-006
7, 2700.00000, 0.02866, 0.0177573, -1.82602E-005, -6.52628E-006
8, 0.00000, 0.0550197, 0.0340985, -3.09788E-005, -1.93403E-005
8, 900.00000, 0.0460797, 0.0285578, -2.69536E-005, -1.6849E-005
8, 1800.00000, 0.0348554, 0.0215998, -1.90939E-005, -1.0249E-005
8, 2700.00000, 0.0351508, 0.0217831, -2.10817E-005, -1.14768E-005
9, 0.00000, 0.0681753, 0.0422524, -4.25095E-005, -2.74969E-005
9, 900.00000, 0.0567746, 0.0351838, -3.35163E-005, -1.89404E-005
9, 1800.00000, 0.0517911, 0.0320932, -3.51329E-005, -1.78192E-005
9, 2700.00000, 0.0949719, 0.0588652, -6.05005E-005, -4.45083E-005
10, 0.00000, 0.0525646, 0.0325783, -3.10311E-005, -2.0678E-005
10, 900.00000, 0.104762, 0.0649275, -6.33203E-005, -4.17987E-005
10, 1800.00000, 0.0649654, 0.0402572, -4.24254E-005, -2.14713E-005
10, 2700.00000, 0.0897741, 0.0556327, -6.61539E-005, -3.67121E-005
11, 0.00000, 0.0770406, 0.0477452, -7.36635E-005, -4.53369E-005
11, 900.00000, 0.0766303, 0.0474936, -7.39061E-005, -4.81484E-005
11, 1800.00000, 0.0796808, 0.0493814, -6.73533E-005, -4.1451E-005
11, 2700.00000, 0.0465555, 0.028844, -4.0867E-005, -1.72158E-005
12, 0.00000, 0.0611278, 0.0378782, -4.67929E-005, -2.33091E-005
12, 900.00000, 0.059499, 0.0368672, -5.29029E-005, -2.59266E-005
12, 1800.00000, 0.040462, 0.0250703, -3.20133E-005, -1.40267E-005
12, 2700.00000, 0.0404504, 0.0250652, -2.7903E-005, -1.34334E-005
13, 0.00000, 0.0474486, 0.0294032, -3.24836E-005, -1.73289E-005
13, 900.00000, 0.0528856, 0.0327679, -3.74822E-005, -1.58635E-005
