hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.190251, 0.117643, -0.000376411, -5.74623E-005
0, 1800.00000, 0.181939, 0.112521, -0.000332396, -5.15011E-005
0, 2700.00000, 0.16665, 0.103081, -0.000282789, -4.33019E-005
1, 0.00000, 0.158331, 0.097952, -0.000243313, -3.84348E-005
1, 900.00000, 0.149066, 0.0922242, -0.000225542, -3.51142E-005
1, 1800.00000, 0.15208, 0.0940957, -0.000215158, -3.43783E-005
1, 2700.00000, 0.135653, 0.0839413, -0.000182499, -2.89479E-005
2, 0.00000, 0.139496, 0.0863209, -0.000182064, -2.91558E-005
2, 900.00000, 0.133214, 0.0824333, -0.000177499, -2.80156E-005
2, 1800.00000, 0.125778, 0.0778338, -0.00016628, -2.59016E-005
2, 2700.00000, 0.123698, 0.0765497, -0.000159189, -2.50639E-005
3, 0.00000, 0.129997, 0.0804508, -0.000158978, -2.55648E-005
3, 900.00000, 0.126124, 0.078054, -0.00015578, -2.49038E-005
3, 1800.00000, 0.127, 0.0785946, -0.000159092, -2.52175E-005
3, 2700.00000, 0.121638, 0.0752787, -0.000149633, -2.36633E-005
4, 0.00000, 0.116456, 0.0720752, -0.000139008, -2.19237E-005
4, 900.00000, 0.127735, 0.0790536, -0.00015133, -2.407E-005
4, 1800.00000, 0.128936, 0.0797978, -0.000151679, -2.49335E-005
4, 2700.00000, 0.125042, 0.0773884, -0.000146191, -2.33477E-005
5, 0.00000, 0.140639, 0.0870132, -0.000209805, -3.21467E-005
5, 900.00000, 0.16145, 0.0998476, -0.000307549, -4.53842E-005
5, 1800.00000, 0.234453, 0.144843, -0.000673816, -9.64844E-005
5, 2700.00000, 0.368846, 0.227584, -0.00143116, -0.000210505
6, 0.00000, 0.350491, 0.216584, -0.000799977, -0.000148732
6, 900.00000, 0.40495, 0.250181, -0.000961005, -0.000185424
6, 1800.00000, 0.236843, 0.146445, -0.000459207, -7.93942E-005
6, 2700.00000, 0.185537, 0.114746, -0.000343731, -5.65111E-005
7, 0.00000, 0.204805, 0.126672, -0.000350102, -6.12689E-005
7, 900.00000, 0.278062, 0.171904, -0.000554832, -9.86134E-005
7, 1800.00000, 0.285194, 0.176354, -0.000480295, -9.12528E-005
7, 2700.00000, 0.197798, 0.122357, -0.000304931, -5.39027E-005
8, 0.00000, 0.149475, 0.0924603, -0.000258766, -4.01264E-005
8, 900.00000, 0.151164, 0.0934973, -0.000274734, -4.18958E-005
8, 1800.00000, 0.144107, 0.0891536, -0.000226963, -3.61976E-005
8, 2700.00000, 0.161338, 0.0997922, -0.00028351, -4.35868E-005
9, 0.00000, 0.166752, 0.10312, -0.000327457, -4.86801E-005
9, 900.00000, 0.164017, 0.10145, -0.000284542, -4.39519E-005
9, 1800.00000, 0.193104, 0.119415, -0.000368212, -5.81107E-005
9, 2700.00000, 0.164334, 0.101613, -0.000347268, -5.18207E-005
10, 0.00000, 0.147296, 0.0910995, -0.000278425, -4.18446E-005
10, 900.00000, 0.17118, 0.105867, -0.000320178, -4.89996E-005
10, 1800.00000, 0.191156, 0.11822, -0.000347115, -5.50463E-005
10, 2700.00000, 0.218278, 0.134944, -0.000466648, -7.18375E-005
11, 0.00000, 0.262838, 0.162352, -0.000786243, -0.00011667
11, 900.00000, 0.258262, 0.159511, -0.000802846, -0.000118317
11, 1800.00000, 0.239718, 0.148129, -0.000628457, -9.48059E-005
11, 2700.00000, 0.267495, 0.165331, -0.0006135, -0.000101617
12, 0.00000, 0.23033, 0.142392, -0.000492405, -7.83354E-005
