hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
12, 900.00000, 0.266269, 0.164546, -0.00066079, -0.00010536
12, 1800.00000, 0.239993, 0.148367, -0.000505691, -8.24909E-005
12, 2700.00000, 0.204191, 0.126267, -0.000389966, -6.22538E-005
13, 0.00000, 0.195205, 0.120705, -0.000387874, -5.9752E-005
13, 900.00000, 0.215457, 0.133239, -0.000395362, -6.49539E-005
13, 1800.00000, 0.243362, 0.150444, -0.000515969, -8.13979E-005
13, 2700.00000, 0.221804, 0.137153, -0.000420088, -6.77068E-005
14, 0.00000, 0.223645, 0.13828, -0.000444335, -7.10388E-005
14, 900.00000, 0.215995, 0.133561, -0.000413312, -6.67265E-005
14, 1800.00000, 0.234582, 0.145044, -0.000455294, -7.50452E-005
14, 2700.00000, 0.222188, 0.137382, -0.000436954, -6.98367E-005
15, 0.00000, 0.20886, 0.129146, -0.000408584, -6.42606E-005
15, 900.00000, 0.20271, 0.125335, -0.000415667, -6.383E-005
15, 1800.00000, 0.219633, 0.135784, -0.000467355, -7.26487E-005
15, 2700.00000, 0.190397, 0.117714, -0.000413498, -6.1921E-005
16, 0.00000, 0.215012, 0.132927, -0.000461157, -7.17998E-005
16, 900.00000, 0.233571, 0.144365, -0.000553364, -8.5567E-005
16, 1800.00000, 0.241965, 0.149527, -0.000615095, -9.41885E-005
16, 2700.00000, 0.269723, 0.166703, -0.000617217, -9.79112E-005
17, 0.00000, 0.299756, 0.185139, -0.000892674, -0.000134692
17, 900.00000, 0.261039, 0.161136, -0.000967556, -0.000134852
17, 1800.00000, 0.330998, 0.20401, -0.00171833, -0.000233621
17, 2700.00000, 0.461082, 0.283785, -0.00293603, -0.000405139
18, 0.00000, 0.459312, 0.282384, -0.00350081, -0.000477385
18, 900.00000, 0.507005, 0.311737, -0.00374077, -0.000520865
18, 1800.00000, 0.533564, 0.328237, -0.00359057, -0.000512399
18, 2700.00000, 0.580522, 0.357015, -0.00400992, -0.000575859
19, 0.00000, 0.60266, 0.370772, -0.00384726, -0.000561799
19, 900.00000, 0.578673, 0.356094, -0.0035849, -0.000523388
19, 1800.00000, 0.568623, 0.349943, -0.00348778, -0.000508248
19, 2700.00000, 0.516058, 0.317667, -0.00311241, -0.000445585
20, 0.00000, 0.500078, 0.307924, -0.00287187, -0.000411951
20, 900.00000, 0.473612, 0.291578, -0.00285338, -0.000401001
20, 1800.00000, 0.470097, 0.289488, -0.00269966, -0.000381191
20, 2700.00000, 0.433202, 0.266928, -0.00224958, -0.000318795
21, 0.00000, 0.413676, 0.254937, -0.00209712, -0.000296049
21, 900.00000, 0.413294, 0.254786, -0.00194666, -0.000278863
21, 1800.00000, 0.420689, 0.259362, -0.00193182, -0.000275922
21, 2700.00000, 0.402585, 0.248255, -0.00177606, -0.000255247
22, 0.00000, 0.375257, 0.231477, -0.0015541, -0.000223837
22, 900.00000, 0.39408, 0.243111, -0.00156988, -0.000230387
22, 1800.00000, 0.354727, 0.218927, -0.00128505, -0.00018954
22, 2700.00000, 0.319974, 0.197512, -0.00113243, -0.000163378
23, 0.00000, 0.277838, 0.171615, -0.000817077, -0.000121014
23, 900.00000, 0.270248, 0.16694, -0.000778023, -0.000114828
23, 1800.00000, 0.270616, 0.167189, -0.000740893, -0.000112078
23, 2700.00000, 0.244812, 0.151286, -0.000615802, -9.22267E-005
24, 0.00000, 0.190279, 0.11766, -0.000376534, -5.748E-005
