hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.926, 89.9313, 0.029125, -57.681, 0.612898, 58.1532, 0.614237, -121.365
0, 1800.00000, 125.967, 89.9292, 0.0264396, -57.0658, 0.683804, 58.1508, 0.684712, -121.456
0, 2700.00000, 126.065, 89.9394, 0.0247302, -57.2733, 0.598642, 58.1602, 0.59959, -121.421
1, 0.00000, 126.089, 89.9319, 0.0219768, -56.4454, 0.659974, 58.1524, 0.660501, -121.508
1, 900.00000, 126.115, 89.9334, 0.0203865, -60.084, 0.645553, 58.1529, 0.646206, -121.536
1, 1800.00000, 126.162, 89.9389, 0.0220394, -52.595, 0.577046, 58.1597, 0.577475, -121.439
1, 2700.00000, 126.163, 89.9301, 0.0168536, -62.035, 0.702001, 58.1489, 0.702303, -121.621
2, 0.00000, 126.206, 89.9386, 0.018985, -54.7021, 0.611146, 58.1583, 0.611415, -121.521
2, 900.00000, 126.199, 89.9362, 0.0179531, -59.8032, 0.584856, 58.155, 0.585383, -121.542
2, 1800.00000, 126.198, 89.9333, 0.0157156, -66.8663, 0.652449, 58.1511, 0.652958, -121.63
2, 2700.00000, 126.22, 89.9345, 0.0163251, -63.9296, 0.562287, 58.1524, 0.562908, -121.573
3, 0.00000, 126.245, 89.9393, 0.0174204, -55.6584, 0.583307, 58.1585, 0.583561, -121.536
3, 900.00000, 126.226, 89.9344, 0.0158869, -60.6947, 0.631954, 58.1527, 0.632234, -121.602
3, 1800.00000, 126.242, 89.9391, 0.0170383, -58.9592, 0.564774, 58.1578, 0.56521, -121.542
3, 2700.00000, 126.226, 89.9332, 0.014497, -65.5119, 0.678612, 58.1509, 0.678871, -121.652
4, 0.00000, 126.232, 89.9311, 0.0127383, -70.8622, 0.747393, 58.1483, 0.74751, -121.707
4, 900.00000, 126.256, 89.9407, 0.0153204, -57.5485, 0.727243, 58.1596, 0.727129, -121.63
