hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.732, -30.1939, 0.113691, -27.864, 1.59095, -61.9704, 1.56601, 117.554
0, 1800.00000, 125.78, -30.1857, 0.105774, -28.4651, 1.521, -61.9622, 1.49751, 117.582
0, 2700.00000, 125.897, -30.1673, 0.0977296, -28.3027, 1.39202, -61.9447, 1.3704, 117.593
1, 0.00000, 125.923, -30.1648, 0.0899716, -28.8942, 1.32241, -61.9424, 1.30224, 117.616
1, 900.00000, 125.981, -30.1585, 0.0833174, -29.8919, 1.24447, -61.9359, 1.22556, 117.641
1, 1800.00000, 125.976, -30.1545, 0.0889491, -27.5639, 1.26981, -61.9333, 1.25024, 117.597
1, 2700.00000, 126.052, -30.149, 0.0719705, -31.5671, 1.13198, -61.9263, 1.1152, 117.69
2, 0.00000, 126.051, -30.1446, 0.0785825, -28.8655, 1.16411, -61.9233, 1.14646, 117.639
2, 900.00000, 126.076, -30.1454, 0.0740892, -29.8638, 1.11145, -61.9239, 1.09462, 117.655
2, 1800.00000, 126.116, -30.1418, 0.0660224, -32.5567, 1.04903, -61.9194, 1.03348, 117.712
2, 2700.00000, 126.122, -30.142, 0.0675041, -30.878, 1.03166, -61.9206, 1.01612, 117.677
3, 0.00000, 126.105, -30.138, 0.0725763, -29.1993, 1.08443, -61.9171, 1.06805, 117.652
3, 900.00000, 126.115, -30.1397, 0.0676302, -31.0076, 1.05203, -61.9181, 1.03637, 117.688
3, 1800.00000, 126.12, -30.138, 0.0705387, -29.789, 1.05928, -61.917, 1.04326, 117.661
3, 2700.00000, 126.142, -30.1368, 0.062639, -32.9343, 1.01436, -61.9145, 0.999495, 117.727
4, 0.00000, 126.172, -30.133, 0.0566892, -35.4973, 0.970914, -61.91, 0.957012, 117.778
4, 900.00000, 126.139, -30.1293, 0.0666565, -31.7292, 1.06527, -61.9072, 1.04964, 117.717
4, 1800.00000, 126.093, -30.1408, 0.0692701, -30.3122, 1.07572, -61.9195, 1.05978, 117.678
4, 2700.00000, 126.146, -30.1301, 0.0653628, -31.7244, 1.0428, -61.9081, 1.02748, 117.715
5, 0.00000, 126.038, -30.1516, 0.0796493, -29.8681, 1.17362, -61.9298, 1.1556, 117.641
5, 900.00000, 125.9, -30.1767, 0.087474, -32.7386, 1.34827, -61.9515, 1.32781, 117.67
