hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 900.00000, 125.912, -30.2035, 126.596, -150.08, 125.953, 89.9299, 0.0299086, -160.285, 2.30759, -62.0753, 3.11702, 178.191, 7.12816, 58.2026, 4.21933, -113.051
0, 1800.00000, 125.952, -30.1952, 126.579, -150.083, 125.994, 89.9276, 0.0278309, -160.523, 2.16649, -62.0599, 2.98166, 178.185, 6.61814, 58.1957, 3.87364, -112.151
0, 2700.00000, 126.055, -30.1758, 126.636, -150.071, 126.09, 89.938, 0.025687, -160.182, 1.99963, -62.0351, 2.73021, 178.192, 6.13824, 58.2023, 3.61099, -112.545
1, 0.00000, 126.073, -30.1732, 126.6, -150.08, 126.114, 89.9304, 0.0237061, -161.011, 1.8531, -62.0249, 2.59524, 178.18, 5.60077, 58.1897, 3.24346, -111.268
1, 900.00000, 126.122, -30.1664, 126.619, -150.075, 126.138, 89.932, 0.0235064, -160.253, 1.78805, -62.0176, 2.44307, 178.184, 5.48797, 58.1906, 3.22857, -112.547
1, 1800.00000, 126.12, -30.1623, 126.632, -150.076, 126.185, 89.9376, 0.0215725, -161.886, 1.73985, -62.0083, 2.49252, 178.181, 5.18176, 58.1934, 2.95637, -109.991
1, 2700.00000, 126.181, -30.1564, 126.606, -150.077, 126.187, 89.9287, 0.021347, -160.348, 1.60897, -62.0001, 2.2239, 178.177, 4.90479, 58.1821, 2.86603, -111.995
2, 0.00000, 126.183, -30.1519, 126.636, -150.074, 126.228, 89.9372, 0.0201829, -161.449, 1.60214, -61.9933, 2.2865, 178.18, 4.78485, 58.1897, 2.7379, -110.233
2, 900.00000, 126.202, -30.1524, 126.643, -150.072, 126.22, 89.9349, 0.0209088, -160.746, 1.58614, -61.9957, 2.18335, 178.181, 4.84648, 58.188, 2.8386, -112.193
2, 1800.00000, 126.236, -30.1487, 126.636, -150.07, 126.219, 89.932, 0.0211092, -159.59, 1.54061, -61.9919, 2.06154, 178.182, 4.78909, 58.1848, 2.85492, -113.571
2, 2700.00000, 126.239, -30.1486, 126.65, -150.071, 126.24, 89.9333, 0.0205217, -160.455, 1.50586, -61.9902, 2.02731, 178.181, 4.66366, 58.185, 2.7696, -113.292
3, 0.00000, 126.229, -30.1449, 126.649, -150.072, 126.266, 89.9381, 0.0190789, -161.511, 1.49792, -61.9827, 2.13078, 178.179, 4.48345, 58.188, 2.57138, -110.433
3, 900.00000, 126.235, -30.1465, 126.633, -150.073, 126.247, 89.9331, 0.019626, -160.791, 1.48595, -61.9853, 2.06755, 178.177, 4.51109, 58.1832, 2.62506, -111.656
3, 1800.00000, 126.241, -30.1447, 126.658, -150.069, 126.262, 89.9379, 0.0196505, -160.9, 1.501, -61.9843, 2.08144, 178.182, 4.56572, 58.1887, 2.66204, -111.819
3, 2700.00000, 126.257, -30.1435, 126.63, -150.072, 126.248, 89.9318, 0.0197378, -159.927, 1.4593, -61.9824, 1.99402, 178.179, 4.48052, 58.1818, 2.63767, -112.585
4, 0.00000, 126.283, -30.1396, 126.62, -150.071, 126.254, 89.9296, 0.0194101, -159.223, 1.40884, -61.9769, 1.90929, 178.178, 4.34803, 58.1786, 2.57346, -112.997
4, 900.00000, 126.261, -30.1364, 126.638, -150.068, 126.278, 89.9392, 0.0184627, -160.167, 1.4623, -61.9725, 2.094, 178.182, 4.35953, 58.1883, 2.49046, -110.051
4, 1800.00000, 126.216, -30.1479, 126.611, -150.079, 126.251, 89.9309, 0.0186812, -161.864, 1.46343, -61.9836, 2.11419, 178.171, 4.3368, 58.1794, 2.46239, -109.55
4, 2700.00000, 126.265, -30.1371, 126.637, -150.069, 126.281, 89.9377, 0.0183393, -160.396, 1.4377, -61.9724, 2.04988, 178.18, 4.29802, 58.1862, 2.46229, -110.308
5, 0.00000, 126.171, -30.159, 126.657, -150.068, 126.176, 89.937, 0.0231421, -159.836, 1.72836, -62.0101, 2.3045, 178.19, 5.38221, 58.195, 3.21357, -113.701
5, 900.00000, 126.053, -30.1854, 126.61, -150.07, 125.991, 89.9264, 0.0297922, -157.863, 2.10821, -62.0557, 2.64521, 178.198, 6.79383, 58.197, 4.19797, -116.193
5, 1800.00000, 125.707, -30.2478, 126.625, -150.066, 125.66, 89.9316, 0.0430196, -157.795, 3.11705, -62.1613, 3.83591, 178.229, 10.1447, 58.2319, 6.32439, -116.807
5, 2700.00000, 125.065, -30.3428, 126.498, -150.095, 125.217, 89.9308, 0.0549386, -159.902, 4.47692, -62.2961, 6.03443, 178.231, 13.823, 58.262, 8.16783, -112.944
6, 0.00000, 124.989, -30.3385, 126.23, -150.191, 125.528, 89.8921, 0.0327868, -172.735, 3.37816, -62.2134, 5.75898, 178.101, 8.75688, 58.1765, 4.3926, -95.0606
6, 900.00000, 124.715, -30.3721, 126.147, -150.218, 125.431, 89.8914, 0.0331203, -176.375, 3.73692, -62.247, 6.65855, 178.082, 9.27462, 58.1805, 4.52062, -89.1468
6, 1800.00000, 125.562, -30.2622, 126.433, -150.138, 125.81, 89.9027, 0.0293332, -167.338, 2.53471, -62.1285, 3.88604, 178.138, 7.18592, 58.1742, 3.9015, -105.395
6, 2700.00000, 125.798, -30.2355, 126.475, -150.119, 125.871, 89.8963, 0.0295772, -163.361, 2.20338, -62.1012, 3.04308, 178.15, 6.71279, 58.1645, 3.91866, -112.027
7, 0.00000, 125.705, -30.2421, 126.42, -150.136, 125.88, 89.8952, 0.0268813, -166.548, 2.21616, -62.0992, 3.36144, 178.132, 6.33945, 58.1595, 3.47262, -106.279
7, 900.00000, 125.396, -30.276, 126.389, -150.148, 125.766, 89.9099, 0.0288578, -169.686, 2.79557, -62.1418, 4.56443, 178.132, 7.53854, 58.1842, 3.90607, -99.8613
7, 1800.00000, 125.412, -30.2574, 126.365, -150.152, 125.87, 89.9196, 0.023478, -173.956, 2.63844, -62.1073, 4.68382, 178.122, 6.60142, 58.1866, 3.2345, -90.024
7, 2700.00000, 125.778, -30.2222, 126.498, -150.124, 126.008, 89.9137, 0.0233394, -168.643, 2.0677, -62.0713, 3.24503, 178.14, 5.76246, 58.1732, 3.07772, -103.579
8, 0.00000, 125.96, -30.2114, 126.468, -150.109, 125.914, 89.8908, 0.0280776, -159.886, 1.93261, -62.0737, 2.45212, 178.155, 6.18941, 58.1556, 3.8018, -115.84
