hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.199294, 0.123485, -0.00023847, -0.000121649
0, 1800.00000, 0.190603, 0.118099, -0.000214767, -0.000106625
0, 2700.00000, 0.174603, 0.108189, -0.000180919, -9.04715E-005
1, 0.00000, 0.165911, 0.102801, -0.000160373, -7.79956E-005
1, 900.00000, 0.156204, 0.0967858, -0.000141514, -6.62131E-005
1, 1800.00000, 0.159377, 0.0987576, -0.000149367, -7.65096E-005
1, 2700.00000, 0.142168, 0.0880872, -0.00011425, -4.97198E-005
2, 0.00000, 0.146201, 0.0905911, -0.00012356, -5.9998E-005
2, 900.00000, 0.139616, 0.086509, -0.000112509, -5.26164E-005
2, 1800.00000, 0.131819, 0.0816743, -9.81039E-005, -4.10624E-005
2, 2700.00000, 0.129642, 0.0803288, -9.6394E-005, -4.32935E-005
3, 0.00000, 0.136254, 0.084428, -0.000106852, -5.1175E-005
3, 900.00000, 0.132195, 0.0819096, -9.9065E-005, -4.40933E-005
3, 1800.00000, 0.13311, 0.082479, -0.000102064, -4.78331E-005
3, 2700.00000, 0.12749, 0.0789924, -9.07266E-005, -3.7265E-005
4, 0.00000, 0.122059, 0.0756253, -8.12104E-005, -2.97995E-005
4, 900.00000, 0.133886, 0.0829561, -0.000100162, -4.31339E-005
4, 1800.00000, 0.13515, 0.083741, -0.000103158, -4.70829E-005
4, 2700.00000, 0.131065, 0.0812094, -9.60928E-005, -4.14082E-005
5, 0.00000, 0.147384, 0.09132, -0.000127097, -5.9697E-005
5, 900.00000, 0.169134, 0.104784, -0.000165838, -6.95307E-005
5, 1800.00000, 0.2454, 0.152039, -0.000371199, -0.000184356
5, 2700.00000, 0.385822, 0.23906, -0.000944631, -0.000535004
6, 0.00000, 0.367209, 0.227605, -0.000846163, -0.000554127
6, 900.00000, 0.424284, 0.263009, -0.00114369, -0.000774971
6, 1800.00000, 0.248148, 0.153784, -0.0003807, -0.000231562
6, 2700.00000, 0.19438, 0.120447, -0.000226431, -0.000118817
7, 0.00000, 0.214598, 0.132981, -0.000276495, -0.000156564
7, 900.00000, 0.291347, 0.180563, -0.000527826, -0.000333684
7, 1800.00000, 0.298904, 0.18526, -0.000550067, -0.000354469
7, 2700.00000, 0.207307, 0.128478, -0.0002646, -0.000161265
8, 0.00000, 0.156611, 0.0970247, -0.000140202, -5.24229E-005
8, 900.00000, 0.158356, 0.0981089, -0.000148024, -6.04672E-005
8, 1800.00000, 0.150993, 0.0935577, -0.000138188, -6.57984E-005
8, 2700.00000, 0.169038, 0.104739, -0.00017568, -8.71012E-005
9, 0.00000, 0.174674, 0.108205, -0.000174655, -6.08674E-005
9, 900.00000, 0.171827, 0.106456, -0.000172563, -7.27244E-005
9, 1800.00000, 0.202302, 0.125341, -0.000246396, -0.000120671
9, 2700.00000, 0.172111, 0.106595, -0.000157077, -2.85836E-005
10, 0.00000, 0.15427, 0.0955729, -0.0001386, -4.89911E-005
10, 900.00000, 0.179308, 0.111056, -0.000168128, -3.54457E-005
10, 1800.00000, 0.200253, 0.124067, -0.000235018, -0.000106648
10, 2700.00000, 0.22863, 0.141624, -0.000298473, -0.000119299
11, 0.00000, 0.275084, 0.170399, -0.000453412, -0.000199092
11, 900.00000, 0.270264, 0.167406, -0.000435655, -0.000182522
11, 1800.00000, 0.250932, 0.155445, -0.000366486, -0.000154108
11, 2700.00000, 0.280147, 0.173598, -0.000484486, -0.000279519
12, 0.00000, 0.241255, 0.14948, -0.000346421, -0.000174934
12, 900.00000, 0.278846, 0.172767, -0.000470737, -0.000249489
12, 1800.00000, 0.251384, 0.15578, -0.000389636, -0.000224104
12, 2700.00000, 0.213916, 0.132554, -0.000278748, -0.000151552
13, 0.00000, 0.20449, 0.1267, -0.000253001, -0.000126016
13, 900.00000, 0.22574, 0.139874, -0.000308883, -0.000166037
13, 1800.00000, 0.254925, 0.157917, -0.000371823, -0.000161257
13, 2700.00000, 0.232369, 0.143981, -0.00032618, -0.000172091
14, 0.00000, 0.234292, 0.145152, -0.000321408, -0.000151141
14, 900.00000, 0.226283, 0.140207, -0.000308115, -0.000159331
14, 1800.00000, 0.245772, 0.152295, -0.000372544, -0.00021158
14, 2700.00000, 0.232778, 0.144238, -0.000332255, -0.000179864
15, 0.00000, 0.218804, 0.135567, -0.00028727, -0.000142304
15, 900.00000, 0.212332, 0.131533, -0.00025774, -0.000101605
15, 1800.00000, 0.230046, 0.14253, -0.000319012, -0.000158386
15, 2700.00000, 0.199411, 0.12355, -0.000243442, -0.000116073
16, 0.00000, 0.225208, 0.139542, -0.000313626, -0.000166248
16, 900.00000, 0.24462, 0.151571, -0.000374936, -0.000203793
16, 1800.00000, 0.253369, 0.156984, -0.000398977, -0.000208298
16, 2700.00000, 0.282488, 0.175023, -0.000480214, -0.000249175
17, 0.00000, 0.313803, 0.194386, -0.000591199, -0.000280817
17, 900.00000, 0.273046, 0.169093, -0.000441974, -0.000151387
17, 1800.00000, 0.345601, 0.213877, -0.000654416, -9.86836E-005
17, 2700.00000, 0.480948, 0.297545, -0.00127938, -0.00027449
18, 0.00000, 0.478491, 0.296007, -0.00131358, -0.000280036
18, 900.00000, 0.528337, 0.327019, -0.00170184, -0.000636108
18, 1800.00000, 0.556443, 0.344409, -0.00184004, -0.000695355
18, 2700.00000, 0.60549, 0.374818, -0.00222767, -0.000951889
19, 0.00000, 0.628842, 0.389166, -0.0022892, -0.000864724
19, 900.00000, 0.603941, 0.373866, -0.00216568, -0.000912388
19, 1800.00000, 0.593533, 0.367433, -0.00209735, -0.000892214
19, 2700.00000, 0.538652, 0.333398, -0.00168049, -0.000610094
20, 0.00000, 0.522051, 0.323178, -0.00159714, -0.000624708
20, 900.00000, 0.49433, 0.305944, -0.00140231, -0.000456477
20, 1800.00000, 0.490696, 0.303725, -0.00138361, -0.00047345
20, 2700.00000, 0.452454, 0.280094, -0.00117692, -0.000417184
21, 0.00000, 0.432105, 0.267562, -0.00110884, -0.000450353
21, 900.00000, 0.43185, 0.26738, -0.00107585, -0.000408611
21, 1800.00000, 0.439618, 0.272106, -0.00105453, -0.000309232
21, 2700.00000, 0.420756, 0.260518, -0.00101122, -0.000380091
22, 0.00000, 0.392311, 0.242952, -0.000897709, -0.000371408
22, 900.00000, 0.412098, 0.255242, -0.00100902, -0.00047038
22, 1800.00000, 0.371056, 0.229833, -0.000812835, -0.000373214
22, 2700.00000, 0.334715, 0.207305, -0.000649619, -0.000267282
23, 0.00000, 0.290766, 0.180137, -0.000506204, -0.00024554
23, 900.00000, 0.282877, 0.175261, -0.000488027, -0.000250817
23, 1800.00000, 0.283309, 0.175543, -0.000494826, -0.000270011
23, 2700.00000, 0.256332, 0.158823, -0.000398489, -0.00020683
24, 0.00000, 0.199302, 0.123494, -0.000238508, -0.000121672
