hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.0399075, 0.0247297, -2.36532E-005, -1.48675E-005
0, 1800.00000, 0.0445347, 0.0275968, -2.47855E-005, -1.52469E-005
0, 2700.00000, 0.0390166, 0.0241777, -1.99768E-005, -1.24689E-005
1, 0.00000, 0.0430197, 0.0266579, -2.05239E-005, -1.23053E-005
1, 900.00000, 0.0420875, 0.026081, -1.92172E-005, -1.21758E-005
1, 1800.00000, 0.0376349, 0.0233206, -1.70449E-005, -9.59333E-006
1, 2700.00000, 0.0457818, 0.0283703, -1.86612E-005, -1.18766E-005
2, 0.00000, 0.0398705, 0.0247063, -1.64722E-005, -9.55821E-006
2, 900.00000, 0.0381537, 0.0236432, -1.55432E-005, -9.66687E-006
2, 1800.00000, 0.0425611, 0.0263752, -1.65035E-005, -1.11546E-005
2, 2700.00000, 0.036686, 0.0227341, -1.41611E-005, -9.17913E-006
3, 0.00000, 0.0380649, 0.0235876, -1.47175E-005, -8.59661E-006
3, 900.00000, 0.041233, 0.0255514, -1.56369E-005, -9.7229E-006
3, 1800.00000, 0.0368548, 0.0228382, -1.42204E-005, -8.73115E-006
3, 2700.00000, 0.0442763, 0.0274378, -1.62291E-005, -1.0701E-005
4, 0.00000, 0.0487642, 0.0302194, -1.69176E-005, -1.17212E-005
4, 900.00000, 0.0474598, 0.0294098, -1.73227E-005, -1.06413E-005
4, 1800.00000, 0.0433012, 0.0268322, -1.62955E-005, -9.39593E-006
4, 2700.00000, 0.045934, 0.0284643, -1.65769E-005, -1.01741E-005
5, 0.00000, 0.0368571, 0.0228401, -1.62624E-005, -1.06586E-005
5, 900.00000, 0.047453, 0.0294084, -2.48438E-005, -1.85356E-005
5, 1800.00000, 0.038074, 0.0235963, -2.93223E-005, -2.1895E-005
5, 2700.00000, 0.0442481, 0.0274175, -4.96459E-005, -3.11557E-005
6, 0.00000, 0.0423889, 0.0262529, -4.02671E-005, -1.15739E-005
6, 900.00000, 0.0434949, 0.0269328, -4.62695E-005, -1.02219E-005
6, 1800.00000, 0.0309902, 0.0191994, -2.15601E-005, -9.24846E-006
6, 2700.00000, 0.0359533, 0.0222781, -2.12428E-005, -1.21063E-005
7, 0.00000, 0.0395923, 0.0245302, -2.41594E-005, -1.09364E-005
7, 900.00000, 0.0372961, 0.0231031, -2.89501E-005, -1.01205E-005
7, 1800.00000, 0.0478675, 0.0296485, -3.56735E-005, -8.77691E-006
7, 2700.00000, 0.028661, 0.0177565, -1.65853E-005, -6.50618E-006
8, 0.00000, 0.0550221, 0.0340977, -2.75594E-005, -1.923E-005
8, 900.00000, 0.0460815, 0.0285573, -2.41863E-005, -1.67772E-005
8, 1800.00000, 0.0348563, 0.0215992, -1.72591E-005, -1.02117E-005
8, 2700.00000, 0.0351521, 0.0217824, -1.90517E-005, -1.14405E-005
9, 0.00000, 0.0681789, 0.0422518, -3.75308E-005, -2.73223E-005
9, 900.00000, 0.0567773, 0.0351834, -2.99008E-005, -1.88237E-005
9, 1800.00000, 0.0517932, 0.0320927, -3.16959E-005, -1.77295E-005
9, 2700.00000, 0.0949788, 0.0588647, -5.17778E-005, -4.41452E-005
10, 0.00000, 0.0525674, 0.0325779, -2.7684E-005, -2.05805E-005
10, 900.00000, 0.10477, 0.0649272, -5.32239E-005, -4.13456E-005
10, 1800.00000, 0.0649693, 0.0402569, -3.78409E-005, -2.13167E-005
10, 2700.00000, 0.0897806, 0.0556323, -5.80638E-005, -3.64008E-005
11, 0.00000, 0.0770455, 0.0477448, -6.608E-005, -4.51342E-005
11, 900.00000, 0.0766351, 0.0474932, -6.6224E-005, -4.79488E-005
11, 1800.00000, 0.0796861, 0.0493811, -6.00447E-005, -4.12223E-005
11, 2700.00000, 0.0465571, 0.0288437, -3.71166E-005, -1.71561E-005
12, 0.00000, 0.0611311, 0.0378777, -4.21707E-005, -2.31819E-005
12, 900.00000, 0.0595018, 0.0368667, -4.78868E-005, -2.58149E-005
12, 1800.00000, 0.0404636, 0.0250698, -2.90428E-005, -1.39827E-005
12, 2700.00000, 0.0404519, 0.0250646, -2.52889E-005, -1.33853E-005
13, 0.00000, 0.0474504, 0.0294026, -2.93389E-005, -1.72567E-005
13, 900.00000, 0.0528876, 0.0327673, -3.39291E-005, -1.57708E-005
13, 1800.00000, 0.0981996, 0.0608439, -6.66314E-005, -3.72003E-005
13, 2700.00000, 0.0584436, 0.03621, -3.81241E-005, -1.81906E-005
14, 0.00000, 0.0759637, 0.0470668, -4.95612E-005, -2.64225E-005
14, 900.00000, 0.0573644, 0.0355422, -3.71411E-005, -1.85358E-005
14, 1800.00000, 0.048166, 0.0298407, -3.34611E-005, -1.45529E-005
14, 2700.00000, 0.0506742, 0.0313965, -3.40105E-005, -1.64569E-005
15, 0.00000, 0.0589114, 0.0365022, -3.75277E-005, -2.02412E-005
15, 900.00000, 0.0823073, 0.0510027, -5.05735E-005, -3.2401E-005
15, 1800.00000, 0.0587387, 0.0363958, -3.98382E-005, -2.23413E-005
15, 2700.00000, 0.0438203, 0.0271548, -2.80763E-005, -1.82262E-005
16, 0.00000, 0.0429269, 0.0265983, -2.94283E-005, -1.62543E-005
16, 900.00000, 0.0398998, 0.0247224, -2.99192E-005, -1.66421E-005
16, 1800.00000, 0.0465785, 0.0288615, -3.65724E-005, -2.14741E-005
16, 2700.00000, 0.0761647, 0.0471876, -5.90324E-005, -2.89105E-005
17, 0.00000, 0.0888953, 0.0550812, -8.0847E-005, -4.86287E-005
17, 900.00000, 0.0874527, 0.0542083, -8.12225E-005, -6.98675E-005
17, 1800.00000, 0.178736, 0.110823, -0.000205467, -0.000214817
17, 2700.00000, 0.24446, 0.151567, -0.000356639, -0.000347557
18, 0.00000, 0.200546, 0.124385, -0.000331979, -0.000350683
18, 900.00000, 0.144798, 0.0897785, -0.000255504, -0.000228748
18, 1800.00000, 0.186515, 0.115611, -0.000318711, -0.000260441
18, 2700.00000, 0.176712, 0.109522, -0.000322617, -0.000244008
19, 0.00000, 0.256377, 0.158869, -0.000439508, -0.000325399
19, 900.00000, 0.206501, 0.127963, -0.000351254, -0.000249852
19, 1800.00000, 0.197499, 0.122386, -0.000332365, -0.000236769
19, 2700.00000, 0.208155, 0.129015, -0.000323523, -0.000258721
20, 0.00000, 0.184946, 0.114624, -0.000279339, -0.000215634
20, 900.00000, 0.197691, 0.122549, -0.000292383, -0.000254303
20, 1800.00000, 0.193768, 0.120107, -0.000278777, -0.000234396
20, 2700.00000, 0.173758, 0.107698, -0.000229704, -0.000188739
21, 0.00000, 0.130662, 0.0809867, -0.000171364, -0.000136495
21, 900.00000, 0.159198, 0.0986648, -0.000197255, -0.000153605
21, 1800.00000, 0.219016, 0.135738, -0.000254431, -0.000211757
21, 2700.00000, 0.16373, 0.10147, -0.000191918, -0.000147001
22, 0.00000, 0.130472, 0.0808575, -0.000146555, -0.000108373
22, 900.00000, 0.119953, 0.0743283, -0.000137803, -9.07702E-005
22, 1800.00000, 0.109522, 0.0678663, -0.000114218, -7.60194E-005
22, 2700.00000, 0.111099, 0.0688517, -0.000106919, -7.92239E-005
23, 0.00000, 0.0692882, 0.0429367, -5.89638E-005, -3.9074E-005
23, 900.00000, 0.0540889, 0.0335178, -4.52559E-005, -2.94669E-005
23, 1800.00000, 0.0452967, 0.0280675, -3.74942E-005, -2.25478E-005
23, 2700.00000, 0.050253, 0.03114, -3.76363E-005, -2.3572E-005
24, 0.00000, 0.0399073, 0.0247296, -2.36565E-005, -1.48708E-005
