hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.246747, 0.153418, 0.33563, 0.207518, 0.763644, 0.472138, 8.56865E-005, -9.26434E-005
0, 1800.00000, 0.231751, 0.144055, 0.320996, 0.1985, 0.7092, 0.438556, 7.16144E-005, -8.05835E-005
0, 2700.00000, 0.214089, 0.133047, 0.294047, 0.181865, 0.658248, 0.40711, 6.25011E-005, -6.8536E-005
1, 0.00000, 0.198446, 0.12329, 0.279418, 0.172843, 0.600694, 0.371586, 4.96876E-005, -5.86784E-005
1, 900.00000, 0.191555, 0.119006, 0.263071, 0.162739, 0.588704, 0.364179, 5.10707E-005, -5.61372E-005
1, 1800.00000, 0.186399, 0.115779, 0.268418, 0.16606, 0.556045, 0.344014, 3.93561E-005, -5.01849E-005
1, 2700.00000, 0.172465, 0.107115, 0.239435, 0.148144, 0.526318, 0.325652, 4.06574E-005, -4.57177E-005
2, 0.00000, 0.171741, 0.106655, 0.246232, 0.152353, 0.51361, 0.317801, 3.46132E-005, -4.30752E-005
2, 900.00000, 0.170047, 0.105612, 0.235136, 0.145487, 0.520199, 0.32187, 3.92868E-005, -4.44881E-005
2, 1800.00000, 0.16521, 0.102607, 0.222005, 0.137366, 0.514032, 0.318058, 4.18497E-005, -4.33646E-005
2, 2700.00000, 0.161491, 0.100291, 0.21834, 0.135103, 0.500645, 0.309788, 3.86442E-005, -4.1678E-005
3, 0.00000, 0.160632, 0.0997432, 0.229478, 0.142001, 0.481391, 0.297894, 3.08217E-005, -3.81682E-005
3, 900.00000, 0.159355, 0.0989538, 0.222641, 0.13777, 0.484288, 0.299684, 3.37081E-005, -3.89615E-005
3, 1800.00000, 0.160975, 0.0999627, 0.224182, 0.138721, 0.490213, 0.303344, 3.42625E-005, -3.9528E-005
3, 2700.00000, 0.156525, 0.0971964, 0.214717, 0.132869, 0.481007, 0.297656, 3.52785E-005, -3.82865E-005
4, 0.00000, 0.151145, 0.0938501, 0.205574, 0.127217, 0.4668, 0.288877, 3.45568E-005, -3.60685E-005
4, 900.00000, 0.156855, 0.097391, 0.225496, 0.139543, 0.468126, 0.289696, 2.94841E-005, -3.52831E-005
4, 1800.00000, 0.156921, 0.0974306, 0.227623, 0.140858, 0.465581, 0.288128, 2.81213E-005, -3.64038E-005
4, 2700.00000, 0.154223, 0.0957539, 0.220742, 0.136604, 0.461529, 0.28562, 2.89727E-005, -3.46369E-005
5, 0.00000, 0.185233, 0.115078, 0.248221, 0.153559, 0.577527, 0.357273, 5.15352E-005, -5.36173E-005
5, 900.00000, 0.225684, 0.140314, 0.284847, 0.176145, 0.728029, 0.450157, 9.34232E-005, -8.3149E-005
5, 1800.00000, 0.332609, 0.20714, 0.413232, 0.255274, 1.0846, 0.669857, 0.000205374, -0.000178452
5, 2700.00000, 0.475069, 0.296318, 0.649648, 0.400818, 1.47314, 0.908724, 0.000306273, -0.000327955
6, 0.00000, 0.358561, 0.222967, 0.618451, 0.382075, 0.935085, 0.577873, 3.07441E-005, -0.0001407
6, 900.00000, 0.39577, 0.246104, 0.71464, 0.441383, 0.989653, 0.611482, 7.24151E-006, -0.000149549
6, 1800.00000, 0.270296, 0.168023, 0.417912, 0.258356, 0.768951, 0.475443, 5.38291E-005, -0.000100994
6, 2700.00000, 0.235407, 0.146332, 0.327347, 0.202415, 0.718644, 0.444395, 7.24127E-005, -9.04979E-005
7, 0.00000, 0.236619, 0.147036, 0.361431, 0.223504, 0.678696, 0.419756, 4.62943E-005, -8.10604E-005
7, 900.00000, 0.29772, 0.185068, 0.49072, 0.303313, 0.806422, 0.498556, 3.88772E-005, -0.000105804
7, 1800.00000, 0.28107, 0.17461, 0.503427, 0.311242, 0.706704, 0.437032, 8.02711E-006, -7.55143E-005
7, 2700.00000, 0.220914, 0.137235, 0.349112, 0.215923, 0.617519, 0.381991, 3.02845E-005, -6.51359E-005
8, 0.00000, 0.20675, 0.128502, 0.263745, 0.163122, 0.662816, 0.409927, 7.67278E-005, -7.42121E-005
8, 900.00000, 0.213386, 0.132649, 0.26669, 0.164932, 0.691787, 0.427799, 8.45398E-005, -7.98424E-005
8, 1800.00000, 0.192391, 0.119542, 0.254284, 0.157294, 0.604771, 0.374099, 5.62943E-005, -6.34633E-005
8, 2700.00000, 0.214629, 0.133402, 0.284674, 0.176058, 0.673619, 0.416592, 6.8144E-005, -7.43737E-005
9, 0.00000, 0.232425, 0.144519, 0.294171, 0.181898, 0.748777, 0.462955, 9.84894E-005, -8.90653E-005
9, 900.00000, 0.214961, 0.133601, 0.289381, 0.178973, 0.668925, 0.413698, 6.8107E-005, -7.28598E-005
9, 1800.00000, 0.243056, 0.1511, 0.34071, 0.210668, 0.738545, 0.456663, 7.31093E-005, -8.94058E-005
9, 2700.00000, 0.241842, 0.150419, 0.289861, 0.17921, 0.80119, 0.495274, 0.000130177, -0.000104407
10, 0.00000, 0.216259, 0.134455, 0.259808, 0.160668, 0.715368, 0.442341, 9.73834E-005, -8.4907E-005
10, 900.00000, 0.229106, 0.142427, 0.302007, 0.186756, 0.721771, 0.446307, 9.09156E-005, -8.41052E-005
10, 1800.00000, 0.235939, 0.14665, 0.337278, 0.208564, 0.708005, 0.437822, 6.52503E-005, -8.13019E-005
10, 2700.00000, 0.273621, 0.170165, 0.385071, 0.238036, 0.829823, 0.512953, 9.69638E-005, -0.000108163
11, 0.00000, 0.356095, 0.221797, 0.463252, 0.286117, 1.1335, 0.699968, 0.000210971, -0.000201781
11, 900.00000, 0.361512, 0.225225, 0.455129, 0.281076, 1.1715, 0.723336, 0.000241576, -0.000216722
