hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
0, 900.00000, 0.133282, 0.0824633, 0.133142, 0.0825912, 9.53129E-005, 8.13684E-005
0, 1800.00000, 0.122597, 0.0758635, 0.122479, 0.0759695, 7.93389E-005, 6.84522E-005
0, 2700.00000, 0.114345, 0.0707639, 0.114242, 0.0708568, 6.9607E-005, 5.94638E-005
1, 0.00000, 0.10293, 0.0637092, 0.102847, 0.063782, 5.47275E-005, 4.79807E-005
1, 900.00000, 0.102312, 0.0633285, 0.102228, 0.0633942, 5.06665E-005, 4.81057E-005
1, 1800.00000, 0.0940177, 0.0581978, 0.0939506, 0.0582657, 4.96364E-005, 3.92416E-005
1, 2700.00000, 0.0909541, 0.0563072, 0.0908869, 0.0563533, 3.67845E-005, 3.81588E-005
2, 0.00000, 0.0870985, 0.0539205, 0.0870401, 0.0539737, 3.96917E-005, 3.39594E-005
2, 900.00000, 0.0901, 0.0557778, 0.0900349, 0.0558278, 3.87588E-005, 3.72717E-005
2, 1800.00000, 0.0904053, 0.0559685, 0.0903382, 0.0560102, 3.39605E-005, 3.83248E-005
2, 2700.00000, 0.0877767, 0.054342, 0.0877146, 0.0543849, 3.38683E-005, 3.59759E-005
3, 0.00000, 0.0818279, 0.0506612, 0.0817761, 0.0507064, 3.39694E-005, 3.0122E-005
3, 900.00000, 0.0834096, 0.0516409, 0.0833537, 0.0516809, 3.15187E-005, 3.19549E-005
3, 1800.00000, 0.0845804, 0.0523641, 0.0845236, 0.0524089, 3.44476E-005, 3.26927E-005
3, 2700.00000, 0.0836955, 0.0518188, 0.0836384, 0.0518542, 2.88907E-005, 3.26073E-005
4, 0.00000, 0.0816033, 0.0505259, 0.0815485, 0.0505546, 2.45193E-005, 3.13148E-005
4, 900.00000, 0.0792736, 0.0490825, 0.0792251, 0.0491213, 2.97276E-005, 2.81797E-005
4, 1800.00000, 0.0784018, 0.0485431, 0.0783543, 0.0485816, 2.948E-005, 2.76627E-005
4, 2700.00000, 0.0783702, 0.0485235, 0.0783213, 0.04856, 2.85394E-005, 2.76786E-005
5, 0.00000, 0.101688, 0.0629431, 0.101605, 0.0630067, 4.92128E-005, 4.79326E-005
5, 900.00000, 0.131766, 0.0815346, 0.131621, 0.0816231, 7.22351E-005, 8.30385E-005
5, 1800.00000, 0.197233, 0.121936, 0.196915, 0.122191, 0.000193709, 0.000185213
5, 2700.00000, 0.255405, 0.157752, 0.254899, 0.158338, 0.000418805, 0.000295923
6, 0.00000, 0.135549, 0.0838336, 0.135436, 0.0841164, 0.000187709, 6.70194E-005
6, 900.00000, 0.135443, 0.0837561, 0.13535, 0.0841032, 0.000223447, 5.98096E-005
6, 1800.00000, 0.123625, 0.0764873, 0.123514, 0.0766464, 0.000111143, 6.46997E-005
6, 2700.00000, 0.123955, 0.0767027, 0.123827, 0.0768025, 7.79394E-005, 7.13911E-005
7, 0.00000, 0.110178, 0.0681846, 0.11009, 0.0682925, 7.62387E-005, 5.28735E-005
7, 900.00000, 0.122677, 0.0758945, 0.122583, 0.0760954, 0.000133277, 5.84592E-005
7, 1800.00000, 0.0978884, 0.0605738, 0.0978357, 0.0607365, 0.000106642, 3.15812E-005
7, 2700.00000, 0.0976174, 0.0604164, 0.0975435, 0.0605157, 7.11995E-005, 3.92609E-005
8, 0.00000, 0.119439, 0.0739225, 0.119314, 0.0739745, 4.91915E-005, 6.87504E-005
8, 900.00000, 0.125754, 0.0778229, 0.125623, 0.0778932, 5.93626E-005, 7.6044E-005
8, 1800.00000, 0.107195, 0.0663493, 0.107104, 0.0664139, 5.04704E-005, 5.36795E-005
8, 2700.00000, 0.119156, 0.0737396, 0.119044, 0.0738316, 7.02699E-005, 6.51216E-005
9, 0.00000, 0.135341, 0.08375, 0.135189, 0.0838245, 6.56718E-005, 8.71873E-005
9, 900.00000, 0.117439, 0.0726826, 0.117331, 0.0727583, 5.95717E-005, 6.35315E-005
9, 1800.00000, 0.126797, 0.0784604, 0.126676, 0.0785738, 8.40473E-005, 7.20348E-005
9, 2700.00000, 0.148076, 0.0916293, 0.147881, 0.0916631, 4.79392E-005, 0.000109366
10, 0.00000, 0.132121, 0.081761, 0.131975, 0.0818241, 5.64973E-005, 8.53973E-005
10, 900.00000, 0.128051, 0.0792541, 0.127916, 0.0792928, 4.18413E-005, 7.84795E-005
10, 1800.00000, 0.120165, 0.0743643, 0.120058, 0.074462, 7.23503E-005, 6.40799E-005
10, 2700.00000, 0.142091, 0.0879146, 0.141934, 0.0880316, 9.20746E-005, 9.09203E-005
11, 0.00000, 0.20191, 0.124832, 0.201581, 0.125071, 0.000186997, 0.000192006
11, 900.00000, 0.211762, 0.130912, 0.21139, 0.131145, 0.000189332, 0.000215596
11, 1800.00000, 0.176931, 0.109425, 0.176679, 0.109598, 0.000137621, 0.000147362
11, 2700.00000, 0.147012, 0.0909322, 0.146863, 0.0911494, 0.000148938, 9.21994E-005
12, 0.00000, 0.140298, 0.0867971, 0.140144, 0.0869461, 0.000111762, 8.71339E-005
12, 900.00000, 0.162094, 0.100249, 0.161897, 0.100467, 0.000156887, 0.000116552
12, 1800.00000, 0.136236, 0.0842794, 0.136099, 0.0844573, 0.000125643, 7.96286E-005
12, 2700.00000, 0.125683, 0.0777663, 0.125561, 0.0778964, 9.5369E-005, 6.95595E-005
13, 0.00000, 0.132892, 0.082224, 0.132753, 0.082349, 9.40471E-005, 7.96439E-005
13, 900.00000, 0.118194, 0.0731392, 0.118097, 0.0732681, 9.04458E-005, 5.8718E-005
13, 1800.00000, 0.1375, 0.0850746, 0.137359, 0.08521, 0.000101766, 8.11099E-005
13, 2700.00000, 0.121999, 0.07549, 0.121894, 0.0756271, 9.70084E-005, 6.21501E-005
14, 0.00000, 0.12937, 0.0800494, 0.129244, 0.0801747, 9.29891E-005, 7.22947E-005
14, 900.00000, 0.124345, 0.0769412, 0.124232, 0.0770713, 9.37705E-005, 6.62626E-005
14, 1800.00000, 0.123763, 0.0765754, 0.123657, 0.0767337, 0.000109633, 6.28846E-005
14, 2700.00000, 0.127431, 0.0788445, 0.127311, 0.0789921, 0.000105851, 6.86146E-005
15, 0.00000, 0.128628, 0.0795892, 0.128502, 0.0797155, 9.36488E-005, 7.22326E-005
15, 900.00000, 0.137303, 0.084958, 0.137153, 0.0850597, 8.21027E-005, 8.5922E-005
15, 1800.00000, 0.14059, 0.0869782, 0.140442, 0.0871291, 0.000110189, 8.7477E-005
15, 2700.00000, 0.147886, 0.0914884, 0.147709, 0.0916223, 0.000104551, 0.000101859
16, 0.00000, 0.142237, 0.0879926, 0.142085, 0.088154, 0.000116643, 9.01241E-005
16, 900.00000, 0.157058, 0.0971415, 0.15687, 0.0973423, 0.000145599, 0.000110215
16, 1800.00000, 0.169476, 0.104809, 0.169252, 0.105024, 0.000159075, 0.000130536
16, 2700.00000, 0.146506, 0.090625, 0.146355, 0.0908279, 0.00014277, 8.92499E-005
17, 0.00000, 0.195835, 0.121074, 0.195539, 0.121358, 0.000211817, 0.000171574
17, 900.00000, 0.257979, 0.159411, 0.257397, 0.159674, 0.000238045, 0.000331032
17, 1800.00000, 0.361746, 0.22331, 0.360582, 0.223621, 0.000336975, 0.000678232
17, 2700.00000, 0.429242, 0.26474, 0.42763, 0.265353, 0.000575617, 0.000940529
18, 0.00000, 0.521747, 0.321434, 0.519267, 0.322237, 0.000792659, 0.00144474
18, 900.00000, 0.495502, 0.305251, 0.493377, 0.306456, 0.000972971, 0.00126105
18, 1800.00000, 0.443941, 0.273657, 0.442269, 0.274711, 0.0008362, 0.00098434
18, 2700.00000, 0.449857, 0.277236, 0.448176, 0.278521, 0.000979933, 0.000990694
19, 0.00000, 0.409245, 0.252367, 0.407877, 0.253403, 0.00079892, 0.000798948
19, 900.00000, 0.398726, 0.24589, 0.397439, 0.246966, 0.000811202, 0.00075474
