hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
19, 1800.00000, 0.395735, 0.244052, 0.394461, 0.245109, 0.000800125, 0.000744006
19, 2700.00000, 0.396203, 0.244388, 0.394872, 0.245224, 0.000679816, 0.000766798
20, 0.00000, 0.377238, 0.232727, 0.376063, 0.233566, 0.000654033, 0.000687849
20, 900.00000, 0.402306, 0.248155, 0.400907, 0.248893, 0.000627996, 0.000807153
20, 1800.00000, 0.381942, 0.235643, 0.380715, 0.236376, 0.000596481, 0.000718277
20, 2700.00000, 0.346454, 0.213836, 0.345452, 0.214457, 0.000502191, 0.000585448
21, 0.00000, 0.339772, 0.20971, 0.338813, 0.210376, 0.000522097, 0.000561308
21, 900.00000, 0.313074, 0.193303, 0.312271, 0.193859, 0.000437795, 0.000469763
21, 1800.00000, 0.303944, 0.187714, 0.303183, 0.188151, 0.000365146, 0.000441117
21, 2700.00000, 0.292286, 0.180514, 0.291599, 0.181015, 0.000388886, 0.00040415
22, 0.00000, 0.275411, 0.170118, 0.274801, 0.170593, 0.000364827, 0.000357258
22, 900.00000, 0.260635, 0.161, 0.260113, 0.161522, 0.000381282, 0.000308916
22, 1800.00000, 0.238589, 0.147428, 0.238142, 0.147841, 0.000307547, 0.000260281
22, 2700.00000, 0.237265, 0.146627, 0.236807, 0.146965, 0.000265136, 0.000264541
23, 0.00000, 0.196499, 0.121483, 0.196197, 0.121762, 0.000207098, 0.00017773
23, 900.00000, 0.192582, 0.119062, 0.192291, 0.119346, 0.000209356, 0.00016987
23, 1800.00000, 0.181399, 0.112158, 0.181147, 0.112437, 0.00020052, 0.000148186
23, 2700.00000, 0.167848, 0.103802, 0.167627, 0.104022, 0.000162138, 0.000127611
24, 0.00000, 0.133288, 0.0824672, 0.133147, 0.0825945, 9.53336E-005, 8.13932E-005
