hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 900.00000, 126.178, -30.2208, 126.679, -150.097, 126.274, 89.9088, 0.132373, -142.908, 2.59244, -61.9405, 1.2827, 178.105, 0.304977, 58.0874, 1.89923, 95.7094
0, 1800.00000, 126.2, -30.2114, 126.66, -150.099, 126.292, 89.908, 0.121334, -143.05, 2.47912, -61.9362, 1.27477, 178.105, 0.340332, 58.0892, 1.77436, 95.0029
0, 2700.00000, 126.288, -30.1912, 126.715, -150.086, 126.371, 89.9195, 0.113065, -142.943, 2.26953, -61.9204, 1.15386, 178.118, 0.298, 58.1048, 1.63553, 95.244
1, 0.00000, 126.279, -30.1866, 126.667, -150.093, 126.362, 89.9141, 0.101595, -143.253, 2.15681, -61.9211, 1.14148, 178.113, 0.328633, 58.1021, 1.51613, 94.4281
1, 900.00000, 126.315, -30.1791, 126.683, -150.088, 126.38, 89.9159, 0.098447, -141.491, 2.03015, -61.9149, 1.08647, 178.118, 0.321469, 58.1059, 1.41208, 94.278
1, 1800.00000, 126.32, -30.1752, 126.695, -150.088, 126.414, 89.9227, 0.0959655, -145.367, 2.07121, -61.9132, 1.06853, 178.12, 0.287396, 58.113, 1.48547, 94.8594
1, 2700.00000, 126.345, -30.1673, 126.663, -150.088, 126.399, 89.9145, 0.0855819, -140.46, 1.84743, -61.9091, 1.04516, 178.118, 0.349677, 58.1083, 1.23407, 93.0679
2, 0.00000, 126.362, -30.1636, 126.695, -150.085, 126.439, 89.9234, 0.0865864, -144.027, 1.89949, -61.9057, 1.02035, 178.123, 0.304433, 58.1168, 1.32397, 94.1051
2, 900.00000, 126.367, -30.1632, 126.694, -150.083, 126.428, 89.9212, 0.0867632, -141.667, 1.8139, -61.905, 0.975001, 178.124, 0.291342, 58.1159, 1.25871, 94.169
2, 1800.00000, 126.388, -30.1588, 126.688, -150.081, 126.425, 89.9182, 0.0831443, -138.534, 1.71244, -61.9018, 0.969726, 178.125, 0.325013, 58.1141, 1.1387, 93.1287
2, 2700.00000, 126.385, -30.158, 126.692, -150.081, 126.433, 89.9205, 0.0825693, -139.93, 1.68416, -61.9017, 0.91482, 178.126, 0.280133, 58.1176, 1.15679, 94.0012
3, 0.00000, 126.39, -30.1554, 126.7, -150.082, 126.461, 89.9253, 0.0806791, -143.552, 1.76992, -61.9004, 0.957693, 178.126, 0.290612, 58.1214, 1.22676, 93.9655
3, 900.00000, 126.385, -30.1564, 126.682, -150.083, 126.44, 89.9203, 0.0791981, -141.11, 1.71732, -61.9016, 0.961627, 178.124, 0.314851, 58.1169, 1.15726, 93.2833
3, 1800.00000, 126.398, -30.1549, 126.707, -150.079, 126.458, 89.925, 0.0817396, -142.024, 1.729, -61.8993, 0.933063, 178.128, 0.281372, 58.1215, 1.19738, 94.0782
3, 2700.00000, 126.401, -30.1532, 126.681, -150.082, 126.441, 89.9189, 0.0769934, -138.97, 1.65607, -61.8991, 0.961307, 178.125, 0.338092, 58.1162, 1.08229, 92.498
4, 0.00000, 126.417, -30.1489, 126.673, -150.081, 126.443, 89.9168, 0.0726721, -136.829, 1.58541, -61.8964, 0.968316, 178.125, 0.37237, 58.1154, 0.991168, 91.1988
4, 900.00000, 126.426, -30.1478, 126.707, -150.08, 126.482, 89.9256, 0.0754823, -142.015, 1.73876, -61.8946, 1.01655, 178.129, 0.362298, 58.1218, 1.13617, 92.2518
4, 1800.00000, 126.366, -30.1577, 126.66, -150.089, 126.434, 89.9188, 0.0763434, -143.205, 1.75594, -61.9044, 0.991892, 178.12, 0.330668, 58.1152, 1.18026, 92.9983
4, 2700.00000, 126.422, -30.1478, 126.7, -150.08, 126.477, 89.9247, 0.074477, -141.809, 1.7022, -61.8951, 0.991232, 178.128, 0.350666, 58.1215, 1.11533, 92.3534
5, 0.00000, 126.356, -30.1711, 126.715, -150.08, 126.412, 89.9213, 0.0971142, -140.712, 1.91491, -61.908, 1.00344, 178.125, 0.281443, 58.1134, 1.34841, 94.7559
