hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.150936, 0.0933761, 0.0176221, 0.0109201, 0.150776, 0.0935225, 0.000110917, 9.44801E-005
0, 1800.00000, 0.140828, 0.0871357, 0.0182033, 0.0112802, 0.140691, 0.0872591, 9.25338E-005, 7.95232E-005
0, 2700.00000, 0.133926, 0.0828734, 0.0195573, 0.0121192, 0.133805, 0.0829842, 8.11373E-005, 6.90837E-005
1, 0.00000, 0.120632, 0.0746592, 0.0176835, 0.0109576, 0.120535, 0.0747462, 6.40203E-005, 5.5755E-005
1, 900.00000, 0.119243, 0.0738012, 0.016911, 0.0104792, 0.119145, 0.0738792, 5.97451E-005, 5.57409E-005
1, 1800.00000, 0.111479, 0.0689998, 0.0174464, 0.0108098, 0.111399, 0.0690818, 5.75151E-005, 4.57704E-005
1, 2700.00000, 0.108204, 0.0669797, 0.0172328, 0.0106788, 0.108124, 0.067036, 4.39022E-005, 4.41459E-005
2, 0.00000, 0.104109, 0.0644449, 0.0169967, 0.0105314, 0.104039, 0.0645099, 4.63766E-005, 3.95207E-005
2, 900.00000, 0.107349, 0.0664497, 0.0172334, 0.0106788, 0.107271, 0.0665108, 4.58133E-005, 4.31775E-005
2, 1800.00000, 0.107741, 0.0666947, 0.0173187, 0.0107324, 0.107661, 0.0667458, 4.09397E-005, 4.4206E-005
2, 2700.00000, 0.105154, 0.0650943, 0.017362, 0.0107589, 0.10508, 0.0651472, 4.05007E-005, 4.15425E-005
3, 0.00000, 0.0995002, 0.0615966, 0.0176601, 0.0109427, 0.0994372, 0.0616531, 3.98607E-005, 3.50127E-005
3, 900.00000, 0.101277, 0.0626971, 0.0178535, 0.0110632, 0.101209, 0.0627473, 3.75424E-005, 3.69906E-005
3, 1800.00000, 0.10303, 0.0637805, 0.0184363, 0.0114242, 0.102961, 0.0638368, 4.06985E-005, 3.78946E-005
