hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.221736, 0.137465, -0.000173087, -0.000152607
0, 1800.00000, 0.203952, 0.126441, -0.000143678, -0.000132564
0, 2700.00000, 0.190218, 0.117922, -0.00012578, -0.000113452
1, 0.00000, 0.171222, 0.106148, -9.91851E-005, -9.58707E-005
1, 900.00000, 0.170189, 0.105503, -9.99249E-005, -9.1308E-005
1, 1800.00000, 0.156396, 0.0969579, -8.11435E-005, -8.26251E-005
1, 2700.00000, 0.151288, 0.0937846, -7.76367E-005, -7.35418E-005
2, 0.00000, 0.144879, 0.0898157, -6.95263E-005, -7.04746E-005
2, 900.00000, 0.14987, 0.0929052, -7.67839E-005, -7.17056E-005
2, 1800.00000, 0.150374, 0.0932138, -7.86677E-005, -6.93884E-005
2, 2700.00000, 0.146004, 0.0905055, -7.39961E-005, -6.6205E-005
3, 0.00000, 0.136109, 0.0843772, -6.14302E-005, -6.19834E-005
3, 900.00000, 0.138737, 0.0860037, -6.48773E-005, -6.24805E-005
3, 1800.00000, 0.140687, 0.0872124, -6.71749E-005, -6.37973E-005
3, 2700.00000, 0.139211, 0.086295, -6.61167E-005, -6.12309E-005
4, 0.00000, 0.135727, 0.0841345, -6.29495E-005, -5.75047E-005
4, 900.00000, 0.131857, 0.0817411, -5.69315E-005, -5.82671E-005
4, 1800.00000, 0.130409, 0.0808443, -5.52236E-005, -5.85266E-005
4, 2700.00000, 0.130352, 0.0808069, -5.58634E-005, -5.67332E-005
5, 0.00000, 0.169153, 0.104856, -0.000100719, -8.70762E-005
5, 900.00000, 0.219194, 0.13587, -0.000176247, -0.000135213
5, 1800.00000, 0.328195, 0.203441, -0.000406658, -0.000296416
5, 2700.00000, 0.425137, 0.263634, -0.000654314, -0.000562916
6, 0.00000, 0.22556, 0.139955, -0.000131274, -0.000246524
6, 900.00000, 0.225419, 0.139908, -0.000114822, -0.000275638
6, 1800.00000, 0.205679, 0.127551, -0.000131984, -0.000164342
6, 2700.00000, 0.206197, 0.127838, -0.000146466, -0.000140128
7, 0.00000, 0.183292, 0.113658, -0.000105074, -0.000128508
7, 900.00000, 0.204124, 0.126615, -0.000118136, -0.000181558
7, 1800.00000, 0.162867, 0.101038, -6.0113E-005, -0.000139252
7, 2700.00000, 0.162385, 0.100693, -7.93952E-005, -0.00010658
8, 0.00000, 0.198666, 0.123146, -0.00014347, -0.000115027
8, 900.00000, 0.209188, 0.129667, -0.00016211, -0.000124164
8, 1800.00000, 0.178319, 0.110539, -0.000114184, -9.75662E-005
8, 2700.00000, 0.198223, 0.12288, -0.00014165, -0.000119128
9, 0.00000, 0.225136, 0.139554, -0.000186185, -0.000143919
9, 900.00000, 0.195361, 0.121108, -0.000134849, -0.000117674
9, 1800.00000, 0.210946, 0.130783, -0.000153581, -0.000145588
9, 2700.00000, 0.246294, 0.152659, -0.000227094, -0.000163697
10, 0.00000, 0.219779, 0.136226, -0.000182511, -0.000131165
10, 900.00000, 0.212988, 0.132034, -0.000159729, -0.000135826
10, 1800.00000, 0.199903, 0.123941, -0.000134705, -0.000134028
10, 2700.00000, 0.236376, 0.146556, -0.000190675, -0.000181653
11, 0.00000, 0.335961, 0.208285, -0.000415249, -0.000332182
11, 900.00000, 0.352348, 0.218429, -0.0004654, -0.000352209
