hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.921, 89.9327, 0.0266304, -46.1724, 0.612903, 58.1528, 0.612903, -121.847
0, 1800.00000, 125.961, 89.9307, 0.0238937, -42.598, 0.683803, 58.1503, 0.683803, -121.85
0, 2700.00000, 126.06, 89.9407, 0.0224293, -43.8322, 0.598636, 58.1597, 0.598636, -121.84
1, 0.00000, 126.083, 89.9333, 0.0197296, -39.3535, 0.659974, 58.152, 0.659974, -121.848
1, 900.00000, 126.109, 89.9348, 0.0178425, -42.2286, 0.645555, 58.1525, 0.645555, -121.848
1, 1800.00000, 126.157, 89.9402, 0.0203396, -37.6781, 0.577045, 58.159, 0.577045, -121.841
1, 2700.00000, 126.157, 89.9317, 0.0142121, -37.8303, 0.702004, 58.1486, 0.702004, -121.851
2, 0.00000, 126.2, 89.9399, 0.017155, -36.1617, 0.611146, 58.1577, 0.611146, -121.842
2, 900.00000, 126.194, 89.9375, 0.0157028, -41.3451, 0.58486, 58.1545, 0.58486, -121.845
2, 1800.00000, 126.192, 89.9348, 0.012719, -43.2554, 0.652453, 58.1507, 0.652453, -121.849
2, 2700.00000, 126.215, 89.9357, 0.013823, -44.6701, 0.562289, 58.1519, 0.562289, -121.848
3, 0.00000, 126.24, 89.9406, 0.015617, -36.3507, 0.583307, 58.1579, 0.583307, -121.842
3, 900.00000, 126.221, 89.9357, 0.0135926, -37.6339, 0.631959, 58.1524, 0.631959, -121.848
3, 1800.00000, 126.237, 89.9404, 0.0149625, -40.0714, 0.564776, 58.1572, 0.564776, -121.843
3, 2700.00000, 126.22, 89.9346, 0.0117205, -38.0885, 0.678616, 58.1506, 0.678616, -121.849
4, 0.00000, 126.225, 89.9327, 0.00946593, -35.2991, 0.747395, 58.1479, 0.747395, -121.852
4, 900.00000, 126.249, 89.9423, 0.0133727, -29.2868, 0.727244, 58.1591, 0.727244, -121.841
4, 1800.00000, 126.223, 89.9337, 0.0142093, -31.6068, 0.663648, 58.1509, 0.663648, -121.849
4, 2700.00000, 126.253, 89.9407, 0.0130577, -30.4242, 0.703847, 58.1574, 0.703847, -121.843
5, 0.00000, 126.149, 89.9395, 0.0174658, -46.4686, 0.565143, 58.1567, 0.565143, -121.843
5, 900.00000, 125.959, 89.9296, 0.0182629, -54.8568, 0.728623, 58.1462, 0.728623, -121.854
5, 1800.00000, 125.625, 89.9345, 0.0357122, -58.3552, 0.585948, 58.1547, 0.585948, -121.845
5, 2700.00000, 125.167, 89.9345, 0.0624994, -47.5737, 0.683092, 58.1655, 0.683092, -121.835
6, 0.00000, 125.48, 89.8955, 0.0644572, -28.5684, 0.652986, 58.133, 0.652986, -121.867
6, 900.00000, 125.377, 89.895, 0.0790731, -26.3047, 0.67046, 58.1387, 0.67046, -121.861
6, 1800.00000, 125.777, 89.9052, 0.0395383, -36.7967, 0.476429, 58.1313, 0.476429, -121.869
6, 2700.00000, 125.841, 89.8989, 0.0255478, -46.144, 0.552536, 58.1189, 0.552536, -121.881
7, 0.00000, 125.847, 89.898, 0.0301951, -35.3249, 0.608428, 58.1208, 0.608428, -121.879
7, 900.00000, 125.726, 89.9128, 0.0493972, -31.0036, 0.57353, 58.1434, 0.57353, -121.857
7, 1800.00000, 125.826, 89.9231, 0.0525791, -23.358, 0.735595, 58.1565, 0.735595, -121.843
7, 2700.00000, 125.98, 89.9159, 0.0336527, -34.0148, 0.43999, 58.1407, 0.43999, -121.859
8, 0.00000, 125.88, 89.8943, 0.0154347, -49.4574, 0.845417, 58.1111, 0.845417, -121.889
8, 900.00000, 125.879, 89.8983, 0.018812, -53.6994, 0.708029, 58.115, 0.708029, -121.885
8, 1800.00000, 125.973, 89.8998, 0.0211235, -47.4009, 0.535191, 58.1179, 0.535191, -121.882
8, 2700.00000, 125.95, 89.9136, 0.025361, -46.5666, 0.539772, 58.1331, 0.539772, -121.867
9, 0.00000, 125.786, 89.897, 0.017403, -45.7046, 1.04827, 58.1145, 1.04827, -121.886
9, 900.00000, 125.895, 89.9047, 0.0203421, -39.4811, 0.872274, 58.1233, 0.872274, -121.877
