hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.157848, 0.0977626, 3.1742E-008, -1.14803E-006, 1.05037E-007, -1.07156E-006, 6.49016E-006, 4.35336E-005
0, 1800.00000, 0.150974, 0.0935085, 3.17181E-008, -1.14789E-006, 1.04989E-007, -1.07217E-006, 5.93653E-006, 3.87088E-005
0, 2700.00000, 0.138309, 0.0856682, 3.17565E-008, -1.14907E-006, 1.05057E-007, -1.07376E-006, 4.83219E-006, 3.27308E-005
1, 0.00000, 0.131429, 0.0814097, 3.17112E-008, -1.14858E-006, 1.04984E-007, -1.07408E-006, 4.64932E-006, 2.86373E-005
1, 900.00000, 0.123746, 0.0766512, 3.17769E-008, -1.14899E-006, 1.04979E-007, -1.0745E-006, 3.99369E-006, 2.6779E-005
1, 1800.00000, 0.126255, 0.0782081, 3.16664E-008, -1.14924E-006, 1.05054E-007, -1.07521E-006, 4.44389E-006, 2.49609E-005
1, 2700.00000, 0.112634, 0.0697715, 3.17801E-008, -1.14895E-006, 1.0492E-007, -1.07525E-006, 3.33963E-006, 2.21195E-005
2, 0.00000, 0.115825, 0.0717492, 3.17065E-008, -1.14947E-006, 1.05017E-007, -1.07591E-006, 3.65393E-006, 2.14404E-005
2, 900.00000, 0.110611, 0.0685188, 3.17723E-008, -1.1496E-006, 1.04998E-007, -1.07582E-006, 3.3607E-006, 2.12502E-005
2, 1800.00000, 0.104438, 0.0646953, 3.18461E-008, -1.14956E-006, 1.04936E-007, -1.07582E-006, 2.80043E-006, 2.031E-005
2, 2700.00000, 0.102713, 0.0636274, 3.18145E-008, -1.1498E-006, 1.04979E-007, -1.07615E-006, 2.96924E-006, 1.93768E-005
3, 0.00000, 0.107949, 0.0668718, 3.17232E-008, -1.14979E-006, 1.05018E-007, -1.07653E-006, 3.24162E-006, 1.8879E-005
3, 900.00000, 0.104735, 0.0648808, 3.17714E-008, -1.14954E-006, 1.0496E-007, -1.07623E-006, 3.00202E-006, 1.88796E-005
3, 1800.00000, 0.105459, 0.0653291, 3.17684E-008, -1.14995E-006, 1.05015E-007, -1.07649E-006, 3.06293E-006, 1.90272E-005
3, 2700.00000, 0.101011, 0.0625736, 3.18192E-008, -1.14954E-006, 1.04923E-007, -1.07626E-006, 2.6389E-006, 1.83493E-005
4, 0.00000, 0.0967119, 0.0599109, 3.18538E-008, -1.14943E-006, 1.04874E-007, -1.07635E-006, 2.275E-006, 1.73014E-005
4, 900.00000, 0.106076, 0.065712, 3.17567E-008, -1.14969E-006, 1.04965E-007, -1.07672E-006, 2.66162E-006, 1.8013E-005
4, 1800.00000, 0.107074, 0.066331, 3.17036E-008, -1.14918E-006, 1.04948E-007, -1.07624E-006, 3.25978E-006, 1.83186E-005
4, 2700.00000, 0.103843, 0.0643291, 3.17583E-008, -1.1497E-006, 1.04962E-007, -1.07677E-006, 2.65884E-006, 1.75054E-005
5, 0.00000, 0.116758, 0.0723245, 3.18234E-008, -1.1497E-006, 1.05022E-007, -1.07515E-006, 3.53467E-006, 2.4891E-005
5, 900.00000, 0.13398, 0.0829816, 3.19767E-008, -1.14855E-006, 1.04909E-007, -1.07225E-006, 3.96081E-006, 3.69574E-005
5, 1800.00000, 0.194326, 0.120325, 3.20218E-008, -1.14775E-006, 1.05082E-007, -1.06712E-006, 8.14758E-006, 7.76269E-005
5, 2700.00000, 0.305332, 0.189001, 3.1565E-008, -1.14414E-006, 1.05271E-007, -1.0599E-006, 2.17967E-005, 0.000155899
6, 0.00000, 0.29062, 0.179969, 3.04321E-008, -1.14032E-006, 1.05166E-007, -1.06405E-006, 3.16351E-005, 8.37337E-005
6, 900.00000, 0.335698, 0.207873, 2.99929E-008, -1.13847E-006, 1.05284E-007, -1.06228E-006, 4.3051E-005, 9.54128E-005
6, 1800.00000, 0.196494, 0.121698, 3.11808E-008, -1.14477E-006, 1.05057E-007, -1.06895E-006, 1.43319E-005, 5.19598E-005
6, 2700.00000, 0.153963, 0.0953586, 3.15954E-008, -1.1459E-006, 1.04874E-007, -1.07009E-006, 8.49146E-006, 4.1647E-005
7, 0.00000, 0.169956, 0.105267, 3.13212E-008, -1.14491E-006, 1.04905E-007, -1.07008E-006, 1.08004E-005, 4.12866E-005
7, 900.00000, 0.230655, 0.142849, 3.0883E-008, -1.14375E-006, 1.05156E-007, -1.0681E-006, 1.89744E-005, 5.9366E-005
7, 1800.00000, 0.236639, 0.146569, 3.06432E-008, -1.14354E-006, 1.05193E-007, -1.06962E-006, 1.94671E-005, 4.8235E-005
7, 2700.00000, 0.164188, 0.101702, 3.12289E-008, -1.14638E-006, 1.05086E-007, -1.07214E-006, 1.03125E-005, 3.42576E-005
