hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 900.00000, 125.912, -30.2035, 126.596, -150.08, 125.953, 89.9299, 0.0299086, -160.285, 1.4746, -61.9753, 9.07196E-006, -61.6642, 8.54841E-006, 174.331, 1.47164, 118.195
0, 1800.00000, 125.952, -30.1952, 126.579, -150.083, 125.994, 89.9276, 0.0278309, -160.523, 1.40995, -61.9679, 9.07208E-006, -61.666, 8.55044E-006, 174.335, 1.40712, 118.196
0, 2700.00000, 126.055, -30.1758, 126.636, -150.071, 126.09, 89.938, 0.025687, -160.182, 1.29064, -61.9497, 9.07725E-006, -61.6543, 8.55651E-006, 174.35, 1.28803, 118.216
1, 0.00000, 126.073, -30.1732, 126.6, -150.08, 126.114, 89.9304, 0.0237061, -161.011, 1.22627, -61.9481, 9.07597E-006, -61.6616, 8.55733E-006, 174.348, 1.22383, 118.211
1, 900.00000, 126.122, -30.1664, 126.619, -150.075, 126.138, 89.932, 0.0235064, -160.253, 1.15414, -61.9415, 9.07785E-006, -61.6591, 8.55904E-006, 174.352, 1.15182, 118.23
1, 1800.00000, 126.12, -30.1623, 126.632, -150.076, 126.185, 89.9376, 0.0215725, -161.886, 1.17757, -61.9383, 9.07887E-006, -61.6543, 8.56153E-006, 174.357, 1.17526, 118.209
1, 2700.00000, 126.181, -30.1564, 126.606, -150.077, 126.187, 89.9287, 0.021347, -160.348, 1.05003, -61.9326, 9.07852E-006, -61.6615, 8.56159E-006, 174.356, 1.04793, 118.238
2, 0.00000, 126.183, -30.1519, 126.636, -150.074, 126.228, 89.9372, 0.0201829, -161.449, 1.07976, -61.9286, 9.08039E-006, -61.6536, 8.56405E-006, 174.362, 1.07762, 118.223
2, 900.00000, 126.202, -30.1524, 126.643, -150.072, 126.22, 89.9349, 0.0209088, -160.746, 1.03099, -61.929, 9.08094E-006, -61.6552, 8.56387E-006, 174.361, 1.02896, 118.241
2, 1800.00000, 126.236, -30.1487, 126.636, -150.07, 126.219, 89.932, 0.0211092, -159.59, 0.973203, -61.9252, 9.08109E-006, -61.6572, 8.56388E-006, 174.361, 0.971244, 118.261
2, 2700.00000, 126.239, -30.1486, 126.65, -150.071, 126.24, 89.9333, 0.0205217, -160.455, 0.957101, -61.9255, 9.08201E-006, -61.6559, 8.56511E-006, 174.362, 0.955228, 118.257
3, 0.00000, 126.229, -30.1449, 126.649, -150.072, 126.266, 89.9381, 0.0190789, -161.511, 1.00598, -61.9222, 9.08202E-006, -61.652, 8.56637E-006, 174.366, 1.004, 118.232
3, 900.00000, 126.235, -30.1465, 126.633, -150.073, 126.247, 89.9331, 0.019626, -160.791, 0.975984, -61.9237, 9.08117E-006, -61.6565, 8.56525E-006, 174.363, 0.974058, 118.244
3, 1800.00000, 126.241, -30.1447, 126.658, -150.069, 126.262, 89.9379, 0.0196505, -160.9, 0.982683, -61.9219, 9.0826E-006, -61.6518, 8.56633E-006, 174.366, 0.980747, 118.244
3, 2700.00000, 126.257, -30.1435, 126.63, -150.072, 126.248, 89.9318, 0.0197378, -159.927, 0.941109, -61.9207, 9.08138E-006, -61.6572, 8.56535E-006, 174.364, 0.939219, 118.257
4, 0.00000, 126.283, -30.1396, 126.62, -150.071, 126.254, 89.9296, 0.0194101, -159.223, 0.900877, -61.9169, 9.08129E-006, -61.6588, 8.56564E-006, 174.365, 0.899037, 118.268
