hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.157824, 0.0977522, -1.11797E-006, 3.34594E-005
0, 1800.00000, 0.150951, 0.0934991, -1.02066E-006, 2.94989E-005
0, 2700.00000, 0.138291, 0.0856605, -9.96743E-007, 2.5014E-005
1, 0.00000, 0.131412, 0.0814028, -6.1443E-007, 2.16703E-005
1, 900.00000, 0.123731, 0.0766452, -6.66779E-007, 2.06077E-005
1, 1800.00000, 0.12624, 0.0782017, -4.1248E-007, 1.85359E-005
1, 2700.00000, 0.112622, 0.0697667, -5.18072E-007, 1.70112E-005
2, 0.00000, 0.115812, 0.0717441, -4.28355E-007, 1.60387E-005
2, 900.00000, 0.110599, 0.0685142, -3.58745E-007, 1.63251E-005
2, 1800.00000, 0.104428, 0.0646913, -5.11427E-007, 1.59219E-005
2, 2700.00000, 0.102703, 0.0636235, -2.34723E-007, 1.51318E-005
3, 0.00000, 0.107937, 0.0668674, -3.01562E-007, 1.41899E-005
3, 900.00000, 0.104725, 0.0648768, -3.3133E-007, 1.4466E-005
3, 1800.00000, 0.105448, 0.0653251, -3.16527E-007, 1.45528E-005
3, 2700.00000, 0.101001, 0.06257, -4.5909E-007, 1.42459E-005
4, 0.00000, 0.0967029, 0.0599076, -5.62843E-007, 1.35417E-005
4, 900.00000, 0.106065, 0.0657078, -7.57522E-007, 1.34892E-005
4, 1800.00000, 0.107063, 0.0663268, -2.27476E-007, 1.3704E-005
4, 2700.00000, 0.103833, 0.0643251, -6.17515E-007, 1.31698E-005
5, 0.00000, 0.116745, 0.0723193, -6.09585E-007, 1.94011E-005
5, 900.00000, 0.133962, 0.0829744, -1.49885E-006, 2.97172E-005
5, 1800.00000, 0.194289, 0.120309, -3.39988E-006, 6.23149E-005
5, 2700.00000, 0.305239, 0.188958, -7.05739E-006, 0.000117715
6, 0.00000, 0.290535, 0.179931, 5.35415E-006, 4.90607E-005
6, 900.00000, 0.335585, 0.207821, 7.80597E-006, 4.89474E-005
6, 1800.00000, 0.196456, 0.121681, 2.44675E-006, 3.62502E-005
6, 2700.00000, 0.153939, 0.0953487, 1.23667E-006, 3.20375E-005
7, 0.00000, 0.169927, 0.105255, 1.93233E-006, 2.95596E-005
7, 900.00000, 0.230602, 0.142826, 2.53782E-006, 3.76673E-005
7, 1800.00000, 0.236584, 0.146544, 2.14997E-006, 2.54041E-005
7, 2700.00000, 0.164162, 0.10169, 2.03875E-006, 2.33251E-005
8, 0.00000, 0.124056, 0.0768415, -1.06412E-007, 2.5922E-005
8, 900.00000, 0.12543, 0.077692, 4.15301E-008, 2.71868E-005
8, 1800.00000, 0.119598, 0.0740852, 9.62843E-007, 2.15502E-005
8, 2700.00000, 0.133879, 0.0829277, 2.72075E-007, 2.56003E-005
9, 0.00000, 0.13835, 0.0856902, -1.36729E-006, 3.16898E-005
9, 900.00000, 0.136094, 0.0842991, -5.22855E-007, 2.61446E-005
9, 1800.00000, 0.160199, 0.0992255, -4.18408E-008, 3.19819E-005
9, 2700.00000, 0.136333, 0.0844352, -1.76044E-006, 3.69001E-005
10, 0.00000, 0.1222, 0.0756894, -1.32169E-007, 2.84373E-005
10, 900.00000, 0.14203, 0.0879693, -2.3139E-006, 3.19339E-005
10, 1800.00000, 0.158587, 0.0982287, -7.16828E-007, 2.98803E-005
10, 2700.00000, 0.181043, 0.112126, -2.80207E-006, 4.08105E-005
11, 0.00000, 0.217769, 0.134841, -3.41692E-006, 7.20687E-005
11, 900.00000, 0.21396, 0.132478, -3.3666E-006, 7.6265E-005
11, 1800.00000, 0.198684, 0.123036, -3.1058E-006, 5.82173E-005
11, 2700.00000, 0.221754, 0.137336, 1.06306E-006, 4.81728E-005
12, 0.00000, 0.191024, 0.118309, -1.10587E-006, 4.14427E-005
12, 900.00000, 0.220734, 0.136695, -8.92147E-007, 5.51994E-005
12, 1800.00000, 0.19902, 0.123264, 4.7453E-007, 4.00953E-005
12, 2700.00000, 0.169391, 0.104919, -1.68364E-008, 3.25372E-005
13, 0.00000, 0.161934, 0.100298, -6.69348E-007, 3.36888E-005
13, 900.00000, 0.178739, 0.110711, 1.45793E-007, 3.08017E-005
13, 1800.00000, 0.201842, 0.125007, -3.66187E-006, 4.15055E-005
13, 2700.00000, 0.183988, 0.113961, -7.57998E-007, 3.21272E-005
14, 0.00000, 0.185516, 0.114902, -1.57129E-006, 3.6279E-005
14, 900.00000, 0.179174, 0.110978, -3.55114E-007, 3.31864E-005
14, 1800.00000, 0.194578, 0.120518, 4.12481E-007, 3.37612E-005
14, 2700.00000, 0.184307, 0.114157, -3.03207E-007, 3.39336E-005
15, 0.00000, 0.17326, 0.107314, -8.57113E-007, 3.37367E-005
15, 900.00000, 0.16815, 0.104144, -2.1381E-006, 3.7223E-005
15, 1800.00000, 0.18215, 0.112814, -1.11628E-006, 3.92248E-005
15, 2700.00000, 0.157915, 0.0978048, -5.71315E-007, 3.78362E-005
16, 0.00000, 0.178314, 0.110439, -2.05604E-008, 3.90083E-005
16, 900.00000, 0.193662, 0.119938, 1.1076E-007, 4.66651E-005
16, 1800.00000, 0.200584, 0.124218, -3.94564E-007, 5.33258E-005
16, 2700.00000, 0.223621, 0.138492, -2.71398E-006, 4.617E-005
17, 0.00000, 0.248374, 0.153789, -5.19979E-006, 7.44182E-005
17, 900.00000, 0.216167, 0.133822, -6.71062E-006, 9.63942E-005
17, 1800.00000, 0.27357, 0.169279, -2.04317E-005, 0.000179332
17, 2700.00000, 0.380499, 0.235358, -4.0992E-005, 0.000288399
18, 0.00000, 0.378523, 0.23406, -4.09451E-005, 0.000362123
18, 900.00000, 0.417778, 0.258359, -3.50193E-005, 0.000363535
18, 1800.00000, 0.439978, 0.272127, -3.67541E-005, 0.000334736
18, 2700.00000, 0.478617, 0.296011, -3.9528E-005, 0.000357923
19, 0.00000, 0.497115, 0.307481, -5.07674E-005, 0.000331126
19, 900.00000, 0.477432, 0.295336, -4.05507E-005, 0.000306763
19, 1800.00000, 0.46922, 0.290261, -3.85668E-005, 0.000299336
19, 2700.00000, 0.425978, 0.26352, -3.75985E-005, 0.00028259
20, 0.00000, 0.412864, 0.255431, -3.29209E-005, 0.000256934
20, 900.00000, 0.391016, 0.241891, -3.49506E-005, 0.000269737
20, 1800.00000, 0.388146, 0.240136, -3.35288E-005, 0.000250337
20, 2700.00000, 0.357951, 0.22149, -2.68482E-005, 0.000207688
21, 0.00000, 0.341852, 0.211544, -2.12528E-005, 0.000192572
21, 900.00000, 0.341675, 0.21145, -2.24029E-005, 0.000175843
21, 1800.00000, 0.347864, 0.215278, -2.99368E-005, 0.000174397
21, 2700.00000, 0.332923, 0.206051, -2.20091E-005, 0.00015769
22, 0.00000, 0.310436, 0.192152, -1.65668E-005, 0.000137523
22, 900.00000, 0.326047, 0.201823, -1.56759E-005, 0.000130427
22, 1800.00000, 0.293633, 0.18178, -1.18805E-005, 0.000109028
22, 2700.00000, 0.26493, 0.164014, -1.14646E-005, 0.000101328
23, 0.00000, 0.230172, 0.142524, -5.3606E-006, 7.12405E-005
