hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.0656065, 0.040646, 4.03842E-006, 1.58144E-005
0, 1800.00000, 0.0732187, 0.0453627, 3.04708E-006, 1.60519E-005
0, 2700.00000, 0.0641496, 0.0397451, 2.78976E-006, 1.3134E-005
1, 0.00000, 0.0707354, 0.0438259, 1.70082E-006, 1.29095E-005
1, 900.00000, 0.0692031, 0.0428782, 2.07554E-006, 1.13297E-005
1, 1800.00000, 0.0618833, 0.038341, 1.19365E-006, 1.1676E-005
1, 2700.00000, 0.0752827, 0.0466465, 1.03922E-006, 9.92269E-006
2, 0.00000, 0.0655622, 0.040622, 7.89646E-007, 1.04545E-005
2, 900.00000, 0.0627388, 0.0388738, 1.51573E-006, 9.058E-006
2, 1800.00000, 0.0699873, 0.043367, 1.64115E-006, 8.13468E-006
2, 2700.00000, 0.0603267, 0.0373807, 1.72488E-006, 7.57869E-006
3, 0.00000, 0.0625952, 0.0387845, 7.16088E-007, 9.08132E-006
3, 900.00000, 0.0678049, 0.0420136, 8.66026E-007, 8.5462E-006
3, 1800.00000, 0.0606045, 0.0375518, 1.20945E-006, 8.36343E-006
3, 2700.00000, 0.0728103, 0.0451163, 8.64393E-007, 7.90662E-006
4, 0.00000, 0.0801921, 0.0496917, 4.25372E-007, 7.062E-006
4, 900.00000, 0.0780462, 0.048359, -4.33379E-007, 9.71556E-006
4, 1800.00000, 0.0712069, 0.0441205, -3.98812E-008, 9.4299E-006
4, 2700.00000, 0.0755374, 0.0468046, -2.27504E-007, 9.1878E-006
5, 0.00000, 0.0606021, 0.0375498, 2.49231E-006, 9.55086E-006
5, 900.00000, 0.078014, 0.0483394, 5.20001E-006, 1.22487E-005
5, 1800.00000, 0.0625741, 0.038767, 9.34015E-006, 1.87253E-005
5, 2700.00000, 0.0726908, 0.0450158, 1.15808E-005, 4.10921E-005
6, 0.00000, 0.0696658, 0.0431315, -2.42179E-006, 4.20199E-005
6, 900.00000, 0.0714762, 0.0442417, -5.13341E-006, 5.27663E-005
6, 1800.00000, 0.0509433, 0.031554, 1.61817E-006, 1.87676E-005
6, 2700.00000, 0.0591073, 0.0366195, 3.47779E-006, 1.3681E-005
7, 0.00000, 0.0650913, 0.0403225, 1.10417E-006, 1.83384E-005
7, 900.00000, 0.0613042, 0.037965, -4.21763E-007, 2.83276E-005
7, 1800.00000, 0.078692, 0.0487275, -5.70715E-006, 3.82536E-005
7, 2700.00000, 0.0471221, 0.0291887, 5.56904E-007, 1.47964E-005
8, 0.00000, 0.0904633, 0.0560529, 3.93873E-006, 1.24402E-005
8, 900.00000, 0.075761, 0.0469432, 4.94953E-006, 1.23657E-005
8, 1800.00000, 0.0573107, 0.0355091, 3.02473E-006, 1.08929E-005
8, 2700.00000, 0.0577917, 0.0358052, 3.47364E-006, 1.32411E-005
9, 0.00000, 0.112086, 0.0694492, 4.35746E-006, 1.7715E-005
9, 900.00000, 0.0933499, 0.0578373, 2.3481E-006, 1.75878E-005
9, 1800.00000, 0.0851454, 0.0527479, 2.60176E-006, 2.22304E-005
9, 2700.00000, 0.156142, 0.0967571, 4.48235E-006, 1.11357E-005
10, 0.00000, 0.0864244, 0.0535534, 6.05077E-006, 1.2115E-005
10, 900.00000, 0.172255, 0.106735, -4.66013E-006, 1.53634E-005
10, 1800.00000, 0.106812, 0.0661723, 8.83806E-008, 2.51687E-005
10, 2700.00000, 0.147586, 0.09143, -2.00269E-006, 3.41693E-005
11, 0.00000, 0.126616, 0.0784366, 1.07348E-005, 3.93256E-005
11, 900.00000, 0.125936, 0.0780206, 1.35482E-005, 3.57279E-005
11, 1800.00000, 0.130979, 0.0811458, 6.87206E-006, 3.27156E-005
11, 2700.00000, 0.0765252, 0.0473969, 2.24978E-006, 3.1362E-005
12, 0.00000, 0.100491, 0.0622497, 1.89042E-006, 2.99284E-005
12, 900.00000, 0.0977943, 0.0605742, 3.75374E-006, 3.55722E-005
12, 1800.00000, 0.0665154, 0.0411999, 2.33682E-006, 2.4352E-005
12, 2700.00000, 0.0665022, 0.0411964, 2.55379E-006, 1.94495E-005
13, 0.00000, 0.0780054, 0.0483248, 3.55187E-006, 2.06428E-005
13, 900.00000, 0.0869465, 0.053857, -9.75722E-008, 2.77558E-005
13, 1800.00000, 0.161425, 0.0999918, -8.1918E-006, 4.49068E-005
13, 2700.00000, 0.0960798, 0.0595136, -7.54788E-007, 3.13077E-005
14, 0.00000, 0.124878, 0.0773555, -2.45374E-006, 3.51351E-005
14, 900.00000, 0.0943042, 0.0584161, 2.85825E-007, 2.88175E-005
14, 1800.00000, 0.0791788, 0.0490414, 2.07431E-007, 2.96398E-005
14, 2700.00000, 0.0833032, 0.0515988, 1.05375E-006, 2.83753E-005
15, 0.00000, 0.0968472, 0.0599932, 1.17407E-006, 2.77773E-005
15, 900.00000, 0.135308, 0.083827, -1.37647E-007, 2.87198E-005
15, 1800.00000, 0.0965565, 0.0598135, 2.61564E-006, 2.9002E-005
15, 2700.00000, 0.0720338, 0.0446275, 5.79519E-006, 1.84021E-005
16, 0.00000, 0.0705637, 0.0437115, 3.95425E-006, 2.26533E-005
16, 900.00000, 0.0655806, 0.0406225, 4.91735E-006, 2.37646E-005
16, 1800.00000, 0.0765544, 0.0474207, 6.35333E-006, 2.72024E-005
16, 2700.00000, 0.125196, 0.0775402, -2.64682E-006, 4.84287E-005
17, 0.00000, 0.146079, 0.0904765, 4.44787E-006, 5.6838E-005
17, 900.00000, 0.143684, 0.0890256, 2.46451E-005, 3.45234E-005
17, 1800.00000, 0.293564, 0.181934, 5.44568E-005, 3.43792E-005
17, 2700.00000, 0.401366, 0.248683, 5.15035E-005, 9.27458E-005
18, 0.00000, 0.329135, 0.203984, 0.000123147, 7.13787E-005
18, 900.00000, 0.237642, 0.147224, 8.95339E-005, 0.000113524
18, 1800.00000, 0.306175, 0.189643, 6.13163E-005, 0.000151477
18, 2700.00000, 0.290027, 0.179595, 5.62271E-005, 0.000183869
19, 0.00000, 0.420901, 0.260619, -7.36344E-006, 0.000232196
19, 900.00000, 0.339018, 0.20991, 1.80267E-005, 0.000206594
19, 1800.00000, 0.324238, 0.200762, 2.18462E-005, 0.000196558
19, 2700.00000, 0.341768, 0.211672, 2.97039E-005, 0.000153067
20, 0.00000, 0.303691, 0.188085, 2.90288E-005, 0.000145058
20, 900.00000, 0.324584, 0.201067, 4.57685E-005, 0.000116626
