hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
20, 0.00000, 0.662686, 0.407888, -0.00383234, -0.000545347
20, 900.00000, 0.706714, 0.434804, -0.0043014, -0.000597241
20, 1800.00000, 0.670869, 0.412902, -0.00388728, -0.000543176
20, 2700.00000, 0.608095, 0.374521, -0.00318477, -0.000446954
21, 0.00000, 0.596353, 0.367337, -0.00305135, -0.000426216
21, 900.00000, 0.549235, 0.338478, -0.00260529, -0.000370297
21, 1800.00000, 0.533052, 0.328554, -0.00246208, -0.000349437
21, 2700.00000, 0.512608, 0.316023, -0.00227497, -0.000324841
22, 0.00000, 0.482865, 0.297782, -0.00201228, -0.000287882
22, 900.00000, 0.456911, 0.281846, -0.00182692, -0.000267123
22, 1800.00000, 0.418064, 0.25799, -0.00152071, -0.000223378
22, 2700.00000, 0.415636, 0.256505, -0.00148057, -0.000212137
23, 0.00000, 0.34404, 0.212478, -0.00101715, -0.000149832
23, 900.00000, 0.337125, 0.208223, -0.000975916, -0.000143228
23, 1800.00000, 0.317509, 0.196146, -0.000872768, -0.000131511
23, 2700.00000, 0.293695, 0.181479, -0.000742128, -0.000110648
24, 0.00000, 0.233071, 0.14411, -0.000463555, -7.04125E-005
