hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.233037, 0.144089, -0.000463402, -7.03907E-005
0, 1800.00000, 0.21432, 0.132541, -0.000393166, -6.06776E-005
0, 2700.00000, 0.199863, 0.123618, -0.000340691, -5.19397E-005
1, 0.00000, 0.179872, 0.111276, -0.000277313, -4.36748E-005
1, 900.00000, 0.17878, 0.110602, -0.00027173, -4.2121E-005
1, 1800.00000, 0.164278, 0.101644, -0.000232901, -3.71477E-005
1, 2700.00000, 0.158896, 0.0983209, -0.000214617, -3.39155E-005
2, 0.00000, 0.152162, 0.0941591, -0.000199054, -3.1813E-005
2, 900.00000, 0.157403, 0.0973983, -0.000210607, -3.31099E-005
2, 1800.00000, 0.15793, 0.0977244, -0.000209973, -3.25277E-005
2, 2700.00000, 0.153336, 0.094886, -0.00019839, -3.10745E-005
3, 0.00000, 0.142939, 0.0884598, -0.00017524, -2.81184E-005
3, 900.00000, 0.145696, 0.0901646, -0.000180609, -2.87757E-005
3, 1800.00000, 0.147748, 0.0914321, -0.000185788, -2.93443E-005
3, 2700.00000, 0.146192, 0.0904716, -0.000180665, -2.84461E-005
4, 0.00000, 0.14253, 0.0882083, -0.000170986, -2.68375E-005
4, 900.00000, 0.138468, 0.0856961, -0.0001644, -2.61006E-005
4, 1800.00000, 0.136943, 0.0847547, -0.000161373, -2.6491E-005
4, 2700.00000, 0.136884, 0.0847179, -0.000160418, -2.55668E-005
5, 0.00000, 0.177676, 0.10992, -0.000266607, -4.06169E-005
5, 900.00000, 0.230329, 0.142421, -0.000442749, -6.47345E-005
5, 1800.00000, 0.345231, 0.213218, -0.00100212, -0.000141987
5, 2700.00000, 0.447702, 0.276198, -0.00174554, -0.000255465
6, 0.00000, 0.237181, 0.146635, -0.000537523, -0.000100799
6, 900.00000, 0.237063, 0.146557, -0.000557221, -0.000108759
6, 1800.00000, 0.21617, 0.133681, -0.000418494, -7.25125E-005
6, 2700.00000, 0.216686, 0.134004, -0.000403009, -6.60113E-005
7, 0.00000, 0.192595, 0.119132, -0.000328934, -5.76483E-005
7, 900.00000, 0.214551, 0.132678, -0.000426076, -7.61668E-005
7, 1800.00000, 0.171157, 0.105886, -0.000285614, -5.48411E-005
7, 2700.00000, 0.170603, 0.105551, -0.000262312, -4.65239E-005
8, 0.00000, 0.208726, 0.129093, -0.000364416, -5.60277E-005
8, 900.00000, 0.219807, 0.135931, -0.000403355, -6.09105E-005
8, 1800.00000, 0.187334, 0.115886, -0.000296997, -4.70588E-005
8, 2700.00000, 0.208274, 0.12881, -0.000368341, -5.62686E-005
9, 0.00000, 0.236591, 0.146283, -0.00046876, -6.90551E-005
9, 900.00000, 0.205275, 0.126959, -0.000358118, -5.50125E-005
9, 1800.00000, 0.221678, 0.137081, -0.000424179, -6.67236E-005
9, 2700.00000, 0.25886, 0.16002, -0.000553564, -8.15927E-005
10, 0.00000, 0.230967, 0.142817, -0.000441786, -6.55947E-005
10, 900.00000, 0.223814, 0.138402, -0.000421425, -6.40644E-005
10, 1800.00000, 0.210072, 0.129918, -0.000382409, -6.05108E-005
10, 2700.00000, 0.24846, 0.153599, -0.000532919, -8.17878E-005
11, 0.00000, 0.353454, 0.218277, -0.0010652, -0.000156837
11, 900.00000, 0.370729, 0.228908, -0.00116314, -0.000169741
11, 1800.00000, 0.309609, 0.191286, -0.000816876, -0.000122427
11, 2700.00000, 0.257211, 0.158993, -0.00058966, -9.77702E-005
12, 0.00000, 0.245361, 0.151688, -0.000525472, -8.34782E-005
12, 900.00000, 0.283597, 0.175258, -0.000705041, -0.000112257
12, 1800.00000, 0.238286, 0.147323, -0.000502217, -8.1947E-005
12, 2700.00000, 0.219749, 0.135889, -0.000420523, -6.702E-005
13, 0.00000, 0.232354, 0.143667, -0.000463708, -7.11327E-005
13, 900.00000, 0.206648, 0.127803, -0.000379012, -6.23325E-005
13, 1800.00000, 0.24044, 0.14865, -0.000509846, -8.04634E-005
13, 2700.00000, 0.213324, 0.131922, -0.000403853, -6.51546E-005
14, 0.00000, 0.226198, 0.139867, -0.000449694, -7.18833E-005
14, 900.00000, 0.217414, 0.134447, -0.00041625, -6.71963E-005
14, 1800.00000, 0.216417, 0.13383, -0.000419497, -6.92789E-005
14, 2700.00000, 0.222821, 0.137782, -0.000438399, -7.00696E-005
15, 0.00000, 0.224898, 0.139065, -0.000440849, -6.92185E-005
15, 900.00000, 0.240065, 0.148423, -0.000494348, -7.56026E-005
15, 1800.00000, 0.245874, 0.152004, -0.000524716, -8.13487E-005
15, 2700.00000, 0.258624, 0.159869, -0.000566037, -8.40957E-005
16, 0.00000, 0.248764, 0.153787, -0.00053552, -8.30855E-005
16, 900.00000, 0.274752, 0.169808, -0.000653595, -0.000100666
16, 1800.00000, 0.29653, 0.183228, -0.000757645, -0.000115429
16, 2700.00000, 0.256302, 0.158428, -0.000586111, -9.31002E-005
17, 0.00000, 0.342803, 0.211714, -0.00102434, -0.000154057
17, 900.00000, 0.451867, 0.278778, -0.00170001, -0.000233085
17, 1800.00000, 0.63473, 0.390853, -0.00335596, -0.00044672
17, 2700.00000, 0.754287, 0.463846, -0.00486551, -0.000661015
18, 0.00000, 0.918159, 0.563665, -0.00713758, -0.000949773
18, 900.00000, 0.872126, 0.535642, -0.00652899, -0.000892856
18, 1800.00000, 0.780772, 0.479986, -0.00530505, -0.000748317
18, 2700.00000, 0.791352, 0.486408, -0.00550853, -0.000783811
19, 0.00000, 0.719475, 0.442546, -0.00461307, -0.000670427
19, 900.00000, 0.700904, 0.431208, -0.00436268, -0.000633638
19, 1800.00000, 0.695536, 0.427938, -0.00428745, -0.000621349
19, 2700.00000, 0.696129, 0.428317, -0.00422974, -0.000600339
