hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.894, -30.2025, 0.0227488, -149.891, 1.47461, -61.9756, 1.47164, 118.195
0, 1800.00000, 125.935, -30.1942, 0.0209766, -149.822, 1.40996, -61.9682, 1.40712, 118.196
0, 2700.00000, 126.039, -30.1749, 0.0194358, -149.502, 1.29065, -61.95, 1.28803, 118.216
1, 0.00000, 126.058, -30.1723, 0.017714, -150.165, 1.22627, -61.9484, 1.22383, 118.211
1, 900.00000, 126.108, -30.1656, 0.0179007, -149.917, 1.15414, -61.9418, 1.15182, 118.23
1, 1800.00000, 126.105, -30.1615, 0.0157756, -150.517, 1.17758, -61.9386, 1.17526, 118.209
1, 2700.00000, 126.168, -30.1557, 0.0162407, -150.018, 1.05003, -61.933, 1.04793, 118.238
2, 0.00000, 126.17, -30.1512, 0.0148888, -150.247, 1.07976, -61.9289, 1.07762, 118.223
2, 900.00000, 126.189, -30.1517, 0.0158694, -150.5, 1.031, -61.9293, 1.02896, 118.241
2, 1800.00000, 126.224, -30.148, 0.0164018, -149.899, 0.973208, -61.9256, 0.971245, 118.261
2, 2700.00000, 126.228, -30.1479, 0.015843, -150.854, 0.957106, -61.9258, 0.955229, 118.258
3, 0.00000, 126.216, -30.1442, 0.0141366, -150.55, 1.00598, -61.9226, 1.004, 118.232
3, 900.00000, 126.222, -30.1458, 0.0148552, -150.444, 0.975989, -61.924, 0.974058, 118.244
3, 1800.00000, 126.228, -30.1441, 0.014842, -150.509, 0.982688, -61.9222, 0.980747, 118.245
3, 2700.00000, 126.246, -30.1429, 0.0151757, -149.897, 0.941114, -61.9211, 0.93922, 118.257
4, 0.00000, 126.271, -30.139, 0.0150755, -149.352, 0.900883, -61.9173, 0.899037, 118.268
4, 900.00000, 126.248, -30.1358, 0.0136989, -148.548, 0.988279, -61.9143, 0.98624, 118.238
4, 1800.00000, 126.203, -30.1472, 0.0137611, -150.823, 0.997942, -61.9258, 0.995991, 118.226
4, 2700.00000, 126.253, -30.1364, 0.0136557, -149.075, 0.96745, -61.9149, 0.965476, 118.24
5, 0.00000, 126.158, -30.1583, 0.0178675, -149.954, 1.08856, -61.9349, 1.08637, 118.247
5, 900.00000, 126.038, -30.1845, 0.0238495, -148.859, 1.25024, -61.958, 1.24761, 118.254
5, 1800.00000, 125.685, -30.2465, 0.0343963, -148.68, 1.81822, -62.0134, 1.81437, 118.197
5, 2700.00000, 125.029, -30.3408, 0.0411568, -148.512, 2.87127, -62.1004, 2.8653, 118.057
6, 0.00000, 124.955, -30.3366, 0.0180772, -158.266, 2.7349, -62.1069, 2.73007, 117.962
6, 900.00000, 124.675, -30.37, 0.0156831, -161.15, 3.16601, -62.1391, 3.16047, 117.911
6, 1800.00000, 125.539, -30.261, 0.0197728, -155.779, 1.84076, -62.0342, 1.83751, 118.082
6, 2700.00000, 125.78, -30.2345, 0.0223106, -154.048, 1.43962, -62.0082, 1.43705, 118.163
7, 0.00000, 125.685, -30.241, 0.0186592, -155.628, 1.59036, -62.0156, 1.58757, 118.112
7, 900.00000, 125.369, -30.2745, 0.0174804, -155.815, 2.16361, -62.0469, 2.15971, 118.039
7, 1800.00000, 125.384, -30.2559, 0.0115076, -156.815, 2.21953, -62.0307, 2.21549, 118.022
7, 2700.00000, 125.759, -30.2212, 0.0152747, -156.885, 1.53553, -61.9974, 1.53287, 118.11
8, 0.00000, 125.945, -30.2106, 0.022416, -151.534, 1.15865, -61.9851, 1.15642, 118.23
8, 900.00000, 125.93, -30.2146, 0.0232488, -151.855, 1.17162, -61.9889, 1.16939, 118.232
8, 1800.00000, 125.945, -30.2097, 0.0193456, -154.352, 1.11704, -61.9858, 1.11507, 118.206
8, 2700.00000, 125.911, -30.2091, 0.0205078, -152.411, 1.25074, -61.9842, 1.24839, 118.197
9, 0.00000, 125.876, -30.2183, 0.0245856, -149.309, 1.29284, -61.9913, 1.29016, 118.22
9, 900.00000, 125.902, -30.2086, 0.0206063, -150.658, 1.27153, -61.9833, 1.26902, 118.196
9, 1800.00000, 125.735, -30.2347, 0.0213807, -151.776, 1.4987, -62.0083, 1.49583, 118.149
9, 2700.00000, 125.806, -30.2428, 0.0290435, -149.028, 1.27467, -62.0141, 1.27196, 118.24
10, 0.00000, 125.918, -30.2218, 0.0249594, -151.485, 1.14156, -61.9953, 1.13935, 118.249
10, 900.00000, 125.829, -30.2243, 0.0241673, -147.651, 1.32772, -61.9972, 1.32484, 118.205
10, 1800.00000, 125.763, -30.226, 0.0201901, -150.476, 1.4833, -62.0001, 1.48038, 118.15
10, 2700.00000, 125.641, -30.2443, 0.0241856, -147.931, 1.69493, -62.0156, 1.69136, 118.141
11, 0.00000, 125.359, -30.307, 0.0353852, -149.166, 2.04321, -62.0725, 2.03898, 118.119
11, 900.00000, 125.364, -30.3135, 0.0381084, -149.339, 2.00738, -62.0781, 2.00321, 118.133
11, 1800.00000, 125.533, -30.2725, 0.0313825, -148.8, 1.86162, -62.0405, 1.85773, 118.146
11, 2700.00000, 125.374, -30.2863, 0.0232036, -153.199, 2.08047, -62.0569, 2.0766, 118.065
12, 0.00000, 125.614, -30.2469, 0.0232225, -150.348, 1.78876, -62.0187, 1.78522, 118.124
12, 900.00000, 125.405, -30.284, 0.0267174, -150.985, 2.07036, -62.0529, 2.06632, 118.089
12, 1800.00000, 125.563, -30.2532, 0.0215477, -152.577, 1.8644, -62.0255, 1.8609, 118.101
12, 2700.00000, 125.759, -30.2235, 0.0205754, -151.825, 1.58439, -61.9971, 1.58137, 118.145
13, 0.00000, 125.783, -30.2237, 0.0222948, -150.696, 1.51434, -61.9968, 1.51136, 118.166
13, 900.00000, 125.653, -30.2376, 0.0184436, -152.163, 1.67324, -62.0116, 1.67007, 118.108
13, 1800.00000, 125.556, -30.2468, 0.0220817, -146.849, 1.89093, -62.018, 1.88694, 118.109
13, 2700.00000, 125.652, -30.2336, 0.0186944, -150.538, 1.7224, -62.0073, 1.71902, 118.111
14, 0.00000, 125.621, -30.2426, 0.0209465, -149.403, 1.73711, -62.0152, 1.73361, 118.117
14, 900.00000, 125.654, -30.2389, 0.019825, -151.27, 1.6773, -62.0123, 1.67406, 118.117
14, 1800.00000, 125.56, -30.2498, 0.0185574, -152.613, 1.82285, -62.0232, 1.81942, 118.087
14, 2700.00000, 125.632, -30.2405, 0.0197029, -151.377, 1.72566, -62.0138, 1.72233, 118.111
15, 0.00000, 125.696, -30.2335, 0.0208552, -150.41, 1.62139, -62.0068, 1.61819, 118.134
15, 900.00000, 125.711, -30.2361, 0.0237467, -148.554, 1.57337, -62.0082, 1.57009, 118.158
15, 1800.00000, 125.64, -30.2449, 0.0230565, -150.238, 1.70532, -62.0168, 1.70193, 118.132
15, 2700.00000, 125.761, -30.2369, 0.0256701, -150.951, 1.47701, -62.0089, 1.47411, 118.184
16, 0.00000, 125.638, -30.25, 0.0234108, -151.837, 1.66944, -62.0221, 1.66625, 118.132
16, 900.00000, 125.525, -30.2709, 0.0257636, -152.021, 1.81473, -62.0415, 1.81128, 118.115
16, 1800.00000, 125.468, -30.2838, 0.0284141, -151.462, 1.88042, -62.0531, 1.87679, 118.114
16, 2700.00000, 125.427, -30.2649, 0.0220991, -148.557, 2.0971, -62.0355, 2.09284, 118.079
17, 0.00000, 125.24, -30.3083, 0.032049, -147.926, 2.33257, -62.0735, 2.32768, 118.077
17, 900.00000, 125.364, -30.3245, 0.047754, -147.84, 2.02799, -62.0848, 2.02344, 118.178
17, 1800.00000, 125.003, -30.401, 0.0703099, -145.345, 2.57361, -62.1493, 2.56709, 118.156
17, 2700.00000, 124.433, -30.4777, 0.0812226, -143.877, 3.59558, -62.2165, 3.58642, 118.034
18, 0.00000, 124.353, -30.5367, 0.10209, -145.498, 3.57887, -62.2673, 3.56971, 118.051
18, 900.00000, 124.136, -30.5529, 0.0925142, -146.523, 3.95704, -62.286, 3.94769, 117.974
18, 1800.00000, 124.032, -30.5415, 0.0809254, -145.798, 4.17095, -62.2784, 4.16121, 117.936
18, 2700.00000, 123.838, -30.5599, 0.0794242, -145.801, 4.54429, -62.2955, 4.53387, 117.897
19, 0.00000, 123.818, -30.532, 0.0711291, -143.389, 4.72084, -62.27, 4.70968, 117.894
19, 900.00000, 123.923, -30.5203, 0.068462, -144.565, 4.5302, -62.261, 4.51976, 117.905
19, 1800.00000, 123.974, -30.5136, 0.0679718, -144.746, 4.45046, -62.2547, 4.44023, 117.913
19, 2700.00000, 124.23, -30.485, 0.070872, -144.455, 4.03204, -62.2269, 4.02247, 117.967
20, 0.00000, 124.33, -30.4645, 0.0664924, -144.72, 3.90485, -62.2088, 3.89571, 117.979
20, 900.00000, 124.442, -30.4628, 0.0737934, -144.601, 3.69481, -62.2047, 3.68585, 118.016
20, 1800.00000, 124.489, -30.4459, 0.0690553, -144.354, 3.66637, -62.1899, 3.65753, 118.018
20, 2700.00000, 124.677, -30.4121, 0.0621749, -144.591, 3.37622, -62.1602, 3.36817, 118.043
