hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.157814, 0.0976248, -3.2141E-005, 0.000159977
0, 1800.00000, 0.150942, 0.0933851, -3.15152E-005, 0.000140332
0, 2700.00000, 0.138279, 0.0855621, -2.54898E-005, 0.000119777
1, 0.00000, 0.131407, 0.0813203, -2.54754E-005, 0.000102223
1, 900.00000, 0.123724, 0.0765684, -2.10047E-005, 9.56459E-005
1, 1800.00000, 0.126238, 0.0781297, -2.4853E-005, 8.96742E-005
1, 2700.00000, 0.112616, 0.0697046, -1.83924E-005, 7.71013E-005
2, 0.00000, 0.11581, 0.0716836, -2.08762E-005, 7.59929E-005
2, 900.00000, 0.110595, 0.0684545, -1.73807E-005, 7.52141E-005
2, 1800.00000, 0.104422, 0.0646351, -1.43136E-005, 7.11078E-005
2, 2700.00000, 0.102699, 0.0635703, -1.421E-005, 6.80838E-005
3, 0.00000, 0.107936, 0.0668149, -1.81103E-005, 6.65149E-005
3, 900.00000, 0.104722, 0.064825, -1.62616E-005, 6.57409E-005
3, 1800.00000, 0.105446, 0.0652721, -1.61389E-005, 6.72484E-005
3, 2700.00000, 0.100997, 0.06252, -1.4398E-005, 6.35125E-005
4, 0.00000, 0.0966987, 0.0598613, -1.29753E-005, 5.911E-005
4, 900.00000, 0.106064, 0.0656586, -1.75979E-005, 6.28718E-005
4, 1800.00000, 0.107065, 0.0662777, -1.88462E-005, 6.30654E-005
4, 2700.00000, 0.103829, 0.0642764, -1.67976E-005, 6.09169E-005
5, 0.00000, 0.116743, 0.0722509, -1.71522E-005, 8.98207E-005
5, 900.00000, 0.133952, 0.0828729, -1.74823E-005, 0.000133767
5, 1800.00000, 0.194254, 0.120075, -3.09383E-005, 0.000293349
5, 2700.00000, 0.305189, 0.188468, -0.000112861, 0.000601186
6, 0.00000, 0.290587, 0.179669, -0.000189107, 0.000303148
6, 900.00000, 0.335701, 0.207529, -0.000268088, 0.00035079
6, 1800.00000, 0.196465, 0.121527, -7.23823E-005, 0.000186532
