hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
19, 0.00000, 0.629498, 0.389206, -0.00161298, -0.000831662
19, 900.00000, 0.604554, 0.373906, -0.00154072, -0.000882087
19, 1800.00000, 0.59412, 0.367471, -0.00149404, -0.000862994
19, 2700.00000, 0.539151, 0.333439, -0.00118831, -0.000586076
20, 0.00000, 0.522506, 0.323208, -0.00113465, -0.000602223
20, 900.00000, 0.494741, 0.305974, -0.000990214, -0.000436308
20, 1800.00000, 0.491094, 0.30375, -0.000977566, -0.00045359
20, 2700.00000, 0.452789, 0.280114, -0.000832659, -0.000400371
21, 0.00000, 0.432416, 0.267582, -0.000793892, -0.00043513
21, 900.00000, 0.432156, 0.267399, -0.000762447, -0.00039334
21, 1800.00000, 0.439936, 0.272127, -0.000732128, -0.000293283
21, 2700.00000, 0.421048, 0.260536, -0.000714433, -0.000365599
22, 0.00000, 0.392568, 0.242969, -0.000639419, -0.000358888
22, 900.00000, 0.41237, 0.255255, -0.000722468, -0.000456577
22, 1800.00000, 0.371289, 0.22985, -0.00058145, -0.000362065
22, 2700.00000, 0.334906, 0.20732, -0.000462627, -0.000258219
23, 0.00000, 0.290911, 0.180147, -0.000364643, -0.000238763
23, 900.00000, 0.283008, 0.175269, -0.000353681, -0.000244428
23, 1800.00000, 0.283437, 0.175549, -0.000359599, -0.000263609
23, 2700.00000, 0.256445, 0.158831, -0.000288453, -0.000201596
24, 0.00000, 0.199377, 0.1235, -0.000172376, -0.000118521
