hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.177506, 0.109824, -5.40599E-005, 0.000150963
0, 1800.00000, 0.169775, 0.105053, -5.13061E-005, 0.000132347
0, 2700.00000, 0.155532, 0.0962506, -4.2157E-005, 0.00011297
1, 0.00000, 0.147801, 0.0914769, -4.03041E-005, 9.63585E-005
1, 900.00000, 0.139159, 0.0861314, -3.44177E-005, 9.01716E-005
1, 1800.00000, 0.141986, 0.0878863, -3.82636E-005, 8.45309E-005
1, 2700.00000, 0.126664, 0.0784085, -2.94529E-005, 7.26366E-005
2, 0.00000, 0.130257, 0.0806341, -3.22219E-005, 7.16018E-005
2, 900.00000, 0.124391, 0.0770022, -2.80579E-005, 7.09059E-005
2, 1800.00000, 0.117448, 0.0727059, -2.40761E-005, 6.70147E-005
2, 2700.00000, 0.11551, 0.0715078, -2.36143E-005, 6.41999E-005
3, 0.00000, 0.1214, 0.0751566, -2.80081E-005, 6.26734E-005
3, 900.00000, 0.117785, 0.0729185, -2.57779E-005, 6.19397E-005
3, 1800.00000, 0.118599, 0.0734216, -2.5785E-005, 6.33874E-005
3, 2700.00000, 0.113595, 0.0703258, -2.3389E-005, 5.9825E-005
4, 0.00000, 0.108761, 0.0673349, -2.1289E-005, 5.56468E-005
4, 900.00000, 0.119294, 0.0738556, -2.70838E-005, 5.91569E-005
4, 1800.00000, 0.120419, 0.0745519, -2.85087E-005, 5.93865E-005
4, 2700.00000, 0.11678, 0.0723007, -2.59352E-005, 5.73324E-005
5, 0.00000, 0.131307, 0.0812744, -2.93157E-005, 8.4721E-005
5, 900.00000, 0.150667, 0.0932286, -3.43147E-005, 0.000126192
5, 1800.00000, 0.218502, 0.135097, -6.65788E-005, 0.000277137
5, 2700.00000, 0.343303, 0.212072, -0.000194055, 0.00056798
6, 0.00000, 0.326853, 0.202123, -0.000251232, 0.000285896
6, 900.00000, 0.377599, 0.233465, -0.000348005, 0.000330698
6, 1800.00000, 0.220979, 0.136711, -0.000103379, 0.00017615
6, 2700.00000, 0.17313, 0.107124, -5.64672E-005, 0.000138015
7, 0.00000, 0.191143, 0.118275, -7.7679E-005, 0.000135128
7, 900.00000, 0.25943, 0.160481, -0.000150558, 0.000204566
7, 1800.00000, 0.266144, 0.164668, -0.000170556, 0.00016555
7, 2700.00000, 0.184632, 0.114264, -7.41189E-005, 0.000115939
8, 0.00000, 0.139514, 0.0863381, -3.1735E-005, 0.000106538
8, 900.00000, 0.14107, 0.0872942, -3.07177E-005, 0.000114024
8, 1800.00000, 0.134514, 0.0832508, -3.13079E-005, 9.31767E-005
8, 2700.00000, 0.150575, 0.0931798, -3.78026E-005, 0.000115683
9, 0.00000, 0.155596, 0.0962736, -3.71226E-005, 0.000134364
9, 900.00000, 0.153065, 0.0947207, -4.03462E-005, 0.000114822
9, 1800.00000, 0.180191, 0.111489, -5.92733E-005, 0.000146688
9, 2700.00000, 0.153319, 0.0948545, -3.38683E-005, 0.000144361
10, 0.00000, 0.137431, 0.0850377, -2.70086E-005, 0.000116757
10, 900.00000, 0.15974, 0.0988425, -4.33982E-005, 0.000128692
10, 1800.00000, 0.178376, 0.110373, -5.97077E-005, 0.00013665
10, 2700.00000, 0.203629, 0.125969, -7.51516E-005, 0.000183471
11, 0.00000, 0.244919, 0.15141, -9.45045E-005, 0.000318627
11, 900.00000, 0.240629, 0.148747, -8.63051E-005, 0.000328746
11, 1800.00000, 0.223447, 0.138174, -8.26882E-005, 0.000252794
11, 2700.00000, 0.24945, 0.154277, -0.000126056, 0.000236375
12, 0.00000, 0.214839, 0.132899, -8.78807E-005, 0.000192387
12, 900.00000, 0.248292, 0.153547, -0.000117426, 0.000258345
12, 1800.00000, 0.223848, 0.138469, -9.92032E-005, 0.000196034
12, 2700.00000, 0.190512, 0.117873, -6.86436E-005, 0.000153463
13, 0.00000, 0.182127, 0.112682, -5.81653E-005, 0.00015514
13, 900.00000, 0.201051, 0.124396, -8.14872E-005, 0.000152163
13, 1800.00000, 0.227028, 0.140442, -0.000101016, 0.000196836
13, 2700.00000, 0.206943, 0.128037, -8.51215E-005, 0.000161176
14, 0.00000, 0.208662, 0.129093, -8.50649E-005, 0.000171525
14, 900.00000, 0.20153, 0.124687, -7.96548E-005, 0.000160268
14, 1800.00000, 0.218869, 0.135408, -9.77365E-005, 0.000173999
14, 2700.00000, 0.207299, 0.128252, -8.34742E-005, 0.000169475
15, 0.00000, 0.194868, 0.120565, -7.11196E-005, 0.00016026
15, 900.00000, 0.189118, 0.117001, -6.3401E-005, 0.000164923
15, 1800.00000, 0.204877, 0.126739, -7.65143E-005, 0.000184506
15, 2700.00000, 0.177598, 0.109866, -4.95841E-005, 0.00016927
16, 0.00000, 0.200564, 0.124069, -7.19573E-005, 0.000183984
16, 900.00000, 0.217826, 0.134724, -8.35161E-005, 0.000221427
