hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 126.498, -150.066, 0.0971765, 107.891, 1.6501, 178.189, 1.6501, -1.81144
0, 1800.00000, 126.485, -150.07, 0.0899267, 109.372, 1.57844, 178.182, 1.57844, -1.81786
0, 2700.00000, 126.551, -150.059, 0.0834283, 108.654, 1.44531, 178.19, 1.44531, -1.81006
1, 0.00000, 126.519, -150.068, 0.076025, 110.876, 1.37386, 178.177, 1.37386, -1.82267
1, 900.00000, 126.543, -150.064, 0.0746284, 109.072, 1.2933, 178.181, 1.2933, -1.81896
1, 1800.00000, 126.554, -150.065, 0.0703217, 112.533, 1.31947, 178.178, 1.31947, -1.82158
1, 2700.00000, 126.536, -150.067, 0.0665778, 110.246, 1.17728, 178.174, 1.17728, -1.82562
2, 0.00000, 126.565, -150.063, 0.0648691, 112.406, 1.21041, 178.177, 1.21041, -1.82259
2, 900.00000, 126.575, -150.062, 0.0659762, 109.768, 1.1558, 178.179, 1.1558, -1.82112
2, 1800.00000, 126.572, -150.061, 0.0652494, 107.941, 1.09133, 178.18, 1.09133, -1.82025
2, 2700.00000, 126.587, -150.062, 0.0637395, 108.373, 1.0732, 178.178, 1.0732, -1.82168
3, 0.00000, 126.582, -150.062, 0.0608588, 112.256, 1.12797, 178.177, 1.12797, -1.82311
3, 900.00000, 126.568, -150.064, 0.061297, 110.771, 1.0945, 178.175, 1.0945, -1.82502
3, 1800.00000, 126.593, -150.06, 0.0621058, 110.315, 1.10185, 178.179, 1.10185, -1.82055
3, 2700.00000, 126.568, -150.063, 0.0608524, 109.53, 1.05558, 178.176, 1.05558, -1.82379
4, 0.00000, 126.56, -150.063, 0.0589479, 109.111, 1.01072, 178.175, 1.01072, -1.82474
4, 900.00000, 126.573, -150.059, 0.0586938, 112.779, 1.1085, 178.179, 1.1085, -1.82081
4, 1800.00000, 126.546, -150.07, 0.0588592, 113.812, 1.11919, 178.169, 1.11919, -1.83142
4, 2700.00000, 126.574, -150.06, 0.0579885, 112.518, 1.08514, 178.177, 1.08514, -1.82271
5, 0.00000, 126.584, -150.057, 0.0734873, 107.274, 1.21993, 178.187, 1.21993, -1.81319
5, 900.00000, 126.527, -150.057, 0.0933886, 103.407, 1.40032, 178.195, 1.40032, -1.80503
5, 1800.00000, 126.504, -150.047, 0.140355, 101.734, 2.03073, 178.225, 2.03073, -1.77487
5, 2700.00000, 126.309, -150.067, 0.187877, 107.09, 3.19473, 178.227, 3.19473, -1.77271
6, 0.00000, 126.053, -150.169, 0.124838, 129.406, 3.04873, 178.099, 3.04873, -1.90093
6, 900.00000, 125.943, -150.192, 0.136192, 134.541, 3.52496, 178.08, 3.52496, -1.91995
6, 1800.00000, 126.312, -150.121, 0.0992831, 118.543, 2.0572, 178.135, 2.0572, -1.86476
6, 2700.00000, 126.38, -150.106, 0.0925664, 110.398, 1.61095, 178.147, 1.61095, -1.85287
7, 0.00000, 126.316, -150.121, 0.0875895, 118.023, 1.77948, 178.13, 1.77948, -1.86965
7, 900.00000, 126.248, -150.13, 0.105118, 124.482, 2.41631, 178.13, 2.41631, -1.87038
7, 1800.00000, 126.221, -150.134, 0.0958612, 133.974, 2.47951, 178.12, 2.47951, -1.87957
7, 2700.00000, 126.398, -150.11, 0.0801046, 120.728, 1.71783, 178.137, 1.71783, -1.8626
8, 0.00000, 126.39, -150.097, 0.0856355, 104.739, 1.29811, 178.151, 1.29811, -1.84851
8, 900.00000, 126.425, -150.093, 0.0899939, 103.235, 1.31219, 178.158, 1.31219, -1.84227
8, 1800.00000, 126.441, -150.102, 0.0785668, 106.717, 1.25111, 178.145, 1.25111, -1.85523
8, 2700.00000, 126.472, -150.088, 0.086924, 106.258, 1.40011, 178.162, 1.40011, -1.83828
9, 0.00000, 126.361, -150.091, 0.096269, 103.606, 1.44801, 178.162, 1.44801, -1.83815
9, 900.00000, 126.393, -150.094, 0.0854575, 107.516, 1.42415, 178.155, 1.42415, -1.84462
9, 1800.00000, 126.346, -150.106, 0.094337, 110.151, 1.67708, 178.148, 1.67708, -1.85182
9, 2700.00000, 126.209, -150.113, 0.103802, 101.346, 1.42849, 178.143, 1.42849, -1.85698
10, 0.00000, 126.394, -150.097, 0.0937252, 101.18, 1.27864, 178.155, 1.27864, -1.84493
10, 900.00000, 126.194, -150.113, 0.091237, 106.775, 1.48857, 178.139, 1.48857, -1.86088
10, 1800.00000, 126.315, -150.107, 0.0897999, 111.748, 1.66063, 178.146, 1.66063, -1.8544
10, 2700.00000, 126.217, -150.108, 0.104512, 110.425, 1.89707, 178.15, 1.89707, -1.84971
11, 0.00000, 126.188, -150.107, 0.145648, 104.688, 2.28184, 178.168, 2.28184, -1.83198
11, 900.00000, 126.187, -150.106, 0.15161, 102.881, 2.24184, 178.171, 2.24184, -1.82898
11, 1800.00000, 126.23, -150.1, 0.127794, 106.281, 2.08126, 178.169, 2.08126, -1.83146
11, 2700.00000, 126.234, -150.125, 0.115295, 116.21, 2.32348, 178.14, 2.32348, -1.86034
12, 0.00000, 126.298, -150.102, 0.105743, 112.707, 2.00021, 178.157, 2.00021, -1.84333
12, 900.00000, 126.229, -150.114, 0.122703, 112.596, 2.31274, 178.153, 2.31274, -1.84692
12, 1800.00000, 126.34, -150.105, 0.105457, 114.997, 2.08337, 178.155, 2.08337, -1.84514
12, 2700.00000, 126.415, -150.091, 0.0948645, 112.262, 1.77217, 178.164, 1.77217, -1.83643
13, 0.00000, 126.41, -150.088, 0.097794, 108.719, 1.69422, 178.167, 1.69422, -1.83308
13, 900.00000, 126.315, -150.112, 0.0922205, 116.312, 1.87169, 178.142, 1.87169, -1.85821
13, 1800.00000, 126.171, -150.112, 0.104566, 115.313, 2.11583, 178.147, 2.11583, -1.85329
13, 2700.00000, 126.32, -150.105, 0.0946158, 115.989, 1.92646, 178.15, 1.92646, -1.85035
14, 0.00000, 126.243, -150.112, 0.0985069, 114.522, 1.94362, 178.144, 1.94362, -1.85626
14, 900.00000, 126.309, -150.109, 0.0953888, 114.574, 1.87623, 178.146, 1.87623, -1.85438
14, 1800.00000, 126.306, -150.115, 0.09794, 117.465, 2.03767, 178.142, 2.03767, -1.85838
14, 2700.00000, 126.337, -150.105, 0.0979108, 114.373, 1.92948, 178.151, 1.92948, -1.84935
15, 0.00000, 126.332, -150.102, 0.0966617, 112.084, 1.81387, 178.153, 1.81387, -1.84693
15, 900.00000, 126.259, -150.105, 0.100316, 109.18, 1.76134, 178.152, 1.76134, -1.84844
15, 1800.00000, 126.321, -150.101, 0.104735, 110.681, 1.90712, 178.158, 1.90712, -1.84243
15, 2700.00000, 126.414, -150.088, 0.10677, 104.497, 1.65198, 178.17, 1.65198, -1.8301
16, 0.00000, 126.363, -150.101, 0.105851, 109.519, 1.86634, 178.158, 1.86634, -1.84213
16, 900.00000, 126.339, -150.105, 0.116735, 108.824, 2.02727, 178.158, 2.02727, -1.8416
16, 1800.00000, 126.3, -150.108, 0.124867, 107.548, 2.10023, 178.159, 2.10023, -1.84085
16, 2700.00000, 126.212, -150.111, 0.113567, 116.212, 2.34328, 178.152, 2.34328, -1.8479
17, 0.00000, 126.134, -150.11, 0.144729, 109.595, 2.60388, 178.165, 2.60388, -1.83454
17, 900.00000, 126.22, -150.08, 0.181387, 97.521, 2.26381, 178.207, 2.26381, -1.79342
17, 1800.00000, 125.881, -150.078, 0.25237, 95.0051, 2.87153, 178.238, 2.87153, -1.76199
17, 2700.00000, 125.558, -150.088, 0.302708, 98.566, 4.00319, 178.252, 4.00319, -1.74759
18, 0.00000, 125.721, -150.054, 0.369115, 93.8194, 3.97554, 178.309, 3.97554, -1.69124
18, 900.00000, 125.809, -150.069, 0.35441, 97.1431, 4.38594, 178.293, 4.38594, -1.7072
18, 1800.00000, 125.583, -150.109, 0.319673, 101.536, 4.62797, 178.242, 4.62797, -1.75767
18, 2700.00000, 125.577, -150.11, 0.327217, 103.399, 5.03505, 178.245, 5.03505, -1.75549
19, 0.00000, 125.297, -150.135, 0.300528, 107.753, 5.24158, 178.211, 5.24158, -1.78891
19, 900.00000, 125.485, -150.124, 0.293008, 107.199, 5.02692, 178.218, 5.02692, -1.78179
19, 1800.00000, 125.531, -150.12, 0.290337, 106.877, 4.93866, 178.221, 4.93866, -1.77918
19, 2700.00000, 125.583, -150.104, 0.285421, 103.972, 4.48115, 178.232, 4.48115, -1.76764
20, 0.00000, 125.689, -150.097, 0.272387, 104.47, 4.34022, 178.234, 4.34022, -1.76556
20, 900.00000, 125.703, -150.082, 0.286285, 101.061, 4.10947, 178.252, 4.10947, -1.7481
20, 1800.00000, 125.727, -150.083, 0.272552, 102.311, 4.07899, 178.247, 4.07899, -1.7525
20, 2700.00000, 125.826, -150.082, 0.247129, 102.877, 3.75932, 178.237, 3.75932, -1.76282
21, 0.00000, 126.002, -150.068, 0.242577, 101.988, 3.58529, 178.249, 3.58529, -1.75135
21, 900.00000, 125.887, -150.085, 0.224476, 104.577, 3.58707, 178.226, 3.58707, -1.77441
21, 1800.00000, 125.717, -150.09, 0.217123, 106.212, 3.65705, 178.218, 3.65705, -1.782
21, 2700.00000, 125.902, -150.083, 0.210063, 105.931, 3.49519, 178.222, 3.49519, -1.77826
22, 0.00000, 126.035, -150.077, 0.198137, 105.577, 3.25576, 178.222, 3.25576, -1.77771
22, 900.00000, 126.046, -150.082, 0.191112, 108.834, 3.41964, 178.215, 3.41964, -1.78483
22, 1800.00000, 126.103, -150.083, 0.174327, 108.485, 3.07828, 178.206, 3.07828, -1.79382
22, 2700.00000, 126.162, -150.07, 0.170011, 105.438, 2.77602, 178.216, 2.77602, -1.78422
23, 0.00000, 126.315, -150.072, 0.142651, 107.054, 2.40932, 178.204, 2.40932, -1.79634
23, 900.00000, 126.388, -150.064, 0.139892, 106.688, 2.3427, 178.21, 2.3427, -1.79049
23, 1800.00000, 126.382, -150.074, 0.133742, 108.769, 2.34648, 178.197, 2.34648, -1.80297
23, 2700.00000, 126.424, -150.065, 0.12266, 108.102, 2.12268, 178.201, 2.12268, -1.79907
24, 0.00000, 126.498, -150.066, 0.0971918, 107.884, 1.65008, 178.189, 1.65008, -1.81103
