hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 900.00000, 125.912, -30.2035, 126.596, -150.08, 125.953, 89.9299, 0.0299086, -160.285, 5.28065, -61.9711, 0.902798, 178.109, 2.45108, 58.188, 3.71099, 138.177
0, 1800.00000, 125.952, -30.1952, 126.579, -150.083, 125.994, 89.9276, 0.0278309, -160.523, 5.04817, -61.9632, 1.0077, 178.108, 2.48245, 58.1812, 3.41699, 138.944
0, 2700.00000, 126.055, -30.1758, 126.636, -150.071, 126.09, 89.938, 0.025687, -160.182, 4.6237, -61.9456, 0.882477, 178.122, 2.23363, 58.189, 3.1667, 138.709
1, 0.00000, 126.073, -30.1732, 126.6, -150.08, 126.114, 89.9304, 0.0237061, -161.011, 4.39364, -61.9435, 0.973383, 178.115, 2.25166, 58.1773, 2.88825, 139.554
1, 900.00000, 126.122, -30.1664, 126.619, -150.075, 126.138, 89.932, 0.0235064, -160.253, 4.1402, -61.9371, 0.952191, 178.122, 2.15406, 58.1759, 2.69151, 139.83
1, 1800.00000, 126.12, -30.1623, 126.632, -150.076, 126.185, 89.9376, 0.0215725, -161.886, 4.22145, -61.9342, 0.851321, 178.12, 2.08145, 58.1852, 2.85007, 138.924
1, 2700.00000, 126.181, -30.1564, 126.606, -150.077, 126.187, 89.9287, 0.021347, -160.348, 3.76854, -61.9278, 1.03599, 178.123, 2.12265, 58.1673, 2.2998, 141.278
2, 0.00000, 126.183, -30.1519, 126.636, -150.074, 126.228, 89.9372, 0.0201829, -161.449, 3.87277, -61.9243, 0.901949, 178.125, 2.0252, 58.1798, 2.50681, 139.854
2, 900.00000, 126.202, -30.1524, 126.643, -150.072, 126.22, 89.9349, 0.0209088, -160.746, 3.70036, -61.9249, 0.86308, 178.127, 1.93578, 58.1755, 2.39549, 139.914
2, 1800.00000, 126.236, -30.1487, 126.636, -150.07, 126.219, 89.932, 0.0211092, -159.59, 3.49387, -61.9207, 0.96291, 178.131, 1.97009, 58.1683, 2.13115, 141.362
2, 2700.00000, 126.239, -30.1486, 126.65, -150.071, 126.24, 89.9333, 0.0205217, -160.455, 3.43812, -61.9215, 0.829868, 178.13, 1.82466, 58.1711, 2.202, 140.195
3, 0.00000, 126.229, -30.1449, 126.649, -150.072, 126.266, 89.9381, 0.0190789, -161.511, 3.61224, -61.9181, 0.86105, 178.128, 1.90662, 58.1782, 2.32122, 140.007
