hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.158151, 0.0977434, 0.105794, 0.0655931, 0.000493104, 0.000301032, -0.000124601, 9.49132E-005
0, 1800.00000, 0.151255, 0.0935005, 0.101178, 0.0627283, 0.000550269, 0.000336471, -0.000109483, 8.3163E-005
0, 2700.00000, 0.138558, 0.0856666, 0.0926849, 0.0574607, 0.000482252, 0.000294214, -9.3353E-005, 7.09056E-005
1, 0.00000, 0.131659, 0.0814183, 0.0880691, 0.0545965, 0.000531721, 0.00032487, -7.98406E-005, 6.06352E-005
1, 900.00000, 0.123961, 0.076662, 0.0829177, 0.0514044, 0.000520238, 0.000317721, -7.44543E-005, 5.3317E-005
1, 1800.00000, 0.126469, 0.0782198, 0.084602, 0.0524428, 0.00046531, 0.000283643, -7.02302E-005, 5.73953E-005
1, 2700.00000, 0.112823, 0.0697904, 0.0754649, 0.0467826, 0.000565926, 0.000346008, -6.00169E-005, 4.09977E-005
2, 0.00000, 0.116017, 0.0717671, 0.0776075, 0.048107, 0.000492962, 0.000300756, -5.94392E-005, 4.61432E-005
2, 900.00000, 0.110794, 0.0685357, 0.0741118, 0.0459424, 0.000471766, 0.000287598, -5.85729E-005, 4.20844E-005
2, 1800.00000, 0.104612, 0.0647148, 0.0699726, 0.0433787, 0.000526192, 0.000321336, -5.51378E-005, 3.53463E-005
2, 2700.00000, 0.102882, 0.0636464, 0.0688182, 0.0426614, 0.000453677, 0.000276354, -5.28561E-005, 3.57518E-005
3, 0.00000, 0.108124, 0.0668923, 0.0723272, 0.0448331, 0.000470714, 0.000286927, -5.19773E-005, 3.96535E-005
3, 900.00000, 0.104906, 0.0649021, 0.0701716, 0.043499, 0.000509826, 0.000311178, -5.12033E-005, 3.57912E-005
3, 1800.00000, 0.105631, 0.0653486, 0.0706588, 0.0438003, 0.000455767, 0.000277653, -5.2397E-005, 3.80658E-005
3, 2700.00000, 0.101176, 0.0625962, 0.0676741, 0.0419521, 0.000547409, 0.000334474, -4.93242E-005, 3.18871E-005
4, 0.00000, 0.0968695, 0.0599359, 0.0647912, 0.0401657, 0.000602844, 0.000368832, -4.58008E-005, 2.72073E-005
4, 900.00000, 0.106248, 0.0657366, 0.0710694, 0.0440541, 0.000586722, 0.000358865, -4.90813E-005, 3.51385E-005
4, 1800.00000, 0.107247, 0.0663547, 0.0717396, 0.0444688, 0.000535373, 0.000327023, -4.92954E-005, 3.67888E-005
4, 2700.00000, 0.10401, 0.0643532, 0.0695716, 0.0431256, 0.000567894, 0.000347181, -4.751E-005, 3.37981E-005
5, 0.00000, 0.11696, 0.0723358, 0.0782381, 0.0485036, 0.00045569, 0.000277658, -6.96917E-005, 4.89093E-005
5, 900.00000, 0.134235, 0.0829799, 0.0897855, 0.0556756, 0.000586267, 0.00035876, -0.000103093, 6.29784E-005
5, 1800.00000, 0.194763, 0.120238, 0.130279, 0.0808053, 0.000470133, 0.000286957, -0.000226361, 0.000154728
5, 2700.00000, 0.306133, 0.188699, 0.204822, 0.127033, 0.000545634, 0.000334301, -0.000469672, 0.000398838
6, 0.00000, 0.291217, 0.179813, 0.194902, 0.120757, 0.000523316, 0.000320218, -0.000242302, 0.000342418
6, 900.00000, 0.336409, 0.207648, 0.225201, 0.139492, 0.000536809, 0.000328757, -0.000280816, 0.000465967
6, 1800.00000, 0.196868, 0.121652, 0.131721, 0.081642, 0.000383038, 0.000232806, -0.000147294, 0.000154853
6, 2700.00000, 0.154249, 0.0953452, 0.10318, 0.0639687, 0.000444362, 0.000270764, -0.000113957, 8.89784E-005
7, 0.00000, 0.17027, 0.105257, 0.113913, 0.0706088, 0.000489275, 0.000298669, -0.000112795, 0.000107656
7, 900.00000, 0.231108, 0.142779, 0.154658, 0.0958403, 0.00046073, 0.00028114, -0.000172181, 0.000214615
7, 1800.00000, 0.237069, 0.14651, 0.158648, 0.0982894, 0.000591242, 0.000362177, -0.000140539, 0.000218731
7, 2700.00000, 0.164465, 0.101686, 0.110035, 0.0681941, 0.000354452, 0.000214964, -9.66066E-005, 0.000107719
8, 0.00000, 0.124296, 0.0768536, 0.0831317, 0.0515462, 0.000679754, 0.000416728, -8.57886E-005, 5.17047E-005
8, 900.00000, 0.125678, 0.0776994, 0.0840647, 0.0521248, 0.000569386, 0.000348284, -9.14013E-005, 5.80193E-005
8, 1800.00000, 0.11982, 0.0740961, 0.0801542, 0.0496904, 0.000430961, 0.000262365, -7.47393E-005, 5.62717E-005
8, 2700.00000, 0.134138, 0.0829289, 0.0897361, 0.0556318, 0.000434527, 0.000264628, -9.30698E-005, 7.32404E-005
9, 0.00000, 0.138635, 0.0856965, 0.0927234, 0.0574985, 0.000841936, 0.000517446, -0.000107634, 6.47431E-005
9, 900.00000, 0.136361, 0.0843095, 0.0912124, 0.0565505, 0.000701393, 0.000430214, -9.25975E-005, 6.59575E-005
9, 1800.00000, 0.160528, 0.0992214, 0.107392, 0.0665774, 0.000639733, 0.00039207, -0.000119036, 9.80364E-005
9, 2700.00000, 0.136627, 0.0844493, 0.0913579, 0.0566665, 0.00117249, 0.000722469, -0.000114802, 4.97182E-005
10, 0.00000, 0.122446, 0.0756973, 0.0818968, 0.0507851, 0.000649402, 0.000397932, -9.28207E-005, 5.33421E-005
10, 900.00000, 0.14233, 0.0879968, 0.0951776, 0.0590245, 0.00129351, 0.0007975, -0.000103358, 5.07642E-005
10, 1800.00000, 0.158911, 0.0982352, 0.106303, 0.0659022, 0.000802359, 0.000492966, -0.000111026, 8.91552E-005
10, 2700.00000, 0.181444, 0.112123, 0.121362, 0.0752509, 0.00110815, 0.000682867, -0.000149287, 0.000107588
11, 0.00000, 0.218326, 0.134766, 0.146031, 0.0905756, 0.000950372, 0.000585328, -0.000258344, 0.000177974
11, 900.00000, 0.214517, 0.132401, 0.143473, 0.089001, 0.000945246, 0.000582136, -0.000265946, 0.000170237
11, 1800.00000, 0.199164, 0.122998, 0.133202, 0.0826121, 0.000983289, 0.000605564, -0.00020652, 0.000137046
11, 2700.00000, 0.222261, 0.137281, 0.148714, 0.0921835, 0.000574862, 0.00035204, -0.000195909, 0.000196519
12, 0.00000, 0.191438, 0.118285, 0.128058, 0.0793925, 0.000754761, 0.000463592, -0.000158791, 0.0001339
12, 900.00000, 0.221258, 0.13664, 0.148024, 0.0917743, 0.000734373, 0.000451104, -0.000213664, 0.000185848
12, 1800.00000, 0.199447, 0.123226, 0.133439, 0.0827154, 0.000499843, 0.00030536, -0.000162447, 0.000158995
12, 2700.00000, 0.169735, 0.104905, 0.11355, 0.0703909, 0.000499822, 0.000305243, -0.000126473, 0.000112727
13, 0.00000, 0.162267, 0.100286, 0.108551, 0.0672989, 0.000586133, 0.000358811, -0.000126405, 0.000101878
13, 900.00000, 0.179104, 0.110702, 0.119828, 0.0742743, 0.000653233, 0.000400504, -0.000124705, 0.000122985
13, 1800.00000, 0.202294, 0.125, 0.135314, 0.083891, 0.00121193, 0.000747386, -0.000161619, 0.000133111
13, 2700.00000, 0.184366, 0.113946, 0.123345, 0.0764556, 0.00072174, 0.000443058, -0.00013207, 0.000129233
14, 0.00000, 0.185911, 0.114894, 0.124364, 0.0770975, 0.000937805, 0.000577164, -0.000140468, 0.000120585
14, 900.00000, 0.179544, 0.110966, 0.120116, 0.0744582, 0.000708424, 0.000434772, -0.000131211, 0.000121424
14, 1800.00000, 0.194983, 0.120493, 0.130463, 0.0808612, 0.000594896, 0.000364365, -0.000142828, 0.000151933
14, 2700.00000, 0.184687, 0.114134, 0.123563, 0.076592, 0.000625853, 0.000383552, -0.000138471, 0.000135063
15, 0.00000, 0.173617, 0.107302, 0.116145, 0.0720016, 0.000727504, 0.000446599, -0.000130613, 0.000113256
15, 900.00000, 0.16851, 0.104144, 0.112708, 0.0698853, 0.00101609, 0.000625655, -0.000133812, 9.35794E-005
15, 1800.00000, 0.182544, 0.112794, 0.12212, 0.0757104, 0.000725258, 0.000445265, -0.000150482, 0.000126667
15, 2700.00000, 0.158248, 0.0977839, 0.105858, 0.0656383, 0.000541286, 0.000330994, -0.000136451, 0.00010054
16, 0.00000, 0.178696, 0.110411, 0.119553, 0.0741177, 0.000530233, 0.000324192, -0.000149653, 0.000129981
16, 900.00000, 0.194094, 0.119888, 0.12986, 0.0805103, 0.000492779, 0.000301009, -0.000179994, 0.000158134
16, 1800.00000, 0.201048, 0.124159, 0.134504, 0.0833982, 0.000575055, 0.000352139, -0.000200979, 0.000166096
16, 2700.00000, 0.224132, 0.138447, 0.149949, 0.0929518, 0.000939973, 0.000578779, -0.000193217, 0.000187366
17, 0.00000, 0.249017, 0.153694, 0.166581, 0.103301, 0.00109628, 0.000676099, -0.000287029, 0.00023001
17, 900.00000, 0.216774, 0.133713, 0.144956, 0.0899606, 0.0010781, 0.000664759, -0.000323582, 0.000173174
17, 1800.00000, 0.274566, 0.169095, 0.183482, 0.11399, 0.00220019, 0.00136239, -0.000571543, 0.000218794
17, 2700.00000, 0.382131, 0.23498, 0.255319, 0.158669, 0.00300561, 0.00186457, -0.000962492, 0.00041832
18, 0.00000, 0.380313, 0.233532, 0.254063, 0.158015, 0.00246362, 0.00152836, -0.00116453, 0.000467926
18, 900.00000, 0.419708, 0.257698, 0.280554, 0.174366, 0.00177894, 0.00110297, -0.00124179, 0.000664079
18, 1800.00000, 0.441929, 0.271527, 0.295402, 0.183507, 0.0022922, 0.00142225, -0.00117705, 0.000676975
18, 2700.00000, 0.480779, 0.295278, 0.321453, 0.199647, 0.00217106, 0.00134745, -0.00130604, 0.000843185
19, 0.00000, 0.499321, 0.306873, 0.333752, 0.207244, 0.00315083, 0.00195679, -0.00122868, 0.000783184
19, 900.00000, 0.479458, 0.294714, 0.320561, 0.19902, 0.00253828, 0.00157557, -0.001152, 0.000783175
19, 1800.00000, 0.47119, 0.289654, 0.315041, 0.195588, 0.00242782, 0.00150671, -0.00112311, 0.000764437
19, 2700.00000, 0.427729, 0.263033, 0.285899, 0.177551, 0.00255944, 0.00158786, -0.001012, 0.000590392
20, 0.00000, 0.414509, 0.254976, 0.277114, 0.17206, 0.00227467, 0.00141058, -0.000934199, 0.000576083
20, 900.00000, 0.39261, 0.24147, 0.262405, 0.162997, 0.00243109, 0.00150756, -0.000936923, 0.000491361
20, 1800.00000, 0.389693, 0.239745, 0.26048, 0.161769, 0.00238341, 0.00147781, -0.00088341, 0.000485675
20, 2700.00000, 0.359279, 0.221179, 0.240181, 0.149124, 0.00213832, 0.00132491, -0.000736937, 0.000416388
21, 0.00000, 0.343071, 0.21122, 0.229391, 0.142405, 0.00160832, 0.000995389, -0.00069163, 0.000419329
21, 900.00000, 0.342866, 0.211188, 0.229235, 0.142287, 0.00195998, 0.00121375, -0.0006357, 0.000383731
21, 1800.00000, 0.349094, 0.21508, 0.233335, 0.144847, 0.00269649, 0.00167109, -0.000622718, 0.000333544
21, 2700.00000, 0.334043, 0.205829, 0.223345, 0.138613, 0.00201621, 0.00124849, -0.000576908, 0.000354151
22, 0.00000, 0.311421, 0.191948, 0.208248, 0.129222, 0.00160721, 0.000994132, -0.000507565, 0.000329362
22, 900.00000, 0.327067, 0.201601, 0.218755, 0.135704, 0.00147774, 0.00091379, -0.000507322, 0.000379908
22, 1800.00000, 0.294489, 0.181613, 0.196957, 0.122174, 0.00134979, 0.000833951, -0.000417034, 0.000304738
22, 2700.00000, 0.265687, 0.163888, 0.177672, 0.110229, 0.00136945, 0.000845905, -0.000371296, 0.000238531
23, 0.00000, 0.230756, 0.142437, 0.154348, 0.0957258, 0.000854808, 0.000525993, -0.000268588, 0.000197758
23, 900.00000, 0.224484, 0.138572, 0.150167, 0.0931264, 0.000667486, 0.000409621, -0.000256522, 0.000197123
23, 1800.00000, 0.224805, 0.138787, 0.150395, 0.0932554, 0.000559159, 0.000342325, -0.000243249, 0.00020254
23, 2700.00000, 0.20341, 0.125623, 0.136069, 0.0843728, 0.000620415, 0.000380267, -0.000202491, 0.000159879
24, 0.00000, 0.158158, 0.0977479, 0.105794, 0.0655932, 0.000493121, 0.000301042, -0.000124627, 9.49365E-005
