hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 125.835, -30.1963, 0.0467434, -58.1179, 1.77359, -61.9746, 1.77359, 118.025
0, 1800.00000, 125.878, -30.1882, 0.0432854, -57.7523, 1.69575, -61.9676, 1.69575, 118.032
0, 2700.00000, 125.987, -30.1695, 0.0401496, -57.8647, 1.55216, -61.9497, 1.55216, 118.05
1, 0.00000, 126.009, -30.167, 0.0366256, -57.3904, 1.4747, -61.9478, 1.4747, 118.052
1, 900.00000, 126.061, -30.1606, 0.0341774, -59.5612, 1.3879, -61.9415, 1.3879, 118.059
1, 1800.00000, 126.058, -30.1565, 0.0360629, -55.0179, 1.41612, -61.938, 1.41612, 118.062
1, 2700.00000, 126.126, -30.1511, 0.0293929, -60.6401, 1.26262, -61.9328, 1.26262, 118.067
2, 0.00000, 126.127, -30.1465, 0.0318711, -56.3568, 1.29842, -61.9285, 1.29842, 118.071
2, 900.00000, 126.148, -30.1473, 0.0302732, -59.3851, 1.23975, -61.9289, 1.23975, 118.071
2, 1800.00000, 126.184, -30.1437, 0.0272796, -63.4135, 1.17021, -61.9254, 1.17021, 118.075
2, 2700.00000, 126.189, -30.1438, 0.0277351, -61.7995, 1.15086, -61.9255, 1.15086, 118.074
3, 0.00000, 126.176, -30.1399, 0.0294335, -56.9334, 1.20966, -61.9222, 1.20966, 118.078
3, 900.00000, 126.183, -30.1416, 0.0275486, -59.8767, 1.17357, -61.9237, 1.17357, 118.076
3, 1800.00000, 126.189, -30.1398, 0.0287823, -58.8824, 1.18163, -61.9219, 1.18163, 118.078
3, 2700.00000, 126.208, -30.1387, 0.0257019, -62.5547, 1.1316, -61.9208, 1.1316, 118.079
4, 0.00000, 126.235, -30.1349, 0.0233769, -65.3016, 1.08319, -61.9172, 1.08319, 118.083
4, 900.00000, 126.209, -30.1314, 0.0271337, -58.075, 1.18834, -61.914, 1.18834, 118.086
4, 1800.00000, 126.163, -30.1428, 0.0279402, -57.1699, 1.19999, -61.9252, 1.19999, 118.075
4, 2700.00000, 126.213, -30.1321, 0.026616, -58.4507, 1.16328, -61.9149, 1.16328, 118.085
5, 0.00000, 126.114, -30.1536, 0.0329654, -60.7452, 1.30903, -61.9339, 1.30903, 118.066
5, 900.00000, 125.987, -30.1791, 0.0371994, -66.5335, 1.50356, -61.9568, 1.50356, 118.043
5, 1800.00000, 125.612, -30.239, 0.0606412, -63.3073, 2.18726, -62.0122, 2.18726, 117.988
5, 2700.00000, 124.915, -30.3291, 0.0993769, -55.1991, 3.4559, -62.0981, 3.4559, 117.902
6, 0.00000, 124.846, -30.3255, 0.0956038, -42.5308, 3.29154, -62.1045, 3.29154, 117.895
6, 900.00000, 124.549, -30.3571, 0.114088, -40.071, 3.81137, -62.1359, 3.81137, 117.864
6, 1800.00000, 125.465, -30.2534, 0.0620515, -48.8647, 2.21444, -62.0328, 2.21444, 117.967
6, 2700.00000, 125.722, -30.2284, 0.0449638, -57.7288, 1.73144, -62.0079, 1.73144, 117.992
7, 0.00000, 125.621, -30.2344, 0.0502739, -51.0402, 1.91296, -62.0144, 1.91296, 117.986
7, 900.00000, 125.282, -30.2656, 0.0747442, -44.797, 2.60333, -62.0447, 2.60333, 117.955
7, 1800.00000, 125.295, -30.2467, 0.0770314, -40.5285, 2.67056, -62.0289, 2.67056, 117.971
7, 2700.00000, 125.696, -30.2148, 0.0522023, -47.3906, 1.8469, -61.9969, 1.8469, 118.003
8, 0.00000, 125.895, -30.2053, 0.0336944, -66.9449, 1.39332, -61.9847, 1.39332, 118.015
8, 900.00000, 125.88, -30.2093, 0.0365984, -65.7405, 1.40901, -61.9879, 1.40901, 118.012
8, 1800.00000, 125.896, -30.2047, 0.0367821, -59.4684, 1.34337, -61.985, 1.34337, 118.015
8, 2700.00000, 125.857, -30.2036, 0.0424922, -57.8115, 1.50427, -61.983, 1.50427, 118.017
9, 0.00000, 125.819, -30.2122, 0.0380427, -66.4826, 1.55485, -61.9901, 1.55485, 118.01
9, 900.00000, 125.846, -30.2028, 0.0388195, -59.9495, 1.52922, -61.9825, 1.52922, 118.017
9, 1800.00000, 125.671, -30.2281, 0.0484197, -55.3995, 1.80271, -62.0065, 1.80271, 117.993
9, 2700.00000, 125.75, -30.2365, 0.0329985, -79.9479, 1.53289, -62.0132, 1.53289, 117.987
10, 0.00000, 125.867, -30.2165, 0.0351647, -70.0392, 1.37282, -61.995, 1.37282, 118.005
10, 900.00000, 125.771, -30.2177, 0.0319579, -71.4742, 1.59673, -61.9963, 1.59673, 118.004
10, 1800.00000, 125.698, -30.2193, 0.0453814, -55.3514, 1.78411, -61.9988, 1.78411, 118.001
10, 2700.00000, 125.568, -30.2364, 0.0486412, -58.1243, 2.03879, -62.0139, 2.03879, 117.986
11, 0.00000, 125.273, -30.2979, 0.0641363, -61.7944, 2.45821, -62.0708, 2.45821, 117.929
11, 900.00000, 125.279, -30.3045, 0.0624869, -65.0202, 2.41504, -62.0765, 2.41504, 117.924
11, 1800.00000, 125.456, -30.2642, 0.054878, -62.4833, 2.23938, -62.0399, 2.23938, 117.96
11, 2700.00000, 125.289, -30.2776, 0.0698266, -49.8778, 2.50318, -62.055, 2.50318, 117.945
12, 0.00000, 125.54, -30.2391, 0.055632, -54.1402, 2.1517, -62.0179, 2.1517, 117.982
12, 900.00000, 125.32, -30.2752, 0.0661616, -53.5829, 2.49093, -62.0508, 2.49093, 117.949
12, 1800.00000, 125.487, -30.2454, 0.0627239, -50.5281, 2.24288, -62.0244, 2.24288, 117.976
12, 2700.00000, 125.694, -30.2167, 0.0521314, -53.1069, 1.90574, -61.9964, 1.90574, 118.004
13, 0.00000, 125.719, -30.2171, 0.0493061, -56.2349, 1.82148, -61.9955, 1.82148, 118.004
13, 900.00000, 125.582, -30.2302, 0.0551951, -49.8658, 2.01282, -62.0098, 2.01282, 117.99
13, 1800.00000, 125.476, -30.2381, 0.0545373, -53.271, 2.27473, -62.0163, 2.27473, 117.984
13, 2700.00000, 125.579, -30.226, 0.0565357, -49.8426, 2.07193, -62.006, 2.07193, 117.994
14, 0.00000, 125.547, -30.2348, 0.0528214, -52.9134, 2.08959, -62.0136, 2.08959, 117.986
14, 900.00000, 125.582, -30.2315, 0.0542546, -51.4786, 2.01765, -62.011, 2.01765, 117.989
14, 1800.00000, 125.483, -30.2419, 0.0624531, -48.1846, 2.19297, -62.0213, 2.19297, 117.979
