hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
9, 900.00000, 0.000350865, 0.000217444, 0.000350482, 0.00021744, 5.51288E-009, -2.23186E-007
9, 1800.00000, 0.000320069, 0.000198343, 0.000319665, 0.000198354, -6.6293E-009, -2.3091E-007
9, 2700.00000, 0.000586905, 0.000363799, 0.000586172, 0.000363664, 7.27135E-008, -4.19842E-007
10, 0.00000, 0.000324849, 0.000201341, 0.000324476, 0.00020131, 2.15444E-008, -2.17312E-007
10, 900.00000, 0.000647398, 0.000401265, 0.000646674, 0.000401174, 5.36463E-008, -4.17651E-007
10, 1800.00000, 0.000401481, 0.000248798, 0.000401006, 0.000248814, -6.11725E-009, -2.74172E-007
10, 2700.00000, 0.000554786, 0.000343821, 0.00055403, 0.000343795, 1.1292E-008, -4.30704E-007
11, 0.00000, 0.0004761, 0.000295075, 0.00047522, 0.000295026, 3.05394E-008, -5.07465E-007
11, 900.00000, 0.000473564, 0.00029352, 0.000472663, 0.000293444, 4.48948E-008, -5.17683E-007
11, 1800.00000, 0.000492416, 0.000305187, 0.000491632, 0.000305154, 2.96591E-008, -4.59666E-007
11, 2700.00000, 0.000287714, 0.000178262, 0.000287262, 0.00017832, -2.85361E-008, -2.62267E-007
12, 0.00000, 0.000377766, 0.000234096, 0.000377242, 0.000234119, -1.06418E-008, -3.0554E-007
12, 900.00000, 0.000367701, 0.000227847, 0.000367091, 0.00022787, -1.56594E-008, -3.47345E-007
12, 1800.00000, 0.000250057, 0.00015494, 0.000249703, 0.000154981, -1.964E-008, -2.07363E-007
12, 2700.00000, 0.000249986, 0.000154909, 0.000249671, 0.00015493, -1.02226E-008, -1.83461E-007
13, 0.00000, 0.000293233, 0.000181719, 0.000292856, 0.000181722, -2.03074E-009, -2.17191E-007
13, 900.00000, 0.000326833, 0.000202513, 0.000326423, 0.000202558, -2.41468E-008, -2.36964E-007
13, 1800.00000, 0.000606802, 0.00037603, 0.000605963, 0.000376043, -1.1161E-008, -4.79336E-007
13, 2700.00000, 0.000361159, 0.000223788, 0.000360701, 0.000223836, -2.42875E-008, -2.67157E-007
14, 0.00000, 0.000469418, 0.000290886, 0.000468802, 0.000290912, -1.56921E-008, -3.54005E-007
14, 900.00000, 0.000354492, 0.000219661, 0.000354038, 0.000219698, -1.93923E-008, -2.62974E-007
14, 1800.00000, 0.000297655, 0.000184425, 0.000297252, 0.000184478, -2.97787E-008, -2.31795E-007
14, 2700.00000, 0.000313152, 0.000194041, 0.000312737, 0.000194078, -2.10985E-008, -2.40321E-007
15, 0.00000, 0.000364052, 0.000225595, 0.000363585, 0.000225616, -1.1422E-008, -2.70292E-007
15, 900.00000, 0.000508613, 0.00031521, 0.000507956, 0.000315185, 1.33604E-008, -3.77605E-007
15, 1800.00000, 0.000362983, 0.000224936, 0.000362479, 0.000224952, -7.8305E-009, -2.90262E-007
15, 2700.00000, 0.0002708, 0.000167827, 0.000270429, 0.000167816, 6.60647E-009, -2.14412E-007
16, 0.00000, 0.000265281, 0.000164387, 0.000264906, 0.000164404, -8.42184E-009, -2.16052E-007
16, 900.00000, 0.000246575, 0.000152794, 0.000246187, 0.000152808, -8.79354E-009, -2.21727E-007
16, 1800.00000, 0.000287845, 0.000178374, 0.000287369, 0.000178381, -3.98662E-009, -2.73444E-007
16, 2700.00000, 0.000470659, 0.000291632, 0.000469946, 0.0002917, -3.29233E-008, -4.15189E-007
17, 0.00000, 0.000549315, 0.000340415, 0.000548257, 0.000340392, 3.2637E-009, -5.98023E-007
17, 900.00000, 0.0005404, 0.000335021, 0.000539216, 0.000334802, 1.1445E-007, -6.70235E-007
17, 1800.00000, 0.00110431, 0.000684898, 0.00110117, 0.000684044, 5.06182E-007, -1.79712E-006
17, 2700.00000, 0.00151021, 0.00093668, 0.00150492, 0.000935427, 7.52114E-007, -3.03387E-006
18, 0.00000, 0.00123901, 0.000768707, 0.00123389, 0.000767313, 8.42088E-007, -2.93243E-006
18, 900.00000, 0.000894674, 0.000554838, 0.000890948, 0.000554205, 4.16238E-007, -2.14969E-006
18, 1800.00000, 0.00115236, 0.000714487, 0.00114793, 0.000713927, 3.96164E-007, -2.57604E-006
18, 2700.00000, 0.0010918, 0.000676852, 0.00108735, 0.000676391, 2.9318E-007, -2.55302E-006
19, 0.00000, 0.00158381, 0.000981812, 0.00157793, 0.000981305, 3.74586E-007, -3.41989E-006
19, 900.00000, 0.00127578, 0.000790813, 0.0012711, 0.000790479, 2.39211E-007, -2.7122E-006
19, 1800.00000, 0.00122019, 0.000756352, 0.00121574, 0.000756017, 2.27051E-007, -2.56942E-006
19, 2700.00000, 0.001286, 0.000797316, 0.00128153, 0.000796723, 3.74438E-007, -2.58374E-006
20, 0.00000, 0.00114266, 0.00070838, 0.00113885, 0.00070797, 2.79065E-007, -2.21032E-006
20, 900.00000, 0.00122138, 0.000757361, 0.00121718, 0.000756597, 4.4728E-007, -2.40067E-006
20, 1800.00000, 0.00119715, 0.000742268, 0.00119325, 0.000741678, 3.82713E-007, -2.26263E-006
20, 2700.00000, 0.00107356, 0.000665586, 0.00107034, 0.000665117, 2.89766E-007, -1.85101E-006
21, 0.00000, 0.000807346, 0.000500508, 0.000804967, 0.000500216, 1.88489E-007, -1.37654E-006
21, 900.00000, 0.000983631, 0.00060976, 0.000980938, 0.000609458, 2.02244E-007, -1.56295E-006
21, 1800.00000, 0.00135309, 0.000838869, 0.00134955, 0.00083832, 3.38807E-007, -2.04507E-006
21, 2700.00000, 0.00101162, 0.000627095, 0.00100901, 0.000626814, 1.84179E-007, -1.51005E-006
22, 0.00000, 0.000806176, 0.000499711, 0.000804205, 0.000499539, 1.17416E-007, -1.14518E-006
22, 900.00000, 0.000741193, 0.000459361, 0.000739389, 0.000459299, 4.97727E-008, -1.04361E-006
22, 1800.00000, 0.000676749, 0.000419426, 0.000675261, 0.000419373, 4.50014E-008, -8.67249E-007
22, 2700.00000, 0.000686492, 0.000425516, 0.000685049, 0.00042538, 8.56181E-008, -8.35919E-007
23, 0.00000, 0.000428169, 0.000265359, 0.000427403, 0.000265344, 2.01373E-008, -4.503E-007
23, 900.00000, 0.000334252, 0.00020715, 0.000333653, 0.000207136, 1.10439E-008, -3.46856E-007
23, 1800.00000, 0.000279925, 0.000173467, 0.000279435, 0.000173475, -1.84461E-009, -2.83259E-007
23, 2700.00000, 0.000310551, 0.000192456, 0.000310061, 0.000192454, 4.37772E-009, -2.84849E-007
24, 0.00000, 0.000246622, 0.000152838, 0.000246318, 0.00015284, 2.89954E-009, -1.79142E-007
