hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.190181, 0.117641, -0.000457156, -6.04127E-005
0, 1800.00000, 0.181871, 0.112516, -0.000405571, -5.42242E-005
0, 2700.00000, 0.166591, 0.103076, -0.00034429, -4.55709E-005
1, 0.00000, 0.158281, 0.0979486, -0.00029821, -4.0512E-005
1, 900.00000, 0.149022, 0.0922219, -0.00027468, -3.69297E-005
1, 1800.00000, 0.152032, 0.0940929, -0.000265304, -3.63164E-005
1, 2700.00000, 0.135617, 0.0839395, -0.000222945, -3.04595E-005
2, 0.00000, 0.139456, 0.0863191, -0.000224274, -3.07823E-005
2, 900.00000, 0.13318, 0.0824326, -0.000216563, -2.94696E-005
2, 1800.00000, 0.125747, 0.077833, -0.000201522, -2.71767E-005
2, 2700.00000, 0.123667, 0.0765487, -0.000193178, -2.6301E-005
3, 0.00000, 0.129963, 0.0804494, -0.000195655, -2.69737E-005
3, 900.00000, 0.126094, 0.0780537, -0.000190615, -2.62146E-005
3, 1800.00000, 0.126968, 0.078594, -0.00019446, -2.65437E-005
3, 2700.00000, 0.121609, 0.0752783, -0.000182271, -2.487E-005
4, 0.00000, 0.116429, 0.0720745, -0.000169015, -2.30248E-005
4, 900.00000, 0.127702, 0.0790529, -0.00018663, -2.5436E-005
4, 1800.00000, 0.128904, 0.0797976, -0.000187551, -2.63319E-005
4, 2700.00000, 0.12501, 0.0773873, -0.000180072, -2.4653E-005
5, 0.00000, 0.140605, 0.0870165, -0.000254008, -3.37414E-005
5, 900.00000, 0.161409, 0.0998525, -0.000367735, -4.74167E-005
5, 1800.00000, 0.234345, 0.144837, -0.000802841, -0.000100738
5, 2700.00000, 0.368575, 0.227567, -0.00173906, -0.000221781
6, 0.00000, 0.350247, 0.216569, -0.00105574, -0.000160077
6, 900.00000, 0.404628, 0.250167, -0.0012998, -0.000200886
6, 1800.00000, 0.236732, 0.146438, -0.000578839, -8.42987E-005
6, 2700.00000, 0.185468, 0.11474, -0.000419882, -5.93527E-005
7, 0.00000, 0.204721, 0.126667, -0.000439721, -6.49121E-005
7, 900.00000, 0.277914, 0.171902, -0.000716893, -0.000105592
7, 1800.00000, 0.285027, 0.176341, -0.000647084, -9.88301E-005
7, 2700.00000, 0.197717, 0.122348, -0.000387473, -5.7341E-005
8, 0.00000, 0.149437, 0.0924606, -0.000310108, -4.18777E-005
8, 900.00000, 0.15112, 0.0934964, -0.000327845, -4.36639E-005
8, 1800.00000, 0.144061, 0.0891491, -0.000273838, -3.78562E-005
8, 2700.00000, 0.161288, 0.0997921, -0.000342238, -4.56749E-005
9, 0.00000, 0.166704, 0.103122, -0.000391742, -5.08549E-005
9, 900.00000, 0.163958, 0.101444, -0.000344793, -4.61297E-005
9, 1800.00000, 0.193035, 0.119415, -0.000450526, -6.12102E-005
9, 2700.00000, 0.164293, 0.101616, -0.000411698, -5.38649E-005
10, 0.00000, 0.147243, 0.091092, -0.000329979, -4.34772E-005
10, 900.00000, 0.171127, 0.105867, -0.000386554, -5.13589E-005
10, 1800.00000, 0.191078, 0.118215, -0.000427059, -5.81151E-005
10, 2700.00000, 0.218193, 0.134946, -0.000571869, -7.58236E-005
11, 0.00000, 0.262701, 0.162344, -0.00094538, -0.000122211
11, 900.00000, 0.258133, 0.159505, -0.000959191, -0.000123561
11, 1800.00000, 0.239591, 0.148112, -0.000759043, -9.94504E-005
11, 2700.00000, 0.267345, 0.165319, -0.000767644, -0.000107828
12, 0.00000, 0.23022, 0.142382, -0.000608154, -8.28274E-005
12, 900.00000, 0.266138, 0.164546, -0.000816084, -0.000111397
12, 1800.00000, 0.239868, 0.148352, -0.000629976, -8.74372E-005
12, 2700.00000, 0.204103, 0.126258, -0.000480852, -6.57626E-005
13, 0.00000, 0.195132, 0.120702, -0.000472533, -6.28845E-005
13, 900.00000, 0.215365, 0.133234, -0.000494897, -6.89693E-005
13, 1800.00000, 0.243255, 0.150444, -0.000643822, -8.65179E-005
13, 2700.00000, 0.221699, 0.137142, -0.000525607, -7.19572E-005
14, 0.00000, 0.223551, 0.138277, -0.000552544, -7.53289E-005
14, 900.00000, 0.215899, 0.133555, -0.000514077, -7.07226E-005
14, 1800.00000, 0.234473, 0.145039, -0.000572805, -7.98459E-005
14, 2700.00000, 0.22209, 0.137376, -0.000543561, -7.40666E-005
15, 0.00000, 0.208774, 0.129142, -0.00050381, -6.794E-005
15, 900.00000, 0.202634, 0.125333, -0.000506992, -6.72251E-005
15, 1800.00000, 0.219536, 0.135779, -0.000573509, -7.66878E-005
15, 2700.00000, 0.190325, 0.117709, -0.000496543, -6.47901E-005
16, 0.00000, 0.214921, 0.132923, -0.000563535, -7.5635E-005
16, 900.00000, 0.233468, 0.144364, -0.000674837, -9.00829E-005
16, 1800.00000, 0.241854, 0.149524, -0.000746729, -9.89896E-005
16, 2700.00000, 0.269573, 0.166692, -0.000773603, -0.000104241
17, 0.00000, 0.299598, 0.185142, -0.00109282, -0.000142249
17, 900.00000, 0.260923, 0.161139, -0.00113751, -0.000139864
17, 1800.00000, 0.330778, 0.203996, -0.00200609, -0.000241427
17, 2700.00000, 0.460647, 0.283756, -0.00346871, -0.000421596
18, 0.00000, 0.458878, 0.282354, -0.00407618, -0.000492382
18, 900.00000, 0.506456, 0.311688, -0.00439999, -0.000540384
18, 1800.00000, 0.53296, 0.328188, -0.00428287, -0.000535389
18, 2700.00000, 0.579831, 0.35697, -0.00481589, -0.000603751
19, 0.00000, 0.601902, 0.370717, -0.00468934, -0.000593032
19, 900.00000, 0.577969, 0.356035, -0.00436112, -0.000551928
19, 1800.00000, 0.567956, 0.349894, -0.00423818, -0.000535721
19, 2700.00000, 0.515508, 0.317624, -0.00374299, -0.000467548
20, 0.00000, 0.499552, 0.307878, -0.0034596, -0.000432604
20, 900.00000, 0.473166, 0.291553, -0.00339795, -0.000418888
20, 1800.00000, 0.469633, 0.289449, -0.00322826, -0.000399019
20, 2700.00000, 0.43282, 0.266902, -0.00269439, -0.000333949
21, 0.00000, 0.413318, 0.254905, -0.00250459, -0.000309679
21, 900.00000, 0.412942, 0.254758, -0.00234446, -0.000292833
21, 1800.00000, 0.420334, 0.25934, -0.00233957, -0.000290639
21, 2700.00000, 0.402245, 0.248224, -0.00214886, -0.000268633
22, 0.00000, 0.374962, 0.231449, -0.00187779, -0.000235384
22, 900.00000, 0.393762, 0.243087, -0.00191899, -0.000243482
22, 1800.00000, 0.354464, 0.218902, -0.00156789, -0.000200063
22, 2700.00000, 0.319766, 0.197495, -0.00136694, -0.000171705
23, 0.00000, 0.277666, 0.171592, -0.000991098, -0.000127328
23, 900.00000, 0.270099, 0.166928, -0.000942814, -0.00012079
23, 1800.00000, 0.270468, 0.167179, -0.000904007, -0.000118151
23, 2700.00000, 0.244687, 0.151275, -0.000749534, -9.71539E-005
24, 0.00000, 0.190196, 0.117647, -0.000457272, -6.04224E-005
