hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
20, 2700.00000, 0.240039, 0.14906, 0.00213813, 0.00132798, -0.000315823, -0.000594763
21, 0.00000, 0.229262, 0.142346, 0.00160811, 0.000998463, -0.000318583, -0.000553418
21, 900.00000, 0.229106, 0.142229, 0.00195978, 0.00121682, -0.000288336, -0.00051192
21, 1800.00000, 0.2332, 0.144787, 0.00269632, 0.00167416, -0.000248859, -0.00050951
21, 2700.00000, 0.223222, 0.138558, 0.00201601, 0.00125156, -0.000264285, -0.000465581
22, 0.00000, 0.208141, 0.129175, 0.00160698, 0.000997205, -0.000246148, -0.000406901
22, 900.00000, 0.218637, 0.135651, 0.00147751, 0.000916862, -0.000278684, -0.000403913
22, 1800.00000, 0.196861, 0.122132, 0.00134955, 0.000837025, -0.000224417, -0.00033255
22, 2700.00000, 0.177594, 0.110196, 0.0013692, 0.000848983, -0.000178846, -0.000297915
23, 0.00000, 0.154289, 0.095701, 0.000854538, 0.000529074, -0.000147066, -0.000213049
23, 900.00000, 0.150111, 0.093103, 0.000667209, 0.000412704, -0.000146637, -0.000202272
23, 1800.00000, 0.150339, 0.0932319, 0.000558878, 0.000345406, -0.00014924, -0.000190827
23, 2700.00000, 0.136023, 0.0843543, 0.000620134, 0.000383352, -0.000118346, -0.000159713
24, 0.00000, 0.105767, 0.0655833, 0.000492832, 0.000304131, -7.06682E-005, -9.85762E-005
