hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
19, 900.00000, 0.537188, 0.331088, -0.000223424, 0.00140632
19, 1800.00000, 0.527933, 0.325408, -0.000211638, 0.00137155
19, 2700.00000, 0.479181, 0.295417, -0.000141129, 0.00124181
20, 0.00000, 0.464473, 0.286408, -0.000137906, 0.00114515
20, 900.00000, 0.439831, 0.271187, -8.50091E-005, 0.00115629
20, 1800.00000, 0.436632, 0.269261, -9.82433E-005, 0.00108735
20, 2700.00000, 0.40267, 0.248431, -8.91856E-005, 0.000906455
21, 0.00000, 0.384552, 0.237279, -7.34571E-005, 0.000851733
21, 900.00000, 0.38436, 0.23722, -9.51684E-005, 0.000779518
21, 1800.00000, 0.391319, 0.241538, -0.000109634, 0.000762325
21, 2700.00000, 0.374539, 0.231212, -9.92113E-005, 0.000705948
22, 0.00000, 0.349222, 0.215634, -8.4527E-005, 0.000621387
22, 900.00000, 0.366827, 0.226519, -0.000112483, 0.000617894
22, 1800.00000, 0.330321, 0.204043, -9.04935E-005, 0.000508407
22, 2700.00000, 0.298009, 0.18411, -6.12234E-005, 0.000454911
23, 0.00000, 0.258916, 0.160034, -5.22034E-005, 0.00032835
23, 900.00000, 0.251898, 0.155707, -4.81681E-005, 0.000313757
23, 1800.00000, 0.252285, 0.155959, -5.47465E-005, 0.000296739
23, 2700.00000, 0.22828, 0.14115, -4.31042E-005, 0.000247217
24, 0.00000, 0.17753, 0.109823, -2.64747E-005, 0.00015244
