hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.177533, 0.109825, -2.64848E-005, 0.000152412
0, 1800.00000, 0.169798, 0.105053, -2.61874E-005, 0.00013367
0, 2700.00000, 0.155552, 0.0962514, -2.10589E-005, 0.000114081
1, 0.00000, 0.147818, 0.091477, -2.13462E-005, 9.73585E-005
1, 900.00000, 0.139175, 0.0861316, -1.75271E-005, 9.10604E-005
1, 1800.00000, 0.142002, 0.0878869, -2.08547E-005, 8.54524E-005
1, 2700.00000, 0.126677, 0.0784081, -1.54951E-005, 7.33713E-005
2, 0.00000, 0.130271, 0.0806346, -1.75631E-005, 7.23776E-005
2, 900.00000, 0.124404, 0.0770022, -1.45882E-005, 7.1615E-005
2, 1800.00000, 0.117459, 0.0727056, -1.19914E-005, 6.7648E-005
2, 2700.00000, 0.115521, 0.0715079, -1.19395E-005, 6.48121E-005
3, 0.00000, 0.121412, 0.0751568, -1.52687E-005, 6.33468E-005
3, 900.00000, 0.117796, 0.0729183, -1.37293E-005, 6.25746E-005
3, 1800.00000, 0.118611, 0.0734218, -1.35634E-005, 6.40317E-005
3, 2700.00000, 0.113606, 0.0703253, -1.214E-005, 6.04162E-005
4, 0.00000, 0.10877, 0.0673346, -1.09599E-005, 5.61891E-005
4, 900.00000, 0.119306, 0.073856, -1.48058E-005, 5.98074E-005
4, 1800.00000, 0.120431, 0.0745519, -1.60049E-005, 6.00481E-005
4, 2700.00000, 0.116792, 0.0723007, -1.41572E-005, 5.79559E-005
5, 0.00000, 0.131323, 0.0812746, -1.41964E-005, 8.55144E-005
5, 900.00000, 0.150687, 0.0932282, -1.40674E-005, 0.000127242
5, 1800.00000, 0.218542, 0.135099, -2.37166E-005, 0.000279353
5, 2700.00000, 0.343401, 0.212077, -9.06811E-005, 0.000573422
6, 0.00000, 0.326941, 0.202128, -0.000160496, 0.000290753
6, 900.00000, 0.377716, 0.233472, -0.000227169, 0.000337173
6, 1800.00000, 0.22102, 0.136712, -6.15094E-005, 0.000178376
6, 2700.00000, 0.173155, 0.107124, -3.02851E-005, 0.000139391
7, 0.00000, 0.191171, 0.118276, -4.62961E-005, 0.000136793
7, 900.00000, 0.259487, 0.160485, -9.33027E-005, 0.000207628
7, 1800.00000, 0.266201, 0.164671, -0.000110759, 0.000168755
7, 2700.00000, 0.184661, 0.114264, -4.50167E-005, 0.000117489
8, 0.00000, 0.13953, 0.0863365, -1.43747E-005, 0.000107437
8, 900.00000, 0.141087, 0.0872947, -1.2856E-005, 0.000114947
8, 1800.00000, 0.134528, 0.0832515, -1.53136E-005, 9.40094E-005
8, 2700.00000, 0.150596, 0.0931804, -1.77994E-005, 0.000116729
9, 0.00000, 0.155616, 0.0962725, -1.54859E-005, 0.000135486
9, 900.00000, 0.153084, 0.0947218, -1.97549E-005, 0.000115901
9, 1800.00000, 0.180219, 0.11149, -3.09656E-005, 0.000148181
9, 2700.00000, 0.153336, 0.094852, -1.2462E-005, 0.000145454
10, 0.00000, 0.137448, 0.0850398, -9.82915E-006, 0.000117637
10, 900.00000, 0.159759, 0.0988413, -2.08323E-005, 0.00012987
10, 1800.00000, 0.178405, 0.110376, -3.20855E-005, 0.000138113
10, 2700.00000, 0.203663, 0.125969, -3.90164E-005, 0.000185381
11, 0.00000, 0.24497, 0.151413, -4.11328E-005, 0.000321411
11, 900.00000, 0.240677, 0.148749, -3.42841E-005, 0.00033144
11, 1800.00000, 0.223487, 0.138176, -3.85573E-005, 0.000255102
11, 2700.00000, 0.249501, 0.154281, -7.24914E-005, 0.000239221
12, 0.00000, 0.214877, 0.1329, -4.79092E-005, 0.000194505
12, 900.00000, 0.248344, 0.153549, -6.39669E-005, 0.000261177
12, 1800.00000, 0.223889, 0.138472, -5.60464E-005, 0.000198326
12, 2700.00000, 0.190542, 0.117874, -3.72233E-005, 0.000155126
13, 0.00000, 0.182155, 0.112682, -2.91748E-005, 0.000156666
13, 900.00000, 0.201082, 0.124397, -4.67493E-005, 0.000154009
13, 1800.00000, 0.22707, 0.140442, -5.65995E-005, 0.000199201
13, 2700.00000, 0.20698, 0.12804, -4.83278E-005, 0.000163137
14, 0.00000, 0.208697, 0.129094, -4.74937E-005, 0.000173521
14, 900.00000, 0.201564, 0.124689, -4.4635E-005, 0.000162128
14, 1800.00000, 0.218909, 0.13541, -5.66606E-005, 0.000176188
14, 2700.00000, 0.207335, 0.128253, -4.64418E-005, 0.000171444
15, 0.00000, 0.1949, 0.120565, -3.82164E-005, 0.000162003
15, 900.00000, 0.189147, 0.117001, -3.21226E-005, 0.000166571
15, 1800.00000, 0.204914, 0.126742, -4.00113E-005, 0.000186438
15, 2700.00000, 0.177625, 0.109867, -2.15556E-005, 0.00017073
16, 0.00000, 0.200597, 0.12407, -3.68603E-005, 0.000185833
16, 900.00000, 0.217866, 0.134725, -4.20217E-005, 0.000223612
16, 1800.00000, 0.225647, 0.139518, -4.23321E-005, 0.000249725
16, 2700.00000, 0.251579, 0.155571, -7.0808E-005, 0.000237736
17, 0.00000, 0.279434, 0.172706, -6.95247E-005, 0.000354409
17, 900.00000, 0.243129, 0.150205, -1.14901E-005, 0.000407993
17, 1800.00000, 0.307675, 0.189862, 5.22158E-006, 0.000724136
17, 2700.00000, 0.427984, 0.263827, -4.73074E-005, 0.00120088
18, 0.00000, 0.425683, 0.262181, 3.56224E-005, 0.00146931
18, 900.00000, 0.469966, 0.28946, -3.24079E-005, 0.00154635
18, 1800.00000, 0.494955, 0.30497, -0.000117576, 0.00145128
18, 2700.00000, 0.53852, 0.331749, -0.00017, 0.00160385
19, 0.00000, 0.559305, 0.344661, -0.000249567, 0.00149911
