hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 900.00000, 126.663, -150.09, 0.078343, -151.017, 0.370656, 178.124, 0.356608, -3.16895
0, 1800.00000, 126.646, -150.093, 0.0726638, -151.339, 0.41369, 178.122, 0.40047, -2.93714
0, 2700.00000, 126.697, -150.08, 0.0672575, -151.025, 0.362285, 178.135, 0.350129, -2.99644
1, 0.00000, 126.66, -150.088, 0.0616439, -151.842, 0.399571, 178.126, 0.3882, -2.78743
1, 900.00000, 126.677, -150.083, 0.0598733, -150.455, 0.390865, 178.131, 0.379965, -2.81303
1, 1800.00000, 126.688, -150.084, 0.0577453, -153.43, 0.349477, 178.132, 0.338715, -2.80164
1, 2700.00000, 126.661, -150.085, 0.0532495, -150.172, 0.425225, 178.13, 0.415403, -2.64597
2, 0.00000, 126.69, -150.081, 0.0528484, -152.567, 0.370233, 178.134, 0.36036, -2.69171
2, 900.00000, 126.695, -150.079, 0.0531243, -150.898, 0.354281, 178.135, 0.344551, -2.77725
2, 1800.00000, 126.688, -150.077, 0.0516197, -148.653, 0.39523, 178.136, 0.385892, -2.70709
2, 2700.00000, 126.699, -150.078, 0.0509205, -149.849, 0.340643, 178.136, 0.331414, -2.80054
3, 0.00000, 126.699, -150.078, 0.0495195, -152.389, 0.353441, 178.136, 0.344192, -2.67835
3, 900.00000, 126.684, -150.08, 0.0492614, -150.776, 0.382907, 178.134, 0.373786, -2.64951
3, 1800.00000, 126.707, -150.076, 0.0501165, -151.195, 0.342185, 178.138, 0.332963, -2.74478
3, 2700.00000, 126.681, -150.079, 0.0483207, -149.211, 0.411178, 178.135, 0.402303, -2.61125
4, 0.00000, 126.672, -150.078, 0.0463132, -147.822, 0.452893, 178.135, 0.444395, -2.53753
4, 900.00000, 126.692, -150.075, 0.0470797, -150.944, 0.440703, 178.139, 0.431823, -2.50673
4, 1800.00000, 126.664, -150.086, 0.0478513, -152.589, 0.402173, 178.129, 0.393098, -2.55708
4, 2700.00000, 126.69, -150.076, 0.0465565, -150.982, 0.42654, 178.138, 0.417774, -2.5214
5, 0.00000, 126.71, -150.075, 0.05862, -149.701, 0.342201, 178.138, 0.331696, -2.94233
5, 900.00000, 126.674, -150.079, 0.0723879, -146.271, 0.440715, 178.133, 0.4282, -2.99721
5, 1800.00000, 126.704, -150.078, 0.109195, -147.239, 0.353525, 178.133, 0.335133, -3.98813
5, 2700.00000, 126.615, -150.113, 0.152553, -152.049, 0.411119, 178.103, 0.384208, -4.16005
6, 0.00000, 126.339, -150.206, 0.112551, -166.847, 0.394653, 178.023, 0.372254, -2.88345
6, 900.00000, 126.271, -150.234, 0.124687, -170.306, 0.405148, 178, 0.380032, -2.7641
6, 1800.00000, 126.508, -150.149, 0.0863479, -160.067, 0.288167, 178.072, 0.271692, -3.28489
6, 2700.00000, 126.54, -150.129, 0.0763401, -153.534, 0.334251, 178.087, 0.320282, -3.21283
7, 0.00000, 126.491, -150.145, 0.0749509, -158.537, 0.368213, 178.074, 0.353824, -2.8926
7, 900.00000, 126.477, -150.16, 0.093339, -163.689, 0.346876, 178.063, 0.328567, -2.95759
7, 1800.00000, 126.459, -150.164, 0.0858894, -168.648, 0.445248, 178.063, 0.427729, -2.46973
7, 2700.00000, 126.562, -150.133, 0.0704918, -161.604, 0.266396, 178.088, 0.252735, -3.02335
8, 0.00000, 126.531, -150.118, 0.0672739, -147.866, 0.511582, 178.095, 0.499529, -2.77201
8, 900.00000, 126.563, -150.114, 0.0707866, -148.237, 0.428346, 178.099, 0.415835, -2.98477
8, 1800.00000, 126.568, -150.121, 0.0642213, -152.455, 0.323983, 178.094, 0.312261, -3.06669
8, 2700.00000, 126.613, -150.109, 0.0708211, -152.193, 0.326617, 178.106, 0.313787, -3.17723
9, 0.00000, 126.521, -150.115, 0.0748014, -146.649, 0.633963, 178.098, 0.620613, -2.70303
9, 900.00000, 126.545, -150.116, 0.0685824, -150.508, 0.527833, 178.098, 0.515184, -2.69974
9, 1800.00000, 126.518, -150.13, 0.0777576, -153.601, 0.481592, 178.086, 0.467061, -2.82165
9, 2700.00000, 126.379, -150.138, 0.0781604, -142.139, 0.884173, 178.073, 0.870546, -2.58964
10, 0.00000, 126.532, -150.118, 0.0724496, -146.297, 0.488758, 178.094, 0.476136, -2.92435
10, 900.00000, 126.372, -150.137, 0.0700288, -144.594, 0.975352, 178.076, 0.962406, -2.43475
10, 1800.00000, 126.49, -150.131, 0.0735833, -153.211, 0.604241, 178.085, 0.590242, -2.60455
10, 2700.00000, 126.425, -150.137, 0.08361, -150.451, 0.835434, 178.079, 0.819644, -2.53532
11, 0.00000, 126.427, -150.143, 0.114893, -148.635, 0.716936, 178.071, 0.696502, -2.96948
11, 900.00000, 126.422, -150.142, 0.118055, -147.141, 0.713152, 178.071, 0.692557, -3.04668
11, 1800.00000, 126.451, -150.132, 0.100698, -148.333, 0.741366, 178.082, 0.723283, -2.80409
11, 2700.00000, 126.461, -150.156, 0.0986993, -158.228, 0.433082, 178.064, 0.414286, -3.03568
12, 0.00000, 126.502, -150.131, 0.087165, -153.967, 0.568485, 178.086, 0.552084, -2.76502
12, 900.00000, 126.461, -150.146, 0.101785, -154.604, 0.55351, 178.072, 0.534477, -2.93263
12, 1800.00000, 126.543, -150.133, 0.0897331, -157.395, 0.376159, 178.086, 0.359216, -3.10372
12, 2700.00000, 126.591, -150.116, 0.0792282, -155.14, 0.375919, 178.102, 0.361144, -3.03248
13, 0.00000, 126.582, -150.113, 0.0798384, -152.49, 0.440992, 178.103, 0.426333, -2.9536
13, 900.00000, 126.504, -150.138, 0.0785027, -157.765, 0.491809, 178.081, 0.476611, -2.69439
13, 1800.00000, 126.4, -150.143, 0.0850449, -153.275, 0.913931, 178.075, 0.89732, -2.44998
13, 2700.00000, 126.516, -150.132, 0.0800142, -157.137, 0.543426, 178.087, 0.527925, -2.64434
14, 0.00000, 126.448, -150.14, 0.0812792, -154.484, 0.706721, 178.078, 0.691008, -2.54756
14, 900.00000, 126.5, -150.136, 0.0801218, -156.169, 0.533462, 178.083, 0.51808, -2.69067
14, 1800.00000, 126.507, -150.142, 0.0845633, -159.284, 0.447887, 178.078, 0.431497, -2.78909
14, 2700.00000, 126.53, -150.132, 0.0829921, -156.976, 0.471131, 178.087, 0.455259, -2.79696
15, 0.00000, 126.518, -150.128, 0.0800564, -154.37, 0.547774, 178.089, 0.532605, -2.71075
15, 900.00000, 126.451, -150.132, 0.0800007, -149.921, 0.765738, 178.084, 0.750774, -2.56753
15, 1800.00000, 126.516, -150.129, 0.0861691, -153.517, 0.54618, 178.088, 0.530063, -2.80093
15, 2700.00000, 126.582, -150.113, 0.0853747, -150.221, 0.407262, 178.101, 0.392077, -3.2116
16, 0.00000, 126.548, -150.128, 0.0878118, -154.221, 0.399053, 178.089, 0.382851, -3.13444
16, 900.00000, 126.537, -150.134, 0.0969317, -154.292, 0.370943, 178.083, 0.353199, -3.37637
16, 1800.00000, 126.508, -150.138, 0.1023, -152.876, 0.433139, 178.078, 0.414571, -3.29642
16, 2700.00000, 126.452, -150.144, 0.0952541, -156.514, 0.70855, 178.076, 0.690066, -2.60655
17, 0.00000, 126.405, -150.148, 0.11711, -151.746, 0.827317, 178.068, 0.805608, -2.77257
17, 900.00000, 126.464, -150.118, 0.135387, -142.458, 0.813597, 178.089, 0.79135, -3.15986
17, 1800.00000, 126.221, -150.131, 0.181509, -136.565, 1.66616, 178.068, 1.63771, -2.83905
17, 2700.00000, 126.027, -150.158, 0.221717, -138.478, 2.28232, 178.043, 2.24603, -2.73942
18, 0.00000, 126.175, -150.127, 0.263859, -136.546, 1.87033, 178.064, 1.83013, -3.11505
18, 900.00000, 126.272, -150.143, 0.262353, -141.596, 1.34925, 178.057, 1.30717, -3.43373
18, 1800.00000, 126.083, -150.184, 0.242199, -143.736, 1.74044, 178.024, 1.69939, -2.99049
18, 2700.00000, 126.107, -150.189, 0.252024, -145.939, 1.64859, 178.021, 1.60501, -3.04034
19, 0.00000, 125.876, -150.217, 0.232304, -146.153, 2.39608, 177.998, 2.35405, -2.66829
19, 900.00000, 126.025, -150.201, 0.228478, -147.354, 1.92767, 178.013, 1.88662, -2.77897
19, 1800.00000, 126.059, -150.195, 0.226382, -147.338, 1.84314, 178.019, 1.80261, -2.80279
19, 2700.00000, 126.076, -150.176, 0.2175, -144.124, 1.94243, 178.034, 1.9046, -2.77297
20, 0.00000, 126.159, -150.166, 0.209036, -145.143, 1.72469, 178.045, 1.68816, -2.80875
20, 900.00000, 126.16, -150.15, 0.214374, -141.809, 1.84364, 178.055, 1.8076, -2.82485
20, 1800.00000, 126.179, -150.149, 0.205581, -142.729, 1.80675, 178.058, 1.77167, -2.78632
20, 2700.00000, 126.24, -150.143, 0.187312, -143.372, 1.61936, 178.066, 1.58718, -2.78079
21, 0.00000, 126.382, -150.125, 0.18489, -144.469, 1.21635, 178.083, 1.18493, -3.00677
21, 900.00000, 126.278, -150.142, 0.172054, -144.844, 1.48318, 178.069, 1.45308, -2.75244
21, 1800.00000, 126.139, -150.149, 0.164403, -142.763, 2.04273, 178.062, 2.01349, -2.53317
21, 2700.00000, 126.286, -150.138, 0.161526, -145.219, 1.5253, 178.074, 1.49665, -2.66909
22, 0.00000, 126.384, -150.127, 0.153504, -146.3, 1.21452, 178.085, 1.18741, -2.78123
22, 900.00000, 126.403, -150.133, 0.151546, -149.405, 1.11639, 178.083, 1.08886, -2.77763
22, 1800.00000, 126.426, -150.129, 0.138015, -149.133, 1.01913, 178.086, 0.994121, -2.7789
22, 2700.00000, 126.459, -150.113, 0.13171, -146.238, 1.03356, 178.099, 1.01034, -2.7758
23, 0.00000, 126.561, -150.108, 0.113389, -149.481, 0.644061, 178.107, 0.623832, -3.01232
23, 900.00000, 126.622, -150.098, 0.111878, -150.211, 0.502536, 178.116, 0.482703, -3.2802
23, 1800.00000, 126.612, -150.108, 0.109037, -152.404, 0.420873, 178.108, 0.401259, -3.42566
23, 2700.00000, 126.636, -150.096, 0.0988839, -151.114, 0.466844, 178.119, 0.449099, -3.1737
24, 0.00000, 126.663, -150.09, 0.0783564, -151.015, 0.370654, 178.124, 0.356604, -3.16925
