hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 900.00000, 126.004, -30.2069, 126.565, -150.086, 126.114, 89.9208, 0.0999456, -140.905, 0.164359, -61.9503, 0.163805, 178.122, 0.164184, 58.1008, 0.0200232, -142.215
0, 1800.00000, 126.026, -30.1974, 126.543, -150.088, 126.133, 89.9199, 0.090875, -140.602, 0.169767, -61.9447, 0.169236, 178.121, 0.169594, 58.1031, 0.0182049, -141.974
0, 2700.00000, 126.137, -30.179, 126.615, -150.076, 126.231, 89.9299, 0.0851746, -140.864, 0.182246, -61.929, 0.18172, 178.133, 0.182079, 58.1149, 0.0170718, -142.315
1, 0.00000, 126.117, -30.1734, 126.553, -150.082, 126.213, 89.9252, 0.0752327, -140.13, 0.164828, -61.9272, 0.164389, 178.128, 0.164678, 58.1142, 0.0150635, -141.49
1, 900.00000, 126.159, -30.1664, 126.574, -150.077, 126.237, 89.9266, 0.072723, -137.838, 0.157585, -61.9208, 0.157183, 178.132, 0.157458, 58.1175, 0.0145572, -139.14
1, 1800.00000, 126.17, -30.163, 126.589, -150.078, 126.277, 89.9328, 0.0715601, -143.048, 0.162545, -61.919, 0.162135, 178.134, 0.162394, 58.1221, 0.0143302, -144.379
1, 2700.00000, 126.189, -30.1545, 126.549, -150.077, 126.255, 89.9252, 0.0621172, -135.29, 0.160568, -61.9132, 0.160206, 178.131, 0.160452, 58.1204, 0.0124258, -136.654
2, 0.00000, 126.217, -30.1518, 126.591, -150.075, 126.306, 89.9332, 0.0638371, -140.81, 0.158315, -61.9105, 0.157954, 178.136, 0.158186, 58.1261, 0.0127779, -142.123
2, 900.00000, 126.218, -30.151, 126.587, -150.072, 126.291, 89.9314, 0.0635867, -137.461, 0.160527, -61.9093, 0.160161, 178.137, 0.160407, 58.1254, 0.0127245, -138.808
2, 1800.00000, 126.238, -30.1467, 126.582, -150.07, 126.288, 89.9284, 0.0604341, -132.863, 0.161312, -61.9058, 0.160965, 178.137, 0.161213, 58.125, 0.012089, -134.224
2, 2700.00000, 126.234, -30.1456, 126.582, -150.07, 126.294, 89.9308, 0.0600276, -134.594, 0.161716, -61.9051, 0.161365, 178.139, 0.161609, 58.1269, 0.0120084, -135.97
3, 0.00000, 126.248, -30.1438, 126.597, -150.072, 126.33, 89.935, 0.059087, -139.784, 0.164464, -61.9044, 0.164112, 178.139, 0.164338, 58.1297, 0.0118259, -141.163
3, 900.00000, 126.236, -30.1442, 126.573, -150.073, 126.303, 89.9304, 0.057367, -135.94, 0.166292, -61.9051, 0.165944, 178.136, 0.166176, 58.1269, 0.0114753, -137.356
3, 1800.00000, 126.255, -30.1433, 126.604, -150.069, 126.327, 89.9347, 0.0598329, -137.833, 0.171686, -61.9034, 0.171317, 178.14, 0.171563, 58.1297, 0.0119756, -139.271
3, 2700.00000, 126.254, -30.1411, 126.574, -150.071, 126.305, 89.9289, 0.0555448, -132.861, 0.15808, -61.9024, 0.157762, 178.137, 0.157984, 58.1271, 0.011107, -134.209
4, 0.00000, 126.27, -30.1369, 126.565, -150.071, 126.308, 89.9268, 0.0520622, -129.368, 0.156659, -61.8994, 0.156364, 178.137, 0.156577, 58.1271, 0.0104057, -130.707
4, 900.00000, 126.295, -30.1371, 126.613, -150.07, 126.361, 89.9346, 0.0550818, -137.872, 0.161034, -61.8992, 0.16072, 178.14, 0.160929, 58.1313, 0.0110227, -139.193
4, 1800.00000, 126.213, -30.1451, 126.545, -150.078, 126.294, 89.9292, 0.0549291, -138.173, 0.168528, -61.9073, 0.168181, 178.133, 0.168399, 58.1257, 0.0109858, -139.623
4, 2700.00000, 126.287, -30.1367, 126.602, -150.071, 126.353, 89.9339, 0.0540852, -137.216, 0.173857, -61.8993, 0.173517, 178.139, 0.173741, 58.1309, 0.010823, -138.667
5, 0.00000, 126.207, -30.1591, 126.614, -150.07, 126.275, 89.9315, 0.0719818, -137.092, 0.195006, -61.914, 0.194525, 178.138, 0.194862, 58.1224, 0.0144194, -138.667
5, 900.00000, 126.105, -30.187, 126.581, -150.074, 126.143, 89.9173, 0.0890577, -132.352, 0.23606, -61.9337, 0.235368, 178.128, 0.235903, 58.1046, 0.0178588, -134.215
5, 1800.00000, 125.888, -30.2579, 126.647, -150.08, 125.965, 89.913, 0.144494, -137.677, 0.26216, -61.9818, 0.260969, 178.121, 0.261891, 58.0787, 0.0290513, -139.649
5, 2700.00000, 125.45, -30.3659, 126.592, -150.121, 125.695, 89.9022, 0.212417, -146.3, 0.24362, -62.0653, 0.242007, 178.087, 0.243101, 58.0363, 0.0427026, -148.079
6, 0.00000, 125.14, -30.3396, 126.085, -150.19, 125.615, 89.8915, 0.153948, -162.08, 0.244813, -62.0736, 0.243468, 178.039, 0.243999, 58.0391, 0.0309157, -164.111
6, 900.00000, 124.933, -30.3766, 126.006, -150.217, 125.533, 89.8908, 0.177894, -166.853, 0.240282, -62.1067, 0.238819, 178.021, 0.239319, 58.0263, 0.0357264, -168.799
6, 1800.00000, 125.589, -30.257, 126.276, -150.132, 125.85, 89.9035, 0.109846, -151.324, 0.255088, -62.0007, 0.254035, 178.083, 0.254571, 58.074, 0.0220449, -153.512
6, 2700.00000, 125.744, -30.226, 126.304, -150.111, 125.884, 89.8979, 0.0905258, -138.932, 0.291654, -61.9737, 0.290624, 178.095, 0.291256, 58.081, 0.0181419, -141.535
7, 0.00000, 125.668, -30.233, 126.244, -150.127, 125.873, 89.8986, 0.0891266, -146.739, 0.374697, -61.9832, 0.373371, 178.085, 0.374067, 58.0786, 0.0179064, -150.07
7, 900.00000, 125.504, -30.2762, 126.27, -150.147, 125.848, 89.9084, 0.124804, -157.923, 0.530787, -62.0172, 0.528427, 178.075, 0.529481, 58.0696, 0.0252601, -162.177
7, 1800.00000, 125.565, -30.2612, 126.284, -150.153, 125.956, 89.9177, 0.119004, -165.19, 0.700664, -62.0093, 0.697764, 178.075, 0.698792, 58.0791, 0.0242425, -170.716
7, 2700.00000, 125.771, -30.2152, 126.337, -150.116, 126.004, 89.9171, 0.0880007, -152.632, 0.738361, -61.9683, 0.735813, 178.099, 0.737016, 58.0954, 0.0178983, -159.052
8, 0.00000, 125.86, -30.2, 126.303, -150.1, 125.914, 89.8926, 0.0754432, -126.941, 0.76577, -61.9525, 0.76354, 178.1, 0.765111, 58.0861, 0.0151654, -133.702
8, 900.00000, 125.856, -30.2044, 126.335, -150.097, 125.917, 89.8967, 0.0817183, -129.336, 0.748868, -61.9541, 0.746559, 178.104, 0.748211, 58.0871, 0.0164933, -135.815
8, 1800.00000, 125.844, -30.1964, 126.308, -150.1, 125.949, 89.9032, 0.0731115, -134.618, 0.772039, -61.9506, 0.769741, 178.105, 0.771202, 58.0937, 0.0147657, -141.658
8, 2700.00000, 125.891, -30.2023, 126.407, -150.094, 126.004, 89.9118, 0.0854606, -138.574, 0.806067, -61.9516, 0.803478, 178.112, 0.805156, 58.0966, 0.0173791, -145.357
9, 0.00000, 125.85, -30.2127, 126.334, -150.101, 125.895, 89.8897, 0.085938, -128.357, 0.825267, -61.9602, 0.822708, 178.098, 0.824609, 58.0797, 0.017402, -135.203
9, 900.00000, 125.878, -30.2024, 126.35, -150.102, 125.967, 89.9005, 0.0789138, -134.548, 0.804583, -61.954, 0.802178, 178.103, 0.803787, 58.0892, 0.0160002, -141.374
9, 1800.00000, 125.737, -30.2292, 126.304, -150.115, 125.882, 89.8977, 0.0926446, -140.844, 0.763516, -61.9758, 0.760851, 178.092, 0.76249, 58.0791, 0.0188129, -147.228
