hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.246625, 0.153382, 8.01E-008, -3.20249E-006, 0.540685, 0.334189, -0.000141909, -0.000370095
0, 1800.00000, 0.231643, 0.144023, 8.0004E-008, -3.20231E-006, 0.504192, 0.311696, -0.00011394, -0.000320673
0, 2700.00000, 0.213997, 0.133021, 8.0081E-008, -3.20596E-006, 0.467119, 0.288826, -0.000101478, -0.000274878
1, 0.00000, 0.198367, 0.123268, 7.99259E-008, -3.20481E-006, 0.428716, 0.265138, -7.55017E-005, -0.000231209
1, 900.00000, 0.191482, 0.118986, 8.01057E-008, -3.20616E-006, 0.417788, 0.258389, -7.93609E-005, -0.000220258
1, 1800.00000, 0.186329, 0.11576, 7.97686E-008, -3.20682E-006, 0.399003, 0.246801, -5.8997E-005, -0.000199446
1, 2700.00000, 0.172405, 0.107098, 8.00841E-008, -3.20639E-006, 0.374452, 0.231639, -5.96648E-005, -0.000176644
2, 0.00000, 0.171681, 0.106639, 7.98612E-008, -3.20776E-006, 0.368179, 0.227768, -5.05929E-005, -0.000169735
2, 900.00000, 0.16999, 0.105596, 8.00555E-008, -3.20824E-006, 0.369764, 0.228742, -5.98058E-005, -0.000172623
2, 1800.00000, 0.165156, 0.102592, 8.02647E-008, -3.20828E-006, 0.363105, 0.224627, -6.35801E-005, -0.000166839
2, 2700.00000, 0.161439, 0.100277, 8.01679E-008, -3.20901E-006, 0.354116, 0.219076, -5.92172E-005, -0.000159182
3, 0.00000, 0.16058, 0.0997293, 7.98925E-008, -3.20888E-006, 0.344797, 0.213327, -4.47854E-005, -0.000149108
3, 900.00000, 0.159304, 0.0989401, 8.00351E-008, -3.20825E-006, 0.345062, 0.213489, -4.91318E-005, -0.000150001
3, 1800.00000, 0.160923, 0.0999488, 8.00259E-008, -3.20936E-006, 0.349024, 0.215934, -5.16201E-005, -0.00015353
3, 2700.00000, 0.156476, 0.0971833, 8.01712E-008, -3.20834E-006, 0.341313, 0.211171, -5.15632E-005, -0.000146894
4, 0.00000, 0.1511, 0.0938381, 8.02633E-008, -3.20816E-006, 0.330617, 0.204563, -4.94538E-005, -0.000137694
4, 900.00000, 0.156806, 0.0973779, 7.99801E-008, -3.20867E-006, 0.335811, 0.207776, -4.0972E-005, -0.000140038
4, 1800.00000, 0.156871, 0.0974174, 7.98321E-008, -3.20722E-006, 0.334722, 0.207106, -3.80476E-005, -0.000140303
4, 2700.00000, 0.154175, 0.0957413, 7.99821E-008, -3.20875E-006, 0.330732, 0.204639, -4.04365E-005, -0.000136262
5, 0.00000, 0.185165, 0.115059, 8.02308E-008, -3.20831E-006, 0.407681, 0.252145, -8.2991E-005, -0.000210455
5, 900.00000, 0.225584, 0.140284, 8.07547E-008, -3.20453E-006, 0.507729, 0.313851, -0.000154481, -0.000327996
5, 1800.00000, 0.332391, 0.207073, 8.10682E-008, -3.20049E-006, 0.753921, 0.465427, -0.000367899, -0.000725904
5, 2700.00000, 0.474609, 0.296177, 7.99629E-008, -3.18736E-006, 1.04341, 0.643255, -0.00055581, -0.00137984
6, 0.00000, 0.358283, 0.222888, 7.64606E-008, -3.17759E-006, 0.707707, 0.437187, 1.22377E-005, -0.000607914
6, 900.00000, 0.395425, 0.246007, 7.52325E-008, -3.17127E-006, 0.762207, 0.470758, 8.49877E-005, -0.000689715
6, 1800.00000, 0.270144, 0.16798, 7.8513E-008, -3.19242E-006, 0.562038, 0.3474, -7.24387E-005, -0.000398102
6, 2700.00000, 0.235295, 0.1463, 7.96784E-008, -3.19667E-006, 0.511361, 0.316125, -0.000111462, -0.000336662
7, 0.00000, 0.236503, 0.147003, 7.88731E-008, -3.19357E-006, 0.494441, 0.305716, -5.89463E-005, -0.000309341
7, 900.00000, 0.297532, 0.185014, 7.76753E-008, -3.18872E-006, 0.600951, 0.371405, -3.30397E-005, -0.000443959
7, 1800.00000, 0.280898, 0.174562, 7.69293E-008, -3.18809E-006, 0.542801, 0.335577, 3.76573E-005, -0.000346376
7, 2700.00000, 0.220813, 0.137206, 7.85656E-008, -3.19787E-006, 0.454338, 0.280978, -3.65484E-005, -0.000258517
8, 0.00000, 0.206666, 0.128478, 8.03725E-008, -3.19809E-006, 0.463231, 0.286417, -0.000122004, -0.000276831
8, 900.00000, 0.213296, 0.132622, 8.04076E-008, -3.19945E-006, 0.48159, 0.297733, -0.000141283, -0.000300235
8, 1800.00000, 0.192318, 0.119521, 7.98488E-008, -3.20057E-006, 0.42568, 0.263254, -9.41081E-005, -0.000235272
8, 2700.00000, 0.214538, 0.133375, 7.99011E-008, -3.20161E-006, 0.474443, 0.293336, -0.000119041, -0.000289209
9, 0.00000, 0.232319, 0.144487, 8.05528E-008, -3.19618E-006, 0.522466, 0.322937, -0.00016257, -0.000348828
9, 900.00000, 0.214869, 0.133574, 8.00015E-008, -3.19807E-006, 0.472619, 0.292215, -0.000110625, -0.0002845
9, 1800.00000, 0.242937, 0.151065, 7.95597E-008, -3.19492E-006, 0.526459, 0.325428, -0.000119377, -0.0003525
9, 2700.00000, 0.241728, 0.150385, 8.11239E-008, -3.18871E-006, 0.553546, 0.342081, -0.000201642, -0.000394477
10, 0.00000, 0.216168, 0.134428, 8.06643E-008, -3.19787E-006, 0.494497, 0.305683, -0.000162734, -0.000317574
10, 900.00000, 0.229001, 0.142396, 8.0545E-008, -3.18856E-006, 0.507689, 0.31384, -0.000132011, -0.000325835
10, 1800.00000, 0.235826, 0.146618, 7.95485E-008, -3.19378E-006, 0.507045, 0.313462, -0.000100481, -0.000323986
10, 2700.00000, 0.273469, 0.17012, 7.98575E-008, -3.18842E-006, 0.592007, 0.365826, -0.000148122, -0.000439257
11, 0.00000, 0.355841, 0.221719, 8.04905E-008, -3.18453E-006, 0.794817, 0.4906, -0.000360816, -0.000808368
11, 900.00000, 0.361252, 0.225145, 8.08819E-008, -3.1843E-006, 0.816243, 0.503749, -0.000413168, -0.000857111
11, 1800.00000, 0.318354, 0.198228, 8.04416E-008, -3.18775E-006, 0.705569, 0.435725, -0.000262989, -0.000633271
11, 2700.00000, 0.311398, 0.193757, 7.85937E-008, -3.18767E-006, 0.65456, 0.404395, -0.000122396, -0.000539164
12, 0.00000, 0.280168, 0.174285, 7.9429E-008, -3.19191E-006, 0.599433, 0.370416, -0.00013239, -0.000451682
12, 900.00000, 0.323676, 0.20147, 7.92491E-008, -3.18732E-006, 0.693056, 0.428075, -0.000178832, -0.000606525
12, 1800.00000, 0.283242, 0.176184, 7.89113E-008, -3.19362E-006, 0.598479, 0.36984, -0.000112468, -0.000450403
12, 2700.00000, 0.249573, 0.15519, 7.93991E-008, -3.19818E-006, 0.534674, 0.330502, -0.000108319, -0.00036101
13, 0.00000, 0.249682, 0.155284, 7.97869E-008, -3.19795E-006, 0.544628, 0.336622, -0.000138075, -0.000376369
13, 900.00000, 0.25077, 0.155907, 7.88752E-008, -3.19328E-006, 0.526263, 0.32533, -7.8181E-005, -0.000346199
13, 1800.00000, 0.286664, 0.178313, 7.9317E-008, -3.18602E-006, 0.605104, 0.373918, -0.000112151, -0.000451236
13, 2700.00000, 0.258425, 0.160683, 7.89357E-008, -3.19344E-006, 0.542672, 0.335444, -8.54153E-005, -0.000365999
14, 0.00000, 0.266099, 0.165484, 7.92536E-008, -3.18968E-006, 0.563891, 0.348519, -0.000103238, -0.000396236
14, 900.00000, 0.256486, 0.159486, 7.90963E-008, -3.19288E-006, 0.543, 0.335642, -9.53789E-005, -0.000369471
14, 1800.00000, 0.26871, 0.16709, 7.85718E-008, -3.19228E-006, 0.560142, 0.346221, -8.01463E-005, -0.000391023
14, 2700.00000, 0.26342, 0.163813, 7.89796E-008, -3.19399E-006, 0.557348, 0.344485, -0.000101976, -0.000389025
15, 0.00000, 0.255329, 0.158782, 7.93902E-008, -3.19407E-006, 0.547105, 0.338162, -0.000114598, -0.000376303
15, 900.00000, 0.258651, 0.16088, 7.99784E-008, -3.19072E-006, 0.563757, 0.348413, -0.000144022, -0.000400382
15, 1800.00000, 0.273083, 0.169877, 7.95192E-008, -3.19307E-006, 0.589473, 0.364268, -0.000145021, -0.000438418
15, 2700.00000, 0.259414, 0.161398, 8.02027E-008, -3.19772E-006, 0.579332, 0.357987, -0.000192841, -0.000430788
