hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar)
0, 900.00000, 0.130232, 0.0810108, 0.000145958, -0.0002102
0, 1800.00000, 0.124572, 0.0774689, 0.000128542, -0.000185328
0, 2700.00000, 0.114133, 0.0709607, 0.000109318, -0.000157973
1, 0.00000, 0.108469, 0.0674176, 9.39498E-005, -0.000135476
1, 900.00000, 0.102131, 0.0634755, 8.74511E-005, -0.000125875
1, 1800.00000, 0.104209, 0.0647543, 8.26919E-005, -0.000119642
1, 2700.00000, 0.0929718, 0.0577647, 7.07759E-005, -0.000101686
2, 0.00000, 0.0956083, 0.0593977, 7.00666E-005, -0.000101265
2, 900.00000, 0.0913035, 0.0567264, 6.88729E-005, -9.8979E-005
2, 1800.00000, 0.0862098, 0.0535613, 6.4837E-005, -9.29303E-005
2, 2700.00000, 0.0847883, 0.0526746, 6.21356E-005, -8.88744E-005
3, 0.00000, 0.089113, 0.055354, 6.13016E-005, -8.84252E-005
3, 900.00000, 0.0864601, 0.0537072, 6.04001E-005, -8.6754E-005
3, 1800.00000, 0.0870565, 0.0540797, 6.16443E-005, -8.86816E-005
3, 2700.00000, 0.0833862, 0.0517977, 5.81749E-005, -8.3468E-005
4, 0.00000, 0.0798395, 0.0495914, 5.41183E-005, -7.75876E-005
4, 900.00000, 0.0875693, 0.0543909, 5.80257E-005, -8.42439E-005
4, 1800.00000, 0.0883951, 0.0549023, 5.84688E-005, -8.41484E-005
4, 2700.00000, 0.0857262, 0.053245, 5.61953E-005, -8.13687E-005
5, 0.00000, 0.0963701, 0.059891, 8.16512E-005, -0.0001174
5, 900.00000, 0.110552, 0.0687587, 0.000120648, -0.000172803
5, 1800.00000, 0.160225, 0.0998408, 0.000264376, -0.000378461
5, 2700.00000, 0.251536, 0.157026, 0.000552596, -0.000796292
6, 0.00000, 0.239664, 0.14915, 0.000297288, -0.000435013
6, 900.00000, 0.276805, 0.17228, 0.000351269, -0.000520151
6, 1800.00000, 0.162107, 0.100827, 0.000175936, -0.000252416
6, 2700.00000, 0.127031, 0.0790031, 0.000134745, -0.000190521
7, 0.00000, 0.140242, 0.0871904, 0.000134982, -0.000192353
7, 900.00000, 0.190278, 0.118351, 0.000208249, -0.000303663
7, 1800.00000, 0.195241, 0.121372, 0.000174824, -0.000260862
7, 2700.00000, 0.13549, 0.0842122, 0.000116302, -0.000167358
8, 0.00000, 0.102383, 0.0636593, 0.000102342, -0.00014477
8, 900.00000, 0.103515, 0.0643741, 0.000108881, -0.000154043
8, 1800.00000, 0.0987173, 0.0613626, 8.96113E-005, -0.000126567
8, 2700.00000, 0.110492, 0.0687033, 0.000110951, -0.000158547
9, 0.00000, 0.114166, 0.0710156, 0.000128578, -0.000183801
9, 900.00000, 0.112319, 0.0698383, 0.000110862, -0.00015891
9, 1800.00000, 0.132201, 0.0822219, 0.000142626, -0.000204853
9, 2700.00000, 0.112489, 0.0699933, 0.000138073, -0.000195109
10, 0.00000, 0.100842, 0.0627236, 0.000110982, -0.000156518
10, 900.00000, 0.117209, 0.0728952, 0.000124925, -0.0001789
10, 1800.00000, 0.130875, 0.0813854, 0.000133626, -0.000192912
10, 2700.00000, 0.149376, 0.0929423, 0.000179264, -0.000259868
11, 0.00000, 0.179571, 0.111917, 0.000307222, -0.000439139
11, 900.00000, 0.176417, 0.109977, 0.00031583, -0.000449022
11, 1800.00000, 0.163868, 0.102065, 0.000244815, -0.000350611
11, 2700.00000, 0.18294, 0.113861, 0.000234576, -0.000338451
12, 0.00000, 0.1576, 0.0980656, 0.000189025, -0.000273151
12, 900.00000, 0.18208, 0.113361, 0.000254122, -0.000366081
12, 1800.00000, 0.164201, 0.102167, 0.000193476, -0.00027969
12, 2700.00000, 0.139777, 0.0869384, 0.000150094, -0.000216507
13, 0.00000, 0.133621, 0.0831202, 0.000150185, -0.000216343
13, 900.00000, 0.147503, 0.0917257, 0.000150549, -0.000218645
13, 1800.00000, 0.166535, 0.103613, 0.000195143, -0.000286172
13, 2700.00000, 0.151823, 0.0944258, 0.000159267, -0.000232704
14, 0.00000, 0.153078, 0.0952193, 0.000169313, -0.00024635
14, 900.00000, 0.147851, 0.0919579, 0.000157871, -0.000229013
14, 1800.00000, 0.16056, 0.099864, 0.0001726, -0.000251556
14, 2700.00000, 0.152081, 0.0945976, 0.00016653, -0.000242347
15, 0.00000, 0.142967, 0.088928, 0.000156667, -0.000227132
15, 900.00000, 0.138744, 0.0863164, 0.00016048, -0.000231748
15, 1800.00000, 0.150288, 0.0935112, 0.0001798, -0.000260057
15, 2700.00000, 0.130289, 0.0810787, 0.000162021, -0.000231628
16, 0.00000, 0.147124, 0.0915458, 0.000178471, -0.000256731
16, 900.00000, 0.159763, 0.0994508, 0.000214503, -0.000308132
16, 1800.00000, 0.165453, 0.103028, 0.000239243, -0.000342779
16, 2700.00000, 0.184477, 0.114817, 0.000232815, -0.000341896
17, 0.00000, 0.204811, 0.12763, 0.000342601, -0.000496681
17, 900.00000, 0.178168, 0.111196, 0.000384729, -0.000544807
17, 1800.00000, 0.225249, 0.140985, 0.000686223, -0.000964657
17, 2700.00000, 0.31302, 0.196337, 0.001156, -0.00163054
18, 0.00000, 0.311137, 0.195641, 0.00140705, -0.00194574
18, 900.00000, 0.343448, 0.215853, 0.00149018, -0.00207129
18, 1800.00000, 0.361841, 0.227114, 0.00141, -0.00198248
18, 2700.00000, 0.39357, 0.247087, 0.00156579, -0.00220988
19, 0.00000, 0.408899, 0.25645, 0.00147796, -0.00211604
19, 900.00000, 0.392764, 0.246256, 0.00138148, -0.00197461
19, 1800.00000, 0.386032, 0.242001, 0.0013454, -0.00192246
19, 2700.00000, 0.35049, 0.21969, 0.00120926, -0.00172058
20, 0.00000, 0.339768, 0.212859, 0.00111403, -0.00158897
20, 900.00000, 0.321743, 0.201668, 0.00111744, -0.00158266
20, 1800.00000, 0.319435, 0.200125, 0.00105237, -0.00149711
20, 2700.00000, 0.294703, 0.184434, 0.000875548, -0.00124993
21, 0.00000, 0.281473, 0.176123, 0.000819192, -0.00116726
21, 900.00000, 0.281393, 0.175945, 0.000753967, -0.00108187
21, 1800.00000, 0.28651, 0.179095, 0.000741351, -0.00107292
21, 2700.00000, 0.274239, 0.171375, 0.000684047, -0.000987194
22, 0.00000, 0.255765, 0.159753, 0.00060002, -0.000865049
22, 900.00000, 0.268656, 0.167744, 0.000600441, -0.000871898
22, 1800.00000, 0.242006, 0.151008, 0.0004928, -0.000714526
22, 2700.00000, 0.218367, 0.136238, 0.000437542, -0.000631962
23, 0.00000, 0.189795, 0.118284, 0.000315576, -0.000455769
23, 900.00000, 0.184659, 0.115064, 0.000300732, -0.000434425
23, 1800.00000, 0.184953, 0.115214, 0.000285622, -0.000412655
23, 2700.00000, 0.167393, 0.104235, 0.000237354, -0.000343654
24, 0.00000, 0.130235, 0.0810178, 0.000145999, -0.000210243
