hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 900.00000, 0.973386, 0.602711, 0.473706, 0.292846, 1.03021, 0.636325, 0.00062796, 0.000361478
0, 1800.00000, 0.926475, 0.57365, 0.474999, 0.293707, 0.978857, 0.604753, 0.000525824, 0.000296165
0, 2700.00000, 0.850585, 0.526709, 0.428927, 0.265259, 0.900865, 0.55669, 0.000455728, 0.000258352
1, 0.00000, 0.803191, 0.497348, 0.428072, 0.264782, 0.844955, 0.522273, 0.000368775, 0.000204378
1, 900.00000, 0.761377, 0.471487, 0.408469, 0.252674, 0.822399, 0.508365, 0.000349374, 0.000185993
1, 1800.00000, 0.767464, 0.475237, 0.39846, 0.246486, 0.78178, 0.483304, 0.000326182, 0.000191667
1, 2700.00000, 0.691137, 0.427994, 0.397523, 0.245957, 0.756372, 0.467682, 0.000265262, 0.000131707
2, 0.00000, 0.704856, 0.436484, 0.383934, 0.237541, 0.733125, 0.453314, 0.000266429, 0.000148346
2, 900.00000, 0.679379, 0.420736, 0.366892, 0.226999, 0.730076, 0.451427, 0.00027251, 0.000145023
2, 1800.00000, 0.646153, 0.400171, 0.368941, 0.228285, 0.727595, 0.449918, 0.000253563, 0.000121641
2, 2700.00000, 0.634676, 0.393075, 0.344997, 0.213469, 0.698452, 0.431916, 0.000250504, 0.000128081
3, 0.00000, 0.657821, 0.407376, 0.360913, 0.223321, 0.687998, 0.425471, 0.000232639, 0.000127694
3, 900.00000, 0.641847, 0.397491, 0.364993, 0.225853, 0.694896, 0.429743, 0.00022722, 0.000115439
3, 1800.00000, 0.646784, 0.400557, 0.351432, 0.217452, 0.691327, 0.42752, 0.000241241, 0.000128891
3, 2700.00000, 0.621982, 0.385195, 0.367555, 0.227449, 0.694746, 0.429664, 0.000216407, 0.000101767
4, 0.00000, 0.596861, 0.369637, 0.37388, 0.23138, 0.686399, 0.424533, 0.000194213, 8.21919E-005
4, 900.00000, 0.645893, 0.399971, 0.389341, 0.240933, 0.694761, 0.429682, 0.00020061, 9.92423E-005
4, 1800.00000, 0.650673, 0.402935, 0.37712, 0.233364, 0.68349, 0.422716, 0.000208652, 0.000109631
4, 2700.00000, 0.633553, 0.392336, 0.37931, 0.23473, 0.68213, 0.421884, 0.000196686, 9.74603E-005
5, 0.00000, 0.72391, 0.448326, 0.375536, 0.232308, 0.791291, 0.48916, 0.000342265, 0.000183006
5, 900.00000, 0.84305, 0.522096, 0.44883, 0.277558, 0.986313, 0.609349, 0.000529331, 0.000258459
5, 1800.00000, 1.2266, 0.759552, 0.545253, 0.336739, 1.38914, 0.856837, 0.00128862, 0.000720753
5, 2700.00000, 1.8814, 1.16422, 0.804053, 0.495754, 1.9177, 1.18065, 0.00253519, 0.00160714
6, 0.00000, 1.69527, 1.04856, 0.766194, 0.473041, 1.3529, 0.83458, 0.00134765, 0.00111384
6, 900.00000, 1.94462, 1.20235, 0.866705, 0.534869, 1.45966, 0.899989, 0.00171011, 0.00150814
6, 1800.00000, 1.17662, 0.728304, 0.525461, 0.324705, 1.05634, 0.652348, 0.000771949, 0.000551089
